1,"東京都生計分析調査　令和 5年","","","","","","","","","","","","","",""
2,"","","","","","","第３３表　世帯主年齢階層別１世帯当たり年平均１か月間の収入と用途別生計支出　―　無職世帯　―　","","","","","","","",""
3,"","","","","","","注）　１）は、「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いたもの。","","","","","","","",""
4,"","","","","","","項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）","","","","","","","",""
5,"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","都平均／対前年増加率（％）","65歳未満／実数（円）","65歳未満／構成比（％）","65歳以上／実数（円）","65歳以上／構成比（％）","（再掲）75歳以上／実数（円）","（再掲）75歳以上／構成比（％）"
6,"0","0","0","0","0","世帯数分布",10000,-,-,991,-,9009,-,5599,-
7,"0","0","0","0","0","調査世帯数",194,-,-,18,-,176,-,108,-
8,"0","0","0","0","0","世帯人員",2.36,-,-,2.55,-,2.34,-,2.31,-
9,"0","0","0","0","0","有業人員",0.48,-,-,0.69,-,0.45,-,0.39,-
10,"0","0","0","0","0","世帯主平均年齢",75.0,-,-,56.2,-,77.1,-,81.4,-
11,"1","0","0","0","0","受取",714060,-,0.5,792181,-,704931,-,649551,-
12,"1","1","0","0","0","実収入",242959,100.0,-2.1,226308,100.0,245010,100.0,232130,100.0
13,"1","2","0","0","0","経常収入",234631,96.6,1.9,203540,89.9,238273,97.3,225987,97.4
14,"1","3","0","0","0","勤め先収入",37044,15.2,33.2,91061,40.2,30916,12.6,22377,9.6
15,"1","4","0","0","0","世帯主収入",-,-,-,-,-,-,-,-,-
16,"1","6","0","0","0","うち男",-,-,-,-,-,-,-,-,-
17,"1","5","0","0","0","定期収入",-,-,-,-,-,-,-,-,-
18,"1","5","0","0","0","臨時収入",-,-,-,-,-,-,-,-,-
19,"1","5","0","0","0","賞与",-,-,-,-,-,-,-,-,-
20,"1","4","0","0","0","世帯主の配偶者の収入",16787,6.9,25.7,62051,27.4,11761,4.8,2521,1.1
21,"1","6","0","0","0","うち女",16787,6.9,34.2,62051,27.4,11761,4.8,2521,1.1
22,"1","4","0","0","0","他の世帯員収入",20257,8.3,40.1,29010,12.8,19156,7.8,19857,8.6
23,"1","3","0","0","0","事業・内職収入",7215,3.0,-12.3,6044,2.7,7390,3.0,5575,2.4
24,"1","4","0","0","0","家賃収入",3282,1.4,8.1,-,-,3636,1.5,3316,1.4
25,"1","4","0","0","0","他の事業収入",387,0.2,-71.6,1423,0.6,265,0.1,416,0.2
26,"1","4","0","0","0","内職収入",3547,1.5,-7.4,4620,2.0,3489,1.4,1843,0.8
27,"1","3","0","0","0","他の経常収入",190372,78.4,-2.0,106435,47.0,199967,81.6,198035,85.3
28,"1","4","0","0","0","財産収入",7611,3.1,-8.2,11178,4.9,7119,2.9,7447,3.2
29,"1","4","0","0","0","社会保障給付",182156,75.0,-1.7,93153,41.2,192398,78.5,189976,81.8
30,"1","5","0","0","0","公的年金給付",176488,72.6,-1.8,47599,21.0,191048,78.0,188877,81.4
31,"1","5","0","0","0","他の社会保障給付",5668,2.3,2.3,45554,20.1,1350,0.6,1099,0.5
32,"1","4","0","0","0","仕送り金",606,0.2,-22.2,2105,0.9,449,0.2,612,0.3
33,"1","2","0","0","0","特別収入",8328,3.4,-53.4,22768,10.1,6737,2.7,6143,2.6
34,"1","3","0","0","0","受贈金",1171,0.5,-86.2,1631,0.7,1141,0.5,1210,0.5
35,"1","3","0","0","0","他の特別収入",7157,2.9,-23.4,21137,9.3,5596,2.3,4933,2.1
36,"1","1","0","0","0","実収入以外の受取(繰入金を除く)",345310,-,0.0,391079,-,340212,-,300354,-
37,"1","2","0","0","0","預貯金引出",247364,-,-3.1,276611,-,244682,-,227393,-
38,"1","2","0","0","0","保険金",29538,-,-10.3,18139,-,30791,-,24483,-
39,"1","3","0","0","0","個人・企業年金保険金",26318,-,-5.0,14436,-,27696,-,20602,-
40,"1","3","0","0","0","他の保険金",3220,-,-38.1,3703,-,3095,-,3881,-
41,"1","2","0","0","0","有価証券売却",1926,-,...,-,-,2115,-,2766,-
42,"1","2","0","0","0","土地家屋借入金",-,-,-,-,-,-,-,-,-
43,"1","2","0","0","0","他の借入金",61,-,-63.5,-,-,67,-,63,-
44,"1","2","0","0","0","クレジット購入借入金",65870,-,16.6,95403,-,62053,-,45057,-
45,"1","2","0","0","0","土地家屋売却",-,-,-,-,-,-,-,-,-
46,"1","2","0","0","0","実収入以外の受取のその他",551,-,12.4,927,-,505,-,592,-
47,"1","1","0","0","0","繰入金",125791,-,7.7,174794,-,119709,-,117067,-
48,"2","0","0","0","0","支払",714060,-,0.5,792181,-,704931,-,649551,-
49,"2","1","0","0","0","実支出",302380,-,-0.8,344084,-,297295,-,277255,-
50,"2","2","0","0","0","生計支出",266549,-,-1.7,301541,-,262282,-,243759,-
51,"2","3","0","0","0","消費支出",265902,100.0,0.1,301541,100.0,261547,100.0,242528,100.0
52,"2","4","1","0","0","食料",85142,32.0,7.1,85660,28.4,84890,32.5,80471,33.2
53,"2","5","1","1","0","穀類",6502,2.4,1.3,5958,2.0,6562,2.5,6124,2.5
54,"2","6","1","1","1","米類",1557,0.6,-9.5,1231,0.4,1594,0.6,1561,0.6
55,"2","6","1","1","2","パン",2908,1.1,6.2,2771,0.9,2928,1.1,2743,1.1
56,"2","6","1","1","3","麺類",1542,0.6,3.6,1551,0.5,1538,0.6,1354,0.6
57,"2","6","1","1","4","他の穀類",495,0.2,4.4,406,0.1,502,0.2,467,0.2
58,"2","5","1","2","0","魚介類",7625,2.9,0.1,5899,2.0,7798,3.0,7845,3.2
59,"2","6","1","2","1","生鮮魚介",4173,1.6,1.1,3270,1.1,4264,1.6,4266,1.8
60,"2","6","1","2","2","塩干魚介",1415,0.5,3.5,1059,0.4,1450,0.6,1519,0.6
61,"2","6","1","2","3","魚肉練製品",928,0.3,-0.9,697,0.2,951,0.4,904,0.4
62,"2","6","1","2","4","他の魚介加工品",1110,0.4,-7.0,874,0.3,1133,0.4,1157,0.5
63,"2","5","1","3","0","肉類",7386,2.8,10.4,7467,2.5,7375,2.8,6618,2.7
64,"2","6","1","3","1","生鮮肉",5945,2.2,13.1,6151,2.0,5924,2.3,5281,2.2
65,"2","6","1","3","2","加工肉",1441,0.5,0.5,1317,0.4,1451,0.6,1337,0.6
66,"2","5","1","4","0","乳卵類",4793,1.8,15.2,4440,1.5,4828,1.8,4656,1.9
67,"2","6","1","4","1","牛乳",1477,0.6,13.2,1378,0.5,1486,0.6,1536,0.6
68,"2","6","1","4","2","乳製品",2254,0.8,10.9,1967,0.7,2284,0.9,2107,0.9
69,"2","6","1","4","3","卵",1062,0.4,28.7,1094,0.4,1057,0.4,1013,0.4
70,"2","5","1","5","0","野菜・海藻",11746,4.4,2.3,8732,2.9,12071,4.6,12117,5.0
71,"2","6","1","5","1","生鮮野菜",8065,3.0,1.0,6111,2.0,8274,3.2,8344,3.4
72,"2","6","1","5","2","乾物・海藻",896,0.3,8.2,660,0.2,921,0.4,910,0.4
73,"2","6","1","5","3","大豆加工品",1346,0.5,9.0,1013,0.3,1381,0.5,1307,0.5
74,"2","6","1","5","4","他の野菜・海藻加工品",1441,0.5,0.5,948,0.3,1495,0.6,1556,0.6
75,"2","5","1","6","0","果物",4899,1.8,9.4,3309,1.1,5074,1.9,5304,2.2
76,"2","6","1","6","1","生鮮果物",4466,1.7,9.6,2947,1.0,4631,1.8,4899,2.0
77,"2","6","1","6","2","果物加工品",433,0.2,7.4,362,0.1,443,0.2,405,0.2
78,"2","5","1","7","0","油脂・調味料",3984,1.5,1.0,3998,1.3,3986,1.5,3806,1.6
79,"2","6","1","7","1","油脂",481,0.2,-1.8,416,0.1,487,0.2,464,0.2
80,"2","6","1","7","2","調味料",3503,1.3,1.5,3582,1.2,3499,1.3,3342,1.4
81,"2","5","1","8","0","菓子類",6514,2.4,8.8,6905,2.3,6457,2.5,5953,2.5
82,"2","5","1","9","0","調理食品",13303,5.0,2.1,11400,3.8,13449,5.1,13272,5.5
83,"2","6","1","9","1","主食的調理食品",5699,2.1,4.5,5128,1.7,5732,2.2,5610,2.3
84,"2","6","1","9","2","他の調理食品",7605,2.9,0.5,6272,2.1,7718,3.0,7662,3.2
85,"2","5","1","10","0","飲料",4822,1.8,1.3,5669,1.9,4726,1.8,4355,1.8
86,"2","6","1","10","1","茶類",1210,0.5,-1.1,1239,0.4,1207,0.5,1179,0.5
87,"2","6","1","10","2","コーヒー・ココア",886,0.3,-6.7,1143,0.4,854,0.3,735,0.3
88,"2","6","1","10","3","他の飲料",2726,1.0,5.3,3287,1.1,2666,1.0,2442,1.0
89,"2","5","1","11","0","酒類",3767,1.4,-0.2,4630,1.5,3667,1.4,2817,1.2
90,"2","5","1","12","0","外食",9799,3.7,36.6,17255,5.7,8898,3.4,7604,3.1
91,"2","6","1","12","1","一般外食",9781,3.7,37.2,17043,5.7,8898,3.4,7604,3.1
92,"2","6","1","12","2","学校給食",18,0.0,-58.1,212,0.1,-,-,-,-
93,"2","4","2","0","0","住居",20236,7.6,-12.4,23167,7.7,20338,7.8,17243,7.1
