1,"東京都生計分析調査　令和 5年 8月","","","","","","","","","","","","","","",""
2,"","","","","","","第６表　世帯人員別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―　","","","","","","","","",""
3,"","","","","","","注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。","","","","","","","","",""
4,"","","","","","","項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）","","","","","","","","",""
5,"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","2人／実数（円）","2人／構成比（％）","3人／実数（円）","3人／構成比（％）","4人／実数（円）","4人／構成比（％）","5人以上／実数（円）","5人以上／構成比（％）"
6,"0","0","0","0","0","世帯数分布",10000,-,2644,-,2950,-,3484,-,923,-
7,"0","0","0","0","0","調査世帯数",328,-,89,-,92,-,115,-,32,-
8,"0","0","0","0","0","世帯人員",3.30,-,2.00,-,3.00,-,4.00,-,5.29,-
9,"0","0","0","0","0","有業人員",1.74,-,1.50,-,1.71,-,1.95,-,1.71,-
10,"0","0","0","0","0","世帯主平均年齢",49.4,-,52.1,-,51.2,-,46.9,-,45.5,-
11,"1","0","0","0","0","受取",1514068,-,1361786,-,1570174,-,1645731,-,1273955,-
12,"1","1","0","0","0","実収入",618509,100.0,585620,100.0,631452,100.0,633167,100.0,616040,100.0
13,"1","2","0","0","0","経常収入",612549,99.0,578265,98.7,626493,99.2,626643,99.0,613011,99.5
14,"1","3","0","0","0","勤め先収入",548840,88.7,470389,80.3,554199,87.8,593532,93.7,587781,95.4
15,"1","4","0","0","0","世帯主収入",459722,74.3,411282,70.2,465143,73.7,480016,75.8,504584,81.9
16,"1","6","0","0","0","うち男",437908,70.8,377825,64.5,442610,70.1,461870,72.9,504584,81.9
17,"1","5","0","0","0","定期収入",450998,72.9,394812,67.4,462870,73.3,469399,74.1,504579,81.9
18,"1","5","0","0","0","臨時収入",1421,0.2,1462,0.2,521,0.1,2527,0.4,6,0.0
19,"1","5","0","0","0","賞与",7303,1.2,15008,2.6,1752,0.3,8090,1.3,-,-
20,"1","4","0","0","0","世帯主の配偶者の収入",76027,12.3,53259,9.1,74624,11.8,97167,15.3,65941,10.7
