1,東京都生計分析調査　令和 5年 1月,,,,,,,,,,,,,,,,,,,
2,,,,,,,第１０表　世帯類型別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
6,0,0,0,0,0,世帯数分布,10000,-,2375,-,6500,-,374,-,104,-,751,-,5603,-
7,0,0,0,0,0,調査世帯数,321,-,75,-,210,-,10,-,3,-,26,-,174,-
8,0,0,0,0,0,世帯人員,3.18,-,2,-,3.66,-,2.33,-,2,-,3.25,-,3.32,-
9,0,0,0,0,0,有業人員,1.8,-,1.56,-,1.9,-,1.94,-,1,-,1.64,-,2.19,-
10,0,0,0,0,0,世帯主平均年齢,50.9,-,55.1,-,49.2,-,58.8,-,53,-,49.1,-,49.3,-
11,1,0,0,0,0,受取,1458067,-,1578609,-,1505966,-,755538,-,452509,-,1012312,-,1763104,-
12,1,1,0,0,0,実収入,588129,100,503581,100,666939,100,360023,100,178649,100,286866,100,707251,100
13,1,2,0,0,0,経常収入,572564,97.4,499241,99.1,645254,96.7,357061,99.2,178571,100,282499,98.5,688707,97.4
14,1,3,0,0,0,勤め先収入,556717,94.7,486223,96.6,625992,93.9,356558,99,176761,98.9,279625,97.5,676716,95.7
15,1,4,0,0,0,世帯主収入,435948,74.1,366344,72.7,494812,74.2,269058,74.7,176761,98.9,229618,80,476701,67.4
16,1,6,0,0,0,うち男,419872,71.4,352896,70.1,489814,73.4,123593,34.3,-,-,173829,60.6,466322,65.9
17,1,5,0,0,0,定期収入,422301,71.8,361730,71.8,476174,71.4,269058,74.7,176761,98.9,223803,78,461739,65.3
18,1,5,0,0,0,臨時収入,3543,0.6,1112,0.2,4987,0.7,-,-,-,-,502,0.2,5694,0.8
19,1,5,0,0,0,賞与,10104,1.7,3502,0.7,13651,2,-,-,-,-,5313,1.9,9268,1.3
20,1,4,0,0,0,世帯主の配偶者の収入,110393,18.8,119879,23.8,122458,18.4,-,-,-,-,30955,10.8,196283,27.8
21,1,6,0,0,0,うち女,105992,18,114804,22.8,118773,17.8,-,-,-,-,20302,7.1,188429,26.6
22,1,4,0,0,0,他の世帯員収入,10376,1.8,-,-,8721,1.3,87500,24.3,-,-,19052,6.6,3732,0.5
23,1,3,0,0,0,事業・内職収入,7590,1.3,5289,1.1,9612,1.4,-,-,-,-,1145,0.4,11549,1.6
24,1,4,0,0,0,家賃収入,5479,0.9,4687,0.9,6717,1,-,-,-,-,-,-,8529,1.2
