1,"東京都生計分析調査　令和 5年12月","","","","","","","","","","","","","","",""
2,"","","","","","","第６表　世帯人員別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―　","","","","","","","","",""
3,"","","","","","","注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。","","","","","","","","",""
4,"","","","","","","項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）","","","","","","","","",""
5,"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","2人／実数（円）","2人／構成比（％）","3人／実数（円）","3人／構成比（％）","4人／実数（円）","4人／構成比（％）","5人以上／実数（円）","5人以上／構成比（％）"
6,"0","0","0","0","0","世帯数分布",10000,-,2464,-,3278,-,3235,-,1023,-
7,"0","0","0","0","0","調査世帯数",324,-,82,-,106,-,102,-,34,-
8,"0","0","0","0","0","世帯人員",3.30,-,2.00,-,3.00,-,4.00,-,5.14,-
9,"0","0","0","0","0","有業人員",1.81,-,1.58,-,1.78,-,1.99,-,1.86,-
10,"0","0","0","0","0","世帯主平均年齢",49.9,-,53.8,-,50.4,-,47.4,-,47.1,-
11,"1","0","0","0","0","受取",2296547,-,1895744,-,2118926,-,2873550,-,2006375,-
12,"1","1","0","0","0","実収入",1295862,100.0,1067744,100.0,1241279,100.0,1527896,100.0,1286412,100.0
13,"1","2","0","0","0","経常収入",1268407,97.9,1051627,98.5,1206211,97.2,1494884,97.8,1273617,99.0
14,"1","3","0","0","0","勤め先収入",1203905,92.9,934645,87.5,1142090,92.0,1457503,95.4,1248521,97.1
15,"1","4","0","0","0","世帯主収入",994938,76.8,740454,69.3,957371,77.1,1207851,79.1,1054935,82.0
16,"1","6","0","0","0","うち男",919127,70.9,647633,60.7,887614,71.5,1134419,74.2,993175,77.2
17,"1","5","0","0","0","定期収入",475797,36.7,428638,40.1,481510,38.8,503805,33.0,482514,37.5
18,"1","5","0","0","0","臨時収入",5433,0.4,5736,0.5,3937,0.3,7611,0.5,2605,0.2
19,"1","5","0","0","0","賞与",513708,39.6,306080,28.7,471924,38.0,696435,45.6,569816,44.3
20,"1","4","0","0","0","世帯主の配偶者の収入",178297,13.8,158726,14.9,150726,12.1,218358,14.3,187077,14.5
