1,東京都生計分析調査　令和 5年 2月,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,第３表　勤め先収入７分位階層別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―　,,,,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
6,0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
7,0,0,0,0,0,調査世帯数,325,-,-,46,-,47,-,46,-,49,-,48,-,47,-,42,-
8,0,0,0,0,0,世帯人員,3.24,-,-,2.75,-,3.37,-,3.06,-,3.24,-,3.48,-,3.31,-,3.47,-
9,0,0,0,0,0,有業人員,1.79,-,-,1.57,-,1.76,-,1.57,-,1.83,-,1.96,-,1.85,-,2.00,-
10,0,0,0,0,0,世帯主平均年齢,50.8,-,-,57.5,-,52.6,-,52.3,-,48.2,-,48.1,-,48.4,-,48.6,-
11,1,0,0,0,0,受取,1425250,-,8.9,582884,-,967206,-,1209335,-,1355473,-,1474404,-,1871431,-,2494865,-
12,1,1,0,0,0,実収入,642938,100.0,14.3,200391,100.0,417765,100.0,563701,100.0,579457,100.0,717285,100.0,806035,100.0,1205853,100.0
13,1,2,0,0,0,経常収入,629874,98.0,13.5,195358,97.5,407407,97.5,560230,99.4,569334,98.3,688487,96.0,800304,99.3,1178248,97.7
14,1,3,0,0,0,勤め先収入,564687,87.8,15.6,79809,39.8,319351,76.4,430333,76.3,533768,92.1,643545,89.7,776972,96.4,1156489,95.9
15,1,4,0,0,0,世帯主収入,443064,68.9,7.8,72820,36.3,283669,67.9,364408,64.6,447472,77.2,491828,68.6,623801,77.4,808172,67.0
16,1,6,0,0,0,うち男,425231,66.1,7.8,48043,24.0,268620,64.3,358944,63.7,427750,73.8,445303,62.1,610367,75.7,808172,67.0
