1,"東京都生計分析調査　令和 5年 9月","","","","","","","","","","","","","","",""
2,"","","","","","","第５表　世帯人員別１世帯当たり１か月間の用途別生計支出　―　全　世　帯　―　","","","","","","","","",""
3,"","","","","","","注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。","","","","","","","","",""
4,"","","","","","","項目（0：世帯数等　2：生計支出）","","","","","","","","",""
5,"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","2人／実数（円）","2人／構成比（％）","3人／実数（円）","3人／構成比（％）","4人／実数（円）","4人／構成比（％）","5人以上／実数（円）","5人以上／構成比（％）"
6,"0","0","0","0","0","世帯数分布",10000,-,4360,-,2550,-,2422,-,667,-
7,"0","0","0","0","0","調査世帯数",627,-,280,-,155,-,151,-,41,-
8,"0","0","0","0","0","世帯人員",2.97,-,2.00,-,3.00,-,4.00,-,5.43,-
9,"0","0","0","0","0","有業人員",1.36,-,0.87,-,1.47,-,1.99,-,1.81,-
10,"0","0","0","0","0","世帯主平均年齢",59.5,-,67.4,-,57.7,-,49.5,-,50.2,-
11,"2","2","0","0","0","生計支出",314314,-,294212,-,303123,-,343260,-,383388,-
12,"2","3","0","0","0","消費支出",314314,100.0,294212,100.0,303123,100.0,343260,100.0,383388,100.0
13,"2","4","1","0","0","食料",95721,30.5,83938,28.5,99211,32.7,107067,31.2,118196,30.8
14,"2","5","1","1","0","穀類",6701,2.1,5354,1.8,6633,2.2,8372,2.4,9696,2.5
15,"2","6","1","1","1","米類",1630,0.5,1266,0.4,1473,0.5,2050,0.6,3080,0.8
16,"2","6","1","1","2","パン",3005,1.0,2532,0.9,3230,1.1,3493,1.0,3467,0.9
17,"2","6","1","1","3","麺類",1619,0.5,1279,0.4,1554,0.5,2068,0.6,2459,0.6
18,"2","6","1","1","4","他の穀類",447,0.1,277,0.1,377,0.1,761,0.2,690,0.2
19,"2","5","1","2","0","魚介類",6267,2.0,6194,2.1,6374,2.1,5768,1.7,8138,2.1
20,"2","6","1","2","1","生鮮魚介",3632,1.2,3475,1.2,3924,1.3,3267,1.0,4863,1.3
21,"2","6","1","2","2","塩干魚介",1165,0.4,1208,0.4,1067,0.4,1137,0.3,1359,0.4
22,"2","6","1","2","3","魚肉練製品",571,0.2,623,0.2,507,0.2,538,0.2,605,0.2
23,"2","6","1","2","4","他の魚介加工品",899,0.3,888,0.3,877,0.3,827,0.2,1311,0.3
24,"2","5","1","3","0","肉類",8699,2.8,6277,2.1,8709,2.9,10919,3.2,16433,4.3
25,"2","6","1","3","1","生鮮肉",7166,2.3,5051,1.7,7154,2.4,9011,2.6,14331,3.7
26,"2","6","1","3","2","加工肉",1533,0.5,1225,0.4,1555,0.5,1908,0.6,2103,0.5
27,"2","5","1","4","0","乳卵類",5224,1.7,4265,1.4,5197,1.7,6447,1.9,7154,1.9
28,"2","6","1","4","1","牛乳",1692,0.5,1387,0.5,1623,0.5,2104,0.6,2455,0.6
29,"2","6","1","4","2","乳製品",2472,0.8,1998,0.7,2496,0.8,3158,0.9,2984,0.8
30,"2","6","1","4","3","卵",1060,0.3,880,0.3,1078,0.4,1184,0.3,1714,0.4
31,"2","5","1","5","0","野菜・海藻",10917,3.5,10341,3.5,10931,3.6,11367,3.3,12988,3.4
32,"2","6","1","5","1","生鮮野菜",7746,2.5,7231,2.5,7817,2.6,8071,2.4,9669,2.5
33,"2","6","1","5","2","乾物・海藻",698,0.2,663,0.2,666,0.2,738,0.2,897,0.2
34,"2","6","1","5","3","大豆加工品",1241,0.4,1137,0.4,1357,0.4,1280,0.4,1340,0.3
35,"2","6","1","5","4","他の野菜・海藻加工品",1231,0.4,1310,0.4,1091,0.4,1278,0.4,1083,0.3
36,"2","5","1","6","0","果物",4522,1.4,4572,1.6,4426,1.5,4463,1.3,4769,1.2
37,"2","6","1","6","1","生鮮果物",4154,1.3,4269,1.5,3956,1.3,4080,1.2,4432,1.2
38,"2","6","1","6","2","果物加工品",367,0.1,303,0.1,470,0.2,383,0.1,336,0.1
39,"2","5","1","7","0","油脂・調味料",4162,1.3,3604,1.2,4068,1.3,4797,1.4,5864,1.5
40,"2","6","1","7","1","油脂",493,0.2,436,0.1,463,0.2,601,0.2,586,0.2
41,"2","6","1","7","2","調味料",3669,1.2,3168,1.1,3606,1.2,4196,1.2,5278,1.4
42,"2","5","1","8","0","菓子類",7412,2.4,5868,2.0,7741,2.6,9172,2.7,9861,2.6
43,"2","5","1","9","0","調理食品",13831,4.4,12315,4.2,15147,5.0,14783,4.3,15251,4.0
44,"2","6","1","9","1","主食的調理食品",6000,1.9,5369,1.8,6627,2.2,6245,1.8,6844,1.8
45,"2","6","1","9","2","他の調理食品",7831,2.5,6947,2.4,8520,2.8,8538,2.5,8407,2.2
46,"2","5","1","10","0","飲料",6026,1.9,5204,1.8,6655,2.2,6763,2.0,6318,1.6
