1,"東京都生計分析調査　令和 5年 7月","","","","","","","","","","","","","","",""
2,"","","","","","","第５表　世帯人員別１世帯当たり１か月間の用途別生計支出　―　全　世　帯　―　","","","","","","","","",""
3,"","","","","","","注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。","","","","","","","","",""
4,"","","","","","","項目（0：世帯数等　2：生計支出）","","","","","","","","",""
5,"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","2人／実数（円）","2人／構成比（％）","3人／実数（円）","3人／構成比（％）","4人／実数（円）","4人／構成比（％）","5人以上／実数（円）","5人以上／構成比（％）"
6,"0","0","0","0","0","世帯数分布",10000,-,4128,-,2822,-,2457,-,593,-
7,"0","0","0","0","0","調査世帯数",621,-,264,-,167,-,153,-,37,-
8,"0","0","0","0","0","世帯人員",2.97,-,2.00,-,3.00,-,4.00,-,5.33,-
9,"0","0","0","0","0","有業人員",1.42,-,0.90,-,1.55,-,2.05,-,1.84,-
10,"0","0","0","0","0","世帯主平均年齢",58.7,-,66.0,-,57.1,-,50.1,-,50.0,-
11,"2","2","0","0","0","生計支出",319403,-,292345,-,330680,-,341059,-,364408,-
12,"2","3","0","0","0","消費支出",319403,100.0,292345,100.0,330680,100.0,341059,100.0,364408,100.0
13,"2","4","1","0","0","食料",97705,30.6,82208,28.1,102726,31.1,110316,32.3,129461,35.5
14,"2","5","1","1","0","穀類",6965,2.2,5458,1.9,7063,2.1,8555,2.5,10404,2.9
15,"2","6","1","1","1","米類",1627,0.5,1161,0.4,1867,0.6,1879,0.6,2687,0.7
16,"2","6","1","1","2","パン",3032,0.9,2498,0.9,2974,0.9,3728,1.1,4141,1.1
17,"2","6","1","1","3","麺類",1860,0.6,1498,0.5,1802,0.5,2323,0.7,2735,0.8
18,"2","6","1","1","4","他の穀類",446,0.1,301,0.1,421,0.1,625,0.2,841,0.2
19,"2","5","1","2","0","魚介類",5575,1.7,5188,1.8,6255,1.9,5306,1.6,6142,1.7
20,"2","6","1","2","1","生鮮魚介",3148,1.0,2684,0.9,3816,1.2,3130,0.9,3277,0.9
21,"2","6","1","2","2","塩干魚介",1017,0.3,1057,0.4,982,0.3,958,0.3,1148,0.3
22,"2","6","1","2","3","魚肉練製品",558,0.2,634,0.2,553,0.2,453,0.1,497,0.1
23,"2","6","1","2","4","他の魚介加工品",851,0.3,813,0.3,904,0.3,766,0.2,1219,0.3
24,"2","5","1","3","0","肉類",8554,2.7,6007,2.1,8567,2.6,10988,3.2,16139,4.4
25,"2","6","1","3","1","生鮮肉",6903,2.2,4721,1.6,6980,2.1,8995,2.6,13061,3.6
26,"2","6","1","3","2","加工肉",1651,0.5,1287,0.4,1586,0.5,1992,0.6,3078,0.8
27,"2","5","1","4","0","乳卵類",4999,1.6,4205,1.4,5172,1.6,5600,1.6,7219,2.0
28,"2","6","1","4","1","牛乳",1555,0.5,1322,0.5,1454,0.4,1841,0.5,2475,0.7
29,"2","6","1","4","2","乳製品",2351,0.7,1991,0.7,2611,0.8,2486,0.7,3063,0.8
30,"2","6","1","4","3","卵",1093,0.3,892,0.3,1107,0.3,1273,0.4,1681,0.5
31,"2","5","1","5","0","野菜・海藻",10870,3.4,10267,3.5,11436,3.5,10771,3.2,12784,3.5
32,"2","6","1","5","1","生鮮野菜",7703,2.4,7210,2.5,7996,2.4,7830,2.3,9212,2.5
33,"2","6","1","5","2","乾物・海藻",753,0.2,609,0.2,988,0.3,685,0.2,919,0.3
34,"2","6","1","5","3","大豆加工品",1237,0.4,1171,0.4,1297,0.4,1228,0.4,1444,0.4
35,"2","6","1","5","4","他の野菜・海藻加工品",1177,0.4,1277,0.4,1155,0.3,1028,0.3,1208,0.3
36,"2","5","1","6","0","果物",3980,1.2,4000,1.4,4261,1.3,3825,1.1,3144,0.9
37,"2","6","1","6","1","生鮮果物",3652,1.1,3632,1.2,3923,1.2,3527,1.0,3016,0.8
38,"2","6","1","6","2","果物加工品",328,0.1,368,0.1,338,0.1,298,0.1,127,0.0
39,"2","5","1","7","0","油脂・調味料",4149,1.3,3550,1.2,4227,1.3,4743,1.4,5494,1.5
40,"2","6","1","7","1","油脂",489,0.2,443,0.2,468,0.1,526,0.2,754,0.2
41,"2","6","1","7","2","調味料",3660,1.1,3106,1.1,3760,1.1,4217,1.2,4741,1.3
42,"2","5","1","8","0","菓子類",7937,2.5,6113,2.1,7704,2.3,9987,2.9,13251,3.6
43,"2","5","1","9","0","調理食品",14468,4.5,12807,4.4,15249,4.6,15603,4.6,17621,4.8
44,"2","6","1","9","1","主食的調理食品",6118,1.9,5350,1.8,6552,2.0,6527,1.9,7694,2.1
45,"2","6","1","9","2","他の調理食品",8351,2.6,7456,2.6,8697,2.6,9076,2.7,9927,2.7
46,"2","5","1","10","0","飲料",6722,2.1,5695,1.9,7401,2.2,7275,2.1,8354,2.3
