市区町村コード,NO,都道府県名,市区町村名,課名,課名_カナ,手紙,メール,FAX,ホームページ,合計,最終確認日,備考
132217,0000000001,東京都,清瀬市,企画課,キカクカ,1,4,0,13,18,2022年3月31日,
132217,0000000002,東京都,清瀬市,秘書広報課,ヒショコウホウカ,6,11,1,32,50,2022年3月31日,
132217,0000000003,東京都,清瀬市,財政課,ザイセイカ,0,2,0,3,5,2022年3月31日,
132217,0000000004,東京都,清瀬市,男女共同参画センター,ダンジョキョウドウサンカクセンター,1,0,0,12,13,2022年3月31日,
132217,0000000005,東京都,清瀬市,市史編さん室,シシヘンサンシツ,0,0,0,8,8,2022年3月31日,
132217,0000000006,東京都,清瀬市,郷土博物館,キョウドハクブツカン,0,1,0,11,12,2022年3月31日,
132217,0000000007,東京都,清瀬市,総務課,ソウムカ,3,10,0,7,20,2022年3月31日,
132217,0000000008,東京都,清瀬市,建築管財課,ケンチクカンザイカ,2,7,4,21,34,2022年3月31日,
132217,0000000009,東京都,清瀬市,職員課,ショクインカ,3,3,0,11,17,2022年3月31日,
132217,0000000010,東京都,清瀬市,情報政策課,ジョウホウセイサクカ,1,0,0,5,6,2022年3月31日,
132217,0000000011,東京都,清瀬市,防災防犯課,ボウサイボウハンカ,3,2,0,21,26,2022年3月31日,
132217,0000000012,東京都,清瀬市,市民課,シミンカ,1,3,0,66,70,2022年3月31日,
132217,0000000013,東京都,清瀬市,課税課,カゼイカ,1,1,0,42,44,2022年3月31日,
132217,0000000014,東京都,清瀬市,徴収課,チョウシュウカ,0,1,0,30,31,2022年3月31日,
132217,0000000015,東京都,清瀬市,環境課,カンキョウカ,12,6,0,204,222,2022年3月31日,
132217,0000000016,東京都,清瀬市,産業振興課,サンギョウシンコウカ,6,5,0,29,40,2022年3月31日,
132217,0000000017,東京都,清瀬市,福祉総務課,フクシソウムカ,1,0,0,22,23,2022年3月31日,
132217,0000000018,東京都,清瀬市,生活福祉課,セイカツフクシカ,0,2,0,19,21,2022年3月31日,
132217,0000000019,東京都,清瀬市,障害福祉課,ショウガイフクシカ,1,3,0,30,34,2022年3月31日,
132217,0000000020,東京都,清瀬市,子育て支援課,コソダテシエンカ,12,4,1,86,103,2022年3月31日,
132217,0000000021,東京都,清瀬市,子ども家庭支援センター,コドモカテイシエンセンター,0,0,0,10,10,2022年3月31日,
132217,0000000022,東京都,清瀬市,健康推進課,ケンコウスイシンカ,38,17,1,696,752,2022年3月31日,
132217,0000000023,東京都,清瀬市,保険年金課,ホケンネンキンカ,6,3,0,58,67,2022年3月31日,
132217,0000000024,東京都,清瀬市,介護保険課,カイゴホケンカ,2,0,0,21,23,2022年3月31日,
132217,0000000025,東京都,清瀬市,都市計画課,トシケイカクカ,2,2,0,14,18,2022年3月31日,
132217,0000000026,東京都,清瀬市,道路交通課,ドウロコウツウカ,18,11,20,70,119,2022年3月31日,
132217,0000000027,東京都,清瀬市,水と緑と公園課,ミズトミドリトコウエンカ,12,13,8,69,102,2022年3月31日,
132217,0000000028,東京都,清瀬市,下水道課,ゲスイドウカ,1,1,0,4,6,2022年3月31日,
132217,0000000029,東京都,清瀬市,教育総務課,キョウイクソウムカ,4,1,4,48,57,2022年3月31日,
132217,0000000030,東京都,清瀬市,教育指導課,キョウイクシドウカ,21,2,1,43,67,2022年3月31日,
132217,0000000031,東京都,清瀬市,生涯学習スポーツ課,ショウガイガクシュウスポーツカ,23,8,8,83,122,2022年3月31日,
132217,0000000032,東京都,清瀬市,図書館,トショカン,2,2,0,11,15,2022年3月31日,
132217,0000000033,東京都,清瀬市,会計課,カイケイカ,0,1,0,0,1,2022年3月31日,
132217,0000000034,東京都,清瀬市,議会事務局,ギカイジムキョク,0,1,0,11,12,2022年3月31日,
132217,0000000035,東京都,清瀬市,選挙管理委員会事務局,センキョカンリイインカイジムキョク,1,0,0,13,14,2022年3月31日,
132217,0000000036,東京都,清瀬市,監査委員事務局,カンサイインジムキョク,0,0,0,0,0,2022年3月31日,
132217,0000000037,東京都,清瀬市,合計,ゴウケイ,184,127,48,1823,2182,2022年3月31日,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
