"年月[西暦]","調査項目","設問","選択肢","回答数[人]","構成比[%]"
"202003","あなたご自身について","あなたの性別は。","男性","248","37.7"
"202003","あなたご自身について","あなたの性別は。","女性","400","60.8"
"202003","あなたご自身について","あなたの性別は。","無回答","10","1.5"
"202003","あなたご自身について","あなたの年齢（満年齢）は。","18～19歳","11","1.7"
"202003","あなたご自身について","あなたの年齢（満年齢）は。","20～24歳","12","1.8"
"202003","あなたご自身について","あなたの年齢（満年齢）は。","25～29歳","28","4.3"
"202003","あなたご自身について","あなたの年齢（満年齢）は。","30～34歳","42","6.4"
"202003","あなたご自身について","あなたの年齢（満年齢）は。","35～39歳","58","8.8"
"202003","あなたご自身について","あなたの年齢（満年齢）は。","40～44歳","78","11.9"
"202003","あなたご自身について","あなたの年齢（満年齢）は。","45～49歳","58","8.8"
"202003","あなたご自身について","あなたの年齢（満年齢）は。","50～54歳","72","10.9"
"202003","あなたご自身について","あなたの年齢（満年齢）は。","55～59歳","60","9.1"
"202003","あなたご自身について","あなたの年齢（満年齢）は。","60～64歳","49","7.4"
"202003","あなたご自身について","あなたの年齢（満年齢）は。","65～69歳","45","6.8"
"202003","あなたご自身について","あなたの年齢（満年齢）は。","70～74歳","63","9.6"
"202003","あなたご自身について","あなたの年齢（満年齢）は。","75～79歳","47","7.1"
"202003","あなたご自身について","あなたの年齢（満年齢）は。","80歳以上","31","4.7"
"202003","あなたご自身について","あなたの年齢（満年齢）は。","無回答","4","0.6"
"202003","あなたご自身について","あなたは、現在どのような住宅にお住まいですか。","持家（一戸建）","95","14.4"
"202003","あなたご自身について","あなたは、現在どのような住宅にお住まいですか。","持家（マンション）","302","45.9"
"202003","あなたご自身について","あなたは、現在どのような住宅にお住まいですか。","借家（一戸建）","7","1.1"
"202003","あなたご自身について","あなたは、現在どのような住宅にお住まいですか。","民間の賃貸マンション・アパート","171","26.0"
"202003","あなたご自身について","あなたは、現在どのような住宅にお住まいですか。","都営住宅・区営住宅・区立住宅","28","4.3"
"202003","あなたご自身について","あなたは、現在どのような住宅にお住まいですか。","ＵＲ（旧公団）・公社の賃貸住宅","18","2.7"
"202003","あなたご自身について","あなたは、現在どのような住宅にお住まいですか。","社宅・公務員宿舎","20","3.0"
"202003","あなたご自身について","あなたは、現在どのような住宅にお住まいですか。","寮・寄宿舎・住み込み・間借り","6","0.9"
"202003","あなたご自身について","あなたは、現在どのような住宅にお住まいですか。","その他","5","0.8"
"202003","あなたご自身について","あなたは、現在どのような住宅にお住まいですか。","無回答","6","0.9"
"202003","あなたご自身について","あなたのご職業は次のどれにあたりますか。","自営業主・家族従業","92","14.0"
"202003","あなたご自身について","あなたのご職業は次のどれにあたりますか。","会社員・団体職員・公務員","280","42.6"
"202003","あなたご自身について","あなたのご職業は次のどれにあたりますか。","アルバイト・パートタイマー","58","8.8"
"202003","あなたご自身について","あなたのご職業は次のどれにあたりますか。","家事専業","94","14.3"
"202003","あなたご自身について","あなたのご職業は次のどれにあたりますか。","学生","20","3.0"
"202003","あなたご自身について","あなたのご職業は次のどれにあたりますか。","無職","83","12.6"
"202003","あなたご自身について","あなたのご職業は次のどれにあたりますか。","その他","26","4.0"
"202003","あなたご自身について","あなたのご職業は次のどれにあたりますか。","無回答","5","0.8"
"202003","あなたご自身について","あなたのお住まいはどの地区ですか。","新橋","14","2.1"
"202003","あなたご自身について","あなたのお住まいはどの地区ですか。","虎ノ門・愛宕","5","0.8"
"202003","あなたご自身について","あなたのお住まいはどの地区ですか。","浜松町・芝公園","16","2.4"
"202003","あなたご自身について","あなたのお住まいはどの地区ですか。","芝","39","5.9"
"202003","あなたご自身について","あなたのお住まいはどの地区ですか。","三田","33","5.0"
"202003","あなたご自身について","あなたのお住まいはどの地区ですか。","東麻布・麻布台・六本木","26","4.0"
"202003","あなたご自身について","あなたのお住まいはどの地区ですか。","麻布十番・元麻布・六本木","43","6.5"
"202003","あなたご自身について","あなたのお住まいはどの地区ですか。","南麻布","42","6.4"
"202003","あなたご自身について","あなたのお住まいはどの地区ですか。","西麻布","29","4.4"
"202003","あなたご自身について","あなたのお住まいはどの地区ですか。","赤坂","43","6.5"
"202003","あなたご自身について","あなたのお住まいはどの地区ですか。","青山","16","2.4"
"202003","あなたご自身について","あなたのお住まいはどの地区ですか。","南青山","29","4.4"
"202003","あなたご自身について","あなたのお住まいはどの地区ですか。","三田・高輪","57","8.7"
"202003","あなたご自身について","あなたのお住まいはどの地区ですか。","高輪","28","4.3"
"202003","あなたご自身について","あなたのお住まいはどの地区ですか。","白金","36","5.5"
"202003","あなたご自身について","あなたのお住まいはどの地区ですか。","白金台","34","5.2"
"202003","あなたご自身について","あなたのお住まいはどの地区ですか。","芝浦・海岸","77","11.7"
"202003","あなたご自身について","あなたのお住まいはどの地区ですか。","港南","72","10.9"
"202003","あなたご自身について","あなたのお住まいはどの地区ですか。","台場","15","2.3"
"202003","あなたご自身について","あなたのお住まいはどの地区ですか。","無回答","4","0.6"

"第32回港区民世論調査単純集計表・あなたご自身についてQ31","Ver202003",,,,
