"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","余暇活動、文化芸術活動について","Q15. あなたは、余暇活動を行うにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","障害があっても気にせず外出できるようなバリアフリーの徹底","77","31.4","33.6"
"202003","余暇活動、文化芸術活動について","Q15. あなたは、余暇活動を行うにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","障害があっても気軽に参加できる機会の充実","106","43.3","46.3"
"202003","余暇活動、文化芸術活動について","Q15. あなたは、余暇活動を行うにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","障害種別や程度に応じて参加者が限定された参加機会をつくる","24","9.8","10.5"
"202003","余暇活動、文化芸術活動について","Q15. あなたは、余暇活動を行うにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","障害者向けの福祉サービスや福祉施設での機会をつくる","62","25.3","27.1"
"202003","余暇活動、文化芸術活動について","Q15. あなたは、余暇活動を行うにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","障害があっても参加できる機会に関する情報提供の充実","58","23.7","25.3"
"202003","余暇活動、文化芸術活動について","Q15. あなたは、余暇活動を行うにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","施設や事業実施主体における障害者に対する理解の促進","69","28.2","30.1"
"202003","余暇活動、文化芸術活動について","Q15. あなたは、余暇活動を行うにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","施設や事業実施主体における障害者に対する対応ノウハウの充実","58","23.7","25.3"
"202003","余暇活動、文化芸術活動について","Q15. あなたは、余暇活動を行うにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","外出や余暇活動を支援するヘルパーの派遣","85","34.7","37.1"
"202003","余暇活動、文化芸術活動について","Q15. あなたは、余暇活動を行うにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","その他、活動を支援・介助する人材の育成・充実","80","32.7","34.9"
"202003","余暇活動、文化芸術活動について","Q15. あなたは、余暇活動を行うにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","社会・地域における障害者に対する理解の促進","105","42.9","45.9"
"202003","余暇活動、文化芸術活動について","Q15. あなたは、余暇活動を行うにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","その他","5","2.0","2.2"
"202003","余暇活動、文化芸術活動について","Q15. あなたは、余暇活動を行うにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","特にこれといったものはない・わからない","50","20.4","21.8"
"202003","余暇活動、文化芸術活動について","Q15. あなたは、余暇活動を行うにあたって、どのようなことが重要だと感じていますか。（あてはまるものすべてに○）","無回答","16","6.5",

"港区保健福祉基礎調査（知的障害者）・単純集計表・余暇活動文化芸術活動についてQ15","Ver202003",,,,,
