地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,資本金階級階層,資本金階級コード,資本金階級名称,A～R全産業（Ｓ公務を除く）／会社企業数,A～R全産業（Ｓ公務を除く）／企業従業者数（人）,A～B農林漁業／会社企業数,A～B農林漁業／企業従業者数（人）,A農業，林業／会社企業数,A農業，林業／企業従業者数（人）,B漁業／会社企業数,B漁業／企業従業者数（人）,C～R非農林漁業（Ｓ公務を除く）／会社企業数,C～R非農林漁業（Ｓ公務を除く）／企業従業者数（人）,C鉱業，採石業，砂利採取業／会社企業数,C鉱業，採石業，砂利採取業／企業従業者数（人）,D建設業／会社企業数,D建設業／企業従業者数（人）,E製造業／会社企業数,E製造業／企業従業者数（人）,F電気・ガス・熱供給・水道業／会社企業数,F電気・ガス・熱供給・水道業／企業従業者数（人）,G情報通信業／会社企業数,G情報通信業／企業従業者数（人）,H運輸業，郵便業／会社企業数,H運輸業，郵便業／企業従業者数（人）,I卸売業，小売業／会社企業数,I卸売業，小売業／企業従業者数（人）,J金融業，保険業／会社企業数,J金融業，保険業／企業従業者数（人）,K不動産業，物品賃貸業／会社企業数,K不動産業，物品賃貸業／企業従業者数（人）,L学術研究，専門・技術サービス業／会社企業数,L学術研究，専門・技術サービス業／企業従業者数（人）,M宿泊業，飲食サービス業／会社企業数,M宿泊業，飲食サービス業／企業従業者数（人）,N生活関連サービス業，娯楽業／会社企業数,N生活関連サービス業，娯楽業／企業従業者数（人）,O教育，学習支援業／会社企業数,O教育，学習支援業／企業従業者数（人）,P医療，福祉／会社企業数,P医療，福祉／企業従業者数（人）,Q複合サービス事業／会社企業数,Q複合サービス事業／企業従業者数（人）,Rサービス業（他に分類されないもの）／会社企業数,Rサービス業（他に分類されないもの）／企業従業者数（人）
4,13117,1311700000,北区,,,北区,0,00,総数（資本金階級）,5058,161295,3,17,3,17,-,-,5055,161278,-,-,771,9082,818,25574,-,-,134,2800,113,9847,1315,67436,55,293,599,2619,263,2422,363,28260,270,3587,61,690,101,1978,-,-,192,6690
4,13117,1311700000,北区,,,北区,1,01,資本金300万円未満,255,1317,-,-,-,-,-,-,255,1317,-,-,21,78,14,44,-,-,14,35,2,8,71,387,3,10,33,79,23,91,26,202,17,152,6,19,14,135,-,-,11,77
4,13117,1311700000,北区,,,北区,1,02,資本金300万～500万円未満,1765,9442,-,-,-,-,-,-,1765,9442,-,-,262,1165,254,1279,-,-,30,76,25,162,458,2752,25,96,199,534,111,380,161,1152,103,565,20,139,43,728,-,-,74,414
4,13117,1311700000,北区,,,北区,1,03,資本金500万～1000万円未満,488,3829,2,16,2,16,-,-,486,3813,-,-,71,301,64,377,-,-,16,72,13,307,124,1014,7,24,78,243,11,71,47,396,25,335,7,181,10,348,-,-,13,144
4,13117,1311700000,北区,,,北区,1,04,資本金1000万～3000万円未満,1876,37931,1,1,1,1,-,-,1875,37930,-,-,332,3132,349,5499,-,-,56,902,53,3336,518,5954,15,72,230,877,96,1103,50,13484,71,795,16,215,21,452,-,-,68,2109
4,13117,1311700000,北区,,,北区,1,05,資本金3000万～5000万円未満,180,6492,-,-,-,-,-,-,180,6492,-,-,35,770,43,2088,-,-,3,105,6,1179,38,796,1,13,27,413,4,108,5,61,8,522,2,14,-,-,-,-,8,423
4,13117,1311700000,北区,,,北区,1,06,資本金5000万～1億円未満,129,14114,-,-,-,-,-,-,129,14114,-,-,20,1076,37,5403,-,-,3,859,5,905,35,2995,1,21,15,146,3,276,2,429,4,215,-,-,1,85,-,-,3,1704
4,13117,1311700000,北区,,,北区,1,07,資本金1億～3億円未満,42,37602,-,-,-,-,-,-,42,37602,-,-,6,706,9,2491,-,-,2,260,5,2198,8,29730,-,-,2,95,3,258,2,290,2,82,-,-,-,-,-,-,3,1492
4,13117,1311700000,北区,,,北区,1,08,資本金3億～10億円未満,17,15106,-,-,-,-,-,-,17,15106,-,-,1,85,5,1752,-,-,2,147,1,1585,4,5519,1,1,-,-,1,4,1,5596,1,417,-,-,-,-,-,-,-,-
4,13117,1311700000,北区,,,北区,1,09,資本金10億～50億円未満,16,27558,-,-,-,-,-,-,16,27558,-,-,1,489,8,3900,-,-,1,50,-,-,3,17266,-,-,1,8,-,-,1,5824,1,21,-,-,-,-,-,-,-,-
4,13117,1311700000,北区,,,北区,1,10,資本金50億円以上,7,3721,-,-,-,-,-,-,7,3721,-,-,1,1127,2,2171,-,-,-,-,-,-,-,-,1,50,1,181,1,63,1,129,-,-,-,-,-,-,-,-,-,-
4,13117,1311700000,北区,,,北区,9,91,（再掲）資本金1000万円以下,4039,42830,3,17,3,17,-,-,4036,42813,-,-,618,3752,617,5242,-,-,105,615,78,2657,1078,7979,48,195,497,1578,231,1123,277,13939,204,1740,48,520,83,1497,-,-,152,1976
4,13117,1311700000,北区,,,北区,9,92,（再掲）資本金5000万円以下,4606,63469,3,17,3,17,-,-,4603,63452,-,-,727,5608,734,10593,-,-,120,1391,101,5342,1220,11421,51,215,573,2171,247,2021,289,15295,226,2423,51,568,89,1748,-,-,175,4656
4,13117,1311700000,北区,,,北区,9,93,（再掲）資本金1億円以下,4714,103878,3,17,3,17,-,-,4711,103861,-,-,743,6573,764,14979,-,-,123,2174,109,8095,1248,40252,52,236,583,2383,250,2116,292,15958,228,2584,51,568,89,1748,-,-,179,6195
