産業分類階層,大分類,中分類,小分類,分類名,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模,総数／事業所数（事業所）,総数／従業者数／総数（人）,総数／従業者数／男（人）,総数／従業者数／女（人）,民営／事業所数（事業所）,民営／従業者数／総数（人）,民営／従業者数／男（人）,民営／従業者数／女（人）,国、地方公共団体／事業所数（事業所）,国、地方公共団体／従業者数／総数（人）,国、地方公共団体／従業者数／男（人）,国、地方公共団体／従業者数／女（人）
0,A-S,00,000,全産業（Ａ～Ｓ）,0,0000,全ての規模,662360,9657306,5723089,3910501,653819,9185292,5439756,3721820,8541,472014,283333,188681
0,A-S,00,000,全産業（Ａ～Ｓ）,1,0100,1～4人,357898,792573,437841,354625,356584,789454,436204,353143,1314,3119,1637,1482
0,A-S,00,000,全産業（Ａ～Ｓ）,1,0101,1人,111452,111452,74367,37045,110978,110978,73994,36944,474,474,373,101
0,A-S,00,000,全産業（Ａ～Ｓ）,1,0102,2人,115084,230168,123840,106324,114855,229710,123610,106096,229,458,230,228
0,A-S,00,000,全産業（Ａ～Ｓ）,1,0103,3人,74495,223485,120017,103441,74238,222714,119655,103032,257,771,362,409
0,A-S,00,000,全産業（Ａ～Ｓ）,1,0104,4人,56867,227468,119617,107815,56513,226052,118945,107071,354,1416,672,744
0,A-S,00,000,全産業（Ａ～Ｓ）,1,0200,5～9人,136566,893377,480319,412604,135099,883443,476740,406249,1467,9934,3579,6355
0,A-S,00,000,全産業（Ａ～Ｓ）,1,0300,10～19人,81486,1102257,625006,476371,80409,1087329,618553,467896,1077,14928,6453,8475
0,A-S,00,000,全産業（Ａ～Ｓ）,1,0400,20～29人,31470,748512,422362,325477,30472,723627,411944,311010,998,24885,10418,14467
0,A-S,00,000,全産業（Ａ～Ｓ）,1,0500,30～49人,24395,917206,508286,408293,22208,834751,477947,356177,2187,82455,30339,52116
0,A-S,00,000,全産業（Ａ～Ｓ）,1,0600,50～99人,15050,1028936,618221,408832,14293,979100,592893,384324,757,49836,25328,24508
0,A-S,00,000,全産業（Ａ～Ｓ）,1,0700,100～199人,6938,948209,597556,348113,6551,896572,561491,332541,387,51637,36065,15572
0,A-S,00,000,全産業（Ａ～Ｓ）,1,0800,200～299人,2083,506217,324891,180186,1980,480668,305727,173801,103,25549,19164,6385
0,A-S,00,000,全産業（Ａ～Ｓ）,1,0900,300～499人,1591,607017,386848,215303,1475,563404,352050,206488,116,43613,34798,8815
0,A-S,00,000,全産業（Ａ～Ｓ）,1,1000,500～999人,1030,699976,432564,266380,962,651794,400089,250673,68,48182,32475,15707
0,A-S,00,000,全産業（Ａ～Ｓ）,1,1100,1000人以上,662,1413026,889195,514317,606,1295150,806118,479518,56,117876,83077,34799
0,A-S,00,000,全産業（Ａ～Ｓ）,1,1200,出向・派遣従業員のみ,3191,-,-,-,3180,-,-,-,11,-,-,-
0,A-R,00,000,全産業（Ｓ公務を除く）,0,0000,全ての規模,660273,9398890,5528407,3846767,653819,9185292,5439756,3721820,6454,213598,88651,124947
0,A-R,00,000,全産業（Ｓ公務を除く）,1,0100,1～4人,357403,791698,437162,354429,356584,789454,436204,353143,819,2244,958,1286
0,A-R,00,000,全産業（Ｓ公務を除く）,1,0101,1人,111145,111145,74069,37036,110978,110978,73994,36944,167,167,75,92
0,A-R,00,000,全産業（Ｓ公務を除く）,1,0102,2人,115027,230054,123765,106285,114855,229710,123610,106096,172,344,155,189
0,A-R,00,000,全産業（Ｓ公務を除く）,1,0103,3人,74425,223275,119870,103378,74238,222714,119655,103032,187,561,215,346
0,A-R,00,000,全産業（Ｓ公務を除く）,1,0104,4人,56806,227224,119458,107730,56513,226052,118945,107071,293,1172,513,659
0,A-R,00,000,全産業（Ｓ公務を除く）,1,0200,5～9人,136258,891215,478967,411794,135099,883443,476740,406249,1159,7772,2227,5545
0,A-R,00,000,全産業（Ｓ公務を除く）,1,0300,10～19人,81180,1098042,622247,474915,80409,1087329,618553,467896,771,10713,3694,7019
0,A-R,00,000,全産業（Ｓ公務を除く）,1,0400,20～29人,31344,745316,419665,324978,30472,723627,411944,311010,872,21689,7721,13968
0,A-R,00,000,全産業（Ｓ公務を除く）,1,0500,30～49人,24148,908075,500341,407107,22208,834751,477947,356177,1940,73324,22394,50930
0,A-R,00,000,全産業（Ｓ公務を除く）,1,0600,50～99人,14919,1019612,611873,405856,14293,979100,592893,384324,626,40512,18980,21532
0,A-R,00,000,全産業（Ｓ公務を除く）,1,0700,100～199人,6738,920742,576937,341265,6551,896572,561491,332541,187,24170,15446,8724
0,A-R,00,000,全産業（Ｓ公務を除く）,1,0800,200～299人,2012,488167,310440,176587,1980,480668,305727,173801,32,7499,4713,2786
0,A-R,00,000,全産業（Ｓ公務を除く）,1,0900,300～499人,1494,570716,356809,209041,1475,563404,352050,206488,19,7312,4759,2553
0,A-R,00,000,全産業（Ｓ公務を除く）,1,1000,500～999人,975,661834,404564,256238,962,651794,400089,250673,13,10040,4475,5565
0,A-R,00,000,全産業（Ｓ公務を除く）,1,1100,1000人以上,612,1303473,809402,484557,606,1295150,806118,479518,6,8323,3284,5039
0,A-R,00,000,全産業（Ｓ公務を除く）,1,1200,出向・派遣従業員のみ,3190,-,-,-,3180,-,-,-,10,-,-,-
0,A-B,00,000,農林漁業（Ａ～Ｂ）,0,0000,全ての規模,510,4151,3082,1069,504,4128,3060,1068,6,23,22,1
0,A-B,00,000,農林漁業（Ａ～Ｂ）,1,0100,1～4人,236,615,448,167,232,608,441,167,4,7,7,-
0,A-B,00,000,農林漁業（Ａ～Ｂ）,1,0101,1人,46,46,42,4,44,44,40,4,2,2,2,-
0,A-B,00,000,農林漁業（Ａ～Ｂ）,1,0102,2人,62,124,86,38,61,122,84,38,1,2,2,-
0,A-B,00,000,農林漁業（Ａ～Ｂ）,1,0103,3人,67,201,145,56,66,198,142,56,1,3,3,-
0,A-B,00,000,農林漁業（Ａ～Ｂ）,1,0104,4人,61,244,175,69,61,244,175,69,-,-,-,-
0,A-B,00,000,農林漁業（Ａ～Ｂ）,1,0200,5～9人,157,1031,815,216,156,1025,810,215,1,6,5,1
0,A-B,00,000,農林漁業（Ａ～Ｂ）,1,0300,10～19人,84,1072,839,233,83,1062,829,233,1,10,10,-
0,A-B,00,000,農林漁業（Ａ～Ｂ）,1,0400,20～29人,10,238,171,67,10,238,171,67,-,-,-,-
0,A-B,00,000,農林漁業（Ａ～Ｂ）,1,0500,30～49人,10,353,237,116,10,353,237,116,-,-,-,-
0,A-B,00,000,農林漁業（Ａ～Ｂ）,1,0600,50～99人,7,419,318,101,7,419,318,101,-,-,-,-
0,A-B,00,000,農林漁業（Ａ～Ｂ）,1,0700,100～199人,1,195,119,76,1,195,119,76,-,-,-,-
0,A-B,00,000,農林漁業（Ａ～Ｂ）,1,0800,200～299人,1,228,135,93,1,228,135,93,-,-,-,-
0,A-B,00,000,農林漁業（Ａ～Ｂ）,1,0900,300～499人,-,-,-,-,-,-,-,-,-,-,-,-
0,A-B,00,000,農林漁業（Ａ～Ｂ）,1,1000,500～999人,-,-,-,-,-,-,-,-,-,-,-,-
0,A-B,00,000,農林漁業（Ａ～Ｂ）,1,1100,1000人以上,-,-,-,-,-,-,-,-,-,-,-,-
0,A-B,00,000,農林漁業（Ａ～Ｂ）,1,1200,出向・派遣従業員のみ,4,-,-,-,4,-,-,-,-,-,-,-
1,A,00,000,農業，林業,0,0000,全ての規模,491,4026,2975,1051,486,4004,2954,1050,5,22,21,1
1,A,00,000,農業，林業,1,0100,1～4人,226,585,425,160,223,579,419,160,3,6,6,-
1,A,00,000,農業，林業,1,0101,1人,44,44,40,4,43,43,39,4,1,1,1,-
1,A,00,000,農業，林業,1,0102,2人,61,122,84,38,60,120,82,38,1,2,2,-
1,A,00,000,農業，林業,1,0103,3人,65,195,140,55,64,192,137,55,1,3,3,-
1,A,00,000,農業，林業,1,0104,4人,56,224,161,63,56,224,161,63,-,-,-,-
1,A,00,000,農業，林業,1,0200,5～9人,153,1003,793,210,152,997,788,209,1,6,5,1
1,A,00,000,農業，林業,1,0300,10～19人,79,1005,777,228,78,995,767,228,1,10,10,-
1,A,00,000,農業，林業,1,0400,20～29人,10,238,171,67,10,238,171,67,-,-,-,-
1,A,00,000,農業，林業,1,0500,30～49人,10,353,237,116,10,353,237,116,-,-,-,-
1,A,00,000,農業，林業,1,0600,50～99人,7,419,318,101,7,419,318,101,-,-,-,-
1,A,00,000,農業，林業,1,0700,100～199人,1,195,119,76,1,195,119,76,-,-,-,-
1,A,00,000,農業，林業,1,0800,200～299人,1,228,135,93,1,228,135,93,-,-,-,-
1,A,00,000,農業，林業,1,0900,300～499人,-,-,-,-,-,-,-,-,-,-,-,-
1,A,00,000,農業，林業,1,1000,500～999人,-,-,-,-,-,-,-,-,-,-,-,-
1,A,00,000,農業，林業,1,1100,1000人以上,-,-,-,-,-,-,-,-,-,-,-,-
1,A,00,000,農業，林業,1,1200,出向・派遣従業員のみ,4,-,-,-,4,-,-,-,-,-,-,-
2,A,01,000,農業,0,0000,全ての規模,449,3763,2757,1006,448,3761,2755,1006,1,2,2,-
2,A,01,000,農業,1,0100,1～4人,209,549,395,154,208,547,393,154,1,2,2,-
2,A,01,000,農業,1,0101,1人,41,41,37,4,41,41,37,4,-,-,-,-
2,A,01,000,農業,1,0102,2人,52,104,68,36,51,102,66,36,1,2,2,-
2,A,01,000,農業,1,0103,3人,60,180,129,51,60,180,129,51,-,-,-,-
2,A,01,000,農業,1,0104,4人,56,224,161,63,56,224,161,63,-,-,-,-
2,A,01,000,農業,1,0200,5～9人,135,891,706,185,135,891,706,185,-,-,-,-
2,A,01,000,農業,1,0300,10～19人,73,927,708,219,73,927,708,219,-,-,-,-
2,A,01,000,農業,1,0400,20～29人,10,238,171,67,10,238,171,67,-,-,-,-
2,A,01,000,農業,1,0500,30～49人,9,316,205,111,9,316,205,111,-,-,-,-
2,A,01,000,農業,1,0600,50～99人,7,419,318,101,7,419,318,101,-,-,-,-
2,A,01,000,農業,1,0700,100～199人,1,195,119,76,1,195,119,76,-,-,-,-
2,A,01,000,農業,1,0800,200～299人,1,228,135,93,1,228,135,93,-,-,-,-
2,A,01,000,農業,1,0900,300～499人,-,-,-,-,-,-,-,-,-,-,-,-
2,A,01,000,農業,1,1000,500～999人,-,-,-,-,-,-,-,-,-,-,-,-
2,A,01,000,農業,1,1100,1000人以上,-,-,-,-,-,-,-,-,-,-,-,-
2,A,01,000,農業,1,1200,出向・派遣従業員のみ,4,-,-,-,4,-,-,-,-,-,-,-
3,A,01,010,管理，補助的経済活動を行う事業所,0,0000,全ての規模,8,77,36,41,8,77,36,41,-,-,-,-
3,A,01,010,管理，補助的経済活動を行う事業所,1,0100,1～4人,6,11,9,2,6,11,9,2,-,-,-,-
3,A,01,010,管理，補助的経済活動を行う事業所,1,0101,1人,2,2,1,1,2,2,1,1,-,-,-,-
