地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,経営組織階層,経営組織コード,経営組織名称,従業者数（人）,従業者数／男（人）,従業者数／女（人）,従業者数／個人業主（人）,従業者数／個人業主／男（人）,従業者数／個人業主／女（人）,従業者数／無給の家族従業者（人）,従業者数／無給の家族従業者／男（人）,従業者数／無給の家族従業者／女（人）,従業者数／有給役員（人）,従業者数／有給役員／男（人）,従業者数／有給役員／女（人）,従業者数／雇用者（人）,従業者数／雇用者／男（人）,従業者数／雇用者／女（人）,従業者数／雇用者／常用雇用者（人）,従業者数／雇用者／常用雇用者／男（人）,従業者数／雇用者／常用雇用者／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員（人）,従業者数／雇用者／常用雇用者／正社員・正職員／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／女（人）,従業者数／雇用者／臨時雇用者（人）,従業者数／雇用者／臨時雇用者／男（人）,従業者数／雇用者／臨時雇用者／女（人）,従業者数／（再掲）他への出向・派遣従業者（人）,従業者数／（再掲）他への出向・派遣従業者／男（人）,従業者数／（再掲）他への出向・派遣従業者／女（人）,他からの出向・派遣従業者（人）,他からの出向・派遣従業者／男（人）,他からの出向・派遣従業者／女（人）,事業従事者数（人）,事業従事者数／男（人）,事業従事者数／女（人）
4,13421,1342100000,小笠原村,,,小笠原村,1,1000,民営,1384,732,652,138,93,45,48,14,34,122,89,33,1076,536,540,973,508,465,447,320,127,526,188,338,103,28,75,5,4,1,9,7,2,1388,735,653
4,13421,1342100000,小笠原村,,,小笠原村,2,1100,個人,313,135,178,138,93,45,48,14,34,-,-,-,127,28,99,111,26,85,35,12,23,76,14,62,16,2,14,2,1,1,1,1,-,312,135,177
4,13421,1342100000,小笠原村,,,小笠原村,3,1210,会社,750,467,283,-,-,-,-,-,-,95,67,28,655,400,255,605,381,224,301,243,58,304,138,166,50,19,31,2,2,-,6,5,1,754,470,284
4,13421,1342100000,小笠原村,,,小笠原村,3,1220,会社以外の法人,290,123,167,-,-,-,-,-,-,27,22,5,263,101,162,244,96,148,107,62,45,137,34,103,19,5,14,-,-,-,2,1,1,292,124,168
4,13421,1342100000,小笠原村,,,小笠原村,2,1300,法人でない団体,31,7,24,-,-,-,-,-,-,-,-,-,31,7,24,13,5,8,4,3,1,9,2,7,18,2,16,1,1,-,-,-,-,30,6,24
5,13421,1342100400,小笠原村,小笠原村硫黄島,,小笠原村硫黄島,1,1000,民営,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13421,1342100400,小笠原村,小笠原村硫黄島,,小笠原村硫黄島,2,1100,個人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13421,1342100400,小笠原村,小笠原村硫黄島,,小笠原村硫黄島,3,1210,会社,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13421,1342100400,小笠原村,小笠原村硫黄島,,小笠原村硫黄島,3,1220,会社以外の法人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13421,1342100400,小笠原村,小笠原村硫黄島,,小笠原村硫黄島,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13421,1342100500,小笠原村,小笠原村沖ノ鳥島,,小笠原村沖ノ鳥島,1,1000,民営,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13421,1342100500,小笠原村,小笠原村沖ノ鳥島,,小笠原村沖ノ鳥島,2,1100,個人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13421,1342100500,小笠原村,小笠原村沖ノ鳥島,,小笠原村沖ノ鳥島,3,1210,会社,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13421,1342100500,小笠原村,小笠原村沖ノ鳥島,,小笠原村沖ノ鳥島,3,1220,会社以外の法人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
