地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,経営組織階層,経営組織コード,経営組織名称,従業者数（人）,従業者数／男（人）,従業者数／女（人）,従業者数／個人業主（人）,従業者数／個人業主／男（人）,従業者数／個人業主／女（人）,従業者数／無給の家族従業者（人）,従業者数／無給の家族従業者／男（人）,従業者数／無給の家族従業者／女（人）,従業者数／有給役員（人）,従業者数／有給役員／男（人）,従業者数／有給役員／女（人）,従業者数／雇用者（人）,従業者数／雇用者／男（人）,従業者数／雇用者／女（人）,従業者数／雇用者／常用雇用者（人）,従業者数／雇用者／常用雇用者／男（人）,従業者数／雇用者／常用雇用者／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員（人）,従業者数／雇用者／常用雇用者／正社員・正職員／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／女（人）,従業者数／雇用者／臨時雇用者（人）,従業者数／雇用者／臨時雇用者／男（人）,従業者数／雇用者／臨時雇用者／女（人）,従業者数／（再掲）他への出向・派遣従業者（人）,従業者数／（再掲）他への出向・派遣従業者／男（人）,従業者数／（再掲）他への出向・派遣従業者／女（人）,他からの出向・派遣従業者（人）,他からの出向・派遣従業者／男（人）,他からの出向・派遣従業者／女（人）,事業従事者数（人）,事業従事者数／男（人）,事業従事者数／女（人）
4,13225,1322500000,稲城市,,,稲城市,1,1000,民営,22037,11919,10107,728,556,172,224,49,175,1485,1095,390,19600,10219,9370,18593,9803,8779,9863,6699,3153,8730,3104,5626,1007,416,591,253,219,34,556,428,128,22340,12128,10201
4,13225,1322500000,稲城市,,,稲城市,2,1100,個人,2196,1021,1175,728,556,172,224,49,175,-,-,-,1244,416,828,1109,383,726,431,159,272,678,224,454,135,33,102,2,1,1,10,7,3,2204,1027,1177
4,13225,1322500000,稲城市,,,稲城市,3,1210,会社,16126,9678,6437,-,-,-,-,-,-,1368,1013,355,14758,8665,6082,14033,8316,5706,7223,5744,1468,6810,2572,4238,725,349,376,251,218,33,509,393,116,16384,9853,6520
4,13225,1322500000,稲城市,,,稲城市,3,1220,会社以外の法人,3677,1189,2488,-,-,-,-,-,-,114,79,35,3563,1110,2453,3416,1076,2340,2178,770,1408,1238,306,932,147,34,113,-,-,-,37,28,9,3714,1217,2497
4,13225,1322500000,稲城市,,,稲城市,2,1300,法人でない団体,38,31,7,-,-,-,-,-,-,3,3,-,35,28,7,35,28,7,31,26,5,4,2,2,-,-,-,-,-,-,-,-,-,38,31,7
5,13225,1322500300,稲城市,稲城市大丸,,稲城市大丸,1,1000,民営,2832,1698,1134,118,95,23,36,10,26,224,171,53,2454,1422,1032,2324,1333,991,1281,968,313,1043,365,678,130,89,41,21,16,5,31,24,7,2842,1706,1136
5,13225,1322500300,稲城市,稲城市大丸,,稲城市大丸,2,1100,個人,366,205,161,118,95,23,36,10,26,-,-,-,212,100,112,196,96,100,83,31,52,113,65,48,16,4,12,-,-,-,-,-,-,366,205,161
5,13225,1322500300,稲城市,稲城市大丸,,稲城市大丸,3,1210,会社,2324,1439,885,-,-,-,-,-,-,202,159,43,2122,1280,842,2013,1195,818,1133,905,228,880,290,590,109,85,24,21,16,5,28,23,5,2331,1446,885
5,13225,1322500300,稲城市,稲城市大丸,,稲城市大丸,3,1220,会社以外の法人,142,54,88,-,-,-,-,-,-,22,12,10,120,42,78,115,42,73,65,32,33,50,10,40,5,-,5,-,-,-,3,1,2,145,55,90
5,13225,1322500300,稲城市,稲城市大丸,,稲城市大丸,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13225,1322500700,稲城市,稲城市押立,,稲城市押立,1,1000,民営,1357,803,554,61,50,11,15,4,11,132,96,36,1149,653,496,1104,630,474,568,463,105,536,167,369,45,23,22,3,3,-,17,11,6,1371,811,560
5,13225,1322500700,稲城市,稲城市押立,,稲城市押立,2,1100,個人,119,74,45,61,50,11,15,4,11,-,-,-,43,20,23,33,15,18,27,13,14,6,2,4,10,5,5,-,-,-,-,-,-,119,74,45
5,13225,1322500700,稲城市,稲城市押立,,稲城市押立,3,1210,会社,1194,722,472,-,-,-,-,-,-,129,95,34,1065,627,438,1030,609,421,515,447,68,515,162,353,35,18,17,3,3,-,17,11,6,1208,730,478
5,13225,1322500700,稲城市,稲城市押立,,稲城市押立,3,1220,会社以外の法人,44,7,37,-,-,-,-,-,-,3,1,2,41,6,35,41,6,35,26,3,23,15,3,12,-,-,-,-,-,-,-,-,-,44,7,37
5,13225,1322500700,稲城市,稲城市押立,,稲城市押立,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13225,1322500500,稲城市,稲城市坂浜,,稲城市坂浜,1,1000,民営,1558,895,663,51,40,11,18,5,13,129,102,27,1360,748,612,1346,739,607,990,625,365,356,114,242,14,9,5,1,1,-,27,25,2,1584,919,665
5,13225,1322500500,稲城市,稲城市坂浜,,稲城市坂浜,2,1100,個人,114,65,49,51,40,11,18,5,13,-,-,-,45,20,25,41,17,24,27,13,14,14,4,10,4,3,1,-,-,-,-,-,-,114,65,49
5,13225,1322500500,稲城市,稲城市坂浜,,稲城市坂浜,3,1210,会社,910,588,322,-,-,-,-,-,-,122,95,27,788,493,295,779,487,292,483,382,101,296,105,191,9,6,3,1,1,-,5,3,2,914,590,324
5,13225,1322500500,稲城市,稲城市坂浜,,稲城市坂浜,3,1220,会社以外の法人,534,242,292,-,-,-,-,-,-,7,7,-,527,235,292,526,235,291,480,230,250,46,5,41,1,-,1,-,-,-,22,22,-,556,264,292
5,13225,1322500500,稲城市,稲城市坂浜,,稲城市坂浜,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13225,1322500200,稲城市,稲城市東長沼,,稲城市東長沼,1,1000,民営,3580,2189,1391,149,112,37,49,9,40,272,200,72,3110,1868,1242,2964,1778,1186,1570,1161,409,1394,617,777,146,90,56,5,1,4,42,32,10,3617,2220,1397
