地域階層,地域コード,地域名,産業分類階層,大分類,中分類,小分類,小分類の内訳,産業分類名称,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模名称,総数（経営組織）／企業等数,総数（経営組織）／企業事業所数（事業所）,総数（経営組織）／企業従業者数（人）,総数（経営組織）／企業従業者数のうち常用労働者数（人）,個人／企業等数,個人／企業事業所数（事業所）,個人／企業従業者数（人）,個人／企業従業者数のうち常用労働者数（人）,会社企業／総数（資本金階級）／企業等数,会社企業／総数（資本金階級）／企業事業所数（事業所）,会社企業／総数（資本金階級）／企業従業者数（人）,会社企業／総数（資本金階級）／企業従業者数のうち常用労働者数（人）,会社企業／資本金300万円未満／企業等数,会社企業／資本金300万円未満／企業事業所数（事業所）,会社企業／資本金300万円未満／企業従業者数（人）,会社企業／資本金300万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金300万～500万円未満／企業等数,会社企業／資本金300万～500万円未満／企業事業所数（事業所）,会社企業／資本金300万～500万円未満／企業従業者数（人）,会社企業／資本金300万～500万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金500万～1000万円未満／企業等数,会社企業／資本金500万～1000万円未満／企業事業所数（事業所）,会社企業／資本金500万～1000万円未満／企業従業者数（人）,会社企業／資本金500万～1000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金1000万～3000万円未満／企業等数,会社企業／資本金1000万～3000万円未満／企業事業所数（事業所）,会社企業／資本金1000万～3000万円未満／企業従業者数（人）,会社企業／資本金1000万～3000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金3000万～5000万円未満／企業等数,会社企業／資本金3000万～5000万円未満／企業事業所数（事業所）,会社企業／資本金3000万～5000万円未満／企業従業者数（人）,会社企業／資本金3000万～5000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金5000万～1億円未満／企業等数,会社企業／資本金5000万～1億円未満／企業事業所数（事業所）,会社企業／資本金5000万～1億円未満／企業従業者数（人）,会社企業／資本金5000万～1億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金1億～3億円未満／企業等数,会社企業／資本金1億～3億円未満／企業事業所数（事業所）,会社企業／資本金1億～3億円未満／企業従業者数（人）,会社企業／資本金1億～3億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金3億～10億円未満／企業等数,会社企業／資本金3億～10億円未満／企業事業所数（事業所）,会社企業／資本金3億～10億円未満／企業従業者数（人）,会社企業／資本金3億～10億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金10億～50億円未満／企業等数,会社企業／資本金10億～50億円未満／企業事業所数（事業所）,会社企業／資本金10億～50億円未満／企業従業者数（人）,会社企業／資本金10億～50億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金50億円以上／企業等数,会社企業／資本金50億円以上／企業事業所数（事業所）,会社企業／資本金50億円以上／企業従業者数（人）,会社企業／資本金50億円以上／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金1000万円以下／企業等数,会社企業／（再掲）資本金1000万円以下／企業事業所数（事業所）,会社企業／（再掲）資本金1000万円以下／企業従業者数（人）,会社企業／（再掲）資本金1000万円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金5000万円以下／企業等数,会社企業／（再掲）資本金5000万円以下／企業事業所数（事業所）,会社企業／（再掲）資本金5000万円以下／企業従業者数（人）,会社企業／（再掲）資本金5000万円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金1億円以下／企業等数,会社企業／（再掲）資本金1億円以下／企業事業所数（事業所）,会社企業／（再掲）資本金1億円以下／企業従業者数（人）,会社企業／（再掲）資本金1億円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金3億円以下／企業等数,会社企業／（再掲）資本金3億円以下／企業事業所数（事業所）,会社企業／（再掲）資本金3億円以下／企業従業者数（人）,会社企業／（再掲）資本金3億円以下／企業従業者数のうち常用労働者数（人）,会社以外の法人／企業等数,会社以外の法人／企業事業所数（事業所）,会社以外の法人／企業従業者数（人）,会社以外の法人／企業従業者数のうち常用労働者数（人）
4,13106,台東区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,0,00,総数（企業常用雇用者規模）,18827,28170,349800,308984,6123,6186,16021,7682,11740,20584,314671,284801,521,560,2793,2033,3301,3566,16757,11013,1002,1120,6035,4127,4957,6739,64873,52845,567,1560,25001,22125,453,2095,38764,36448,173,1336,31012,29619,82,1062,35182,34448,46,765,25306,24896,16,630,56986,56657,8665,10039,66618,49557,10523,14339,128232,103959,10899,16422,169194,143090,10987,17261,187071,160000,964,1400,19108,16501
4,13106,台東区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,01,企業常用雇用者0～4人,13553,13906,37818,16409,5749,5780,12424,4618,7125,7428,23380,10638,402,406,1077,508,2640,2711,7865,3536,742,760,2419,1090,2769,2875,9987,4580,158,171,615,279,87,91,314,156,26,27,119,30,1,4,4,-,-,-,-,-,1,1,8,3,6108,6275,19573,8877,6748,6961,22107,10068,6817,7033,22368,10163,6824,7041,22396,10179,679,698,2014,1153
4,13106,台東区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,02,企業常用雇用者5～9人,2321,2678,19822,15071,294,311,2271,1863,1906,2237,16583,12433,67,77,523,430,445,497,3580,2807,158,168,1323,1004,991,1143,8873,6528,77,94,739,527,47,53,412,313,11,12,108,78,1,1,25,9,1,2,15,8,-,-,-,-,1440,1619,12321,9279,1765,2010,15273,11482,1788,2036,15483,11632,1796,2044,15558,11687,121,130,968,775
4,13106,台東区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,03,企業常用雇用者10～19人,1328,2011,21244,17873,64,72,882,789,1191,1841,19221,16095,32,47,511,452,133,176,2048,1727,73,101,1089,979,638,943,10329,8546,108,174,2029,1541,53,98,870,718,20,32,318,267,3,3,45,38,2,3,35,30,-,-,-,-,680,975,10813,9097,1004,1472,16304,13498,1047,1556,17025,14088,1057,1571,17194,14230,73,98,1141,989
4,13106,台東区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,04,企業常用雇用者20～29人,451,839,12382,10735,12,19,304,276,410,758,11314,9788,14,18,355,328,42,63,1245,1031,14,24,361,317,204,377,5452,4855,52,102,1621,1236,43,87,1167,1030,12,22,346,288,7,14,171,165,-,-,-,-,-,-,-,-,190,326,5135,4531,344,621,9489,8181,376,682,10405,8961,382,695,10573,9109,29,62,764,671
4,13106,台東区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,05,企業常用雇用者30～49人,420,1158,17526,16024,4,4,140,136,396,1077,16610,15142,2,5,85,79,30,71,1215,1135,12,37,579,484,182,458,7600,6944,65,188,2692,2478,56,168,2441,2168,12,53,519,483,4,6,164,147,2,2,78,69,-,-,-,-,147,350,6141,5624,310,816,13035,11874,353,965,14880,13536,360,982,15164,13803,20,77,776,746
4,13106,台東区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,06,企業常用雇用者50～99人,347,1425,25986,23941,-,-,-,-,326,1321,24422,22488,4,7,242,236,10,46,653,637,3,30,264,253,114,423,8160,7512,64,241,4860,4410,74,343,5605,5163,24,105,1915,1816,12,52,1029,915,2,12,120,108,1,9,106,98,63,228,4306,4139,220,877,15914,14680,282,1161,20802,19174,297,1223,22036,20350,21,104,1564,1453
4,13106,台東区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,07,企業常用雇用者100～299人,257,2234,45814,43542,-,-,-,-,245,2142,43681,41446,-,-,-,-,1,2,151,140,-,-,-,-,46,340,7644,7177,33,266,5955,5636,68,592,12033,11365,43,416,7685,7332,33,353,6242,5914,11,87,2277,2206,1,7,166,164,31,222,5159,4919,101,827,17819,16740,174,1461,30538,28954,197,1718,34405,32568,12,92,2133,2096
4,13106,台東区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,08,企業常用雇用者300～999人,119,2305,63269,60518,-,-,-,-,112,2217,57489,55637,-,-,-,-,-,-,-,-,-,-,-,-,12,157,5646,5529,8,171,3060,2608,23,520,11716,11539,22,537,11200,10543,13,359,6448,6361,22,341,13346,13090,7,97,4063,3985,5,21,1988,1917,27,473,12016,11384,56,1208,26829,25962,66,1536,32125,30712,7,88,5780,4881
4,13106,台東区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,09,企業常用雇用者1000～1999人,14,582,19391,18673,-,-,-,-,13,543,17594,17107,-,-,-,-,-,-,-,-,-,-,-,-,1,23,1182,1174,1,19,1263,1259,1,106,1663,1468,-,-,-,-,2,19,2599,2580,5,303,7200,7166,2,65,2468,2379,1,23,1182,1174,3,148,4108,3901,3,148,4108,3901,3,148,4108,3901,1,39,1797,1566
