地域階層,地域コード,地域名,産業分類階層,大分類,中分類,小分類,小分類の内訳,産業分類名称,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模名称,総数（経営組織）／企業等数,総数（経営組織）／企業事業所数（事業所）,総数（経営組織）／企業従業者数（人）,総数（経営組織）／企業従業者数のうち常用労働者数（人）,個人／企業等数,個人／企業事業所数（事業所）,個人／企業従業者数（人）,個人／企業従業者数のうち常用労働者数（人）,会社企業／総数（資本金階級）／企業等数,会社企業／総数（資本金階級）／企業事業所数（事業所）,会社企業／総数（資本金階級）／企業従業者数（人）,会社企業／総数（資本金階級）／企業従業者数のうち常用労働者数（人）,会社企業／資本金300万円未満／企業等数,会社企業／資本金300万円未満／企業事業所数（事業所）,会社企業／資本金300万円未満／企業従業者数（人）,会社企業／資本金300万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金300万～500万円未満／企業等数,会社企業／資本金300万～500万円未満／企業事業所数（事業所）,会社企業／資本金300万～500万円未満／企業従業者数（人）,会社企業／資本金300万～500万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金500万～1000万円未満／企業等数,会社企業／資本金500万～1000万円未満／企業事業所数（事業所）,会社企業／資本金500万～1000万円未満／企業従業者数（人）,会社企業／資本金500万～1000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金1000万～3000万円未満／企業等数,会社企業／資本金1000万～3000万円未満／企業事業所数（事業所）,会社企業／資本金1000万～3000万円未満／企業従業者数（人）,会社企業／資本金1000万～3000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金3000万～5000万円未満／企業等数,会社企業／資本金3000万～5000万円未満／企業事業所数（事業所）,会社企業／資本金3000万～5000万円未満／企業従業者数（人）,会社企業／資本金3000万～5000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金5000万～1億円未満／企業等数,会社企業／資本金5000万～1億円未満／企業事業所数（事業所）,会社企業／資本金5000万～1億円未満／企業従業者数（人）,会社企業／資本金5000万～1億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金1億～3億円未満／企業等数,会社企業／資本金1億～3億円未満／企業事業所数（事業所）,会社企業／資本金1億～3億円未満／企業従業者数（人）,会社企業／資本金1億～3億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金3億～10億円未満／企業等数,会社企業／資本金3億～10億円未満／企業事業所数（事業所）,会社企業／資本金3億～10億円未満／企業従業者数（人）,会社企業／資本金3億～10億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金10億～50億円未満／企業等数,会社企業／資本金10億～50億円未満／企業事業所数（事業所）,会社企業／資本金10億～50億円未満／企業従業者数（人）,会社企業／資本金10億～50億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金50億円以上／企業等数,会社企業／資本金50億円以上／企業事業所数（事業所）,会社企業／資本金50億円以上／企業従業者数（人）,会社企業／資本金50億円以上／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金1000万円以下／企業等数,会社企業／（再掲）資本金1000万円以下／企業事業所数（事業所）,会社企業／（再掲）資本金1000万円以下／企業従業者数（人）,会社企業／（再掲）資本金1000万円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金5000万円以下／企業等数,会社企業／（再掲）資本金5000万円以下／企業事業所数（事業所）,会社企業／（再掲）資本金5000万円以下／企業従業者数（人）,会社企業／（再掲）資本金5000万円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金1億円以下／企業等数,会社企業／（再掲）資本金1億円以下／企業事業所数（事業所）,会社企業／（再掲）資本金1億円以下／企業従業者数（人）,会社企業／（再掲）資本金1億円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金3億円以下／企業等数,会社企業／（再掲）資本金3億円以下／企業事業所数（事業所）,会社企業／（再掲）資本金3億円以下／企業従業者数（人）,会社企業／（再掲）資本金3億円以下／企業従業者数のうち常用労働者数（人）,会社以外の法人／企業等数,会社以外の法人／企業事業所数（事業所）,会社以外の法人／企業従業者数（人）,会社以外の法人／企業従業者数のうち常用労働者数（人）
4,13207,昭島市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,0,00,総数（企業常用雇用者規模）,2594,3163,36855,32012,1219,1231,3511,1861,1266,1751,29165,26239,70,74,536,386,516,585,3152,2191,150,160,1138,780,385,475,6769,5927,41,78,1536,1376,27,50,1174,1098,9,74,3772,3678,9,65,1781,1757,3,83,5051,5015,2,27,3558,3528,1029,1154,8462,6401,1172,1390,13520,11015,1194,1437,15589,13014,1200,1507,18480,15828,109,181,4179,3912
4,13207,昭島市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,01,企業常用雇用者0～4人,1948,1987,5139,2077,1123,1130,2436,915,791,822,2579,1103,46,46,128,59,396,409,1236,500,97,100,316,135,208,218,752,341,11,11,43,25,4,4,15,7,-,-,-,-,2,2,4,1,-,-,-,-,-,-,-,-,717,743,2296,984,759,785,2483,1063,762,788,2490,1067,762,788,2490,1067,34,35,124,59
4,13207,昭島市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,02,企業常用雇用者5～9人,284,312,2358,1812,65,66,492,412,200,227,1701,1263,12,14,87,69,71,75,547,433,28,30,303,185,66,79,577,434,6,6,52,36,4,5,30,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,158,173,1336,994,184,205,1576,1165,187,209,1596,1184,187,209,1596,1184,19,19,165,137
4,13207,昭島市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,03,企業常用雇用者10～19人,152,178,2435,2089,18,19,265,241,116,140,1869,1585,5,5,66,62,27,33,437,379,18,21,288,242,49,60,810,672,5,5,88,70,4,4,72,59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80,92,1277,1080,107,127,1739,1466,108,128,1761,1484,108,128,1761,1484,18,19,301,263
4,13207,昭島市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,04,企業常用雇用者20～29人,84,120,2213,1961,12,15,284,260,61,92,1605,1432,5,5,147,119,10,14,253,229,4,5,97,88,30,41,783,711,4,8,106,98,4,13,100,87,2,2,71,58,-,-,-,-,-,-,-,-,-,-,-,-,37,51,957,855,54,75,1413,1267,59,88,1557,1390,59,88,1557,1390,11,13,324,269
4,13207,昭島市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,05,企業常用雇用者30～49人,45,98,1803,1697,1,1,34,33,34,87,1376,1275,2,4,108,77,7,28,286,272,2,3,79,76,11,20,426,407,7,18,296,272,3,7,111,102,-,-,-,-,1,4,23,22,-,-,-,-,-,-,-,-,18,45,733,674,30,76,1232,1139,32,80,1306,1206,32,80,1306,1206,10,10,393,389
4,13207,昭島市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,06,企業常用雇用者50～99人,42,107,3242,3019,-,-,-,-,34,90,2603,2391,-,-,-,-,4,18,278,268,1,1,55,54,11,29,812,781,6,12,432,403,5,13,408,391,3,5,217,199,1,1,96,96,-,-,-,-,-,-,-,-,12,31,856,831,25,68,1834,1752,28,76,2058,1965,30,78,2202,2096,8,17,639,628
4,13207,昭島市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,07,企業常用雇用者100～299人,22,98,3722,3578,-,-,-,-,16,63,2601,2502,-,-,-,-,1,8,115,110,-,-,-,-,8,22,1126,1103,2,18,519,472,3,4,438,425,-,-,-,-,2,11,403,392,-,-,-,-,-,-,-,-,7,19,1007,983,11,48,1760,1685,14,52,2198,2110,16,63,2601,2502,6,35,1121,1076
4,13207,昭島市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,08,企業常用雇用者300～999人,13,119,6817,6745,-,-,-,-,10,86,5705,5654,-,-,-,-,-,-,-,-,-,-,-,-,2,6,1483,1478,-,-,-,-,-,-,-,-,3,22,1977,1963,3,47,1255,1246,2,11,990,967,-,-,-,-,-,-,-,-,2,6,1483,1478,4,16,2623,2608,5,28,3460,3441,3,33,1112,1091
4,13207,昭島市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,09,企業常用雇用者1000～1999人,3,72,5065,4986,-,-,-,-,3,72,5065,4986,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,45,1507,1458,-,-,-,-,-,-,-,-,2,27,3558,3528,-,-,-,-,-,-,-,-,-,-,-,-,1,45,1507,1458,-,-,-,-
