地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,経営組織階層,経営組織コード,経営組織名称,従業者数（人）,従業者数／男（人）,従業者数／女（人）,従業者数／個人業主（人）,従業者数／個人業主／男（人）,従業者数／個人業主／女（人）,従業者数／無給の家族従業者（人）,従業者数／無給の家族従業者／男（人）,従業者数／無給の家族従業者／女（人）,従業者数／有給役員（人）,従業者数／有給役員／男（人）,従業者数／有給役員／女（人）,従業者数／雇用者（人）,従業者数／雇用者／男（人）,従業者数／雇用者／女（人）,従業者数／雇用者／常用雇用者（人）,従業者数／雇用者／常用雇用者／男（人）,従業者数／雇用者／常用雇用者／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員（人）,従業者数／雇用者／常用雇用者／正社員・正職員／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／女（人）,従業者数／雇用者／臨時雇用者（人）,従業者数／雇用者／臨時雇用者／男（人）,従業者数／雇用者／臨時雇用者／女（人）,従業者数／（再掲）他への出向・派遣従業者（人）,従業者数／（再掲）他への出向・派遣従業者／男（人）,従業者数／（再掲）他への出向・派遣従業者／女（人）,他からの出向・派遣従業者（人）,他からの出向・派遣従業者／男（人）,他からの出向・派遣従業者／女（人）,事業従事者数（人）,事業従事者数／男（人）,事業従事者数／女（人）
4,13212,1321200000,日野市,,,日野市,1,1000,民営,57150,34721,22429,1597,1151,446,320,75,245,2840,2015,825,52393,31480,20913,50275,30596,19679,30636,22875,7761,19639,7721,11918,2118,884,1234,1022,880,142,3000,2237,763,59128,36078,23050
4,13212,1321200000,日野市,,,日野市,2,1100,個人,4728,1980,2748,1597,1151,446,320,75,245,-,-,-,2811,754,2057,2496,666,1830,1067,297,770,1429,369,1060,315,88,227,4,2,2,14,7,7,4738,1985,2753
4,13212,1321200000,日野市,,,日野市,3,1210,会社,43117,29056,14061,-,-,-,-,-,-,2558,1812,746,40559,27244,13315,39315,26626,12689,25318,20685,4633,13997,5941,8056,1244,618,626,1016,877,139,2806,2167,639,44907,30346,14561
4,13212,1321200000,日野市,,,日野市,3,1220,会社以外の法人,9256,3669,5587,-,-,-,-,-,-,281,202,79,8975,3467,5508,8416,3289,5127,4241,1892,2349,4175,1397,2778,559,178,381,2,1,1,175,59,116,9429,3727,5702
4,13212,1321200000,日野市,,,日野市,2,1300,法人でない団体,49,16,33,-,-,-,-,-,-,1,1,-,48,15,33,48,15,33,10,1,9,38,14,24,-,-,-,-,-,-,5,4,1,54,20,34
5,13212,1321201300,日野市,日野市旭が丘,,日野市旭が丘,1,1000,民営,5387,3509,1878,56,42,14,8,2,6,177,142,35,5146,3323,1823,5077,3286,1791,3399,2650,749,1678,636,1042,69,37,32,15,15,-,574,435,139,5946,3929,2017
5,13212,1321201300,日野市,日野市旭が丘,,日野市旭が丘,2,1100,個人,178,61,117,56,42,14,8,2,6,-,-,-,114,17,97,103,16,87,37,7,30,66,9,57,11,1,10,-,-,-,2,2,-,180,63,117
5,13212,1321201300,日野市,日野市旭が丘,,日野市旭が丘,3,1210,会社,4786,3200,1586,-,-,-,-,-,-,173,139,34,4613,3061,1552,4563,3028,1535,3074,2465,609,1489,563,926,50,33,17,15,15,-,570,432,138,5341,3617,1724
5,13212,1321201300,日野市,日野市旭が丘,,日野市旭が丘,3,1220,会社以外の法人,422,248,174,-,-,-,-,-,-,4,3,1,418,245,173,410,242,168,287,178,109,123,64,59,8,3,5,-,-,-,2,1,1,424,249,175
5,13212,1321201300,日野市,日野市旭が丘,,日野市旭が丘,2,1300,法人でない団体,1,-,1,-,-,-,-,-,-,-,-,-,1,-,1,1,-,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1
6,13212,1321201301,日野市,日野市旭が丘,１丁目,日野市旭が丘１丁目,1,1000,民営,342,204,138,10,7,3,3,1,2,22,19,3,307,177,130,305,176,129,207,131,76,98,45,53,2,1,1,-,-,-,-,-,-,342,204,138
6,13212,1321201301,日野市,日野市旭が丘,１丁目,日野市旭が丘１丁目,2,1100,個人,28,9,19,10,7,3,3,1,2,-,-,-,15,1,14,15,1,14,7,1,6,8,-,8,-,-,-,-,-,-,-,-,-,28,9,19
6,13212,1321201301,日野市,日野市旭が丘,１丁目,日野市旭が丘１丁目,3,1210,会社,149,111,38,-,-,-,-,-,-,19,17,2,130,94,36,128,93,35,68,63,5,60,30,30,2,1,1,-,-,-,-,-,-,149,111,38
6,13212,1321201301,日野市,日野市旭が丘,１丁目,日野市旭が丘１丁目,3,1220,会社以外の法人,165,84,81,-,-,-,-,-,-,3,2,1,162,82,80,162,82,80,132,67,65,30,15,15,-,-,-,-,-,-,-,-,-,165,84,81
6,13212,1321201301,日野市,日野市旭が丘,１丁目,日野市旭が丘１丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321201302,日野市,日野市旭が丘,２丁目,日野市旭が丘２丁目,1,1000,民営,861,425,436,18,12,6,2,-,2,38,30,8,803,383,420,782,371,411,311,252,59,471,119,352,21,12,9,2,2,-,130,41,89,989,464,525
6,13212,1321201302,日野市,日野市旭が丘,２丁目,日野市旭が丘２丁目,2,1100,個人,52,14,38,18,12,6,2,-,2,-,-,-,32,2,30,23,1,22,10,1,9,13,-,13,9,1,8,-,-,-,2,2,-,54,16,38
6,13212,1321201302,日野市,日野市旭が丘,２丁目,日野市旭が丘２丁目,3,1210,会社,734,376,358,-,-,-,-,-,-,37,29,8,697,347,350,688,339,349,267,232,35,421,107,314,9,8,1,2,2,-,128,39,89,860,413,447
6,13212,1321201302,日野市,日野市旭が丘,２丁目,日野市旭が丘２丁目,3,1220,会社以外の法人,75,35,40,-,-,-,-,-,-,1,1,-,74,34,40,71,31,40,34,19,15,37,12,25,3,3,-,-,-,-,-,-,-,75,35,40
6,13212,1321201302,日野市,日野市旭が丘,２丁目,日野市旭が丘２丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321201303,日野市,日野市旭が丘,３丁目,日野市旭が丘３丁目,1,1000,民営,950,681,269,8,6,2,1,-,1,45,39,6,896,636,260,889,634,255,548,479,69,341,155,186,7,2,5,8,8,-,7,6,1,949,679,270
6,13212,1321201303,日野市,日野市旭が丘,３丁目,日野市旭が丘３丁目,2,1100,個人,39,11,28,8,6,2,1,-,1,-,-,-,30,5,25,30,5,25,10,2,8,20,3,17,-,-,-,-,-,-,-,-,-,39,11,28
6,13212,1321201303,日野市,日野市旭が丘,３丁目,日野市旭が丘３丁目,3,1210,会社,906,668,238,-,-,-,-,-,-,45,39,6,861,629,232,854,627,227,535,477,58,319,150,169,7,2,5,8,8,-,7,6,1,905,666,239
6,13212,1321201303,日野市,日野市旭が丘,３丁目,日野市旭が丘３丁目,3,1220,会社以外の法人,4,2,2,-,-,-,-,-,-,-,-,-,4,2,2,4,2,2,2,-,2,2,2,-,-,-,-,-,-,-,-,-,-,4,2,2
