地域階層,地域コード,地域名,産業分類階層,大分類,中分類,小分類,小分類の内訳,産業分類名称,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模名称,総数（経営組織）／企業等数,総数（経営組織）／企業事業所数（事業所）,総数（経営組織）／企業従業者数（人）,総数（経営組織）／企業従業者数のうち常用労働者数（人）,個人／企業等数,個人／企業事業所数（事業所）,個人／企業従業者数（人）,個人／企業従業者数のうち常用労働者数（人）,会社企業／総数（資本金階級）／企業等数,会社企業／総数（資本金階級）／企業事業所数（事業所）,会社企業／総数（資本金階級）／企業従業者数（人）,会社企業／総数（資本金階級）／企業従業者数のうち常用労働者数（人）,会社企業／資本金300万円未満／企業等数,会社企業／資本金300万円未満／企業事業所数（事業所）,会社企業／資本金300万円未満／企業従業者数（人）,会社企業／資本金300万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金300万～500万円未満／企業等数,会社企業／資本金300万～500万円未満／企業事業所数（事業所）,会社企業／資本金300万～500万円未満／企業従業者数（人）,会社企業／資本金300万～500万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金500万～1000万円未満／企業等数,会社企業／資本金500万～1000万円未満／企業事業所数（事業所）,会社企業／資本金500万～1000万円未満／企業従業者数（人）,会社企業／資本金500万～1000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金1000万～3000万円未満／企業等数,会社企業／資本金1000万～3000万円未満／企業事業所数（事業所）,会社企業／資本金1000万～3000万円未満／企業従業者数（人）,会社企業／資本金1000万～3000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金3000万～5000万円未満／企業等数,会社企業／資本金3000万～5000万円未満／企業事業所数（事業所）,会社企業／資本金3000万～5000万円未満／企業従業者数（人）,会社企業／資本金3000万～5000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金5000万～1億円未満／企業等数,会社企業／資本金5000万～1億円未満／企業事業所数（事業所）,会社企業／資本金5000万～1億円未満／企業従業者数（人）,会社企業／資本金5000万～1億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金1億～3億円未満／企業等数,会社企業／資本金1億～3億円未満／企業事業所数（事業所）,会社企業／資本金1億～3億円未満／企業従業者数（人）,会社企業／資本金1億～3億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金3億～10億円未満／企業等数,会社企業／資本金3億～10億円未満／企業事業所数（事業所）,会社企業／資本金3億～10億円未満／企業従業者数（人）,会社企業／資本金3億～10億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金10億～50億円未満／企業等数,会社企業／資本金10億～50億円未満／企業事業所数（事業所）,会社企業／資本金10億～50億円未満／企業従業者数（人）,会社企業／資本金10億～50億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金50億円以上／企業等数,会社企業／資本金50億円以上／企業事業所数（事業所）,会社企業／資本金50億円以上／企業従業者数（人）,会社企業／資本金50億円以上／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金1000万円以下／企業等数,会社企業／（再掲）資本金1000万円以下／企業事業所数（事業所）,会社企業／（再掲）資本金1000万円以下／企業従業者数（人）,会社企業／（再掲）資本金1000万円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金5000万円以下／企業等数,会社企業／（再掲）資本金5000万円以下／企業事業所数（事業所）,会社企業／（再掲）資本金5000万円以下／企業従業者数（人）,会社企業／（再掲）資本金5000万円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金1億円以下／企業等数,会社企業／（再掲）資本金1億円以下／企業事業所数（事業所）,会社企業／（再掲）資本金1億円以下／企業従業者数（人）,会社企業／（再掲）資本金1億円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金3億円以下／企業等数,会社企業／（再掲）資本金3億円以下／企業事業所数（事業所）,会社企業／（再掲）資本金3億円以下／企業従業者数（人）,会社企業／（再掲）資本金3億円以下／企業従業者数のうち常用労働者数（人）,会社以外の法人／企業等数,会社以外の法人／企業事業所数（事業所）,会社以外の法人／企業従業者数（人）,会社以外の法人／企業従業者数のうち常用労働者数（人）
4,13112,世田谷区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,0,00,総数（企業常用雇用者規模）,20999,27889,269112,225465,8754,8857,26348,14426,11225,17320,200505,172047,715,806,4112,2968,3697,4029,20075,13439,1017,1133,6829,4914,3890,5314,50569,39980,349,761,14312,11579,259,1386,25572,24198,77,794,27295,26961,35,687,17238,16344,17,419,15381,15113,6,29,3622,3535,8648,10120,66883,49563,9781,12873,111234,87398,9970,14075,145808,121175,10011,14450,153390,128029,1020,1712,42259,38992
4,13112,世田谷区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,01,企業常用雇用者0～4人,15938,16316,42607,17345,7838,7884,17484,6780,7634,7952,23600,9887,569,581,1482,607,2941,2996,8431,3548,758,771,2248,979,2469,2527,8305,3481,128,134,504,254,79,81,301,125,14,14,50,10,2,4,6,2,-,-,-,-,-,-,-,-,6435,6567,19320,8102,6892,7037,21073,8922,6952,7098,21309,9004,6958,7104,21321,9004,466,480,1523,678
4,13112,世田谷区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,02,企業常用雇用者5～9人,2377,2704,19859,15439,696,729,5318,4384,1481,1758,12754,9724,71,76,571,461,427,479,3563,2788,137,158,1194,918,602,682,5306,3923,53,62,481,370,23,33,192,146,6,7,47,38,3,3,30,18,1,1,17,9,1,1,13,7,1129,1264,9663,7368,1299,1473,11194,8516,1314,1491,11314,8613,1319,1497,11354,8644,200,217,1787,1331
4,13112,世田谷区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,03,企業常用雇用者10～19人,1360,1916,21384,18065,187,200,2592,2377,1019,1506,16356,13625,46,51,695,621,206,272,3097,2675,76,107,1124,975,405,566,6728,5444,68,95,1216,939,25,36,498,354,7,11,117,101,-,-,-,-,1,1,16,11,1,1,18,17,622,847,9709,8156,817,1110,13144,10887,832,1137,13463,11099,833,1138,13475,11109,154,210,2436,2063
4,13112,世田谷区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,04,企業常用雇用者20～29人,434,748,11602,10221,26,31,617,588,364,654,9812,8585,12,20,323,279,67,102,1822,1600,25,45,772,593,149,245,3995,3474,25,52,671,601,24,54,680,595,8,12,193,185,-,-,-,-,-,-,-,-,-,-,-,-,208,343,5733,4901,284,476,7757,6704,307,524,8385,7258,310,530,8456,7327,44,63,1173,1048
4,13112,世田谷区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,05,企業常用雇用者30～49人,337,797,14120,12667,6,12,266,227,287,711,11972,10735,15,23,577,537,36,89,1382,1293,10,17,386,372,127,344,5517,4860,26,60,1134,981,25,57,1062,950,5,8,199,193,6,13,267,224,2,4,86,83,-,-,-,-,147,332,6135,5467,225,555,9469,8450,241,592,10139,9070,247,605,10399,9305,44,74,1882,1705
4,13112,世田谷区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,06,企業常用雇用者50～99人,278,1032,20806,19205,1,1,71,70,223,926,16650,15397,1,3,84,83,17,74,1236,1149,8,30,538,513,89,392,6933,6170,25,91,1888,1801,30,125,2232,2135,11,55,781,759,3,13,259,233,-,-,-,-,1,2,74,56,74,296,5241,4962,155,668,11793,10790,175,733,13263,12202,183,774,13882,12788,54,105,4085,3738
4,13112,世田谷区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,07,企業常用雇用者100～299人,191,1422,33434,30920,-,-,-,-,158,1221,27473,25291,-,-,-,-,3,17,544,386,3,5,567,564,40,290,6797,5760,19,162,2776,2692,44,400,8518,8000,14,117,2256,2129,10,54,1782,1730,6,58,1319,1203,-,-,-,-,24,152,4052,3692,90,688,15641,13965,116,943,20428,18521,124,993,21602,19674,33,201,5961,5629
4,13112,世田谷区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,08,企業常用雇用者300～999人,55,1314,31373,29054,-,-,-,-,39,1129,21861,19765,1,52,380,380,-,-,-,-,-,-,-,-,6,159,2355,2298,4,101,3409,1712,7,242,3301,3128,7,223,4227,4199,5,149,2637,2579,5,169,3983,3935,2,17,786,758,6,210,2397,2345,14,412,7565,5648,22,739,12428,10497,25,777,13672,11717,16,185,9512,9289
4,13112,世田谷区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,09,企業常用雇用者1000～1999人,17,493,24811,24226,-,-,-,-,8,316,10911,10715,-,-,-,-,-,-,-,-,-,-,-,-,2,90,2519,2456,-,-,-,-,-,-,-,-,1,37,1979,1973,4,120,5148,5066,1,69,1265,1220,-,-,-,-,2,90,2519,2456,2,90,2519,2456,3,127,4498,4429,3,127,4498,4429,9,177,13900,13511
4,13112,世田谷区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,10,企業常用雇用者2000～4999人,9,454,25164,24470,-,-,-,-,9,454,25164,24470,-,-,-,-,-,-,-,-,-,-,-,-,1,19,2114,2114,1,4,2233,2229,1,17,2056,2048,3,75,8921,8890,2,331,7109,6492,-,-,-,-,1,8,2731,2697,1,19,2114,2114,2,23,4347,4343,6,115,15324,15281,7,329,19474,18831,-,-,-,-
4,13112,世田谷区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,11,企業常用雇用者5000人以上,3,693,23952,23853,-,-,-,-,3,693,23952,23853,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,341,6732,6717,1,235,8525,8484,-,-,-,-,1,117,8695,8652,-,-,-,-,-,-,-,-,1,341,6732,6717,2,576,15257,15201,2,576,15257,15201,-,-,-,-
4,13112,世田谷区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,9,91,（再掲）企業常用雇用者5人以下,16708,17132,47804,21192,8095,8148,19120,8065,8096,8451,26816,12194,592,606,1638,722,3085,3149,9387,4268,790,805,2460,1139,2685,2764,9873,4558,137,143,573,299,89,93,367,175,16,16,63,20,3,5,21,7,-,-,-,-,-,-,-,-,6818,6980,21981,10017,7320,7501,24066,11059,7386,7568,24336,11171,7394,7576,24361,11181,517,533,1868,933
4,13112,世田谷区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,9,92,（再掲）企業常用雇用者20人以下,19739,21038,85280,52129,8729,8823,25563,13701,10183,11298,53817,34216,690,713,2839,1769,3580,3754,15226,9131,976,1041,4678,2972,3495,3806,20786,13228,250,296,2225,1583,128,151,1014,645,29,34,257,189,5,7,36,20,2,2,33,20,2,2,31,24,8214,8717,39342,24186,9043,9673,46220,29025,9135,9781,46939,29456,9148,9795,47025,29517,827,917,5900,4212
