地域階層,地域コード,地域名,産業分類階層,大分類,中分類,小分類,小分類の内訳,産業分類名称,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模名称,総数（経営組織）／企業等数,総数（経営組織）／企業事業所数（事業所）,総数（経営組織）／企業従業者数（人）,総数（経営組織）／企業従業者数のうち常用労働者数（人）,個人／企業等数,個人／企業事業所数（事業所）,個人／企業従業者数（人）,個人／企業従業者数のうち常用労働者数（人）,会社企業／総数（資本金階級）／企業等数,会社企業／総数（資本金階級）／企業事業所数（事業所）,会社企業／総数（資本金階級）／企業従業者数（人）,会社企業／総数（資本金階級）／企業従業者数のうち常用労働者数（人）,会社企業／資本金300万円未満／企業等数,会社企業／資本金300万円未満／企業事業所数（事業所）,会社企業／資本金300万円未満／企業従業者数（人）,会社企業／資本金300万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金300万～500万円未満／企業等数,会社企業／資本金300万～500万円未満／企業事業所数（事業所）,会社企業／資本金300万～500万円未満／企業従業者数（人）,会社企業／資本金300万～500万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金500万～1000万円未満／企業等数,会社企業／資本金500万～1000万円未満／企業事業所数（事業所）,会社企業／資本金500万～1000万円未満／企業従業者数（人）,会社企業／資本金500万～1000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金1000万～3000万円未満／企業等数,会社企業／資本金1000万～3000万円未満／企業事業所数（事業所）,会社企業／資本金1000万～3000万円未満／企業従業者数（人）,会社企業／資本金1000万～3000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金3000万～5000万円未満／企業等数,会社企業／資本金3000万～5000万円未満／企業事業所数（事業所）,会社企業／資本金3000万～5000万円未満／企業従業者数（人）,会社企業／資本金3000万～5000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金5000万～1億円未満／企業等数,会社企業／資本金5000万～1億円未満／企業事業所数（事業所）,会社企業／資本金5000万～1億円未満／企業従業者数（人）,会社企業／資本金5000万～1億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金1億～3億円未満／企業等数,会社企業／資本金1億～3億円未満／企業事業所数（事業所）,会社企業／資本金1億～3億円未満／企業従業者数（人）,会社企業／資本金1億～3億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金3億～10億円未満／企業等数,会社企業／資本金3億～10億円未満／企業事業所数（事業所）,会社企業／資本金3億～10億円未満／企業従業者数（人）,会社企業／資本金3億～10億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金10億～50億円未満／企業等数,会社企業／資本金10億～50億円未満／企業事業所数（事業所）,会社企業／資本金10億～50億円未満／企業従業者数（人）,会社企業／資本金10億～50億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金50億円以上／企業等数,会社企業／資本金50億円以上／企業事業所数（事業所）,会社企業／資本金50億円以上／企業従業者数（人）,会社企業／資本金50億円以上／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金1000万円以下／企業等数,会社企業／（再掲）資本金1000万円以下／企業事業所数（事業所）,会社企業／（再掲）資本金1000万円以下／企業従業者数（人）,会社企業／（再掲）資本金1000万円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金5000万円以下／企業等数,会社企業／（再掲）資本金5000万円以下／企業事業所数（事業所）,会社企業／（再掲）資本金5000万円以下／企業従業者数（人）,会社企業／（再掲）資本金5000万円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金1億円以下／企業等数,会社企業／（再掲）資本金1億円以下／企業事業所数（事業所）,会社企業／（再掲）資本金1億円以下／企業従業者数（人）,会社企業／（再掲）資本金1億円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金3億円以下／企業等数,会社企業／（再掲）資本金3億円以下／企業事業所数（事業所）,会社企業／（再掲）資本金3億円以下／企業従業者数（人）,会社企業／（再掲）資本金3億円以下／企業従業者数のうち常用労働者数（人）,会社以外の法人／企業等数,会社以外の法人／企業事業所数（事業所）,会社以外の法人／企業従業者数（人）,会社以外の法人／企業従業者数のうち常用労働者数（人）
4,13111,大田区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,0,00,総数（企業常用雇用者規模）,23905,33590,417266,362343,9275,9366,24993,12534,13818,23119,369281,329443,755,801,4125,2921,4755,5098,23634,15359,1375,1514,8904,6427,4996,6746,78455,63272,590,1633,24831,22631,427,1865,59966,56282,149,1772,43875,41256,67,826,25924,24842,27,260,18528,18371,20,1552,70677,69058,10876,12476,86376,62244,12635,16400,167371,136887,12976,18976,234670,199604,13051,19436,244237,208579,812,1105,22992,20366
4,13111,大田区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,01,企業常用雇用者0～4人,17812,18164,47057,19414,8592,8631,18180,6664,8817,9119,27623,12108,600,609,1526,663,3868,3948,11199,4897,1006,1034,3194,1461,2752,2848,9632,4214,169,172,728,284,62,66,229,90,19,20,73,30,2,2,6,2,3,3,8,4,1,1,6,-,7871,8072,24178,10649,8415,8634,26343,11546,8469,8690,26544,11623,8476,8697,26581,11639,403,414,1254,642
4,13111,大田区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,02,企業常用雇用者5～9人,2669,3012,23082,17400,504,528,3882,3199,1993,2303,17466,13067,74,83,645,468,539,598,4538,3433,218,243,1837,1414,924,1044,8293,6145,77,91,701,519,50,62,472,339,4,4,41,30,-,-,-,-,2,2,32,12,-,-,-,-,1544,1729,13214,9971,1853,2083,16211,12117,1884,2123,16506,12336,1886,2125,16527,12348,172,181,1734,1134
4,13111,大田区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,03,企業常用雇用者10～19人,1595,2157,25123,21519,149,160,2069,1867,1334,1856,21289,18188,57,71,855,761,241,319,3803,3299,99,125,1475,1292,646,893,10506,8836,89,117,1489,1248,57,88,949,796,16,25,274,235,4,4,68,59,1,1,17,14,-,-,-,-,876,1188,13830,11817,1159,1573,18575,15807,1196,1625,19213,16343,1206,1639,19363,16477,112,141,1765,1464
4,13111,大田区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,04,企業常用雇用者20～29人,578,966,15600,13759,23,23,581,533,509,879,13691,12113,15,19,394,340,58,100,1491,1387,30,51,771,695,256,417,6953,6044,66,125,1879,1646,39,76,1025,934,12,18,333,299,1,3,22,22,-,-,-,-,-,-,-,-,275,451,7271,6462,438,731,11838,10435,469,797,12654,11171,476,806,12846,11345,46,64,1328,1113
4,13111,大田区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,05,企業常用雇用者30～49人,466,1037,19717,17688,6,23,213,204,435,961,18365,16487,5,9,191,184,33,71,1415,1200,12,24,479,445,204,456,8593,7745,72,136,2949,2699,56,138,2449,2189,19,38,770,699,8,19,340,314,-,-,-,-,-,-,-,-,156,357,6645,5913,348,750,14664,13180,394,851,16554,14903,402,873,16886,15200,25,53,1139,997
4,13111,大田区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,06,企業常用雇用者50～99人,388,1289,29318,27247,1,1,68,67,360,1231,27092,25263,1,1,82,80,14,55,932,888,6,14,438,419,141,444,10286,9640,68,210,5270,4884,74,284,5762,5249,21,104,1667,1599,5,31,428,392,5,13,403,390,2,7,182,159,106,318,7676,7195,257,813,19103,17798,311,1037,23334,21703,325,1112,24437,22759,27,57,2158,1917
4,13111,大田区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,07,企業常用雇用者100～299人,262,1610,45149,43261,-,-,-,-,243,1500,42126,40359,3,9,432,425,2,7,256,255,4,23,710,701,59,344,9749,9297,36,253,5834,5700,56,316,9656,9275,40,260,7868,7411,28,223,5147,4929,6,32,1162,1114,1,5,139,126,43,238,7172,6913,124,743,20625,19885,179,1082,30181,28926,202,1217,34900,33446,19,110,3023,2902
4,13111,大田区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,08,企業常用雇用者300～999人,95,1693,51024,48096,-,-,-,-,89,1645,46630,44080,-,-,-,-,-,-,-,-,-,-,-,-,10,213,5481,5441,12,138,4852,4523,27,491,13846,12721,10,400,6612,5837,15,249,7547,7382,8,119,4925,4863,3,24,1604,1554,4,108,1873,1847,34,425,15938,15519,56,1155,29046,26798,59,1242,30791,28522,6,48,4394,4016
4,13111,大田区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,09,企業常用雇用者1000～1999人,25,1227,40216,33569,-,-,-,-,24,1209,39163,32519,-,-,-,-,-,-,-,-,-,-,-,-,4,87,8962,5910,1,391,1129,1128,4,56,5517,5046,6,267,8112,6998,3,63,4420,3831,1,7,1847,1847,5,338,9176,7759,1,15,4517,1477,6,482,11287,8231,14,692,22452,18040,15,801,23720,19082,1,18,1053,1050
