地域階層,地域コード,地域名,産業分類階層,大分類,中分類,小分類,小分類の内訳,産業分類名称,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模名称,総数（経営組織）／企業等数,総数（経営組織）／企業事業所数（事業所）,総数（経営組織）／企業従業者数（人）,総数（経営組織）／企業従業者数のうち常用労働者数（人）,個人／企業等数,個人／企業事業所数（事業所）,個人／企業従業者数（人）,個人／企業従業者数のうち常用労働者数（人）,会社企業／総数（資本金階級）／企業等数,会社企業／総数（資本金階級）／企業事業所数（事業所）,会社企業／総数（資本金階級）／企業従業者数（人）,会社企業／総数（資本金階級）／企業従業者数のうち常用労働者数（人）,会社企業／資本金300万円未満／企業等数,会社企業／資本金300万円未満／企業事業所数（事業所）,会社企業／資本金300万円未満／企業従業者数（人）,会社企業／資本金300万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金300万～500万円未満／企業等数,会社企業／資本金300万～500万円未満／企業事業所数（事業所）,会社企業／資本金300万～500万円未満／企業従業者数（人）,会社企業／資本金300万～500万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金500万～1000万円未満／企業等数,会社企業／資本金500万～1000万円未満／企業事業所数（事業所）,会社企業／資本金500万～1000万円未満／企業従業者数（人）,会社企業／資本金500万～1000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金1000万～3000万円未満／企業等数,会社企業／資本金1000万～3000万円未満／企業事業所数（事業所）,会社企業／資本金1000万～3000万円未満／企業従業者数（人）,会社企業／資本金1000万～3000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金3000万～5000万円未満／企業等数,会社企業／資本金3000万～5000万円未満／企業事業所数（事業所）,会社企業／資本金3000万～5000万円未満／企業従業者数（人）,会社企業／資本金3000万～5000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金5000万～1億円未満／企業等数,会社企業／資本金5000万～1億円未満／企業事業所数（事業所）,会社企業／資本金5000万～1億円未満／企業従業者数（人）,会社企業／資本金5000万～1億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金1億～3億円未満／企業等数,会社企業／資本金1億～3億円未満／企業事業所数（事業所）,会社企業／資本金1億～3億円未満／企業従業者数（人）,会社企業／資本金1億～3億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金3億～10億円未満／企業等数,会社企業／資本金3億～10億円未満／企業事業所数（事業所）,会社企業／資本金3億～10億円未満／企業従業者数（人）,会社企業／資本金3億～10億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金10億～50億円未満／企業等数,会社企業／資本金10億～50億円未満／企業事業所数（事業所）,会社企業／資本金10億～50億円未満／企業従業者数（人）,会社企業／資本金10億～50億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金50億円以上／企業等数,会社企業／資本金50億円以上／企業事業所数（事業所）,会社企業／資本金50億円以上／企業従業者数（人）,会社企業／資本金50億円以上／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金1000万円以下／企業等数,会社企業／（再掲）資本金1000万円以下／企業事業所数（事業所）,会社企業／（再掲）資本金1000万円以下／企業従業者数（人）,会社企業／（再掲）資本金1000万円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金5000万円以下／企業等数,会社企業／（再掲）資本金5000万円以下／企業事業所数（事業所）,会社企業／（再掲）資本金5000万円以下／企業従業者数（人）,会社企業／（再掲）資本金5000万円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金1億円以下／企業等数,会社企業／（再掲）資本金1億円以下／企業事業所数（事業所）,会社企業／（再掲）資本金1億円以下／企業従業者数（人）,会社企業／（再掲）資本金1億円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金3億円以下／企業等数,会社企業／（再掲）資本金3億円以下／企業事業所数（事業所）,会社企業／（再掲）資本金3億円以下／企業従業者数（人）,会社企業／（再掲）資本金3億円以下／企業従業者数のうち常用労働者数（人）,会社以外の法人／企業等数,会社以外の法人／企業事業所数（事業所）,会社以外の法人／企業従業者数（人）,会社以外の法人／企業従業者数のうち常用労働者数（人）
4,13102,中央区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,0,00,総数（企業常用雇用者規模）,25700,75179,1610445,1510201,5331,5373,19059,11888,18867,66860,1541341,1452580,889,995,6105,4794,3014,3358,19422,13162,1437,1622,10450,7641,7595,12188,148137,125102,1352,3613,68801,62296,1429,7685,150686,139979,916,9835,202697,191559,547,8550,201260,195079,290,4873,129035,125827,210,11684,576194,561002,10803,13782,118189,94172,14784,24517,297015,254271,16199,35922,529483,470662,16710,40120,619200,557056,1502,2946,50045,45733
4,13102,中央区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,01,企業常用雇用者0～4人,14781,15311,46102,22415,4565,4580,11760,5534,9409,9879,31960,15421,692,708,1890,894,2296,2339,6936,3424,983,1006,3312,1629,4035,4179,14516,6989,390,410,1631,743,306,332,1320,587,141,167,486,240,56,64,208,86,10,11,59,7,7,10,18,4,7158,7355,23347,11397,8500,8754,28712,13878,8787,9081,29885,14400,8850,9148,30128,14513,807,852,2382,1460
4,13102,中央区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,02,企業常用雇用者5～9人,3795,4408,32951,24756,600,610,4524,3779,2917,3454,25977,19133,113,123,937,732,430,471,4203,2738,264,294,2209,1735,1425,1646,12480,9325,203,250,2048,1391,155,183,1365,1046,65,80,595,436,29,33,267,193,12,12,104,74,3,4,33,19,1824,2045,16074,11862,2488,2846,22327,16281,2625,3012,23553,17201,2660,3053,23889,17435,278,344,2450,1844
4,13102,中央区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,03,企業常用雇用者10～19人,2486,3713,40091,33678,135,146,1860,1702,2149,3273,34855,29243,48,60,720,660,190,267,3078,2530,124,170,1950,1658,967,1382,15638,13014,213,328,3562,2948,199,304,3468,2869,94,158,1603,1336,43,80,670,574,19,27,337,256,8,8,178,106,989,1393,15831,13211,1620,2328,26324,21908,1789,2595,29237,24355,1847,2690,30207,25180,202,294,3376,2733
4,13102,中央区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,04,企業常用雇用者20～29人,1048,2061,29051,25146,23,29,579,545,959,1924,26664,22990,12,21,310,290,47,79,1224,1120,30,47,829,710,412,767,11479,9735,137,281,3826,3360,137,304,3908,3340,71,135,2075,1724,27,53,707,656,10,41,298,256,5,17,149,119,320,551,8886,7558,695,1317,19176,16570,816,1577,22734,19534,851,1646,23775,20398,66,108,1808,1611
4,13102,中央区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,05,企業常用雇用者30～49人,997,2678,42312,37841,8,8,336,328,927,2489,39280,35225,17,41,668,645,29,70,1691,1105,22,49,895,836,327,841,13420,12280,152,414,6505,5758,167,498,7110,6414,95,269,4093,3646,34,73,1493,1359,15,30,656,567,7,8,282,258,259,647,11008,9680,606,1597,25643,22864,756,2042,32027,28612,813,2191,34546,30839,62,181,2696,2288
4,13102,中央区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,06,企業常用雇用者50～99人,984,4305,76234,69711,-,-,-,-,946,4123,73555,67214,4,6,269,262,16,83,1156,1126,12,44,886,834,229,871,18290,15915,129,595,10064,9317,226,1078,17003,15874,149,731,11867,10957,95,378,7313,6872,24,80,1988,1815,11,33,986,801,156,555,12086,10843,465,1928,36305,32760,695,3066,54214,49195,783,3488,60868,55534,38,182,2679,2497
4,13102,中央区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,07,企業常用雇用者100～299人,927,6669,165593,156812,-,-,-,-,899,6516,160544,152140,2,34,440,440,5,29,522,516,2,12,369,239,155,1070,24882,24031,98,759,17645,16905,156,1183,27743,25629,190,1386,34649,32772,147,1157,27207,25996,82,611,16261,15544,22,84,4389,3928,73,478,11926,11443,306,2262,51807,48969,512,3785,88213,83610,627,4640,109953,104069,28,153,5049,4672
4,13102,中央区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,08,企業常用雇用者300～999人,453,10263,255953,244119,-,-,-,-,443,9966,250619,239110,1,2,871,871,1,20,612,603,-,-,-,-,35,607,18597,17532,25,396,15745,14150,63,1695,32146,31170,79,2249,47284,42418,78,2249,42379,41453,88,1735,48681,47698,66,921,40657,39626,18,320,9922,9344,82,1578,44972,41925,164,3815,92889,85115,208,5014,117181,108641,10,297,5334,5009
4,13102,中央区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,09,企業常用雇用者1000～1999人,137,7752,195649,187781,-,-,-,-,131,7640,187209,179869,-,-,-,-,-,-,-,-,-,-,-,-,8,593,11489,11207,5,180,7775,7724,12,779,19270,17300,21,1328,31488,30374,25,2459,34422,31891,21,1220,30575,30090,38,1010,50899,50054,6,438,9109,8834,17,1255,24829,24480,37,2393,56350,52993,50,3357,75397,71967,6,112,8440,7912
