地域階層,地域コード,地域名,経営組織階層,経営組織コード,経営組織名称,産業分類階層,大分類,中分類,小分類,小分類の内訳,産業分類名称,総数（従業者規模）／事業所数（事業所）,総数（従業者規模）／従業者数（人）,総数（従業者規模）／従業者数／男（人）,総数（従業者規模）／従業者数／女（人）,従業者1～4人／事業所数（事業所）,従業者1～4人／従業者数（人）,従業者1～4人／従業者数／男（人）,従業者1～4人／従業者数／女（人）,従業者1人／事業所数（事業所）,従業者1人／従業者数（人）,従業者1人／従業者数／男（人）,従業者1人／従業者数／女（人）,従業者2人／事業所数（事業所）,従業者2人／従業者数（人）,従業者2人／従業者数／男（人）,従業者2人／従業者数／女（人）,従業者3人／事業所数（事業所）,従業者3人／従業者数（人）,従業者3人／従業者数／男（人）,従業者3人／従業者数／女（人）,従業者4人／事業所数（事業所）,従業者4人／従業者数（人）,従業者4人／従業者数／男（人）,従業者4人／従業者数／女（人）,従業者5～9人／事業所数（事業所）,従業者5～9人／従業者数（人）,従業者5～9人／従業者数／男（人）,従業者5～9人／従業者数／女（人）,従業者10～19人／事業所数（事業所）,従業者10～19人／従業者数（人）,従業者10～19人／従業者数／男（人）,従業者10～19人／従業者数／女（人）,従業者20～29人／事業所数（事業所）,従業者20～29人／従業者数（人）,従業者20～29人／従業者数／男（人）,従業者20～29人／従業者数／女（人）,従業者30～49人／事業所数（事業所）,従業者30～49人／従業者数（人）,従業者30～49人／従業者数／男（人）,従業者30～49人／従業者数／女（人）,従業者50～99人／事業所数（事業所）,従業者50～99人／従業者数（人）,従業者50～99人／従業者数／男（人）,従業者50～99人／従業者数／女（人）,従業者100～199人／事業所数（事業所）,従業者100～199人／従業者数（人）,従業者100～199人／従業者数／男（人）,従業者100～199人／従業者数／女（人）,従業者200～299人／事業所数（事業所）,従業者200～299人／従業者数（人）,従業者200～299人／従業者数／男（人）,従業者200～299人／従業者数／女（人）,従業者300～499人／事業所数（事業所）,従業者300～499人／従業者数（人）,従業者300～499人／従業者数／男（人）,従業者300～499人／従業者数／女（人）,従業者500～999人／事業所数（事業所）,従業者500～999人／従業者数（人）,従業者500～999人／従業者数／男（人）,従業者500～999人／従業者数／女（人）,従業者1000人以上／事業所数（事業所）,従業者1000人以上／従業者数（人）,従業者1000人以上／従業者数／男（人）,従業者1000人以上／従業者数／女（人）,出向・派遣従業者のみ／事業所数（事業所）
0,13000,東京都,0,0000,総数,0,A-S,00,000,000,全産業,662360,9657306,5723089,3910501,357898,792573,437841,354625,111452,111452,74367,37045,115084,230168,123840,106324,74495,223485,120017,103441,56867,227468,119617,107815,136566,893377,480319,412604,81486,1102257,625006,476371,31470,748512,422362,325477,24395,917206,508286,408293,15050,1028936,618221,408832,6938,948209,597556,348113,2083,506217,324891,180186,1591,607017,386848,215303,1030,699976,432564,266380,662,1413026,889195,514317,3191
0,13000,東京都,0,0000,総数,9,A-R,00,000,000,全産業（Ｓ公務を除く）,660273,9398890,5528407,3846767,357403,791698,437162,354429,111145,111145,74069,37036,115027,230054,123765,106285,74425,223275,119870,103378,56806,227224,119458,107730,136258,891215,478967,411794,81180,1098042,622247,474915,31344,745316,419665,324978,24148,908075,500341,407107,14919,1019612,611873,405856,6738,920742,576937,341265,2012,488167,310440,176587,1494,570716,356809,209041,975,661834,404564,256238,612,1303473,809402,484557,3190
0,13000,東京都,0,0000,総数,1,A-B,00,000,000,農林漁業,510,4151,3082,1069,236,615,448,167,46,46,42,4,62,124,86,38,67,201,145,56,61,244,175,69,157,1031,815,216,84,1072,839,233,10,238,171,67,10,353,237,116,7,419,318,101,1,195,119,76,1,228,135,93,-,-,-,-,-,-,-,-,-,-,-,-,4
0,13000,東京都,0,0000,総数,2,A,00,000,000,農業，林業,491,4026,2975,1051,226,585,425,160,44,44,40,4,61,122,84,38,65,195,140,55,56,224,161,63,153,1003,793,210,79,1005,777,228,10,238,171,67,10,353,237,116,7,419,318,101,1,195,119,76,1,228,135,93,-,-,-,-,-,-,-,-,-,-,-,-,4
0,13000,東京都,0,0000,総数,3,A,01,000,000,農業,449,3763,2757,1006,209,549,395,154,41,41,37,4,52,104,68,36,60,180,129,51,56,224,161,63,135,891,706,185,73,927,708,219,10,238,171,67,9,316,205,111,7,419,318,101,1,195,119,76,1,228,135,93,-,-,-,-,-,-,-,-,-,-,-,-,4
0,13000,東京都,0,0000,総数,4,A,01,010,000,管理，補助的経済活動を行う事業所（01農業）,8,77,36,41,6,11,9,2,2,2,1,1,3,6,5,1,1,3,3,-,-,-,-,-,1,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,1,58,19,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,0,0000,総数,4,A,01,011,000,耕種農業,66,461,293,168,34,77,52,25,10,10,9,1,10,20,12,8,9,27,20,7,5,20,11,9,18,113,86,27,8,102,58,44,2,46,18,28,2,67,29,38,1,56,50,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
0,13000,東京都,0,0000,総数,4,A,01,012,000,畜産農業,25,134,76,58,14,37,18,19,3,3,3,-,2,4,3,1,6,18,6,12,3,12,6,6,6,37,26,11,2,28,7,21,-,-,-,-,1,32,25,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
0,13000,東京都,0,0000,総数,4,A,01,013,000,農業サービス業（園芸サービス業を除く）,22,598,382,216,10,30,18,12,-,-,-,-,3,6,3,3,4,12,7,5,3,12,8,4,3,24,20,4,4,56,42,14,1,25,16,9,1,40,32,8,-,-,-,-,1,195,119,76,1,228,135,93,-,-,-,-,-,-,-,-,-,-,-,-,1
0,13000,東京都,0,0000,総数,4,A,01,014,000,園芸サービス業,328,2493,1970,523,145,394,298,96,26,26,24,2,34,68,45,23,40,120,93,27,45,180,136,44,107,709,566,143,59,741,601,140,7,167,137,30,5,177,119,58,5,305,249,56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,0,0000,総数,3,A,02,000,000,林業,42,263,218,45,17,36,30,6,3,3,3,-,9,18,16,2,5,15,11,4,-,-,-,-,18,112,87,25,6,78,69,9,-,-,-,-,1,37,32,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,0,0000,総数,4,A,02,020,000,管理，補助的経済活動を行う事業所（02林業）,1,3,1,2,1,3,1,2,-,-,-,-,-,-,-,-,1,3,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,0,0000,総数,4,A,02,021,000,育林業,13,59,52,7,6,13,12,1,1,1,1,-,3,6,6,-,2,6,5,1,-,-,-,-,6,36,30,6,1,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
