地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,資本金階級階層,資本金階級コード,資本金階級名称,A～R全産業（Ｓ公務を除く）／会社企業数,A～R全産業（Ｓ公務を除く）／企業従業者数（人）,A～B農林漁業／会社企業数,A～B農林漁業／企業従業者数（人）,A農業，林業／会社企業数,A農業，林業／企業従業者数（人）,B漁業／会社企業数,B漁業／企業従業者数（人）,C～R非農林漁業（Ｓ公務を除く）／会社企業数,C～R非農林漁業（Ｓ公務を除く）／企業従業者数（人）,C鉱業，採石業，砂利採取業／会社企業数,C鉱業，採石業，砂利採取業／企業従業者数（人）,D建設業／会社企業数,D建設業／企業従業者数（人）,E製造業／会社企業数,E製造業／企業従業者数（人）,F電気・ガス・熱供給・水道業／会社企業数,F電気・ガス・熱供給・水道業／企業従業者数（人）,G情報通信業／会社企業数,G情報通信業／企業従業者数（人）,H運輸業，郵便業／会社企業数,H運輸業，郵便業／企業従業者数（人）,I卸売業，小売業／会社企業数,I卸売業，小売業／企業従業者数（人）,J金融業，保険業／会社企業数,J金融業，保険業／企業従業者数（人）,K不動産業，物品賃貸業／会社企業数,K不動産業，物品賃貸業／企業従業者数（人）,L学術研究，専門・技術サービス業／会社企業数,L学術研究，専門・技術サービス業／企業従業者数（人）,M宿泊業，飲食サービス業／会社企業数,M宿泊業，飲食サービス業／企業従業者数（人）,N生活関連サービス業，娯楽業／会社企業数,N生活関連サービス業，娯楽業／企業従業者数（人）,O教育，学習支援業／会社企業数,O教育，学習支援業／企業従業者数（人）,P医療，福祉／会社企業数,P医療，福祉／企業従業者数（人）,Q複合サービス事業／会社企業数,Q複合サービス事業／企業従業者数（人）,Rサービス業（他に分類されないもの）／会社企業数,Rサービス業（他に分類されないもの）／企業従業者数（人）
4,13208,1320800000,調布市,,,調布市,0,00,総数（資本金階級）,2563,67662,9,47,9,47,-,-,2554,67615,1,10,429,3227,225,10747,-,-,131,2072,67,3735,563,24843,18,4477,416,1826,170,1029,168,2968,128,2217,51,656,62,1062,-,-,125,8746
4,13208,1320800000,調布市,,,調布市,1,01,資本金300万円未満,168,997,1,8,1,8,-,-,167,989,-,-,21,146,4,16,-,-,19,46,1,1,23,258,5,17,21,54,24,55,11,105,8,104,10,36,11,67,-,-,9,84
4,13208,1320800000,調布市,,,調布市,1,02,資本金300万～500万円未満,988,5476,7,32,7,32,-,-,981,5444,-,-,167,757,50,271,-,-,52,188,15,138,224,1493,8,44,198,559,61,172,72,673,46,283,18,158,26,318,-,-,44,390
4,13208,1320800000,調布市,,,調布市,1,03,資本金500万～1000万円未満,247,1999,1,7,1,7,-,-,246,1992,-,-,39,227,14,79,-,-,9,37,7,88,70,465,1,2,35,93,16,68,21,312,14,131,3,30,5,30,-,-,12,430
4,13208,1320800000,調布市,,,調布市,1,04,資本金1000万～3000万円未満,836,13698,-,-,-,-,-,-,836,13698,1,10,166,1414,119,1883,-,-,38,459,30,875,179,3007,2,9,127,653,54,489,28,1077,31,864,10,263,8,345,-,-,43,2350
4,13208,1320800000,調布市,,,調布市,1,05,資本金3000万～5000万円未満,88,2865,-,-,-,-,-,-,88,2865,-,-,15,314,11,238,-,-,2,37,6,571,16,590,-,-,12,118,5,148,4,123,7,269,1,5,3,200,-,-,6,252
4,13208,1320800000,調布市,,,調布市,1,06,資本金5000万～1億円未満,43,3324,-,-,-,-,-,-,43,3324,-,-,4,218,5,1529,-,-,2,263,2,42,14,489,-,-,8,238,2,14,1,194,2,316,1,3,-,-,-,-,2,18
4,13208,1320800000,調布市,,,調布市,1,07,資本金1億～3億円未満,22,6970,-,-,-,-,-,-,22,6970,-,-,1,22,7,858,-,-,5,750,-,-,1,7,-,-,1,39,-,-,-,-,-,-,1,101,-,-,-,-,6,5193
4,13208,1320800000,調布市,,,調布市,1,08,資本金3億～10億円未満,9,6947,-,-,-,-,-,-,9,6947,-,-,-,-,4,2615,-,-,-,-,1,1364,2,2920,-,-,-,-,-,-,-,-,1,43,1,5,-,-,-,-,-,-
4,13208,1320800000,調布市,,,調布市,1,09,資本金10億～50億円未満,4,16293,-,-,-,-,-,-,4,16293,-,-,-,-,1,472,-,-,-,-,1,610,1,15210,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13208,1320800000,調布市,,,調布市,1,10,資本金50億円以上,5,7187,-,-,-,-,-,-,5,7187,-,-,1,3,1,2739,-,-,-,-,-,-,-,-,1,4383,-,-,1,43,-,-,1,19,-,-,-,-,-,-,-,-
4,13208,1320800000,調布市,,,調布市,9,91,（再掲）資本金1000万円以下,2085,18070,9,47,9,47,-,-,2076,18023,1,10,360,2141,160,1700,-,-,112,680,45,644,463,4244,16,72,370,1294,145,632,123,1654,95,1235,40,485,46,516,-,-,100,2716
4,13208,1320800000,調布市,,,調布市,9,92,（再掲）資本金5000万円以下,2344,27356,9,47,9,47,-,-,2335,27309,1,10,409,2940,199,3716,-,-,120,767,60,1690,516,6045,16,72,398,1710,161,937,137,2484,107,1962,42,492,53,960,-,-,116,3524
4,13208,1320800000,調布市,,,調布市,9,93,（再掲）資本金1億円以下,2384,34565,9,47,9,47,-,-,2375,34518,1,10,412,3076,209,4402,-,-,124,1654,61,1715,527,6309,16,72,401,1715,162,946,137,2484,108,1967,43,495,53,960,-,-,121,8713
4,13208,1320800000,調布市,,,調布市,9,94,（再掲）資本金3億円以下,2397,37873,9,47,9,47,-,-,2388,37826,1,10,413,3098,211,5944,-,-,127,1780,62,3079,528,6371,16,72,402,1754,162,946,137,2484,109,2010,45,601,53,960,-,-,122,8717
5,13208,1320801600,調布市,調布市入間町,,調布市入間町,0,00,総数（資本金階級）,67,3339,1,8,1,8,-,-,66,3331,-,-,20,96,1,5,-,-,-,-,-,-,16,2963,-,-,10,24,6,18,1,7,2,118,3,30,2,7,-,-,5,63
5,13208,1320801600,調布市,調布市入間町,,調布市入間町,1,01,資本金300万円未満,4,23,-,-,-,-,-,-,4,23,-,-,1,3,-,-,-,-,-,-,-,-,2,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1
5,13208,1320801600,調布市,調布市入間町,,調布市入間町,1,02,資本金300万～500万円未満,31,108,1,8,1,8,-,-,30,100,-,-,10,38,-,-,-,-,-,-,-,-,5,13,-,-,7,19,3,5,1,7,1,2,-,-,1,6,-,-,2,10
5,13208,1320801600,調布市,調布市入間町,,調布市入間町,1,03,資本金500万～1000万円未満,10,66,-,-,-,-,-,-,10,66,-,-,-,-,1,5,-,-,-,-,-,-,3,25,-,-,2,4,1,3,-,-,-,-,2,28,1,1,-,-,-,-
5,13208,1320801600,調布市,調布市入間町,,調布市入間町,1,04,資本金1000万～3000万円未満,15,148,-,-,-,-,-,-,15,148,-,-,6,38,-,-,-,-,-,-,-,-,4,46,-,-,-,-,2,10,-,-,-,-,1,2,-,-,-,-,2,52
