地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,資本金階級階層,資本金階級コード,資本金階級名称,A～R全産業（Ｓ公務を除く）／会社企業数,A～R全産業（Ｓ公務を除く）／企業従業者数（人）,A～B農林漁業／会社企業数,A～B農林漁業／企業従業者数（人）,A農業，林業／会社企業数,A農業，林業／企業従業者数（人）,B漁業／会社企業数,B漁業／企業従業者数（人）,C～R非農林漁業（Ｓ公務を除く）／会社企業数,C～R非農林漁業（Ｓ公務を除く）／企業従業者数（人）,C鉱業，採石業，砂利採取業／会社企業数,C鉱業，採石業，砂利採取業／企業従業者数（人）,D建設業／会社企業数,D建設業／企業従業者数（人）,E製造業／会社企業数,E製造業／企業従業者数（人）,F電気・ガス・熱供給・水道業／会社企業数,F電気・ガス・熱供給・水道業／企業従業者数（人）,G情報通信業／会社企業数,G情報通信業／企業従業者数（人）,H運輸業，郵便業／会社企業数,H運輸業，郵便業／企業従業者数（人）,I卸売業，小売業／会社企業数,I卸売業，小売業／企業従業者数（人）,J金融業，保険業／会社企業数,J金融業，保険業／企業従業者数（人）,K不動産業，物品賃貸業／会社企業数,K不動産業，物品賃貸業／企業従業者数（人）,L学術研究，専門・技術サービス業／会社企業数,L学術研究，専門・技術サービス業／企業従業者数（人）,M宿泊業，飲食サービス業／会社企業数,M宿泊業，飲食サービス業／企業従業者数（人）,N生活関連サービス業，娯楽業／会社企業数,N生活関連サービス業，娯楽業／企業従業者数（人）,O教育，学習支援業／会社企業数,O教育，学習支援業／企業従業者数（人）,P医療，福祉／会社企業数,P医療，福祉／企業従業者数（人）,Q複合サービス事業／会社企業数,Q複合サービス事業／企業従業者数（人）,Rサービス業（他に分類されないもの）／会社企業数,Rサービス業（他に分類されないもの）／企業従業者数（人）
4,13213,1321300000,東村山市,,,東村山市,0,00,総数（資本金階級）,1361,15837,7,33,7,33,-,-,1354,15804,-,-,300,1776,162,2527,-,-,22,293,32,1023,312,3557,13,36,170,714,75,407,90,2318,68,1176,14,441,46,827,-,-,50,709
4,13213,1321300000,東村山市,,,東村山市,1,01,資本金300万円未満,81,549,1,4,1,4,-,-,80,545,-,-,15,48,5,69,-,-,5,10,-,-,17,163,-,-,10,20,7,17,3,55,7,78,3,14,6,61,-,-,2,10
4,13213,1321300000,東村山市,,,東村山市,1,02,資本金300万～500万円未満,565,3758,6,29,6,29,-,-,559,3729,-,-,141,727,53,266,-,-,8,11,11,175,124,1006,10,32,71,198,35,146,46,631,18,98,3,27,16,232,-,-,23,180
4,13213,1321300000,東村山市,,,東村山市,1,03,資本金500万～1000万円未満,179,1104,-,-,-,-,-,-,179,1104,-,-,46,193,21,192,-,-,1,2,4,45,39,248,1,1,20,80,7,33,12,70,15,80,1,7,9,143,-,-,3,10
4,13213,1321300000,東村山市,,,東村山市,1,04,資本金1000万～3000万円未満,395,6821,-,-,-,-,-,-,395,6821,-,-,72,524,62,1293,-,-,6,33,15,699,109,1564,1,2,55,246,21,90,11,1156,14,475,5,289,7,224,-,-,17,226
4,13213,1321300000,東村山市,,,東村山市,1,05,資本金3000万～5000万円未満,35,1022,-,-,-,-,-,-,35,1022,-,-,12,161,5,126,-,-,-,-,2,104,5,218,-,-,6,20,2,103,1,63,-,-,1,96,-,-,-,-,1,131
4,13213,1321300000,東村山市,,,東村山市,1,06,資本金5000万～1億円未満,21,1252,-,-,-,-,-,-,21,1252,-,-,2,22,10,438,-,-,1,199,-,-,2,153,-,-,2,59,-,-,-,-,2,314,-,-,1,56,-,-,1,11
4,13213,1321300000,東村山市,,,東村山市,1,07,資本金1億～3億円未満,1,48,-,-,-,-,-,-,1,48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,48,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,1321300000,東村山市,,,東村山市,1,08,資本金3億～10億円未満,1,76,-,-,-,-,-,-,1,76,-,-,-,-,1,76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13213,1321300000,東村山市,,,東村山市,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
