地域階層,地域コード,地域名,経営組織階層,経営組織コード,経営組織名称,産業分類階層,大分類,中分類,小分類,小分類の内訳,産業分類名称,総数（従業者規模）／事業所数（事業所）,総数（従業者規模）／従業者数（人）,総数（従業者規模）／従業者数／男（人）,総数（従業者規模）／従業者数／女（人）,従業者1～4人／事業所数（事業所）,従業者1～4人／従業者数（人）,従業者1～4人／従業者数／男（人）,従業者1～4人／従業者数／女（人）,従業者1人／事業所数（事業所）,従業者1人／従業者数（人）,従業者1人／従業者数／男（人）,従業者1人／従業者数／女（人）,従業者2人／事業所数（事業所）,従業者2人／従業者数（人）,従業者2人／従業者数／男（人）,従業者2人／従業者数／女（人）,従業者3人／事業所数（事業所）,従業者3人／従業者数（人）,従業者3人／従業者数／男（人）,従業者3人／従業者数／女（人）,従業者4人／事業所数（事業所）,従業者4人／従業者数（人）,従業者4人／従業者数／男（人）,従業者4人／従業者数／女（人）,従業者5～9人／事業所数（事業所）,従業者5～9人／従業者数（人）,従業者5～9人／従業者数／男（人）,従業者5～9人／従業者数／女（人）,従業者10～19人／事業所数（事業所）,従業者10～19人／従業者数（人）,従業者10～19人／従業者数／男（人）,従業者10～19人／従業者数／女（人）,従業者20～29人／事業所数（事業所）,従業者20～29人／従業者数（人）,従業者20～29人／従業者数／男（人）,従業者20～29人／従業者数／女（人）,従業者30～49人／事業所数（事業所）,従業者30～49人／従業者数（人）,従業者30～49人／従業者数／男（人）,従業者30～49人／従業者数／女（人）,従業者50～99人／事業所数（事業所）,従業者50～99人／従業者数（人）,従業者50～99人／従業者数／男（人）,従業者50～99人／従業者数／女（人）,従業者100～199人／事業所数（事業所）,従業者100～199人／従業者数（人）,従業者100～199人／従業者数／男（人）,従業者100～199人／従業者数／女（人）,従業者200～299人／事業所数（事業所）,従業者200～299人／従業者数（人）,従業者200～299人／従業者数／男（人）,従業者200～299人／従業者数／女（人）,従業者300～499人／事業所数（事業所）,従業者300～499人／従業者数（人）,従業者300～499人／従業者数／男（人）,従業者300～499人／従業者数／女（人）,従業者500～999人／事業所数（事業所）,従業者500～999人／従業者数（人）,従業者500～999人／従業者数／男（人）,従業者500～999人／従業者数／女（人）,従業者1000人以上／事業所数（事業所）,従業者1000人以上／従業者数（人）,従業者1000人以上／従業者数／男（人）,従業者1000人以上／従業者数／女（人）,出向・派遣従業者のみ／事業所数（事業所）
1,13200,市部,0,0000,総数,0,A-S,00,000,000,全産業,130279,1541999,819270,720489,71690,156090,82750,73316,23428,23428,14848,8576,23081,46162,24166,21994,14224,42672,21978,20688,10957,43828,21758,22058,26527,173735,85384,88225,15736,213042,109027,103891,6459,153719,78059,75561,5055,189768,88737,100821,2621,177311,91038,86058,1056,141632,76255,65243,310,75362,43938,31424,211,81250,48234,32708,118,78098,43913,34185,58,101992,71935,29057,438
1,13200,市部,0,0000,総数,9,A-R,00,000,000,全産業（Ｓ公務を除く）,129686,1497987,787190,708557,71472,155729,82452,73253,23273,23273,14696,8573,23071,46142,24153,21987,14198,42594,21919,20669,10930,43720,21684,22024,26448,173199,85025,88048,15665,212079,108417,103538,6434,153053,77486,75468,4992,187455,86749,100496,2590,175084,89655,85214,1013,136082,72155,63793,294,71215,40723,30492,182,69957,39636,30013,105,69456,37600,31856,53,94678,67292,26386,438
1,13200,市部,0,0000,総数,1,A-B,00,000,000,農林漁業,208,1570,1194,376,89,242,178,64,14,14,13,1,24,48,31,17,24,72,58,14,27,108,76,32,67,431,348,83,37,476,376,100,7,174,130,44,4,130,71,59,2,117,91,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
1,13200,市部,0,0000,総数,2,A,00,000,000,農業，林業,206,1553,1181,372,88,238,177,61,14,14,13,1,24,48,31,17,24,72,58,14,26,104,75,29,67,431,348,83,36,463,364,99,7,174,130,44,4,130,71,59,2,117,91,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
1,13200,市部,0,0000,総数,3,A,01,000,000,農業,197,1511,1151,360,84,230,171,59,13,13,12,1,22,44,28,16,23,69,56,13,26,104,75,29,63,409,334,75,35,451,354,97,7,174,130,44,4,130,71,59,2,117,91,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
1,13200,市部,0,0000,総数,4,A,01,010,000,管理，補助的経済活動を行う事業所（01農業）,2,10,10,-,1,2,2,-,-,-,-,-,1,2,2,-,-,-,-,-,-,-,-,-,1,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13200,市部,0,0000,総数,4,A,01,011,000,耕種農業,25,180,95,85,13,30,24,6,3,3,3,-,5,10,7,3,3,9,8,1,2,8,6,2,5,30,22,8,5,64,37,27,1,24,8,16,1,32,4,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13200,市部,0,0000,総数,4,A,01,012,000,畜産農業,5,29,9,20,2,7,2,5,-,-,-,-,-,-,-,-,1,3,1,2,1,4,1,3,1,6,6,-,1,16,1,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
1,13200,市部,0,0000,総数,4,A,01,013,000,農業サービス業（園芸サービス業を除く）,8,68,52,16,3,11,8,3,-,-,-,-,-,-,-,-,1,3,2,1,2,8,6,2,2,15,13,2,1,17,15,2,1,25,16,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
1,13200,市部,0,0000,総数,4,A,01,014,000,園芸サービス業,157,1224,985,239,65,180,135,45,10,10,9,1,16,32,19,13,18,54,45,9,21,84,62,22,54,350,285,65,28,354,301,53,5,125,106,19,3,98,67,31,2,117,91,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
