地域階層,地域コード,地域名,産業分類階層,大分類,中分類,小分類,小分類の内訳,産業分類名称,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模名称,総数（経営組織）／企業等数,総数（経営組織）／企業事業所数（事業所）,総数（経営組織）／企業従業者数（人）,総数（経営組織）／企業従業者数のうち常用労働者数（人）,個人／企業等数,個人／企業事業所数（事業所）,個人／企業従業者数（人）,個人／企業従業者数のうち常用労働者数（人）,会社企業／総数（資本金階級）／企業等数,会社企業／総数（資本金階級）／企業事業所数（事業所）,会社企業／総数（資本金階級）／企業従業者数（人）,会社企業／総数（資本金階級）／企業従業者数のうち常用労働者数（人）,会社企業／資本金300万円未満／企業等数,会社企業／資本金300万円未満／企業事業所数（事業所）,会社企業／資本金300万円未満／企業従業者数（人）,会社企業／資本金300万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金300万～500万円未満／企業等数,会社企業／資本金300万～500万円未満／企業事業所数（事業所）,会社企業／資本金300万～500万円未満／企業従業者数（人）,会社企業／資本金300万～500万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金500万～1000万円未満／企業等数,会社企業／資本金500万～1000万円未満／企業事業所数（事業所）,会社企業／資本金500万～1000万円未満／企業従業者数（人）,会社企業／資本金500万～1000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金1000万～3000万円未満／企業等数,会社企業／資本金1000万～3000万円未満／企業事業所数（事業所）,会社企業／資本金1000万～3000万円未満／企業従業者数（人）,会社企業／資本金1000万～3000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金3000万～5000万円未満／企業等数,会社企業／資本金3000万～5000万円未満／企業事業所数（事業所）,会社企業／資本金3000万～5000万円未満／企業従業者数（人）,会社企業／資本金3000万～5000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金5000万～1億円未満／企業等数,会社企業／資本金5000万～1億円未満／企業事業所数（事業所）,会社企業／資本金5000万～1億円未満／企業従業者数（人）,会社企業／資本金5000万～1億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金1億～3億円未満／企業等数,会社企業／資本金1億～3億円未満／企業事業所数（事業所）,会社企業／資本金1億～3億円未満／企業従業者数（人）,会社企業／資本金1億～3億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金3億～10億円未満／企業等数,会社企業／資本金3億～10億円未満／企業事業所数（事業所）,会社企業／資本金3億～10億円未満／企業従業者数（人）,会社企業／資本金3億～10億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金10億～50億円未満／企業等数,会社企業／資本金10億～50億円未満／企業事業所数（事業所）,会社企業／資本金10億～50億円未満／企業従業者数（人）,会社企業／資本金10億～50億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金50億円以上／企業等数,会社企業／資本金50億円以上／企業事業所数（事業所）,会社企業／資本金50億円以上／企業従業者数（人）,会社企業／資本金50億円以上／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金1000万円以下／企業等数,会社企業／（再掲）資本金1000万円以下／企業事業所数（事業所）,会社企業／（再掲）資本金1000万円以下／企業従業者数（人）,会社企業／（再掲）資本金1000万円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金5000万円以下／企業等数,会社企業／（再掲）資本金5000万円以下／企業事業所数（事業所）,会社企業／（再掲）資本金5000万円以下／企業従業者数（人）,会社企業／（再掲）資本金5000万円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金1億円以下／企業等数,会社企業／（再掲）資本金1億円以下／企業事業所数（事業所）,会社企業／（再掲）資本金1億円以下／企業従業者数（人）,会社企業／（再掲）資本金1億円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金3億円以下／企業等数,会社企業／（再掲）資本金3億円以下／企業事業所数（事業所）,会社企業／（再掲）資本金3億円以下／企業従業者数（人）,会社企業／（再掲）資本金3億円以下／企業従業者数のうち常用労働者数（人）,会社以外の法人／企業等数,会社以外の法人／企業事業所数（事業所）,会社以外の法人／企業従業者数（人）,会社以外の法人／企業従業者数のうち常用労働者数（人）
4,13225,稲城市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,0,00,総数（企業常用雇用者規模）,1627,1926,18930,15864,742,749,2113,1058,809,1057,13592,11774,52,53,228,150,322,343,1680,1066,95,110,856,684,243,288,3320,2753,24,83,959,897,23,83,2677,2493,5,10,540,524,1,5,322,312,1,5,505,498,2,20,1823,1782,659,729,5122,3817,743,899,7477,5846,763,969,10251,8558,764,970,10260,8567,76,120,3225,3032
4,13225,稲城市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,01,企業常用雇用者0～4人,1243,1258,3253,1266,686,686,1452,461,525,540,1665,749,42,42,101,34,259,264,767,344,67,68,211,95,123,126,469,232,6,7,16,10,4,4,23,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,476,485,1486,673,497,507,1564,715,501,511,1587,719,501,511,1587,719,32,32,136,56
4,13225,稲城市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,02,企業常用雇用者5～9人,167,184,1382,1123,32,33,239,204,118,131,991,799,5,6,38,32,44,48,362,293,13,15,97,78,46,50,414,327,2,2,17,13,2,2,16,11,1,1,9,9,-,-,-,-,-,-,-,-,-,-,-,-,98,108,824,660,110,121,928,743,112,123,944,754,113,124,953,763,17,20,152,120
4,13225,稲城市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,03,企業常用雇用者10～19人,104,132,1652,1401,17,23,236,214,82,102,1328,1117,4,4,66,63,11,11,178,157,7,7,97,80,45,59,748,609,4,5,67,53,6,7,101,87,1,1,19,16,-,-,-,-,-,-,-,-,-,-,-,-,52,61,842,716,73,89,1196,995,78,94,1276,1065,78,94,1276,1065,5,7,88,70
4,13225,稲城市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,04,企業常用雇用者20～29人,40,61,1021,941,6,6,145,139,28,49,707,654,1,1,23,21,5,11,128,118,3,3,83,77,9,17,228,211,2,3,45,41,3,8,78,69,1,1,27,27,-,-,-,-,-,-,-,-,-,-,-,-,14,27,361,330,21,36,532,490,24,44,612,564,24,44,612,564,6,6,169,148
4,13225,稲城市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,05,企業常用雇用者30～49人,31,59,1297,1188,1,1,41,40,24,50,1000,911,-,-,-,-,1,2,35,33,3,3,123,114,11,20,477,431,5,13,192,175,2,7,86,79,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,18,430,386,22,45,913,832,22,45,913,832,22,45,913,832,6,8,256,237
4,13225,稲城市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,06,企業常用雇用者50～99人,17,56,1376,1136,-,-,-,-,15,54,1272,1032,-,-,-,-,2,7,210,121,1,10,85,83,6,11,410,390,2,3,109,105,3,22,386,261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,21,445,342,13,42,1097,861,14,53,1200,960,14,53,1200,960,2,2,104,104
4,13225,稲城市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,07,企業常用雇用者100～299人,18,102,3021,2937,-,-,-,-,12,78,2120,2058,-,-,-,-,-,-,-,-,1,4,160,157,3,5,574,553,3,50,513,500,2,7,285,285,1,1,123,117,-,-,-,-,-,-,-,-,1,9,205,190,4,9,734,710,7,59,1247,1210,10,67,1655,1612,10,67,1655,1612,6,24,901,879
4,13225,稲城市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,08,企業常用雇用者300～999人,5,37,2608,2583,-,-,-,-,3,16,1189,1165,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,6,362,355,1,5,322,312,1,5,505,498,-,-,-,-,-,-,-,-,-,-,-,-,1,6,362,355,1,6,362,355,2,21,1419,1418
4,13225,稲城市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,09,企業常用雇用者1000～1999人,2,37,3320,3289,-,-,-,-,2,37,3320,3289,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,26,1702,1697,-,-,-,-,-,-,-,-,-,-,-,-,1,11,1618,1592,-,-,-,-,-,-,-,-,1,26,1702,1697,1,26,1702,1697,-,-,-,-
