地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,資本金階級階層,資本金階級コード,資本金階級名称,A～R全産業（Ｓ公務を除く）／会社企業数,A～R全産業（Ｓ公務を除く）／企業従業者数（人）,A～B農林漁業／会社企業数,A～B農林漁業／企業従業者数（人）,A農業，林業／会社企業数,A農業，林業／企業従業者数（人）,B漁業／会社企業数,B漁業／企業従業者数（人）,C～R非農林漁業（Ｓ公務を除く）／会社企業数,C～R非農林漁業（Ｓ公務を除く）／企業従業者数（人）,C鉱業，採石業，砂利採取業／会社企業数,C鉱業，採石業，砂利採取業／企業従業者数（人）,D建設業／会社企業数,D建設業／企業従業者数（人）,E製造業／会社企業数,E製造業／企業従業者数（人）,F電気・ガス・熱供給・水道業／会社企業数,F電気・ガス・熱供給・水道業／企業従業者数（人）,G情報通信業／会社企業数,G情報通信業／企業従業者数（人）,H運輸業，郵便業／会社企業数,H運輸業，郵便業／企業従業者数（人）,I卸売業，小売業／会社企業数,I卸売業，小売業／企業従業者数（人）,J金融業，保険業／会社企業数,J金融業，保険業／企業従業者数（人）,K不動産業，物品賃貸業／会社企業数,K不動産業，物品賃貸業／企業従業者数（人）,L学術研究，専門・技術サービス業／会社企業数,L学術研究，専門・技術サービス業／企業従業者数（人）,M宿泊業，飲食サービス業／会社企業数,M宿泊業，飲食サービス業／企業従業者数（人）,N生活関連サービス業，娯楽業／会社企業数,N生活関連サービス業，娯楽業／企業従業者数（人）,O教育，学習支援業／会社企業数,O教育，学習支援業／企業従業者数（人）,P医療，福祉／会社企業数,P医療，福祉／企業従業者数（人）,Q複合サービス事業／会社企業数,Q複合サービス事業／企業従業者数（人）,Rサービス業（他に分類されないもの）／会社企業数,Rサービス業（他に分類されないもの）／企業従業者数（人）
4,13202,1320200000,立川市,,,立川市,0,00,総数（資本金階級）,2345,61434,11,73,11,73,-,-,2334,61361,3,23,378,4177,208,7033,1,12,117,4484,42,4899,518,21117,41,632,355,1972,148,1134,193,4944,121,3170,33,1063,62,1296,-,-,114,5405
4,13202,1320200000,立川市,,,立川市,1,01,資本金300万円未満,143,1011,-,-,-,-,-,-,143,1011,-,-,12,51,6,51,-,-,11,62,3,15,31,322,6,22,19,64,10,45,15,133,13,81,1,5,8,55,-,-,8,105
4,13202,1320200000,立川市,,,立川市,1,02,資本金300万～500万円未満,827,5479,-,-,-,-,-,-,827,5479,1,3,150,859,55,382,-,-,22,113,5,92,194,1409,16,79,135,375,59,215,71,874,46,279,13,253,28,379,-,-,32,167
4,13202,1320200000,立川市,,,立川市,1,03,資本金500万～1000万円未満,230,2172,4,27,4,27,-,-,226,2145,-,-,46,259,17,97,-,-,6,27,7,192,59,431,3,9,21,56,15,65,27,444,11,193,5,302,5,43,-,-,4,27
4,13202,1320200000,立川市,,,立川市,1,04,資本金1000万～3000万円未満,810,15894,5,26,5,26,-,-,805,15868,2,20,125,1462,90,1863,-,-,56,890,17,1153,171,2742,15,105,140,1084,52,631,38,1320,26,1925,9,170,13,414,-,-,51,2089
4,13202,1320200000,立川市,,,立川市,1,05,資本金3000万～5000万円未満,81,5009,1,13,1,13,-,-,80,4996,-,-,16,342,6,839,-,-,10,300,1,114,17,1986,-,-,13,104,6,144,1,5,2,197,-,-,1,18,-,-,7,947
4,13202,1320200000,立川市,,,立川市,1,06,資本金5000万～1億円未満,68,8570,1,7,1,7,-,-,67,8563,-,-,11,649,11,651,-,-,6,1440,5,2188,14,1955,-,-,10,88,-,-,2,48,2,53,1,151,1,217,-,-,4,1123
4,13202,1320200000,立川市,,,立川市,1,07,資本金1億～3億円未満,20,3298,-,-,-,-,-,-,20,3298,-,-,1,167,6,495,-,-,3,634,2,1124,2,112,-,-,4,103,1,6,-,-,-,-,-,-,-,-,-,-,1,657
4,13202,1320200000,立川市,,,立川市,1,08,資本金3億～10億円未満,11,5441,-,-,-,-,-,-,11,5441,-,-,-,-,1,270,1,12,2,1018,-,-,1,2589,-,-,3,67,-,-,1,1372,-,-,-,-,1,62,-,-,1,51
4,13202,1320200000,立川市,,,立川市,1,09,資本金10億～50億円未満,7,960,-,-,-,-,-,-,7,960,-,-,1,224,3,410,-,-,1,-,-,-,1,111,-,-,-,-,-,-,1,215,-,-,-,-,-,-,-,-,-,-
