地域階層,地域コード,地域名,産業分類階層,大分類,中分類,小分類,小分類の内訳,産業分類名称,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模名称,総数（経営組織）／企業等数,総数（経営組織）／企業事業所数（事業所）,総数（経営組織）／企業従業者数（人）,総数（経営組織）／企業従業者数のうち常用労働者数（人）,個人／企業等数,個人／企業事業所数（事業所）,個人／企業従業者数（人）,個人／企業従業者数のうち常用労働者数（人）,会社企業／総数（資本金階級）／企業等数,会社企業／総数（資本金階級）／企業事業所数（事業所）,会社企業／総数（資本金階級）／企業従業者数（人）,会社企業／総数（資本金階級）／企業従業者数のうち常用労働者数（人）,会社企業／資本金300万円未満／企業等数,会社企業／資本金300万円未満／企業事業所数（事業所）,会社企業／資本金300万円未満／企業従業者数（人）,会社企業／資本金300万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金300万～500万円未満／企業等数,会社企業／資本金300万～500万円未満／企業事業所数（事業所）,会社企業／資本金300万～500万円未満／企業従業者数（人）,会社企業／資本金300万～500万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金500万～1000万円未満／企業等数,会社企業／資本金500万～1000万円未満／企業事業所数（事業所）,会社企業／資本金500万～1000万円未満／企業従業者数（人）,会社企業／資本金500万～1000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金1000万～3000万円未満／企業等数,会社企業／資本金1000万～3000万円未満／企業事業所数（事業所）,会社企業／資本金1000万～3000万円未満／企業従業者数（人）,会社企業／資本金1000万～3000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金3000万～5000万円未満／企業等数,会社企業／資本金3000万～5000万円未満／企業事業所数（事業所）,会社企業／資本金3000万～5000万円未満／企業従業者数（人）,会社企業／資本金3000万～5000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金5000万～1億円未満／企業等数,会社企業／資本金5000万～1億円未満／企業事業所数（事業所）,会社企業／資本金5000万～1億円未満／企業従業者数（人）,会社企業／資本金5000万～1億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金1億～3億円未満／企業等数,会社企業／資本金1億～3億円未満／企業事業所数（事業所）,会社企業／資本金1億～3億円未満／企業従業者数（人）,会社企業／資本金1億～3億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金3億～10億円未満／企業等数,会社企業／資本金3億～10億円未満／企業事業所数（事業所）,会社企業／資本金3億～10億円未満／企業従業者数（人）,会社企業／資本金3億～10億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金10億～50億円未満／企業等数,会社企業／資本金10億～50億円未満／企業事業所数（事業所）,会社企業／資本金10億～50億円未満／企業従業者数（人）,会社企業／資本金10億～50億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金50億円以上／企業等数,会社企業／資本金50億円以上／企業事業所数（事業所）,会社企業／資本金50億円以上／企業従業者数（人）,会社企業／資本金50億円以上／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金1000万円以下／企業等数,会社企業／（再掲）資本金1000万円以下／企業事業所数（事業所）,会社企業／（再掲）資本金1000万円以下／企業従業者数（人）,会社企業／（再掲）資本金1000万円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金5000万円以下／企業等数,会社企業／（再掲）資本金5000万円以下／企業事業所数（事業所）,会社企業／（再掲）資本金5000万円以下／企業従業者数（人）,会社企業／（再掲）資本金5000万円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金1億円以下／企業等数,会社企業／（再掲）資本金1億円以下／企業事業所数（事業所）,会社企業／（再掲）資本金1億円以下／企業従業者数（人）,会社企業／（再掲）資本金1億円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金3億円以下／企業等数,会社企業／（再掲）資本金3億円以下／企業事業所数（事業所）,会社企業／（再掲）資本金3億円以下／企業従業者数（人）,会社企業／（再掲）資本金3億円以下／企業従業者数のうち常用労働者数（人）,会社以外の法人／企業等数,会社以外の法人／企業事業所数（事業所）,会社以外の法人／企業従業者数（人）,会社以外の法人／企業従業者数のうち常用労働者数（人）
4,13215,国立市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,0,00,総数（企業常用雇用者規模）,2003,2378,20154,16452,971,983,3007,1644,928,1211,11695,9841,91,96,500,344,366,419,2513,1798,97,110,681,487,287,408,4000,3421,22,31,732,681,21,55,1117,1061,6,26,1181,1174,2,6,490,473,-,-,-,-,-,-,-,-,789,963,6682,5145,873,1097,8969,7243,886,1125,9625,7874,890,1145,10724,8966,104,184,5452,4967
4,13215,国立市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,01,企業常用雇用者0～4人,1497,1520,4040,1584,863,866,1897,694,603,621,1992,838,69,70,183,81,272,279,864,334,68,68,233,89,163,166,595,279,7,7,26,16,4,5,21,9,2,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,552,563,1804,751,581,592,1916,804,584,596,1922,808,585,597,1923,809,31,33,151,52
4,13215,国立市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,02,企業常用雇用者5～9人,236,269,1920,1502,82,87,622,504,135,160,1113,875,9,11,73,64,50,59,414,323,13,16,101,78,56,65,458,359,2,2,21,14,1,1,9,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,119,142,977,770,130,153,1067,838,131,154,1076,846,131,154,1076,846,19,22,185,123
4,13215,国立市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,03,企業常用雇用者10～19人,125,163,1953,1676,18,19,273,241,86,114,1385,1167,10,12,173,132,26,30,393,338,9,12,142,125,23,32,384,319,4,5,64,56,3,4,50,44,2,2,36,30,-,-,-,-,-,-,-,-,-,-,-,-,60,75,964,804,74,94,1187,997,75,95,1206,1014,77,97,1242,1044,21,30,295,268
4,13215,国立市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,04,企業常用雇用者20～29人,50,75,1269,1150,7,7,176,169,39,64,977,886,3,3,71,67,8,16,223,198,5,6,115,108,19,29,467,424,2,7,52,46,1,1,25,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31,48,773,706,37,61,928,843,38,62,953,866,38,62,953,866,4,4,116,95
4,13215,国立市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,05,企業常用雇用者30～49人,38,86,1515,1436,1,4,39,36,28,65,1110,1060,-,-,-,-,5,10,202,197,1,4,39,36,12,30,494,479,4,5,143,135,5,13,194,178,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,29,455,445,25,57,999,959,27,62,1072,1025,27,62,1072,1025,9,17,366,340
4,13215,国立市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,06,企業常用雇用者50～99人,29,103,1984,1926,-,-,-,-,21,85,1407,1361,-,-,-,-,3,13,203,194,1,4,51,51,8,44,504,483,1,2,85,80,4,9,312,305,1,5,82,82,-,-,-,-,-,-,-,-,-,-,-,-,9,54,557,532,14,65,918,880,18,77,1237,1195,18,77,1237,1195,8,18,577,565
4,13215,国立市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,07,企業常用雇用者100～299人,25,125,4436,4149,-,-,-,-,15,85,2649,2593,-,-,-,-,2,12,214,214,-,-,-,-,6,42,1098,1078,2,3,341,334,3,22,506,494,-,-,-,-,2,6,490,473,-,-,-,-,-,-,-,-,7,52,1152,1137,12,75,1954,1922,13,79,2159,2120,13,79,2159,2120,10,40,1787,1556
4,13215,国立市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,08,企業常用雇用者300～999人,1,13,468,468,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,13,468,468
4,13215,国立市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,09,企業常用雇用者1000～1999人,2,24,2569,2561,-,-,-,-,1,17,1062,1061,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,17,1062,1061,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,17,1062,1061,1,7,1507,1500
4,13215,国立市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,10,企業常用雇用者2000～4999人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13215,国立市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,11,企業常用雇用者5000人以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13215,国立市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,9,91,（再掲）企業常用雇用者5人以下,1580,1612,4597,1999,896,900,2113,859,647,673,2282,1058,70,71,189,86,289,298,975,419,75,77,278,124,182,189,723,374,7,7,26,16,4,5,21,9,2,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,593,612,2074,956,625,644,2206,1024,628,648,2212,1028,629,649,2213,1029,37,39,202,82
4,13215,国立市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,9,92,（再掲）企業常用雇用者20人以下,1864,1959,8049,4882,964,973,2813,1459,829,901,4605,2980,88,93,429,277,348,368,1671,995,90,96,476,292,246,267,1528,1037,13,14,111,86,8,10,80,61,4,4,37,31,-,-,-,-,-,-,-,-,-,-,-,-,735,784,3836,2405,789,843,4261,2719,794,849,4295,2748,797,852,4332,2779,71,85,631,443
4,13215,国立市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,9,93,（再掲）企業常用雇用者50人以下,1947,2118,10752,7398,971,983,3007,1644,892,1029,6632,4876,91,96,500,344,361,394,2096,1390,96,106,630,436,274,327,2453,1910,19,26,306,267,14,24,299,262,4,4,37,31,-,-,-,-,-,-,-,-,-,-,-,-,774,862,5028,3526,848,962,6152,4491,856,974,6284,4609,859,977,6321,4640,84,106,1113,878
4,13215,国立市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,9,94,（再掲）企業常用雇用者100人以下,1976,2222,12785,9374,971,983,3007,1644,912,1109,7984,6187,91,96,500,344,364,407,2299,1584,97,110,681,487,281,366,2902,2343,20,28,391,347,18,33,611,567,5,9,119,113,-,-,-,-,-,-,-,-,-,-,-,-,782,911,5530,4008,861,1022,7015,5321,873,1046,7466,5754,876,1049,7503,5785,93,130,1794,1543
4,13215,国立市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,9,95,（再掲）企業常用雇用者200人以下,1994,2309,15606,11955,971,983,3007,1644,923,1175,9631,7803,91,96,500,344,366,419,2513,1798,97,110,681,487,285,395,3488,2917,22,31,732,681,21,55,1117,1061,5,9,119,113,-,-,-,-,-,-,-,-,-,-,-,-,787,950,6170,4641,871,1084,8457,6739,884,1112,9113,7370,887,1115,9150,7401,100,151,2968,2508
4,13215,国立市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,9,96,（再掲）企業常用雇用者300人以下,2000,2341,17117,13423,971,983,3007,1644,927,1194,10633,8780,91,96,500,344,366,419,2513,1798,97,110,681,487,287,408,4000,3421,22,31,732,681,21,55,1117,1061,5,9,119,113,2,6,490,473,-,-,-,-,-,-,-,-,789,963,6682,5145,873,1097,8969,7243,886,1125,9625,7874,889,1128,9662,7905,102,164,3477,2999
