産業分類階層,大分類,中分類,小分類,小分類の内訳,産業分類名称,資本金階級階層,資本金階級コード,資本金階級名称,総数（持株会社か否か）／総数（子会社数規模）／会社企業数,総数（持株会社か否か）／子会社1～4社／会社企業数,総数（持株会社か否か）／子会社1社／会社企業数,総数（持株会社か否か）／子会社2社／会社企業数,総数（持株会社か否か）／子会社3社／会社企業数,総数（持株会社か否か）／子会社4社／会社企業数,総数（持株会社か否か）／子会社5～9社／会社企業数,総数（持株会社か否か）／子会社10～19社／会社企業数,総数（持株会社か否か）／子会社20～29社／会社企業数,総数（持株会社か否か）／子会社30～49社／会社企業数,総数（持株会社か否か）／子会社50社以上／会社企業数,総数（持株会社か否か）／総数（国内子会社数規模）／会社企業数,総数（持株会社か否か）／国内子会社0社／会社企業数,総数（持株会社か否か）／国内子会社1～4社／会社企業数,総数（持株会社か否か）／国内子会社1社／会社企業数,総数（持株会社か否か）／国内子会社2社／会社企業数,総数（持株会社か否か）／国内子会社3社／会社企業数,総数（持株会社か否か）／国内子会社4社／会社企業数,総数（持株会社か否か）／国内子会社5～9社／会社企業数,総数（持株会社か否か）／国内子会社10～19社／会社企業数,総数（持株会社か否か）／国内子会社20～29社／会社企業数,総数（持株会社か否か）／国内子会社30～49社／会社企業数,総数（持株会社か否か）／国内子会社50社以上／会社企業数,総数（持株会社か否か）／総数（海外子会社数規模）／会社企業数,総数（持株会社か否か）／海外子会社0社／会社企業数,総数（持株会社か否か）／海外子会社1～4社／会社企業数,総数（持株会社か否か）／海外子会社1社／会社企業数,総数（持株会社か否か）／海外子会社2社／会社企業数,総数（持株会社か否か）／海外子会社3社／会社企業数,総数（持株会社か否か）／海外子会社4社／会社企業数,総数（持株会社か否か）／海外子会社5～9社／会社企業数,総数（持株会社か否か）／海外子会社10～19社／会社企業数,総数（持株会社か否か）／海外子会社20～29社／会社企業数,総数（持株会社か否か）／海外子会社30～49社／会社企業数,総数（持株会社か否か）／海外子会社50社以上／会社企業数,純粋持株会社／総数（子会社数規模）／会社企業数,純粋持株会社／子会社1～4社／会社企業数,純粋持株会社／子会社1社／会社企業数,純粋持株会社／子会社2社／会社企業数,純粋持株会社／子会社3社／会社企業数,純粋持株会社／子会社4社／会社企業数,純粋持株会社／子会社5～9社／会社企業数,純粋持株会社／子会社10～19社／会社企業数,純粋持株会社／子会社20～29社／会社企業数,純粋持株会社／子会社30～49社／会社企業数,純粋持株会社／子会社50社以上／会社企業数,純粋持株会社／総数（国内子会社数規模）／会社企業数,純粋持株会社／国内子会社0社／会社企業数,純粋持株会社／国内子会社1～4社／会社企業数,純粋持株会社／国内子会社1社／会社企業数,純粋持株会社／国内子会社2社／会社企業数,純粋持株会社／国内子会社3社／会社企業数,純粋持株会社／国内子会社4社／会社企業数,純粋持株会社／国内子会社5～9社／会社企業数,純粋持株会社／国内子会社10～19社／会社企業数,純粋持株会社／国内子会社20～29社／会社企業数,純粋持株会社／国内子会社30～49社／会社企業数,純粋持株会社／国内子会社50社以上／会社企業数,純粋持株会社／総数（海外子会社数規模）／会社企業数,純粋持株会社／海外子会社0社／会社企業数,純粋持株会社／海外子会社1～4社／会社企業数,純粋持株会社／海外子会社1社／会社企業数,純粋持株会社／海外子会社2社／会社企業数,純粋持株会社／海外子会社3社／会社企業数,純粋持株会社／海外子会社4社／会社企業数,純粋持株会社／海外子会社5～9社／会社企業数,純粋持株会社／海外子会社10～19社／会社企業数,純粋持株会社／海外子会社20～29社／会社企業数,純粋持株会社／海外子会社30～49社／会社企業数,純粋持株会社／海外子会社50社以上／会社企業数,事業持株会社／総数（子会社数規模）／会社企業数,事業持株会社／子会社1～4社／会社企業数,事業持株会社／子会社1社／会社企業数,事業持株会社／子会社2社／会社企業数,事業持株会社／子会社3社／会社企業数,事業持株会社／子会社4社／会社企業数,事業持株会社／子会社5～9社／会社企業数,事業持株会社／子会社10～19社／会社企業数,事業持株会社／子会社20～29社／会社企業数,事業持株会社／子会社30～49社／会社企業数,事業持株会社／子会社50社以上／会社企業数,事業持株会社／総数（国内子会社数規模）／会社企業数,事業持株会社／国内子会社0社／会社企業数,事業持株会社／国内子会社1～4社／会社企業数,事業持株会社／国内子会社1社／会社企業数,事業持株会社／国内子会社2社／会社企業数,事業持株会社／国内子会社3社／会社企業数,事業持株会社／国内子会社4社／会社企業数,事業持株会社／国内子会社5～9社／会社企業数,事業持株会社／国内子会社10～19社／会社企業数,事業持株会社／国内子会社20～29社／会社企業数,事業持株会社／国内子会社30～49社／会社企業数,事業持株会社／国内子会社50社以上／会社企業数,事業持株会社／総数（海外子会社数規模）／会社企業数,事業持株会社／海外子会社0社／会社企業数,事業持株会社／海外子会社1～4社／会社企業数,事業持株会社／海外子会社1社／会社企業数,事業持株会社／海外子会社2社／会社企業数,事業持株会社／海外子会社3社／会社企業数,事業持株会社／海外子会社4社／会社企業数,事業持株会社／海外子会社5～9社／会社企業数,事業持株会社／海外子会社10～19社／会社企業数,事業持株会社／海外子会社20～29社／会社企業数,事業持株会社／海外子会社30～49社／会社企業数,事業持株会社／海外子会社50社以上／会社企業数,持株会社でない／総数（子会社数規模）／会社企業数,持株会社でない／子会社1～4社／会社企業数,持株会社でない／子会社1社／会社企業数,持株会社でない／子会社2社／会社企業数,持株会社でない／子会社3社／会社企業数,持株会社でない／子会社4社／会社企業数,持株会社でない／子会社5～9社／会社企業数,持株会社でない／子会社10～19社／会社企業数,持株会社でない／子会社20～29社／会社企業数,持株会社でない／子会社30～49社／会社企業数,持株会社でない／子会社50社以上／会社企業数,持株会社でない／総数（国内子会社数規模）／会社企業数,持株会社でない／国内子会社0社／会社企業数,持株会社でない／国内子会社1～4社／会社企業数,持株会社でない／国内子会社1社／会社企業数,持株会社でない／国内子会社2社／会社企業数,持株会社でない／国内子会社3社／会社企業数,持株会社でない／国内子会社4社／会社企業数,持株会社でない／国内子会社5～9社／会社企業数,持株会社でない／国内子会社10～19社／会社企業数,持株会社でない／国内子会社20～29社／会社企業数,持株会社でない／国内子会社30～49社／会社企業数,持株会社でない／国内子会社50社以上／会社企業数,持株会社でない／総数（海外子会社数規模）／会社企業数,持株会社でない／海外子会社0社／会社企業数,持株会社でない／海外子会社1～4社／会社企業数,持株会社でない／海外子会社1社／会社企業数,持株会社でない／海外子会社2社／会社企業数,持株会社でない／海外子会社3社／会社企業数,持株会社でない／海外子会社4社／会社企業数,持株会社でない／海外子会社5～9社／会社企業数,持株会社でない／海外子会社10～19社／会社企業数,持株会社でない／海外子会社20～29社／会社企業数,持株会社でない／海外子会社30～49社／会社企業数,持株会社でない／海外子会社50社以上／会社企業数
0,A-R,00,000,000,全産業（Ｓ公務を除く）,0,00,総数（資本金階級）,9740,7777,4838,1627,820,492,922,501,177,135,228,8467,1273,7009,4524,1408,677,400,775,353,112,99,119,3245,6495,2448,1463,522,302,161,349,193,85,60,110,348,179,69,40,43,27,69,47,15,11,27,345,3,190,72,45,47,26,75,39,11,12,18,115,233,63,30,16,7,10,17,14,6,4,11,2381,1949,1265,387,179,118,210,99,40,31,52,2095,286,1763,1183,330,156,94,181,73,25,25,28,695,1686,525,312,120,63,30,78,34,22,10,26,7011,5649,3504,1200,598,347,643,355,122,93,149,6027,984,5056,3269,1033,474,280,519,241,76,62,73,2435,4576,1860,1121,386,232,121,254,145,57,46,73
0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,01,資本金300万円未満,104,93,71,14,4,4,6,2,-,1,2,95,9,88,68,12,6,2,3,2,-,-,2,21,83,17,9,5,1,2,2,2,-,-,-,16,11,8,1,2,-,2,2,-,-,1,16,-,13,8,1,4,-,1,1,-,-,1,4,12,2,-,-,-,2,1,1,-,-,-,35,32,25,5,2,-,2,-,-,-,1,30,5,28,23,3,2,-,1,-,-,-,1,7,28,6,4,2,-,-,1,-,-,-,-,53,50,38,8,-,4,2,-,-,1,-,49,4,47,37,8,-,2,1,1,-,-,-,10,43,9,5,3,1,-,-,1,-,-,-
0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,02,資本金300万～500万円未満,262,241,185,38,10,8,16,5,-,-,-,247,15,227,174,36,9,8,15,5,-,-,-,22,240,22,18,4,-,-,-,-,-,-,-,4,4,3,-,1,-,-,-,-,-,-,4,-,4,3,-,1,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,67,64,55,7,2,-,2,1,-,-,-,62,5,59,50,7,2,-,2,1,-,-,-,6,61,6,5,1,-,-,-,-,-,-,-,191,173,127,31,7,8,14,4,-,-,-,181,10,164,121,29,6,8,13,4,-,-,-,16,175,16,13,3,-,-,-,-,-,-,-
0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,03,資本金500万～1000万円未満,164,156,117,25,8,6,4,2,-,1,1,144,20,138,105,24,4,5,4,1,-,-,1,25,139,22,16,4,2,-,2,-,-,1,-,13,10,5,2,2,1,1,1,-,-,1,13,-,10,5,2,2,1,2,-,-,-,1,1,12,-,-,-,-,-,1,-,-,-,-,61,60,47,11,-,2,1,-,-,-,-,53,8,52,41,10,-,1,1,-,-,-,-,10,51,10,8,2,-,-,-,-,-,-,-,90,86,65,12,6,3,2,1,-,1,-,78,12,76,59,12,2,3,1,1,-,-,-,14,76,12,8,2,2,-,1,-,-,1,-
0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,04,資本金1000万～3000万円未満,2239,2143,1650,322,118,53,58,24,7,3,4,1945,294,1868,1479,254,91,44,49,20,3,1,4,407,1832,386,311,54,17,4,15,2,3,-,1,48,41,17,10,9,5,6,1,-,-,-,48,-,41,17,11,8,5,6,1,-,-,-,2,46,2,2,-,-,-,-,-,-,-,-,642,617,477,95,29,16,14,6,1,2,2,562,80,539,440,62,25,12,16,4,-,1,2,111,531,105,80,20,3,2,3,1,1,-,1,1549,1485,1156,217,80,32,38,17,6,1,2,1335,214,1288,1022,181,58,27,27,15,3,-,2,294,1255,279,229,34,14,2,12,1,2,-,-
0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,05,資本金3000万～5000万円未満,1053,993,674,210,74,35,47,7,1,2,3,885,168,844,600,172,52,20,31,4,1,2,3,252,801,241,164,52,11,14,10,-,-,-,1,5,4,1,1,2,-,1,-,-,-,-,5,-,4,1,1,2,-,1,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,305,282,198,53,20,11,16,4,1,1,1,262,43,241,176,44,15,6,15,3,1,1,1,62,243,59,41,12,4,2,2,-,-,-,1,743,707,475,156,52,24,30,3,-,1,2,618,125,599,423,127,35,14,15,1,-,1,2,190,553,182,123,40,7,12,8,-,-,-,-
0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,06,資本金5000万～1億円未満,1638,1493,908,338,158,89,104,27,12,1,1,1384,254,1284,853,271,104,56,70,24,5,-,1,463,1175,433,278,82,51,22,21,6,1,1,1,34,21,6,8,5,2,10,2,1,-,-,33,1,21,6,7,5,3,9,2,1,-,-,6,28,6,4,2,-,-,-,-,-,-,-,390,350,211,76,38,25,31,6,3,-,-,339,51,313,193,69,31,20,21,5,-,-,-,101,289,95,57,21,10,7,5,1,-,-,-,1214,1122,691,254,115,62,63,19,8,1,1,1012,202,950,654,195,68,33,40,17,4,-,1,356,858,332,217,59,41,15,16,5,1,1,1
0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,07,資本金1億～3億円未満,1266,1075,591,263,138,83,132,49,4,4,2,1063,203,935,559,209,103,64,91,31,1,4,1,408,858,352,214,81,39,18,43,10,1,1,1,38,22,10,8,3,1,11,3,1,-,1,38,-,25,12,8,3,2,11,1,-,1,-,9,29,5,4,-,1,-,2,-,1,-,1,297,251,135,66,36,14,29,14,2,1,-,259,38,223,134,57,21,11,23,11,1,1,-,85,212,73,49,13,9,2,8,4,-,-,-,931,802,446,189,99,68,92,32,1,3,1,766,165,687,413,144,79,51,57,19,-,2,1,314,617,274,161,68,29,16,33,6,-,1,-
0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,08,資本金3億～10億円未満,1066,802,357,223,145,77,177,63,14,5,5,894,172,734,352,211,101,70,115,35,5,2,3,455,611,387,203,93,60,31,43,17,6,1,1,51,30,10,3,5,12,15,5,-,-,1,49,2,31,8,6,5,12,14,3,-,1,-,18,33,16,7,5,4,-,-,1,1,-,-,219,163,68,44,32,19,36,15,3,1,1,189,30,154,75,43,21,15,23,9,1,1,1,82,137,67,28,20,13,6,10,4,1,-,-,796,609,279,176,108,46,126,43,11,4,3,656,140,549,269,162,75,43,78,23,4,-,2,355,441,304,168,68,43,25,33,12,4,1,1
0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,09,資本金10億～50億円未満,980,567,200,150,117,100,212,131,37,22,11,877,103,601,233,163,127,78,173,67,22,7,7,510,470,357,161,89,72,35,91,43,10,4,5,51,18,4,4,6,4,11,14,3,4,1,51,-,20,6,6,6,2,13,12,4,1,1,24,27,14,5,5,-,4,5,4,1,-,-,176,93,32,20,17,24,46,18,11,5,3,157,19,100,33,23,26,18,37,12,5,1,2,94,82,64,24,17,16,7,19,5,4,1,1,753,456,164,126,94,72,155,99,23,13,7,669,84,481,194,134,95,58,123,43,13,5,4,392,361,279,132,67,56,24,67,34,5,3,4
