地域階層,地域コード,地域名,産業分類階層,大分類,中分類,小分類,小分類の内訳,産業分類名称,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模名称,総数（経営組織）／企業等数,総数（経営組織）／企業事業所数（事業所）,総数（経営組織）／企業従業者数（人）,総数（経営組織）／企業従業者数のうち常用労働者数（人）,個人／企業等数,個人／企業事業所数（事業所）,個人／企業従業者数（人）,個人／企業従業者数のうち常用労働者数（人）,会社企業／総数（資本金階級）／企業等数,会社企業／総数（資本金階級）／企業事業所数（事業所）,会社企業／総数（資本金階級）／企業従業者数（人）,会社企業／総数（資本金階級）／企業従業者数のうち常用労働者数（人）,会社企業／資本金300万円未満／企業等数,会社企業／資本金300万円未満／企業事業所数（事業所）,会社企業／資本金300万円未満／企業従業者数（人）,会社企業／資本金300万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金300万～500万円未満／企業等数,会社企業／資本金300万～500万円未満／企業事業所数（事業所）,会社企業／資本金300万～500万円未満／企業従業者数（人）,会社企業／資本金300万～500万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金500万～1000万円未満／企業等数,会社企業／資本金500万～1000万円未満／企業事業所数（事業所）,会社企業／資本金500万～1000万円未満／企業従業者数（人）,会社企業／資本金500万～1000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金1000万～3000万円未満／企業等数,会社企業／資本金1000万～3000万円未満／企業事業所数（事業所）,会社企業／資本金1000万～3000万円未満／企業従業者数（人）,会社企業／資本金1000万～3000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金3000万～5000万円未満／企業等数,会社企業／資本金3000万～5000万円未満／企業事業所数（事業所）,会社企業／資本金3000万～5000万円未満／企業従業者数（人）,会社企業／資本金3000万～5000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金5000万～1億円未満／企業等数,会社企業／資本金5000万～1億円未満／企業事業所数（事業所）,会社企業／資本金5000万～1億円未満／企業従業者数（人）,会社企業／資本金5000万～1億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金1億～3億円未満／企業等数,会社企業／資本金1億～3億円未満／企業事業所数（事業所）,会社企業／資本金1億～3億円未満／企業従業者数（人）,会社企業／資本金1億～3億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金3億～10億円未満／企業等数,会社企業／資本金3億～10億円未満／企業事業所数（事業所）,会社企業／資本金3億～10億円未満／企業従業者数（人）,会社企業／資本金3億～10億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金10億～50億円未満／企業等数,会社企業／資本金10億～50億円未満／企業事業所数（事業所）,会社企業／資本金10億～50億円未満／企業従業者数（人）,会社企業／資本金10億～50億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金50億円以上／企業等数,会社企業／資本金50億円以上／企業事業所数（事業所）,会社企業／資本金50億円以上／企業従業者数（人）,会社企業／資本金50億円以上／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金1000万円以下／企業等数,会社企業／（再掲）資本金1000万円以下／企業事業所数（事業所）,会社企業／（再掲）資本金1000万円以下／企業従業者数（人）,会社企業／（再掲）資本金1000万円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金5000万円以下／企業等数,会社企業／（再掲）資本金5000万円以下／企業事業所数（事業所）,会社企業／（再掲）資本金5000万円以下／企業従業者数（人）,会社企業／（再掲）資本金5000万円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金1億円以下／企業等数,会社企業／（再掲）資本金1億円以下／企業事業所数（事業所）,会社企業／（再掲）資本金1億円以下／企業従業者数（人）,会社企業／（再掲）資本金1億円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金3億円以下／企業等数,会社企業／（再掲）資本金3億円以下／企業事業所数（事業所）,会社企業／（再掲）資本金3億円以下／企業従業者数（人）,会社企業／（再掲）資本金3億円以下／企業従業者数のうち常用労働者数（人）,会社以外の法人／企業等数,会社以外の法人／企業事業所数（事業所）,会社以外の法人／企業従業者数（人）,会社以外の法人／企業従業者数のうち常用労働者数（人）
4,13114,中野区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,0,00,総数（企業常用雇用者規模）,10162,13916,143573,119701,4665,4713,12471,5889,5089,8310,116752,100731,263,289,1471,1103,1767,1960,9276,5765,387,443,2389,1621,1896,2568,25377,20642,188,554,9018,8132,141,557,11753,10572,51,486,17078,15555,32,352,10833,9659,9,78,4496,4407,11,419,17225,17066,3964,4756,32275,23847,4561,6099,53140,42129,4665,6625,70970,58106,4695,6870,76670,63691,408,893,14350,13081
4,13114,中野区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,01,企業常用雇用者0～4人,7864,8044,20488,7636,4306,4335,9130,3026,3355,3501,10642,4296,197,203,512,232,1441,1481,4313,1640,291,302,912,361,1142,1174,3858,1624,61,67,250,90,37,40,150,58,7,8,25,17,3,3,7,1,-,-,-,-,-,-,-,-,2923,3006,9058,3620,3146,3241,9901,3971,3171,3269,10004,4013,3176,3275,10020,4022,203,208,716,314
4,13114,中野区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,02,企業常用雇用者5～9人,1066,1209,9039,6929,278,290,2142,1769,713,828,6226,4660,31,36,239,201,188,206,1552,1201,56,63,477,377,340,378,3038,2207,25,35,259,181,16,18,158,107,5,5,43,34,1,2,10,6,-,-,-,-,1,1,8,7,542,597,4667,3512,645,723,5623,4200,659,739,5751,4295,661,741,5766,4308,75,91,671,500
4,13114,中野区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,03,企業常用雇用者10～19人,567,814,9173,7565,73,79,988,891,443,663,7403,5988,23,29,309,279,89,112,1514,1166,22,38,354,300,192,263,3234,2630,34,47,658,478,15,29,249,204,1,1,17,17,1,3,24,19,1,1,14,14,-,-,-,-,267,372,4450,3550,367,502,6194,4950,376,519,6335,5074,376,519,6335,5074,51,72,782,686
4,13114,中野区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,04,企業常用雇用者20～29人,185,350,4978,4389,7,8,175,168,166,311,4452,3919,5,5,130,121,32,62,830,769,9,13,233,209,69,118,1879,1582,19,38,532,453,9,21,241,218,2,3,61,54,1,6,23,20,-,-,-,-,-,-,-,-,97,168,2599,2273,137,241,3694,3213,144,258,3877,3379,145,260,3906,3406,12,31,351,302
4,13114,中野区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,05,企業常用雇用者30～49人,164,363,7098,6136,1,1,36,35,138,332,6064,5184,6,13,224,217,9,28,339,317,7,15,296,265,62,151,2614,2306,12,26,505,464,19,43,820,760,5,10,198,192,4,6,181,166,-,-,-,-,-,-,-,-,63,161,2580,2327,104,246,4332,3899,117,280,4887,4417,120,286,4996,4521,25,30,998,917
4,13114,中野区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,06,企業常用雇用者50～99人,146,524,10964,9974,-,-,-,-,131,469,9589,8853,1,3,57,53,4,8,280,231,2,12,117,109,64,209,4446,4155,17,74,1403,1302,18,68,1397,1249,7,31,543,517,6,28,459,434,2,3,134,119,1,1,74,62,48,153,3257,3050,98,349,6991,6504,109,392,7924,7307,114,407,8318,7690,15,55,1375,1121
4,13114,中野区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,07,企業常用雇用者100～299人,107,816,18797,17910,-,-,-,-,89,672,15476,14725,-,-,-,-,4,63,448,441,-,-,-,-,23,96,3878,3759,14,117,2465,2311,21,229,3729,3419,10,62,2051,2010,8,68,1524,1450,1,9,122,116,2,5,443,410,20,120,3234,3136,50,417,8394,7934,64,515,11025,10425,73,578,12804,12167,18,144,3321,3185
4,13114,中野区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,08,企業常用雇用者300～999人,44,894,25134,23028,-,-,-,-,37,834,21607,19556,-,-,-,-,-,-,-,-,-,-,-,-,4,179,2430,2379,6,150,2946,2853,4,27,2137,2065,10,232,5349,5107,5,155,3838,2819,3,47,1631,1610,2,31,1677,1672,4,179,2430,2379,13,350,6579,6406,20,502,10790,10368,24,588,12862,12404,7,60,3527,3472
4,13114,中野区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,09,企業常用雇用者1000～1999人,14,540,20533,19659,-,-,-,-,12,338,17924,17075,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,82,2872,2492,3,97,4033,3635,2,74,3523,3511,2,18,2595,2548,2,63,3656,3645,-,-,-,-,1,30,1432,1052,4,114,5619,4856,5,179,6905,6127,2,202,2609,2584
