地域階層,地域コード,地域名,産業分類階層,大分類,中分類,小分類,小分類の内訳,産業分類名称,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模名称,総数（経営組織）／企業等数,総数（経営組織）／企業事業所数（事業所）,総数（経営組織）／企業従業者数（人）,総数（経営組織）／企業従業者数のうち常用労働者数（人）,個人／企業等数,個人／企業事業所数（事業所）,個人／企業従業者数（人）,個人／企業従業者数のうち常用労働者数（人）,会社企業／総数（資本金階級）／企業等数,会社企業／総数（資本金階級）／企業事業所数（事業所）,会社企業／総数（資本金階級）／企業従業者数（人）,会社企業／総数（資本金階級）／企業従業者数のうち常用労働者数（人）,会社企業／資本金300万円未満／企業等数,会社企業／資本金300万円未満／企業事業所数（事業所）,会社企業／資本金300万円未満／企業従業者数（人）,会社企業／資本金300万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金300万～500万円未満／企業等数,会社企業／資本金300万～500万円未満／企業事業所数（事業所）,会社企業／資本金300万～500万円未満／企業従業者数（人）,会社企業／資本金300万～500万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金500万～1000万円未満／企業等数,会社企業／資本金500万～1000万円未満／企業事業所数（事業所）,会社企業／資本金500万～1000万円未満／企業従業者数（人）,会社企業／資本金500万～1000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金1000万～3000万円未満／企業等数,会社企業／資本金1000万～3000万円未満／企業事業所数（事業所）,会社企業／資本金1000万～3000万円未満／企業従業者数（人）,会社企業／資本金1000万～3000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金3000万～5000万円未満／企業等数,会社企業／資本金3000万～5000万円未満／企業事業所数（事業所）,会社企業／資本金3000万～5000万円未満／企業従業者数（人）,会社企業／資本金3000万～5000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金5000万～1億円未満／企業等数,会社企業／資本金5000万～1億円未満／企業事業所数（事業所）,会社企業／資本金5000万～1億円未満／企業従業者数（人）,会社企業／資本金5000万～1億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金1億～3億円未満／企業等数,会社企業／資本金1億～3億円未満／企業事業所数（事業所）,会社企業／資本金1億～3億円未満／企業従業者数（人）,会社企業／資本金1億～3億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金3億～10億円未満／企業等数,会社企業／資本金3億～10億円未満／企業事業所数（事業所）,会社企業／資本金3億～10億円未満／企業従業者数（人）,会社企業／資本金3億～10億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金10億～50億円未満／企業等数,会社企業／資本金10億～50億円未満／企業事業所数（事業所）,会社企業／資本金10億～50億円未満／企業従業者数（人）,会社企業／資本金10億～50億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金50億円以上／企業等数,会社企業／資本金50億円以上／企業事業所数（事業所）,会社企業／資本金50億円以上／企業従業者数（人）,会社企業／資本金50億円以上／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金1000万円以下／企業等数,会社企業／（再掲）資本金1000万円以下／企業事業所数（事業所）,会社企業／（再掲）資本金1000万円以下／企業従業者数（人）,会社企業／（再掲）資本金1000万円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金5000万円以下／企業等数,会社企業／（再掲）資本金5000万円以下／企業事業所数（事業所）,会社企業／（再掲）資本金5000万円以下／企業従業者数（人）,会社企業／（再掲）資本金5000万円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金1億円以下／企業等数,会社企業／（再掲）資本金1億円以下／企業事業所数（事業所）,会社企業／（再掲）資本金1億円以下／企業従業者数（人）,会社企業／（再掲）資本金1億円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金3億円以下／企業等数,会社企業／（再掲）資本金3億円以下／企業事業所数（事業所）,会社企業／（再掲）資本金3億円以下／企業従業者数（人）,会社企業／（再掲）資本金3億円以下／企業従業者数のうち常用労働者数（人）,会社以外の法人／企業等数,会社以外の法人／企業事業所数（事業所）,会社以外の法人／企業従業者数（人）,会社以外の法人／企業従業者数のうち常用労働者数（人）
4,13208,調布市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,0,00,総数（企業常用雇用者規模）,4795,6720,85194,75371,1971,2003,6761,3887,2563,4354,67662,61412,168,184,997,708,988,1070,5476,3616,247,286,1999,1389,836,1182,13698,11112,88,223,2865,2588,43,123,3324,3142,22,103,6970,6907,9,134,6947,6900,4,634,16293,16271,5,173,7187,7159,2085,2490,18070,13427,2344,3002,27356,21621,2384,3155,34565,28720,2397,3206,37873,31974,261,363,10771,10072
4,13208,調布市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,01,企業常用雇用者0～4人,3478,3555,9860,3966,1722,1734,4148,1653,1659,1721,5357,2147,125,126,360,126,777,796,2260,868,186,198,632,256,456,467,1643,676,21,22,91,46,14,15,50,28,3,3,13,9,-,-,-,-,1,1,1,1,1,1,3,2,1492,1534,4696,1851,1569,1614,5000,1981,1580,1625,5038,2002,1582,1627,5049,2009,97,100,355,166
4,13208,調布市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,02,企業常用雇用者5～9人,642,718,5489,4134,185,193,1395,1139,392,448,3513,2542,23,27,177,146,117,122,1009,747,34,37,361,216,158,184,1443,1024,20,22,186,137,4,7,31,25,2,2,16,14,1,1,5,5,-,-,-,-,-,-,-,-,305,334,2746,1951,353,393,3183,2275,357,400,3214,2301,359,402,3228,2314,65,77,581,453
4,13208,調布市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,03,企業常用雇用者10～19人,325,433,5127,4440,50,55,758,678,234,334,3748,3219,11,15,178,162,55,71,817,727,15,20,217,186,100,140,1641,1389,15,18,272,206,5,10,94,74,1,1,15,10,-,-,-,-,-,-,-,-,1,1,19,17,149,207,2339,2023,199,269,3175,2710,202,275,3234,2754,202,275,3234,2754,41,44,621,543
4,13208,調布市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,04,企業常用雇用者20～29人,110,183,3061,2642,9,11,240,223,91,162,2554,2180,4,7,98,93,25,40,654,572,3,7,93,80,37,55,1131,900,9,22,254,223,3,7,83,76,3,5,74,71,-,-,-,-,-,-,-,-,-,-,-,-,60,98,1725,1437,80,134,2280,1915,83,142,2365,1994,84,143,2387,2015,10,10,267,239
4,13208,調布市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,05,企業常用雇用者30～49人,98,207,4034,3715,4,7,144,136,79,178,3309,3014,5,9,184,181,9,20,365,341,5,14,196,186,37,79,1548,1421,11,21,462,428,5,10,238,179,2,10,81,73,2,6,105,85,-,-,-,-,1,5,43,37,37,86,1482,1396,68,144,2834,2590,73,157,3035,2776,76,169,3179,2894,15,22,581,565
4,13208,調布市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,06,企業常用雇用者50～99人,56,158,4240,3907,1,3,76,58,44,131,3299,3060,-,-,-,-,4,7,247,241,3,5,246,215,22,53,1593,1439,5,32,409,395,4,15,314,296,3,5,278,267,-,-,-,-,-,-,-,-,-,-,-,-,24,53,1757,1590,35,101,2577,2368,40,116,2986,2755,41,117,3087,2853,11,24,865,789
4,13208,調布市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,07,企業常用雇用者100～299人,57,392,9623,9065,-,-,-,-,43,352,7102,6578,-,-,-,-,1,14,124,120,1,5,254,250,25,197,4174,3738,6,77,813,779,5,45,920,894,3,5,461,443,-,-,-,-,-,-,-,-,-,-,-,-,17,171,2800,2654,36,319,5864,5367,40,342,6636,6120,41,343,6746,6224,14,40,2521,2487
4,13208,調布市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,08,企業常用雇用者300～999人,19,202,8293,8143,-,-,-,-,13,169,5707,5661,-,-,-,-,-,-,-,-,-,-,-,-,1,7,525,525,1,9,378,374,2,4,365,365,4,16,1812,1800,3,53,1545,1530,2,80,1082,1067,-,-,-,-,1,7,525,525,3,18,1214,1210,7,32,2608,2593,8,36,3080,3064,6,33,2586,2482
4,13208,調布市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,09,企業常用雇用者1000～1999人,5,51,6057,5975,-,-,-,-,3,38,3663,3627,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,10,1229,1205,-,-,-,-,2,28,2434,2422,-,-,-,-,-,-,-,-,-,-,-,-,1,10,1229,1205,1,10,1229,1205,3,38,3663,3627,2,13,2394,2348
