地域階層,地域コード,地域名,産業分類階層,大分類,中分類,小分類,小分類の内訳,産業分類名称,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模名称,総数（経営組織）／企業等数,総数（経営組織）／企業事業所数（事業所）,総数（経営組織）／企業従業者数（人）,総数（経営組織）／企業従業者数のうち常用労働者数（人）,個人／企業等数,個人／企業事業所数（事業所）,個人／企業従業者数（人）,個人／企業従業者数のうち常用労働者数（人）,会社企業／総数（資本金階級）／企業等数,会社企業／総数（資本金階級）／企業事業所数（事業所）,会社企業／総数（資本金階級）／企業従業者数（人）,会社企業／総数（資本金階級）／企業従業者数のうち常用労働者数（人）,会社企業／資本金300万円未満／企業等数,会社企業／資本金300万円未満／企業事業所数（事業所）,会社企業／資本金300万円未満／企業従業者数（人）,会社企業／資本金300万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金300万～500万円未満／企業等数,会社企業／資本金300万～500万円未満／企業事業所数（事業所）,会社企業／資本金300万～500万円未満／企業従業者数（人）,会社企業／資本金300万～500万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金500万～1000万円未満／企業等数,会社企業／資本金500万～1000万円未満／企業事業所数（事業所）,会社企業／資本金500万～1000万円未満／企業従業者数（人）,会社企業／資本金500万～1000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金1000万～3000万円未満／企業等数,会社企業／資本金1000万～3000万円未満／企業事業所数（事業所）,会社企業／資本金1000万～3000万円未満／企業従業者数（人）,会社企業／資本金1000万～3000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金3000万～5000万円未満／企業等数,会社企業／資本金3000万～5000万円未満／企業事業所数（事業所）,会社企業／資本金3000万～5000万円未満／企業従業者数（人）,会社企業／資本金3000万～5000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金5000万～1億円未満／企業等数,会社企業／資本金5000万～1億円未満／企業事業所数（事業所）,会社企業／資本金5000万～1億円未満／企業従業者数（人）,会社企業／資本金5000万～1億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金1億～3億円未満／企業等数,会社企業／資本金1億～3億円未満／企業事業所数（事業所）,会社企業／資本金1億～3億円未満／企業従業者数（人）,会社企業／資本金1億～3億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金3億～10億円未満／企業等数,会社企業／資本金3億～10億円未満／企業事業所数（事業所）,会社企業／資本金3億～10億円未満／企業従業者数（人）,会社企業／資本金3億～10億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金10億～50億円未満／企業等数,会社企業／資本金10億～50億円未満／企業事業所数（事業所）,会社企業／資本金10億～50億円未満／企業従業者数（人）,会社企業／資本金10億～50億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金50億円以上／企業等数,会社企業／資本金50億円以上／企業事業所数（事業所）,会社企業／資本金50億円以上／企業従業者数（人）,会社企業／資本金50億円以上／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金1000万円以下／企業等数,会社企業／（再掲）資本金1000万円以下／企業事業所数（事業所）,会社企業／（再掲）資本金1000万円以下／企業従業者数（人）,会社企業／（再掲）資本金1000万円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金5000万円以下／企業等数,会社企業／（再掲）資本金5000万円以下／企業事業所数（事業所）,会社企業／（再掲）資本金5000万円以下／企業従業者数（人）,会社企業／（再掲）資本金5000万円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金1億円以下／企業等数,会社企業／（再掲）資本金1億円以下／企業事業所数（事業所）,会社企業／（再掲）資本金1億円以下／企業従業者数（人）,会社企業／（再掲）資本金1億円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金3億円以下／企業等数,会社企業／（再掲）資本金3億円以下／企業事業所数（事業所）,会社企業／（再掲）資本金3億円以下／企業従業者数（人）,会社企業／（再掲）資本金3億円以下／企業従業者数のうち常用労働者数（人）,会社以外の法人／企業等数,会社以外の法人／企業事業所数（事業所）,会社以外の法人／企業従業者数（人）,会社以外の法人／企業従業者数のうち常用労働者数（人）
4,13227,羽村市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,0,00,総数（企業常用雇用者規模）,1482,1706,14126,11422,779,788,2131,1029,636,816,9568,8192,36,36,300,249,260,297,2242,1763,82,90,496,322,175,248,2634,2212,24,32,1117,1015,15,34,1487,1424,4,10,458,445,2,7,380,371,-,-,-,-,-,-,-,-,515,607,5078,4065,582,720,7657,6386,594,744,8618,7321,596,747,8734,7430,67,102,2427,2201
4,13227,羽村市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,01,企業常用雇用者0～4人,1114,1136,2906,1165,719,724,1546,532,375,392,1275,594,24,24,69,33,187,191,598,256,58,60,203,100,81,84,315,163,1,1,2,1,2,2,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,332,341,1104,510,351,360,1187,553,353,362,1192,553,353,362,1192,553,20,20,85,39
4,13227,羽村市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,02,企業常用雇用者5～9人,155,178,1337,1033,44,48,359,288,101,120,889,682,7,7,54,46,34,38,309,230,16,20,139,105,39,48,343,267,2,2,21,16,-,-,-,-,1,1,8,5,-,-,-,-,-,-,-,-,-,-,-,-,88,104,773,594,98,115,866,664,99,116,874,669,99,116,874,669,10,10,89,63
4,13227,羽村市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,03,企業常用雇用者10～19人,109,142,1730,1500,15,15,204,188,84,115,1383,1185,3,3,53,49,24,27,366,328,7,8,126,94,30,44,526,441,8,10,136,113,1,1,15,14,1,2,14,12,-,-,-,-,-,-,-,-,-,-,-,-,58,74,975,831,72,92,1207,1025,73,93,1222,1039,74,95,1236,1051,10,12,143,127
4,13227,羽村市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,04,企業常用雇用者20～29人,32,51,820,764,1,1,22,21,25,44,659,606,1,1,28,28,6,13,140,134,1,2,28,23,12,18,333,299,1,2,29,29,3,6,79,73,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,26,421,389,21,36,558,513,24,42,637,586,24,42,637,586,6,6,139,137
4,13227,羽村市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,05,企業常用雇用者30～49人,28,45,1158,1101,-,-,-,-,20,32,831,775,-,-,-,-,4,4,147,142,-,-,-,-,6,14,263,239,5,6,225,208,2,2,65,62,-,-,-,-,1,2,50,47,-,-,-,-,-,-,-,-,10,18,410,381,17,26,700,651,17,26,700,651,17,26,700,651,8,13,327,326
4,13227,羽村市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,06,企業常用雇用者50～99人,24,51,1828,1740,-,-,-,-,17,36,1321,1253,1,1,96,93,3,10,225,220,-,-,-,-,5,16,357,318,4,4,299,289,3,4,242,236,1,1,102,97,-,-,-,-,-,-,-,-,-,-,-,-,8,19,595,573,14,32,1055,993,16,35,1219,1156,17,36,1321,1253,7,15,507,487
4,13227,羽村市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,07,企業常用雇用者100～299人,14,60,2038,1940,-,-,-,-,9,36,1282,1223,-,-,-,-,1,7,105,104,-,-,-,-,1,13,154,151,3,7,405,359,3,7,512,503,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,7,105,104,6,29,820,768,8,34,1176,1117,8,34,1176,1117,5,24,756,717
4,13227,羽村市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,08,企業常用雇用者300～999人,6,43,2309,2179,-,-,-,-,5,41,1928,1874,-,-,-,-,1,7,352,349,-,-,-,-,1,11,343,334,-,-,-,-,1,12,569,536,1,6,334,331,1,5,330,324,-,-,-,-,-,-,-,-,2,18,695,683,3,30,1264,1219,4,36,1598,1550,4,36,1598,1550,1,2,381,305
4,13227,羽村市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,09,企業常用雇用者1000～1999人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
