地域階層,地域コード,地域名,産業分類階層,大分類,中分類,小分類,小分類の内訳,産業分類名称,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模名称,総数（経営組織）／企業等数,総数（経営組織）／企業事業所数（事業所）,総数（経営組織）／企業従業者数（人）,総数（経営組織）／企業従業者数のうち常用労働者数（人）,個人／企業等数,個人／企業事業所数（事業所）,個人／企業従業者数（人）,個人／企業従業者数のうち常用労働者数（人）,会社企業／総数（資本金階級）／企業等数,会社企業／総数（資本金階級）／企業事業所数（事業所）,会社企業／総数（資本金階級）／企業従業者数（人）,会社企業／総数（資本金階級）／企業従業者数のうち常用労働者数（人）,会社企業／資本金300万円未満／企業等数,会社企業／資本金300万円未満／企業事業所数（事業所）,会社企業／資本金300万円未満／企業従業者数（人）,会社企業／資本金300万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金300万～500万円未満／企業等数,会社企業／資本金300万～500万円未満／企業事業所数（事業所）,会社企業／資本金300万～500万円未満／企業従業者数（人）,会社企業／資本金300万～500万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金500万～1000万円未満／企業等数,会社企業／資本金500万～1000万円未満／企業事業所数（事業所）,会社企業／資本金500万～1000万円未満／企業従業者数（人）,会社企業／資本金500万～1000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金1000万～3000万円未満／企業等数,会社企業／資本金1000万～3000万円未満／企業事業所数（事業所）,会社企業／資本金1000万～3000万円未満／企業従業者数（人）,会社企業／資本金1000万～3000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金3000万～5000万円未満／企業等数,会社企業／資本金3000万～5000万円未満／企業事業所数（事業所）,会社企業／資本金3000万～5000万円未満／企業従業者数（人）,会社企業／資本金3000万～5000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金5000万～1億円未満／企業等数,会社企業／資本金5000万～1億円未満／企業事業所数（事業所）,会社企業／資本金5000万～1億円未満／企業従業者数（人）,会社企業／資本金5000万～1億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金1億～3億円未満／企業等数,会社企業／資本金1億～3億円未満／企業事業所数（事業所）,会社企業／資本金1億～3億円未満／企業従業者数（人）,会社企業／資本金1億～3億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金3億～10億円未満／企業等数,会社企業／資本金3億～10億円未満／企業事業所数（事業所）,会社企業／資本金3億～10億円未満／企業従業者数（人）,会社企業／資本金3億～10億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金10億～50億円未満／企業等数,会社企業／資本金10億～50億円未満／企業事業所数（事業所）,会社企業／資本金10億～50億円未満／企業従業者数（人）,会社企業／資本金10億～50億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金50億円以上／企業等数,会社企業／資本金50億円以上／企業事業所数（事業所）,会社企業／資本金50億円以上／企業従業者数（人）,会社企業／資本金50億円以上／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金1000万円以下／企業等数,会社企業／（再掲）資本金1000万円以下／企業事業所数（事業所）,会社企業／（再掲）資本金1000万円以下／企業従業者数（人）,会社企業／（再掲）資本金1000万円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金5000万円以下／企業等数,会社企業／（再掲）資本金5000万円以下／企業事業所数（事業所）,会社企業／（再掲）資本金5000万円以下／企業従業者数（人）,会社企業／（再掲）資本金5000万円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金1億円以下／企業等数,会社企業／（再掲）資本金1億円以下／企業事業所数（事業所）,会社企業／（再掲）資本金1億円以下／企業従業者数（人）,会社企業／（再掲）資本金1億円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金3億円以下／企業等数,会社企業／（再掲）資本金3億円以下／企業事業所数（事業所）,会社企業／（再掲）資本金3億円以下／企業従業者数（人）,会社企業／（再掲）資本金3億円以下／企業従業者数のうち常用労働者数（人）,会社以外の法人／企業等数,会社以外の法人／企業事業所数（事業所）,会社以外の法人／企業従業者数（人）,会社以外の法人／企業従業者数のうち常用労働者数（人）
4,13117,北区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,0,00,総数（企業常用雇用者規模）,10580,15227,191219,165744,5036,5079,12630,5827,5058,9266,161295,143779,255,265,1317,957,1765,1920,9442,6405,488,572,3829,2873,1876,3080,37931,32797,180,367,6492,5990,129,564,14114,13211,42,836,37602,36513,17,469,15106,10541,16,661,27558,27435,7,40,3721,3595,4039,5234,42830,34462,4606,6337,63469,53290,4714,7300,103878,91988,4737,7606,110732,98746,486,882,17294,16138
4,13117,北区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,01,企業常用雇用者0～4人,8321,8473,20994,8287,4760,4781,9658,3219,3303,3417,10552,4639,205,206,534,249,1416,1441,4088,1786,346,361,1115,496,1108,1141,3974,1740,51,55,216,95,19,20,69,20,6,6,14,10,3,3,6,1,2,2,9,1,-,-,-,-,2939,3005,9178,4031,3136,3215,9962,4378,3147,3226,9996,4386,3153,3232,10015,4396,258,275,784,429
4,13117,北区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,02,企業常用雇用者5～9人,1043,1198,8683,6708,212,226,1605,1339,745,875,6334,4816,21,21,164,140,214,247,1805,1377,79,87,642,500,332,380,2878,2139,34,41,309,234,14,14,126,93,3,6,21,19,-,-,-,-,-,-,-,-,-,-,-,-,579,657,4889,3709,684,780,5832,4415,697,796,5945,4502,697,796,5945,4502,86,97,744,553
4,13117,北区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,03,企業常用雇用者10～19人,534,747,8807,7317,49,54,709,650,430,625,7178,5903,18,21,276,249,86,105,1347,1157,40,57,659,553,203,297,3520,2803,24,38,420,345,14,28,275,209,1,1,14,14,1,1,19,16,1,1,21,19,-,-,-,-,304,415,5067,4153,377,526,6331,5197,385,546,6497,5316,386,547,6511,5330,55,68,920,764
4,13117,北区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,04,企業常用雇用者20～29人,223,414,6000,5337,11,12,279,263,187,354,5057,4465,9,13,232,212,22,33,565,523,12,23,317,277,89,174,2427,2136,20,37,544,482,13,27,370,312,1,1,23,21,1,2,32,29,-,-,-,-,-,-,-,-,97,171,2582,2317,157,290,4213,3747,165,307,4455,3942,166,308,4478,3963,25,48,664,609
4,13117,北区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,05,企業常用雇用者30～49人,143,341,5906,5431,2,4,91,87,127,312,5221,4766,1,1,38,35,16,34,627,583,2,2,75,72,54,136,2250,2022,18,53,750,696,14,41,535,493,2,4,101,92,-,-,-,-,1,1,50,46,1,1,50,40,53,129,2144,1957,93,234,3818,3482,106,269,4320,3945,107,271,4376,3993,14,25,594,578
4,13117,北区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,06,企業常用雇用者50～99人,138,570,10152,9588,1,1,69,52,118,513,8535,8071,1,3,73,72,7,43,501,478,5,18,346,325,55,218,3926,3723,19,79,1372,1298,19,79,1442,1350,6,56,432,402,1,4,85,84,1,1,72,72,1,3,63,54,40,178,2850,2709,94,387,6745,6370,108,484,7838,7418,112,496,8092,7648,19,56,1548,1465
4,13117,北区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,07,企業常用雇用者100～299人,112,664,19742,18717,1,1,219,217,94,602,16524,15598,-,-,-,-,4,17,509,501,4,24,675,650,27,181,4419,4086,13,51,2405,2371,24,191,4664,4358,12,91,2075,2021,4,29,812,782,-,-,-,-,2,7,310,293,22,139,3391,3236,53,298,9094,8666,78,503,13689,12952,84,555,14747,13987,17,61,2999,2902
4,13117,北区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,08,企業常用雇用者300～999人,50,662,26177,25246,-,-,-,-,39,513,19544,18802,-,-,-,-,-,-,-,-,-,-,-,-,6,16,2429,2412,1,13,476,469,11,127,5144,4918,8,64,4343,4097,4,94,1872,1712,8,147,4810,4734,-,-,-,-,4,11,1641,1632,9,33,3877,3841,24,207,11471,10990,26,220,12392,11896,11,149,6633,6444
4,13117,北区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,09,企業常用雇用者1000～1999人,7,319,13050,8567,-,-,-,-,7,319,13050,8567,-,-,-,-,-,-,-,-,-,-,-,-,1,8,1020,1018,-,-,-,-,1,37,1489,1458,1,3,1163,1154,2,254,7181,2818,-,-,-,-,2,17,2197,2119,-,-,-,-,2,45,2509,2476,2,45,2509,2476,3,48,3672,3630,-,-,-,-
