地域階層,地域コード,地域名,産業分類階層,大分類,中分類,小分類,小分類の内訳,産業分類名称,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模名称,総数（経営組織）／企業等数,総数（経営組織）／企業事業所数（事業所）,総数（経営組織）／企業従業者数（人）,総数（経営組織）／企業従業者数のうち常用労働者数（人）,個人／企業等数,個人／企業事業所数（事業所）,個人／企業従業者数（人）,個人／企業従業者数のうち常用労働者数（人）,会社企業／総数（資本金階級）／企業等数,会社企業／総数（資本金階級）／企業事業所数（事業所）,会社企業／総数（資本金階級）／企業従業者数（人）,会社企業／総数（資本金階級）／企業従業者数のうち常用労働者数（人）,会社企業／資本金300万円未満／企業等数,会社企業／資本金300万円未満／企業事業所数（事業所）,会社企業／資本金300万円未満／企業従業者数（人）,会社企業／資本金300万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金300万～500万円未満／企業等数,会社企業／資本金300万～500万円未満／企業事業所数（事業所）,会社企業／資本金300万～500万円未満／企業従業者数（人）,会社企業／資本金300万～500万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金500万～1000万円未満／企業等数,会社企業／資本金500万～1000万円未満／企業事業所数（事業所）,会社企業／資本金500万～1000万円未満／企業従業者数（人）,会社企業／資本金500万～1000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金1000万～3000万円未満／企業等数,会社企業／資本金1000万～3000万円未満／企業事業所数（事業所）,会社企業／資本金1000万～3000万円未満／企業従業者数（人）,会社企業／資本金1000万～3000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金3000万～5000万円未満／企業等数,会社企業／資本金3000万～5000万円未満／企業事業所数（事業所）,会社企業／資本金3000万～5000万円未満／企業従業者数（人）,会社企業／資本金3000万～5000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金5000万～1億円未満／企業等数,会社企業／資本金5000万～1億円未満／企業事業所数（事業所）,会社企業／資本金5000万～1億円未満／企業従業者数（人）,会社企業／資本金5000万～1億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金1億～3億円未満／企業等数,会社企業／資本金1億～3億円未満／企業事業所数（事業所）,会社企業／資本金1億～3億円未満／企業従業者数（人）,会社企業／資本金1億～3億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金3億～10億円未満／企業等数,会社企業／資本金3億～10億円未満／企業事業所数（事業所）,会社企業／資本金3億～10億円未満／企業従業者数（人）,会社企業／資本金3億～10億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金10億～50億円未満／企業等数,会社企業／資本金10億～50億円未満／企業事業所数（事業所）,会社企業／資本金10億～50億円未満／企業従業者数（人）,会社企業／資本金10億～50億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金50億円以上／企業等数,会社企業／資本金50億円以上／企業事業所数（事業所）,会社企業／資本金50億円以上／企業従業者数（人）,会社企業／資本金50億円以上／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金1000万円以下／企業等数,会社企業／（再掲）資本金1000万円以下／企業事業所数（事業所）,会社企業／（再掲）資本金1000万円以下／企業従業者数（人）,会社企業／（再掲）資本金1000万円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金5000万円以下／企業等数,会社企業／（再掲）資本金5000万円以下／企業事業所数（事業所）,会社企業／（再掲）資本金5000万円以下／企業従業者数（人）,会社企業／（再掲）資本金5000万円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金1億円以下／企業等数,会社企業／（再掲）資本金1億円以下／企業事業所数（事業所）,会社企業／（再掲）資本金1億円以下／企業従業者数（人）,会社企業／（再掲）資本金1億円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金3億円以下／企業等数,会社企業／（再掲）資本金3億円以下／企業事業所数（事業所）,会社企業／（再掲）資本金3億円以下／企業従業者数（人）,会社企業／（再掲）資本金3億円以下／企業従業者数のうち常用労働者数（人）,会社以外の法人／企業等数,会社以外の法人／企業事業所数（事業所）,会社以外の法人／企業従業者数（人）,会社以外の法人／企業従業者数のうち常用労働者数（人）
4,13221,清瀬市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,0,00,総数（企業常用雇用者規模）,1427,1648,13748,11000,715,726,2067,986,616,740,6909,5662,45,46,291,194,287,312,1671,1144,80,87,499,383,155,208,2431,2084,13,16,279,243,7,10,94,33,-,-,-,-,2,29,1488,1464,-,-,-,-,-,-,-,-,546,619,3766,2730,583,672,5199,4072,587,679,5265,4081,588,704,5773,4583,96,182,4772,4352
4,13221,清瀬市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,01,企業常用雇用者0～4人,1121,1143,2974,1040,660,667,1494,481,436,450,1339,514,32,32,100,38,232,240,652,247,52,53,159,82,91,93,303,111,4,4,13,3,5,8,70,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,400,410,1189,467,412,423,1231,483,416,430,1297,492,416,430,1297,492,25,26,141,45
4,13221,清瀬市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,02,企業常用雇用者5～9人,139,151,1118,896,38,39,291,243,85,94,704,555,6,6,55,44,27,29,205,168,20,24,161,129,24,27,221,167,4,4,36,24,1,1,7,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74,82,613,486,82,91,685,538,82,91,685,538,82,91,685,538,16,18,123,98
4,13221,清瀬市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,03,企業常用雇用者10～19人,78,96,1190,1034,13,15,181,165,51,66,794,675,5,6,78,58,15,18,222,196,5,5,67,62,20,28,327,277,3,4,54,45,1,1,17,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,52,637,543,49,62,765,654,49,62,765,654,49,62,765,654,14,15,215,194
4,13221,清瀬市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,04,企業常用雇用者20～29人,22,28,550,525,4,5,101,97,11,15,278,257,1,1,23,21,3,4,77,71,-,-,-,-,6,8,148,140,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,11,217,203,10,13,248,232,10,13,248,232,10,13,248,232,7,8,171,171
4,13221,清瀬市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,05,企業常用雇用者30～49人,31,57,1270,1178,-,-,-,-,18,38,747,684,1,1,35,33,7,12,322,281,3,5,112,110,5,16,196,185,1,1,46,43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,33,626,573,17,35,711,652,17,35,711,652,17,35,711,652,13,19,523,494
4,13221,清瀬市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,06,企業常用雇用者50～99人,19,62,1367,1274,-,-,-,-,9,28,574,536,-,-,-,-,3,9,193,181,-,-,-,-,6,19,381,355,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,23,375,349,9,28,574,536,9,28,574,536,9,28,574,536,10,34,793,738
4,13221,清瀬市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,07,企業常用雇用者100～299人,12,45,2244,2075,-,-,-,-,3,13,513,507,-,-,-,-,-,-,-,-,-,-,-,-,2,10,383,379,1,3,130,128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,8,109,109,3,13,513,507,3,13,513,507,3,13,513,507,9,32,1731,1568
4,13221,清瀬市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,08,企業常用雇用者300～999人,5,66,3035,2978,-,-,-,-,3,36,1960,1934,-,-,-,-,-,-,-,-,-,-,-,-,1,7,472,470,-,-,-,-,-,-,-,-,-,-,-,-,2,29,1488,1464,-,-,-,-,-,-,-,-,-,-,-,-,1,7,472,470,1,7,472,470,2,32,980,972,2,30,1075,1044
4,13221,清瀬市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,09,企業常用雇用者1000～1999人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13221,清瀬市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,10,企業常用雇用者2000～4999人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13221,清瀬市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,11,企業常用雇用者5000人以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13221,清瀬市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,9,91,（再掲）企業常用雇用者5人以下,1170,1196,3282,1285,674,681,1583,551,463,480,1509,649,33,33,106,43,242,250,717,297,59,63,203,117,98,100,346,146,5,5,20,8,5,8,70,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,424,437,1341,587,438,452,1396,613,442,459,1462,622,442,459,1462,622,33,35,190,85
4,13221,清瀬市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,9,92,（再掲）企業常用雇用者20人以下,1340,1393,5324,3010,712,722,1988,909,572,610,2837,1744,43,44,233,140,274,287,1079,611,77,82,387,273,135,148,851,555,11,12,103,72,7,10,94,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,515,544,2439,1496,543,576,2681,1675,547,583,2747,1684,547,583,2747,1684,56,61,499,357
4,13221,清瀬市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,9,93,（再掲）企業常用雇用者50人以下,1391,1475,7102,4673,715,726,2067,986,601,663,3862,2685,45,46,291,194,284,303,1478,963,80,87,499,383,146,172,1195,880,12,13,149,115,7,10,94,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,539,588,3282,2272,570,624,3640,2559,574,631,3706,2568,574,631,3706,2568,75,86,1173,1002
4,13221,清瀬市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,9,94,（再掲）企業常用雇用者100人以下,1410,1537,8469,5947,715,726,2067,986,610,691,4436,3221,45,46,291,194,287,312,1671,1144,80,87,499,383,152,191,1576,1235,12,13,149,115,7,10,94,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,545,611,3657,2621,579,652,4214,3095,583,659,4280,3104,583,659,4280,3104,85,120,1966,1740
4,13221,清瀬市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,9,95,（再掲）企業常用雇用者200人以下,1417,1558,9338,6802,715,726,2067,986,612,702,4675,3458,45,46,291,194,287,312,1671,1144,80,87,499,383,153,199,1685,1344,13,16,279,243,7,10,94,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,546,619,3766,2730,581,663,4453,3332,585,670,4519,3341,585,670,4519,3341,90,130,2596,2358
4,13221,清瀬市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,9,96,（再掲）企業常用雇用者300人以下,1422,1582,10713,8022,715,726,2067,986,613,704,4949,3728,45,46,291,194,287,312,1671,1144,80,87,499,383,154,201,1959,1614,13,16,279,243,7,10,94,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,546,619,3766,2730,582,665,4727,3602,586,672,4793,3611,586,672,4793,3611,94,152,3697,3308
4,13221,清瀬市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,9,97,（再掲）企業常用雇用者900人以下,1426,1644,12768,10038,715,726,2067,986,615,736,5929,4700,45,46,291,194,287,312,1671,1144,80,87,499,383,155,208,2431,2084,13,16,279,243,7,10,94,33,-,-,-,-,1,25,508,502,-,-,-,-,-,-,-,-,546,619,3766,2730,583,672,5199,4072,587,679,5265,4081,588,704,5773,4583,96,182,4772,4352
4,13221,清瀬市,1,A-B,00,000,000,農林漁業,0,00,総数（企業常用雇用者規模）,5,6,28,15,-,-,-,-,5,6,28,15,-,-,-,-,2,2,9,4,3,4,19,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,6,28,15,5,6,28,15,5,6,28,15,5,6,28,15,-,-,-,-
4,13221,清瀬市,1,A-B,00,000,000,農林漁業,1,01,企業常用雇用者0～4人,3,3,11,4,-,-,-,-,3,3,11,4,-,-,-,-,2,2,9,4,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,11,4,3,3,11,4,3,3,11,4,3,3,11,4,-,-,-,-
4,13221,清瀬市,1,A-B,00,000,000,農林漁業,1,02,企業常用雇用者5～9人,2,3,17,11,-,-,-,-,2,3,17,11,-,-,-,-,-,-,-,-,2,3,17,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,17,11,2,3,17,11,2,3,17,11,2,3,17,11,-,-,-,-
4,13221,清瀬市,1,A-B,00,000,000,農林漁業,1,03,企業常用雇用者10～19人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
