地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,資本金階級階層,資本金階級コード,資本金階級名称,A～R全産業（Ｓ公務を除く）／会社企業数,A～R全産業（Ｓ公務を除く）／企業従業者数（人）,A～B農林漁業／会社企業数,A～B農林漁業／企業従業者数（人）,A農業，林業／会社企業数,A農業，林業／企業従業者数（人）,B漁業／会社企業数,B漁業／企業従業者数（人）,C～R非農林漁業（Ｓ公務を除く）／会社企業数,C～R非農林漁業（Ｓ公務を除く）／企業従業者数（人）,C鉱業，採石業，砂利採取業／会社企業数,C鉱業，採石業，砂利採取業／企業従業者数（人）,D建設業／会社企業数,D建設業／企業従業者数（人）,E製造業／会社企業数,E製造業／企業従業者数（人）,F電気・ガス・熱供給・水道業／会社企業数,F電気・ガス・熱供給・水道業／企業従業者数（人）,G情報通信業／会社企業数,G情報通信業／企業従業者数（人）,H運輸業，郵便業／会社企業数,H運輸業，郵便業／企業従業者数（人）,I卸売業，小売業／会社企業数,I卸売業，小売業／企業従業者数（人）,J金融業，保険業／会社企業数,J金融業，保険業／企業従業者数（人）,K不動産業，物品賃貸業／会社企業数,K不動産業，物品賃貸業／企業従業者数（人）,L学術研究，専門・技術サービス業／会社企業数,L学術研究，専門・技術サービス業／企業従業者数（人）,M宿泊業，飲食サービス業／会社企業数,M宿泊業，飲食サービス業／企業従業者数（人）,N生活関連サービス業，娯楽業／会社企業数,N生活関連サービス業，娯楽業／企業従業者数（人）,O教育，学習支援業／会社企業数,O教育，学習支援業／企業従業者数（人）,P医療，福祉／会社企業数,P医療，福祉／企業従業者数（人）,Q複合サービス事業／会社企業数,Q複合サービス事業／企業従業者数（人）,Rサービス業（他に分類されないもの）／会社企業数,Rサービス業（他に分類されないもの）／企業従業者数（人）
4,13305,1330500000,日の出町,,,日の出町,0,00,総数（資本金階級）,198,2503,4,15,4,15,-,-,194,2488,1,3,53,314,62,1001,-,-,1,2,7,578,26,190,4,11,11,27,6,38,3,38,4,35,-,-,3,30,-,-,13,221
4,13305,1330500000,日の出町,,,日の出町,1,01,資本金300万円未満,14,121,3,8,3,8,-,-,11,113,-,-,4,18,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,2,16,-,-,4,78
4,13305,1330500000,日の出町,,,日の出町,1,02,資本金300万～500万円未満,81,458,1,7,1,7,-,-,80,451,-,-,21,106,23,136,-,-,1,2,2,32,13,89,1,1,8,19,2,11,-,-,2,13,-,-,1,14,-,-,6,28
4,13305,1330500000,日の出町,,,日の出町,1,03,資本金500万～1000万円未満,28,170,-,-,-,-,-,-,28,170,-,-,10,66,11,64,-,-,-,-,-,-,4,24,1,2,-,-,1,4,1,10,-,-,-,-,-,-,-,-,-,-
4,13305,1330500000,日の出町,,,日の出町,1,04,資本金1000万～3000万円未満,53,847,-,-,-,-,-,-,53,847,1,3,12,95,20,461,-,-,-,-,4,144,6,52,1,7,3,8,1,9,2,28,1,4,-,-,-,-,-,-,2,36
4,13305,1330500000,日の出町,,,日の出町,1,05,資本金3000万～5000万円未満,6,84,-,-,-,-,-,-,6,84,-,-,2,9,3,62,-,-,-,-,-,-,1,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,1330500000,日の出町,,,日の出町,1,06,資本金5000万～1億円未満,7,720,-,-,-,-,-,-,7,720,-,-,1,12,2,197,-,-,-,-,1,402,-,-,-,-,-,-,1,12,-,-,1,18,-,-,-,-,-,-,1,79
4,13305,1330500000,日の出町,,,日の出町,1,07,資本金1億～3億円未満,1,60,-,-,-,-,-,-,1,60,-,-,-,-,1,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,1330500000,日の出町,,,日の出町,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,1330500000,日の出町,,,日の出町,1,09,資本金10億～50億円未満,1,15,-,-,-,-,-,-,1,15,-,-,-,-,1,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,1330500000,日の出町,,,日の出町,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13305,1330500000,日の出町,,,日の出町,9,91,（再掲）資本金1000万円以下,162,1321,4,15,4,15,-,-,158,1306,1,3,43,237,50,565,-,-,1,2,4,87,23,164,3,10,11,27,4,24,3,38,2,13,-,-,3,30,-,-,10,106
4,13305,1330500000,日の出町,,,日の出町,9,92,（再掲）資本金5000万円以下,185,2112,4,15,4,15,-,-,181,2097,1,3,50,306,57,723,-,-,1,2,7,578,25,179,3,10,11,27,4,24,3,38,4,35,-,-,3,30,-,-,12,142
4,13305,1330500000,日の出町,,,日の出町,9,93,（再掲）資本金1億円以下,189,2400,4,15,4,15,-,-,185,2385,1,3,50,306,59,920,-,-,1,2,7,578,25,179,3,10,11,27,5,36,3,38,4,35,-,-,3,30,-,-,13,221
4,13305,1330500000,日の出町,,,日の出町,9,94,（再掲）資本金3億円以下,190,2460,4,15,4,15,-,-,186,2445,1,3,50,306,60,980,-,-,1,2,7,578,25,179,3,10,11,27,5,36,3,38,4,35,-,-,3,30,-,-,13,221
5,13305,1330500200,日の出町,日の出町大字大久野,,日の出町大字大久野,0,00,総数（資本金階級）,74,528,1,7,1,7,-,-,73,521,-,-,22,133,31,249,-,-,-,-,1,10,8,63,-,-,1,3,2,6,1,12,1,3,-,-,-,-,-,-,6,42
5,13305,1330500200,日の出町,日の出町大字大久野,,日の出町大字大久野,1,01,資本金300万円未満,2,16,-,-,-,-,-,-,2,16,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,12
5,13305,1330500200,日の出町,日の出町大字大久野,,日の出町大字大久野,1,02,資本金300万～500万円未満,35,201,1,7,1,7,-,-,34,194,-,-,9,38,13,84,-,-,-,-,1,10,5,32,-,-,1,3,-,-,-,-,1,3,-,-,-,-,-,-,4,24
5,13305,1330500200,日の出町,日の出町大字大久野,,日の出町大字大久野,1,03,資本金500万～1000万円未満,14,80,-,-,-,-,-,-,14,80,-,-,5,26,8,50,-,-,-,-,-,-,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-
5,13305,1330500200,日の出町,日の出町大字大久野,,日の出町大字大久野,1,04,資本金1000万～3000万円未満,17,194,-,-,-,-,-,-,17,194,-,-,4,46,8,99,-,-,-,-,-,-,3,31,-,-,-,-,-,-,1,12,-,-,-,-,-,-,-,-,1,6
5,13305,1330500200,日の出町,日の出町大字大久野,,日の出町大字大久野,1,05,資本金3000万～5000万円未満,1,1,-,-,-,-,-,-,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13305,1330500200,日の出町,日の出町大字大久野,,日の出町大字大久野,1,06,資本金5000万～1億円未満,1,12,-,-,-,-,-,-,1,12,-,-,1,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13305,1330500200,日の出町,日の出町大字大久野,,日の出町大字大久野,1,07,資本金1億～3億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13305,1330500200,日の出町,日の出町大字大久野,,日の出町大字大久野,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13305,1330500200,日の出町,日の出町大字大久野,,日の出町大字大久野,1,09,資本金10億～50億円未満,1,15,-,-,-,-,-,-,1,15,-,-,-,-,1,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13305,1330500200,日の出町,日の出町大字大久野,,日の出町大字大久野,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
