地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,経営組織階層,経営組織コード,経営組織名称,従業者数（人）,従業者数／男（人）,従業者数／女（人）,従業者数／個人業主（人）,従業者数／個人業主／男（人）,従業者数／個人業主／女（人）,従業者数／無給の家族従業者（人）,従業者数／無給の家族従業者／男（人）,従業者数／無給の家族従業者／女（人）,従業者数／有給役員（人）,従業者数／有給役員／男（人）,従業者数／有給役員／女（人）,従業者数／雇用者（人）,従業者数／雇用者／男（人）,従業者数／雇用者／女（人）,従業者数／雇用者／常用雇用者（人）,従業者数／雇用者／常用雇用者／男（人）,従業者数／雇用者／常用雇用者／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員（人）,従業者数／雇用者／常用雇用者／正社員・正職員／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／女（人）,従業者数／雇用者／臨時雇用者（人）,従業者数／雇用者／臨時雇用者／男（人）,従業者数／雇用者／臨時雇用者／女（人）,従業者数／（再掲）他への出向・派遣従業者（人）,従業者数／（再掲）他への出向・派遣従業者／男（人）,従業者数／（再掲）他への出向・派遣従業者／女（人）,他からの出向・派遣従業者（人）,他からの出向・派遣従業者／男（人）,他からの出向・派遣従業者／女（人）,事業従事者数（人）,事業従事者数／男（人）,事業従事者数／女（人）
4,13219,1321900000,狛江市,,,狛江市,1,1000,民営,15365,7568,7797,758,559,199,172,38,134,1563,1060,503,12872,5911,6961,11975,5627,6348,6044,3505,2539,5931,2122,3809,897,284,613,108,47,61,183,128,55,15440,7649,7791
4,13219,1321900000,狛江市,,,狛江市,2,1100,個人,2014,952,1062,758,559,199,172,38,134,-,-,-,1084,355,729,956,310,646,446,147,299,510,163,347,128,45,83,2,-,2,8,2,6,2020,954,1066
4,13219,1321900000,狛江市,,,狛江市,3,1210,会社,10382,5685,4697,-,-,-,-,-,-,1476,1018,458,8906,4667,4239,8325,4451,3874,3738,2679,1059,4587,1772,2815,581,216,365,42,36,6,74,50,24,10414,5699,4715
4,13219,1321900000,狛江市,,,狛江市,3,1220,会社以外の法人,2910,920,1990,-,-,-,-,-,-,83,41,42,2827,879,1948,2639,856,1783,1852,676,1176,787,180,607,188,23,165,64,11,53,101,76,25,2947,985,1962
4,13219,1321900000,狛江市,,,狛江市,2,1300,法人でない団体,59,11,48,-,-,-,-,-,-,4,1,3,55,10,45,55,10,45,8,3,5,47,7,40,-,-,-,-,-,-,-,-,-,59,11,48
5,13219,1321900100,狛江市,狛江市和泉本町,,狛江市和泉本町,1,1000,民営,3587,1454,2133,104,78,26,24,8,16,235,163,72,3224,1205,2019,3023,1158,1865,1747,766,981,1276,392,884,201,47,154,28,22,6,64,54,10,3623,1486,2137
5,13219,1321900100,狛江市,狛江市和泉本町,,狛江市和泉本町,2,1100,個人,321,122,199,104,78,26,24,8,16,-,-,-,193,36,157,174,35,139,84,29,55,90,6,84,19,1,18,-,-,-,1,1,-,322,123,199
5,13219,1321900100,狛江市,狛江市和泉本町,,狛江市和泉本町,3,1210,会社,1908,966,942,-,-,-,-,-,-,228,160,68,1680,806,874,1503,761,742,657,453,204,846,308,538,177,45,132,16,16,-,11,5,6,1903,955,948
5,13219,1321900100,狛江市,狛江市和泉本町,,狛江市和泉本町,3,1220,会社以外の法人,1351,366,985,-,-,-,-,-,-,6,3,3,1345,363,982,1340,362,978,1004,284,720,336,78,258,5,1,4,12,6,6,52,48,4,1391,408,983
5,13219,1321900100,狛江市,狛江市和泉本町,,狛江市和泉本町,2,1300,法人でない団体,7,-,7,-,-,-,-,-,-,1,-,1,6,-,6,6,-,6,2,-,2,4,-,4,-,-,-,-,-,-,-,-,-,7,-,7
6,13219,1321900101,狛江市,狛江市和泉本町,１丁目,狛江市和泉本町１丁目,1,1000,民営,790,336,454,34,28,6,11,3,8,102,71,31,643,234,409,541,215,326,276,147,129,265,68,197,102,19,83,2,2,-,24,20,4,812,354,458
6,13219,1321900101,狛江市,狛江市和泉本町,１丁目,狛江市和泉本町１丁目,2,1100,個人,131,42,89,34,28,6,11,3,8,-,-,-,86,11,75,86,11,75,34,10,24,52,1,51,-,-,-,-,-,-,-,-,-,131,42,89
