地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,経営組織階層,経営組織コード,経営組織名称,従業者数（人）,従業者数／男（人）,従業者数／女（人）,従業者数／個人業主（人）,従業者数／個人業主／男（人）,従業者数／個人業主／女（人）,従業者数／無給の家族従業者（人）,従業者数／無給の家族従業者／男（人）,従業者数／無給の家族従業者／女（人）,従業者数／有給役員（人）,従業者数／有給役員／男（人）,従業者数／有給役員／女（人）,従業者数／雇用者（人）,従業者数／雇用者／男（人）,従業者数／雇用者／女（人）,従業者数／雇用者／常用雇用者（人）,従業者数／雇用者／常用雇用者／男（人）,従業者数／雇用者／常用雇用者／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員（人）,従業者数／雇用者／常用雇用者／正社員・正職員／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／女（人）,従業者数／雇用者／臨時雇用者（人）,従業者数／雇用者／臨時雇用者／男（人）,従業者数／雇用者／臨時雇用者／女（人）,従業者数／（再掲）他への出向・派遣従業者（人）,従業者数／（再掲）他への出向・派遣従業者／男（人）,従業者数／（再掲）他への出向・派遣従業者／女（人）,他からの出向・派遣従業者（人）,他からの出向・派遣従業者／男（人）,他からの出向・派遣従業者／女（人）,事業従事者数（人）,事業従事者数／男（人）,事業従事者数／女（人）
4,13402,1340200000,青ヶ島村,,,青ヶ島村,1,1000,民営,91,64,27,7,4,3,1,-,1,10,7,3,73,53,20,58,44,14,34,30,4,24,14,10,15,9,6,-,-,-,6,6,-,97,70,27
4,13402,1340200000,青ヶ島村,,,青ヶ島村,2,1100,個人,18,7,11,7,4,3,1,-,1,-,-,-,10,3,7,7,1,6,-,-,-,7,1,6,3,2,1,-,-,-,-,-,-,18,7,11
4,13402,1340200000,青ヶ島村,,,青ヶ島村,3,1210,会社,73,57,16,-,-,-,-,-,-,10,7,3,63,50,13,51,43,8,34,30,4,17,13,4,12,7,5,-,-,-,6,6,-,79,63,16
4,13402,1340200000,青ヶ島村,,,青ヶ島村,3,1220,会社以外の法人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13402,1340200000,青ヶ島村,,,青ヶ島村,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13402,1340299999,青ヶ島村,青ヶ島村その他,,青ヶ島村その他,1,1000,民営,91,64,27,7,4,3,1,-,1,10,7,3,73,53,20,58,44,14,34,30,4,24,14,10,15,9,6,-,-,-,6,6,-,97,70,27
5,13402,1340299999,青ヶ島村,青ヶ島村その他,,青ヶ島村その他,2,1100,個人,18,7,11,7,4,3,1,-,1,-,-,-,10,3,7,7,1,6,-,-,-,7,1,6,3,2,1,-,-,-,-,-,-,18,7,11
5,13402,1340299999,青ヶ島村,青ヶ島村その他,,青ヶ島村その他,3,1210,会社,73,57,16,-,-,-,-,-,-,10,7,3,63,50,13,51,43,8,34,30,4,17,13,4,12,7,5,-,-,-,6,6,-,79,63,16
5,13402,1340299999,青ヶ島村,青ヶ島村その他,,青ヶ島村その他,3,1220,会社以外の法人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13402,1340299999,青ヶ島村,青ヶ島村その他,,青ヶ島村その他,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
平成26年経済センサス-基礎調査報告,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第24表　区市町村、町丁目、経営組織（4区分）、従業上の地位（6区分）、男女別従業者数、出向・派遣従業者数及び事業従事者数-民営-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注）従業者数等の人数には、男女別が不詳の者が含まれるため、男性と女性の合計が総数に一致しない場合がある。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層（4:区市町村　5:町・大字　6:丁目・字）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
経営組織階層（1:民営　2:個人・法人でない団体　3:会社・会社以外の法人）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
