地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,資本金階級階層,資本金階級コード,資本金階級名称,A～R全産業（Ｓ公務を除く）／会社企業数,A～R全産業（Ｓ公務を除く）／企業従業者数（人）,A～B農林漁業／会社企業数,A～B農林漁業／企業従業者数（人）,A農業，林業／会社企業数,A農業，林業／企業従業者数（人）,B漁業／会社企業数,B漁業／企業従業者数（人）,C～R非農林漁業（Ｓ公務を除く）／会社企業数,C～R非農林漁業（Ｓ公務を除く）／企業従業者数（人）,C鉱業，採石業，砂利採取業／会社企業数,C鉱業，採石業，砂利採取業／企業従業者数（人）,D建設業／会社企業数,D建設業／企業従業者数（人）,E製造業／会社企業数,E製造業／企業従業者数（人）,F電気・ガス・熱供給・水道業／会社企業数,F電気・ガス・熱供給・水道業／企業従業者数（人）,G情報通信業／会社企業数,G情報通信業／企業従業者数（人）,H運輸業，郵便業／会社企業数,H運輸業，郵便業／企業従業者数（人）,I卸売業，小売業／会社企業数,I卸売業，小売業／企業従業者数（人）,J金融業，保険業／会社企業数,J金融業，保険業／企業従業者数（人）,K不動産業，物品賃貸業／会社企業数,K不動産業，物品賃貸業／企業従業者数（人）,L学術研究，専門・技術サービス業／会社企業数,L学術研究，専門・技術サービス業／企業従業者数（人）,M宿泊業，飲食サービス業／会社企業数,M宿泊業，飲食サービス業／企業従業者数（人）,N生活関連サービス業，娯楽業／会社企業数,N生活関連サービス業，娯楽業／企業従業者数（人）,O教育，学習支援業／会社企業数,O教育，学習支援業／企業従業者数（人）,P医療，福祉／会社企業数,P医療，福祉／企業従業者数（人）,Q複合サービス事業／会社企業数,Q複合サービス事業／企業従業者数（人）,Rサービス業（他に分類されないもの）／会社企業数,Rサービス業（他に分類されないもの）／企業従業者数（人）
4,13107,1310700000,墨田区,,,墨田区,0,00,総数（資本金階級）,7489,202479,2,400,2,400,-,-,7487,202079,-,-,705,10590,2319,46270,2,19,162,7143,142,26847,2182,32791,61,16577,630,5450,237,3577,435,25554,195,8972,44,415,107,3682,-,-,266,14192
4,13107,1310700000,墨田区,,,墨田区,1,01,資本金300万円未満,306,1732,-,-,-,-,-,-,306,1732,-,-,22,110,59,271,-,-,17,143,7,46,75,500,5,13,32,58,14,31,20,130,19,117,5,11,18,160,-,-,13,142
4,13107,1310700000,墨田区,,,墨田区,1,02,資本金300万～500万円未満,2434,12584,-,-,-,-,-,-,2434,12584,-,-,198,999,864,3996,-,-,33,101,29,280,618,3194,19,48,165,422,85,454,205,1555,81,447,16,58,48,495,-,-,73,535
4,13107,1310700000,墨田区,,,墨田区,1,03,資本金500万～1000万円未満,640,4356,-,-,-,-,-,-,640,4356,-,-,69,338,194,1136,-,-,12,118,15,384,158,936,9,27,60,202,17,124,61,584,16,130,3,21,12,175,-,-,14,181
4,13107,1310700000,墨田区,,,墨田区,1,04,資本金1000万～3000万円未満,3072,47990,-,-,-,-,-,-,3072,47990,-,-,321,2540,959,13236,-,-,68,2120,57,5081,1030,12208,18,554,283,1266,91,1235,64,3679,37,756,13,114,13,1781,-,-,118,3420
4,13107,1310700000,墨田区,,,墨田区,1,05,資本金3000万～5000万円未満,280,13801,-,-,-,-,-,-,280,13801,-,-,28,660,84,3869,-,-,11,397,6,637,97,3215,2,21,25,277,5,97,9,2629,2,22,-,-,1,616,-,-,10,1361
4,13107,1310700000,墨田区,,,墨田区,1,06,資本金5000万～1億円未満,220,22209,1,386,1,386,-,-,219,21823,-,-,29,1152,47,3498,-,-,5,363,13,4350,69,4713,1,33,24,241,7,891,4,1233,3,175,-,-,-,-,-,-,17,5174
4,13107,1310700000,墨田区,,,墨田区,1,07,資本金1億～3億円未満,101,17758,-,-,-,-,-,-,101,17758,-,-,10,2063,26,4356,1,9,4,507,4,1664,29,4292,1,14,12,1963,5,457,2,764,4,657,-,-,1,201,-,-,2,811
4,13107,1310700000,墨田区,,,墨田区,1,08,資本金3億～10億円未満,41,9035,-,-,-,-,-,-,41,9035,-,-,3,730,7,1442,1,10,6,1563,1,1,14,2223,1,3,2,368,1,30,2,988,2,1079,-,-,-,-,-,-,1,598
4,13107,1310700000,墨田区,,,墨田区,1,09,資本金10億～50億円未満,20,24084,-,-,-,-,-,-,20,24084,-,-,1,319,5,1837,-,-,2,1818,4,9884,2,138,1,234,2,264,1,110,1,5906,1,3574,-,-,-,-,-,-,-,-
4,13107,1310700000,墨田区,,,墨田区,1,10,資本金50億円以上,18,41867,-,-,-,-,-,-,18,41867,-,-,1,1332,7,12055,-,-,-,-,2,4352,-,-,1,14558,2,209,2,104,1,7477,1,1779,-,-,-,-,-,-,1,1
4,13107,1310700000,墨田区,,,墨田区,9,91,（再掲）資本金1000万円以下,5868,48612,-,-,-,-,-,-,5868,48612,-,-,552,3315,1886,13113,-,-,119,2288,86,1219,1682,13466,50,640,487,1649,195,1378,342,5068,147,1212,36,194,86,2470,-,-,200,2600
4,13107,1310700000,墨田区,,,墨田区,9,92,（再掲）資本金5000万円以下,6816,87575,1,386,1,386,-,-,6815,87189,-,-,653,5165,2172,23248,-,-,142,2933,119,7161,2005,21236,54,696,568,2238,216,2717,361,9723,158,1647,37,204,92,3227,-,-,238,6994
4,13107,1310700000,墨田区,,,墨田区,9,93,（再掲）資本金1億円以下,6995,109255,1,386,1,386,-,-,6994,108869,-,-,669,5983,2216,27413,-,-,148,3427,128,11744,2061,25699,54,696,598,4399,220,2837,364,9829,160,1938,37,204,93,3428,-,-,246,11272
4,13107,1310700000,墨田区,,,墨田区,9,94,（再掲）資本金3億円以下,7060,121638,1,386,1,386,-,-,7059,121252,-,-,677,7862,2234,30414,1,9,151,4591,131,12442,2081,29372,55,710,601,4429,224,3289,365,10574,162,2304,37,204,93,3428,-,-,247,11624
5,13107,1310701200,墨田区,墨田区吾妻橋,,墨田区吾妻橋,0,00,総数（資本金階級）,170,11844,-,-,-,-,-,-,170,11844,-,-,10,77,33,7991,-,-,10,1206,4,83,56,729,6,19,9,36,11,158,14,1042,5,173,-,-,5,92,-,-,7,238
5,13107,1310701200,墨田区,墨田区吾妻橋,,墨田区吾妻橋,1,01,資本金300万円未満,4,32,-,-,-,-,-,-,4,32,-,-,-,-,1,2,-,-,1,27,-,-,1,1,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-
5,13107,1310701200,墨田区,墨田区吾妻橋,,墨田区吾妻橋,1,02,資本金300万～500万円未満,51,341,-,-,-,-,-,-,51,341,-,-,1,4,11,33,-,-,3,11,1,52,14,47,2,9,5,14,2,46,5,42,2,5,-,-,4,77,-,-,1,1
5,13107,1310701200,墨田区,墨田区吾妻橋,,墨田区吾妻橋,1,03,資本金500万～1000万円未満,13,81,-,-,-,-,-,-,13,81,-,-,-,-,2,23,-,-,-,-,-,-,2,5,1,1,1,9,2,18,4,21,1,4,-,-,-,-,-,-,-,-
5,13107,1310701200,墨田区,墨田区吾妻橋,,墨田区吾妻橋,1,04,資本金1000万～3000万円未満,70,2150,-,-,-,-,-,-,70,2150,-,-,8,48,11,129,-,-,6,1168,3,31,29,415,3,9,2,8,2,60,1,2,1,150,-,-,-,-,-,-,4,130
5,13107,1310701200,墨田区,墨田区吾妻橋,,墨田区吾妻橋,1,05,資本金3000万～5000万円未満,8,285,-,-,-,-,-,-,8,285,-,-,-,-,2,137,-,-,-,-,-,-,5,141,-,-,-,-,1,7,-,-,-,-,-,-,-,-,-,-,-,-
5,13107,1310701200,墨田区,墨田区吾妻橋,,墨田区吾妻橋,1,06,資本金5000万～1億円未満,7,263,-,-,-,-,-,-,7,263,-,-,1,25,-,-,-,-,-,-,-,-,3,115,-,-,1,5,1,12,-,-,-,-,-,-,-,-,-,-,1,106
5,13107,1310701200,墨田区,墨田区吾妻橋,,墨田区吾妻橋,1,07,資本金1億～3億円未満,1,14,-,-,-,-,-,-,1,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,14,-,-,-,-,-,-,-,-
5,13107,1310701200,墨田区,墨田区吾妻橋,,墨田区吾妻橋,1,08,資本金3億～10億円未満,1,966,-,-,-,-,-,-,1,966,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,966,-,-,-,-,-,-,-,-,-,-
5,13107,1310701200,墨田区,墨田区吾妻橋,,墨田区吾妻橋,1,09,資本金10億～50億円未満,1,485,-,-,-,-,-,-,1,485,-,-,-,-,1,485,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13107,1310701200,墨田区,墨田区吾妻橋,,墨田区吾妻橋,1,10,資本金50億円以上,5,7172,-,-,-,-,-,-,5,7172,-,-,-,-,3,7162,-,-,-,-,-,-,-,-,-,-,-,-,1,9,-,-,-,-,-,-,-,-,-,-,1,1
5,13107,1310701200,墨田区,墨田区吾妻橋,,墨田区吾妻橋,9,91,（再掲）資本金1000万円以下,124,2245,-,-,-,-,-,-,124,2245,-,-,8,45,23,126,-,-,9,1200,4,83,39,345,6,19,8,31,6,116,9,63,3,9,-,-,4,77,-,-,5,131
5,13107,1310701200,墨田区,墨田区吾妻橋,,墨田区吾妻橋,9,92,（再掲）資本金5000万円以下,150,2968,-,-,-,-,-,-,150,2968,-,-,10,77,27,324,-,-,10,1206,4,83,53,651,6,19,8,31,9,145,10,65,4,159,-,-,4,77,-,-,5,131
5,13107,1310701200,墨田区,墨田区吾妻橋,,墨田区吾妻橋,9,93,（再掲）資本金1億円以下,154,3166,-,-,-,-,-,-,154,3166,-,-,10,77,27,324,-,-,10,1206,4,83,54,724,6,19,9,36,9,145,10,65,5,173,-,-,4,77,-,-,6,237
5,13107,1310701200,墨田区,墨田区吾妻橋,,墨田区吾妻橋,9,94,（再掲）資本金3億円以下,154,3166,-,-,-,-,-,-,154,3166,-,-,10,77,27,324,-,-,10,1206,4,83,54,724,6,19,9,36,9,145,10,65,5,173,-,-,4,77,-,-,6,237
6,13107,1310701201,墨田区,墨田区吾妻橋,１丁目,墨田区吾妻橋１丁目,0,00,総数（資本金階級）,69,8601,-,-,-,-,-,-,69,8601,-,-,5,49,17,6651,-,-,6,1193,2,12,21,337,2,2,2,6,4,38,2,6,2,164,-,-,1,15,-,-,5,128
6,13107,1310701201,墨田区,墨田区吾妻橋,１丁目,墨田区吾妻橋１丁目,1,01,資本金300万円未満,1,27,-,-,-,-,-,-,1,27,-,-,-,-,-,-,-,-,1,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13107,1310701201,墨田区,墨田区吾妻橋,１丁目,墨田区吾妻橋１丁目,1,02,資本金300万～500万円未満,14,37,-,-,-,-,-,-,14,37,-,-,-,-,6,16,-,-,-,-,-,-,4,6,-,-,1,1,1,10,1,3,-,-,-,-,-,-,-,-,1,1
6,13107,1310701201,墨田区,墨田区吾妻橋,１丁目,墨田区吾妻橋１丁目,1,03,資本金500万～1000万円未満,3,8,-,-,-,-,-,-,3,8,-,-,-,-,1,3,-,-,-,-,-,-,1,4,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
