地域階層,地域コード,地域名,産業分類階層,大分類,中分類,小分類,小分類の内訳,産業分類名称,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模名称,総数（経営組織）／企業等数,総数（経営組織）／企業事業所数（事業所）,総数（経営組織）／企業従業者数（人）,総数（経営組織）／企業従業者数のうち常用労働者数（人）,個人／企業等数,個人／企業事業所数（事業所）,個人／企業従業者数（人）,個人／企業従業者数のうち常用労働者数（人）,会社企業／総数（資本金階級）／企業等数,会社企業／総数（資本金階級）／企業事業所数（事業所）,会社企業／総数（資本金階級）／企業従業者数（人）,会社企業／総数（資本金階級）／企業従業者数のうち常用労働者数（人）,会社企業／資本金300万円未満／企業等数,会社企業／資本金300万円未満／企業事業所数（事業所）,会社企業／資本金300万円未満／企業従業者数（人）,会社企業／資本金300万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金300万～500万円未満／企業等数,会社企業／資本金300万～500万円未満／企業事業所数（事業所）,会社企業／資本金300万～500万円未満／企業従業者数（人）,会社企業／資本金300万～500万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金500万～1000万円未満／企業等数,会社企業／資本金500万～1000万円未満／企業事業所数（事業所）,会社企業／資本金500万～1000万円未満／企業従業者数（人）,会社企業／資本金500万～1000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金1000万～3000万円未満／企業等数,会社企業／資本金1000万～3000万円未満／企業事業所数（事業所）,会社企業／資本金1000万～3000万円未満／企業従業者数（人）,会社企業／資本金1000万～3000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金3000万～5000万円未満／企業等数,会社企業／資本金3000万～5000万円未満／企業事業所数（事業所）,会社企業／資本金3000万～5000万円未満／企業従業者数（人）,会社企業／資本金3000万～5000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金5000万～1億円未満／企業等数,会社企業／資本金5000万～1億円未満／企業事業所数（事業所）,会社企業／資本金5000万～1億円未満／企業従業者数（人）,会社企業／資本金5000万～1億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金1億～3億円未満／企業等数,会社企業／資本金1億～3億円未満／企業事業所数（事業所）,会社企業／資本金1億～3億円未満／企業従業者数（人）,会社企業／資本金1億～3億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金3億～10億円未満／企業等数,会社企業／資本金3億～10億円未満／企業事業所数（事業所）,会社企業／資本金3億～10億円未満／企業従業者数（人）,会社企業／資本金3億～10億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金10億～50億円未満／企業等数,会社企業／資本金10億～50億円未満／企業事業所数（事業所）,会社企業／資本金10億～50億円未満／企業従業者数（人）,会社企業／資本金10億～50億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金50億円以上／企業等数,会社企業／資本金50億円以上／企業事業所数（事業所）,会社企業／資本金50億円以上／企業従業者数（人）,会社企業／資本金50億円以上／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金1000万円以下／企業等数,会社企業／（再掲）資本金1000万円以下／企業事業所数（事業所）,会社企業／（再掲）資本金1000万円以下／企業従業者数（人）,会社企業／（再掲）資本金1000万円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金5000万円以下／企業等数,会社企業／（再掲）資本金5000万円以下／企業事業所数（事業所）,会社企業／（再掲）資本金5000万円以下／企業従業者数（人）,会社企業／（再掲）資本金5000万円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金1億円以下／企業等数,会社企業／（再掲）資本金1億円以下／企業事業所数（事業所）,会社企業／（再掲）資本金1億円以下／企業従業者数（人）,会社企業／（再掲）資本金1億円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金3億円以下／企業等数,会社企業／（再掲）資本金3億円以下／企業事業所数（事業所）,会社企業／（再掲）資本金3億円以下／企業従業者数（人）,会社企業／（再掲）資本金3億円以下／企業従業者数のうち常用労働者数（人）,会社以外の法人／企業等数,会社以外の法人／企業事業所数（事業所）,会社以外の法人／企業従業者数（人）,会社以外の法人／企業従業者数のうち常用労働者数（人）
3,13300,西多摩郡,0,A-R,00,000,000,全産業（Ｓ公務を除く）,0,00,総数（企業常用雇用者規模）,1984,2345,22526,18812,803,806,2303,1133,1050,1356,15339,13136,40,45,281,220,419,435,2504,1710,155,158,899,593,312,387,5758,5025,47,67,1347,1215,24,153,2746,2660,4,25,1004,989,1,2,205,200,1,1,15,15,-,-,-,-,857,932,7552,5826,982,1112,11349,9304,998,1246,13599,11483,1001,1270,14539,12412,131,183,4884,4543
3,13300,西多摩郡,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,01,企業常用雇用者0～4人,1406,1420,4014,1698,752,754,1723,627,597,609,2097,984,24,24,71,35,314,319,1054,500,108,109,392,175,118,120,484,222,6,7,22,10,1,1,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,550,558,1929,895,571,580,2026,945,571,580,2026,945,571,580,2026,945,57,57,194,87
3,13300,西多摩郡,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,02,企業常用雇用者5～9人,251,272,2216,1660,33,33,264,210,201,220,1778,1330,11,13,88,72,60,64,546,396,32,33,264,204,76,84,648,495,12,13,128,90,5,6,59,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,161,173,1384,1050,193,210,1700,1275,196,213,1733,1297,196,213,1733,1297,17,19,174,120
3,13300,西多摩郡,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,03,企業常用雇用者10～19人,165,199,2550,2251,13,14,189,172,136,167,2114,1856,4,5,66,58,33,37,486,434,13,14,197,169,61,72,993,863,10,17,151,131,4,4,58,51,-,-,-,-,-,-,-,-,1,1,15,15,-,-,-,-,96,108,1491,1305,123,147,1926,1684,125,149,1951,1706,125,149,1951,1706,16,18,247,223
3,13300,西多摩郡,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,04,企業常用雇用者20～29人,36,49,949,851,3,3,66,64,29,42,775,689,-,-,-,-,5,6,131,112,2,2,46,45,14,18,393,344,4,5,106,97,3,9,76,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,18,405,353,26,32,701,621,28,40,752,668,28,40,752,668,4,4,108,98
3,13300,西多摩郡,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,05,企業常用雇用者30～49人,54,92,2171,2004,2,2,61,60,42,76,1698,1575,-,-,-,-,6,7,223,208,-,-,-,-,22,34,910,844,8,9,321,297,3,7,111,102,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,32,893,832,38,54,1525,1415,39,57,1565,1451,39,57,1565,1451,10,14,412,369
3,13300,西多摩郡,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,06,企業常用雇用者50～99人,45,111,3156,2967,-,-,-,-,29,69,1937,1825,1,3,56,55,1,2,64,60,-,-,-,-,15,30,1001,952,4,9,259,244,4,12,301,275,3,11,203,188,-,-,-,-,-,-,-,-,-,-,-,-,9,23,641,604,21,44,1380,1311,26,57,1745,1646,28,67,1884,1774,16,42,1219,1142
3,13300,西多摩郡,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,07,企業常用雇用者100～299人,19,70,3049,2998,-,-,-,-,11,55,1727,1681,-,-,-,-,-,-,-,-,-,-,-,-,5,28,922,900,3,7,360,346,2,13,338,329,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,20,809,787,8,35,1282,1246,10,48,1620,1575,10,48,1620,1575,8,15,1322,1317
3,13300,西多摩郡,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,08,企業常用雇用者300～999人,7,40,3023,2995,-,-,-,-,4,26,1815,1808,-,-,-,-,-,-,-,-,-,-,-,-,1,1,407,405,-,-,-,-,1,9,402,402,1,14,801,801,1,2,205,200,-,-,-,-,-,-,-,-,-,-,-,-,2,10,809,807,2,10,809,807,3,24,1610,1608,3,14,1208,1187
3,13300,西多摩郡,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,09,企業常用雇用者1000～1999人,1,92,1398,1388,-,-,-,-,1,92,1398,1388,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,92,1398,1388,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,92,1398,1388,1,92,1398,1388,-,-,-,-
