地域階層,地域コード,地域名,経営組織階層,経営組織コード,経営組織名称,産業分類階層,大分類,中分類,小分類,小分類の内訳,産業分類名称,総数（従業者規模）／事業所数（事業所）,総数（従業者規模）／従業者数（人）,総数（従業者規模）／従業者数／男（人）,総数（従業者規模）／従業者数／女（人）,従業者1～4人／事業所数（事業所）,従業者1～4人／従業者数（人）,従業者1～4人／従業者数／男（人）,従業者1～4人／従業者数／女（人）,従業者1人／事業所数（事業所）,従業者1人／従業者数（人）,従業者1人／従業者数／男（人）,従業者1人／従業者数／女（人）,従業者2人／事業所数（事業所）,従業者2人／従業者数（人）,従業者2人／従業者数／男（人）,従業者2人／従業者数／女（人）,従業者3人／事業所数（事業所）,従業者3人／従業者数（人）,従業者3人／従業者数／男（人）,従業者3人／従業者数／女（人）,従業者4人／事業所数（事業所）,従業者4人／従業者数（人）,従業者4人／従業者数／男（人）,従業者4人／従業者数／女（人）,従業者5～9人／事業所数（事業所）,従業者5～9人／従業者数（人）,従業者5～9人／従業者数／男（人）,従業者5～9人／従業者数／女（人）,従業者10～19人／事業所数（事業所）,従業者10～19人／従業者数（人）,従業者10～19人／従業者数／男（人）,従業者10～19人／従業者数／女（人）,従業者20～29人／事業所数（事業所）,従業者20～29人／従業者数（人）,従業者20～29人／従業者数／男（人）,従業者20～29人／従業者数／女（人）,従業者30～49人／事業所数（事業所）,従業者30～49人／従業者数（人）,従業者30～49人／従業者数／男（人）,従業者30～49人／従業者数／女（人）,従業者50～99人／事業所数（事業所）,従業者50～99人／従業者数（人）,従業者50～99人／従業者数／男（人）,従業者50～99人／従業者数／女（人）,従業者100～199人／事業所数（事業所）,従業者100～199人／従業者数（人）,従業者100～199人／従業者数／男（人）,従業者100～199人／従業者数／女（人）,従業者200～299人／事業所数（事業所）,従業者200～299人／従業者数（人）,従業者200～299人／従業者数／男（人）,従業者200～299人／従業者数／女（人）,従業者300～499人／事業所数（事業所）,従業者300～499人／従業者数（人）,従業者300～499人／従業者数／男（人）,従業者300～499人／従業者数／女（人）,従業者500～999人／事業所数（事業所）,従業者500～999人／従業者数（人）,従業者500～999人／従業者数／男（人）,従業者500～999人／従業者数／女（人）,従業者1000人以上／事業所数（事業所）,従業者1000人以上／従業者数（人）,従業者1000人以上／従業者数／男（人）,従業者1000人以上／従業者数／女（人）,出向・派遣従業者のみ／事業所数（事業所）
4,13104,新宿区,0,0000,総数,0,A-S,00,000,000,全産業,33602,693036,411226,280483,15871,36541,20471,16067,4541,4541,3145,1393,4898,9796,5375,4421,3524,10572,5821,4751,2908,11632,6130,5502,7313,48085,26211,21860,4823,65617,37955,27604,1890,44660,26520,18111,1512,57143,33070,24073,1042,71993,43621,28114,516,72218,45150,26806,156,38292,24399,13669,139,53449,33513,19457,83,58106,34328,23778,61,146932,85988,60944,196
4,13104,新宿区,0,0000,総数,9,A-R,00,000,000,全産業（Ｓ公務を除く）,33533,663176,388256,273593,15870,36540,20470,16067,4540,4540,3144,1393,4898,9796,5375,4421,3524,10572,5821,4751,2908,11632,6130,5502,7311,48071,26198,21859,4809,65422,37846,27518,1887,44580,26452,18099,1502,56750,32751,23999,1032,71295,43047,27990,509,71223,44366,26595,152,37204,23560,13420,134,51683,32019,19185,76,53164,30392,22772,55,127244,71155,56089,196
4,13104,新宿区,0,0000,総数,1,A-B,00,000,000,農林漁業,13,253,159,94,6,14,10,4,2,2,2,-,1,2,2,-,2,6,3,3,1,4,3,1,5,33,28,5,1,11,2,9,-,-,-,-,-,-,-,-,-,-,-,-,1,195,119,76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,0,0000,総数,2,A,00,000,000,農業，林業,13,253,159,94,6,14,10,4,2,2,2,-,1,2,2,-,2,6,3,3,1,4,3,1,5,33,28,5,1,11,2,9,-,-,-,-,-,-,-,-,-,-,-,-,1,195,119,76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,0,0000,総数,3,A,01,000,000,農業,12,247,155,92,6,14,10,4,2,2,2,-,1,2,2,-,2,6,3,3,1,4,3,1,4,27,24,3,1,11,2,9,-,-,-,-,-,-,-,-,-,-,-,-,1,195,119,76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,0,0000,総数,4,A,01,010,000,管理，補助的経済活動を行う事業所（01農業）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,0,0000,総数,4,A,01,011,000,耕種農業,3,7,7,-,2,2,2,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,0,0000,総数,4,A,01,012,000,畜産農業,1,3,1,2,1,3,1,2,-,-,-,-,-,-,-,-,1,3,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,0,0000,総数,4,A,01,013,000,農業サービス業（園芸サービス業を除く）,2,198,121,77,1,3,2,1,-,-,-,-,-,-,-,-,1,3,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,195,119,76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13104,新宿区,0,0000,総数,4,A,01,014,000,園芸サービス業,6,39,26,13,2,6,5,1,-,-,-,-,1,2,2,-,-,-,-,-,1,4,3,1,3,22,19,3,1,11,2,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
