地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,経営組織階層,経営組織コード,経営組織名称,従業者数（人）,従業者数／男（人）,従業者数／女（人）,従業者数／個人業主（人）,従業者数／個人業主／男（人）,従業者数／個人業主／女（人）,従業者数／無給の家族従業者（人）,従業者数／無給の家族従業者／男（人）,従業者数／無給の家族従業者／女（人）,従業者数／有給役員（人）,従業者数／有給役員／男（人）,従業者数／有給役員／女（人）,従業者数／雇用者（人）,従業者数／雇用者／男（人）,従業者数／雇用者／女（人）,従業者数／雇用者／常用雇用者（人）,従業者数／雇用者／常用雇用者／男（人）,従業者数／雇用者／常用雇用者／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員（人）,従業者数／雇用者／常用雇用者／正社員・正職員／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／女（人）,従業者数／雇用者／臨時雇用者（人）,従業者数／雇用者／臨時雇用者／男（人）,従業者数／雇用者／臨時雇用者／女（人）,従業者数／（再掲）他への出向・派遣従業者（人）,従業者数／（再掲）他への出向・派遣従業者／男（人）,従業者数／（再掲）他への出向・派遣従業者／女（人）,他からの出向・派遣従業者（人）,他からの出向・派遣従業者／男（人）,他からの出向・派遣従業者／女（人）,事業従事者数（人）,事業従事者数／男（人）,事業従事者数／女（人）
4,13115,1311500000,杉並区,,,杉並区,1,1000,民営,162727,88475,74164,7428,5284,2144,1991,464,1527,13768,9345,4417,139540,73382,66076,130416,69061,61278,69952,43990,25934,60464,25071,35344,9124,4321,4798,1550,881,669,3223,1589,1633,164400,89183,75128
4,13115,1311500000,杉並区,,,杉並区,2,1100,個人,20258,9557,10701,7428,5284,2144,1991,464,1527,-,-,-,10839,3809,7030,9635,3361,6274,4345,1641,2704,5290,1720,3570,1204,448,756,51,26,25,135,75,60,20342,9606,10736
4,13115,1311500000,杉並区,,,杉並区,3,1210,会社,118826,69372,49366,-,-,-,-,-,-,12789,8635,4148,106037,60737,45218,99239,57290,41872,52205,36694,15483,47034,20596,26389,6798,3447,3346,1469,849,620,2459,1363,1095,119816,69886,49841
4,13115,1311500000,杉並区,,,杉並区,3,1220,会社以外の法人,23373,9436,13937,-,-,-,-,-,-,961,697,264,22412,8739,13673,21304,8319,12985,13287,5596,7691,8017,2723,5294,1108,420,688,24,6,18,627,149,478,23976,9579,14397
4,13115,1311500000,杉並区,,,杉並区,2,1300,法人でない団体,270,110,160,-,-,-,-,-,-,18,13,5,252,97,155,238,91,147,115,59,56,123,32,91,14,6,8,6,-,6,2,2,-,266,112,154
5,13115,1311501400,杉並区,杉並区阿佐谷北,,杉並区阿佐谷北,1,1000,民営,6272,2775,3497,420,308,112,105,22,83,507,333,174,5240,2112,3128,4876,1954,2922,2506,1035,1471,2370,919,1451,364,158,206,37,23,14,248,50,198,6483,2802,3681
5,13115,1311501400,杉並区,杉並区阿佐谷北,,杉並区阿佐谷北,2,1100,個人,1041,506,535,420,308,112,105,22,83,-,-,-,516,176,340,454,162,292,194,66,128,260,96,164,62,14,48,3,2,1,2,1,1,1040,505,535
5,13115,1311501400,杉並区,杉並区阿佐谷北,,杉並区阿佐谷北,3,1210,会社,3504,1776,1728,-,-,-,-,-,-,472,306,166,3032,1470,1562,2799,1341,1458,1055,626,429,1744,715,1029,233,129,104,34,21,13,49,32,17,3519,1787,1732
5,13115,1311501400,杉並区,杉並区阿佐谷北,,杉並区阿佐谷北,3,1220,会社以外の法人,1727,493,1234,-,-,-,-,-,-,35,27,8,1692,466,1226,1623,451,1172,1257,343,914,366,108,258,69,15,54,-,-,-,197,17,180,1924,510,1414
5,13115,1311501400,杉並区,杉並区阿佐谷北,,杉並区阿佐谷北,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13115,1311501401,杉並区,杉並区阿佐谷北,１丁目,杉並区阿佐谷北１丁目,1,1000,民営,3157,1104,2053,123,90,33,36,10,26,162,102,60,2836,902,1934,2684,860,1824,1566,527,1039,1118,333,785,152,42,110,19,6,13,207,25,182,3345,1123,2222
6,13115,1311501401,杉並区,杉並区阿佐谷北,１丁目,杉並区阿佐谷北１丁目,2,1100,個人,334,159,175,123,90,33,36,10,26,-,-,-,175,59,116,164,59,105,61,20,41,103,39,64,11,-,11,-,-,-,-,-,-,334,159,175
6,13115,1311501401,杉並区,杉並区阿佐谷北,１丁目,杉並区阿佐谷北１丁目,3,1210,会社,1328,516,812,-,-,-,-,-,-,138,83,55,1190,433,757,1108,402,706,408,211,197,700,191,509,82,31,51,19,6,13,12,9,3,1321,519,802
6,13115,1311501401,杉並区,杉並区阿佐谷北,１丁目,杉並区阿佐谷北１丁目,3,1220,会社以外の法人,1495,429,1066,-,-,-,-,-,-,24,19,5,1471,410,1061,1412,399,1013,1097,296,801,315,103,212,59,11,48,-,-,-,195,16,179,1690,445,1245
6,13115,1311501401,杉並区,杉並区阿佐谷北,１丁目,杉並区阿佐谷北１丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13115,1311501402,杉並区,杉並区阿佐谷北,２丁目,杉並区阿佐谷北２丁目,1,1000,民営,1562,850,712,157,112,45,27,6,21,134,81,53,1244,651,593,1089,576,513,356,209,147,733,367,366,155,75,80,2,1,1,34,20,14,1594,869,725
6,13115,1311501402,杉並区,杉並区阿佐谷北,２丁目,杉並区阿佐谷北２丁目,2,1100,個人,351,170,181,157,112,45,27,6,21,-,-,-,167,52,115,130,45,85,67,25,42,63,20,43,37,7,30,1,-,1,1,-,1,351,170,181
6,13115,1311501402,杉並区,杉並区阿佐谷北,２丁目,杉並区阿佐谷北２丁目,3,1210,会社,1195,671,524,-,-,-,-,-,-,131,79,52,1064,592,472,946,524,422,280,178,102,666,346,320,118,68,50,1,1,-,33,20,13,1227,690,537
6,13115,1311501402,杉並区,杉並区阿佐谷北,２丁目,杉並区阿佐谷北２丁目,3,1220,会社以外の法人,16,9,7,-,-,-,-,-,-,3,2,1,13,7,6,13,7,6,9,6,3,4,1,3,-,-,-,-,-,-,-,-,-,16,9,7
6,13115,1311501402,杉並区,杉並区阿佐谷北,２丁目,杉並区阿佐谷北２丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13115,1311501403,杉並区,杉並区阿佐谷北,３丁目,杉並区阿佐谷北３丁目,1,1000,民営,629,313,316,43,30,13,10,2,8,46,31,15,530,250,280,516,242,274,268,139,129,248,103,145,14,8,6,2,2,-,3,2,1,630,313,317
6,13115,1311501403,杉並区,杉並区阿佐谷北,３丁目,杉並区阿佐谷北３丁目,2,1100,個人,96,46,50,43,30,13,10,2,8,-,-,-,43,14,29,43,14,29,19,10,9,24,4,20,-,-,-,2,2,-,1,1,-,95,45,50
6,13115,1311501403,杉並区,杉並区阿佐谷北,３丁目,杉並区阿佐谷北３丁目,3,1210,会社,385,237,148,-,-,-,-,-,-,45,31,14,340,206,134,336,202,134,136,105,31,200,97,103,4,4,-,-,-,-,2,1,1,387,238,149
6,13115,1311501403,杉並区,杉並区阿佐谷北,３丁目,杉並区阿佐谷北３丁目,3,1220,会社以外の法人,148,30,118,-,-,-,-,-,-,1,-,1,147,30,117,137,26,111,113,24,89,24,2,22,10,4,6,-,-,-,-,-,-,148,30,118
6,13115,1311501403,杉並区,杉並区阿佐谷北,３丁目,杉並区阿佐谷北３丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13115,1311501404,杉並区,杉並区阿佐谷北,４丁目,杉並区阿佐谷北４丁目,1,1000,民営,498,289,209,62,48,14,18,2,16,79,59,20,339,180,159,320,169,151,172,103,69,148,66,82,19,11,8,14,14,-,4,3,1,488,278,210
6,13115,1311501404,杉並区,杉並区阿佐谷北,４丁目,杉並区阿佐谷北４丁目,2,1100,個人,157,81,76,62,48,14,18,2,16,-,-,-,77,31,46,64,24,40,25,8,17,39,16,23,13,7,6,-,-,-,-,-,-,157,81,76
6,13115,1311501404,杉並区,杉並区阿佐谷北,４丁目,杉並区阿佐谷北４丁目,3,1210,会社,313,189,124,-,-,-,-,-,-,75,56,19,238,133,105,232,129,103,126,79,47,106,50,56,6,4,2,14,14,-,2,2,-,301,177,124
6,13115,1311501404,杉並区,杉並区阿佐谷北,４丁目,杉並区阿佐谷北４丁目,3,1220,会社以外の法人,28,19,9,-,-,-,-,-,-,4,3,1,24,16,8,24,16,8,21,16,5,3,-,3,-,-,-,-,-,-,2,1,1,30,20,10
6,13115,1311501404,杉並区,杉並区阿佐谷北,４丁目,杉並区阿佐谷北４丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13115,1311501405,杉並区,杉並区阿佐谷北,５丁目,杉並区阿佐谷北５丁目,1,1000,民営,218,117,101,17,13,4,5,2,3,42,28,14,154,74,80,135,56,79,72,23,49,63,33,30,19,18,1,-,-,-,-,-,-,218,117,101
6,13115,1311501405,杉並区,杉並区阿佐谷北,５丁目,杉並区阿佐谷北５丁目,2,1100,個人,64,35,29,17,13,4,5,2,3,-,-,-,42,20,22,42,20,22,16,3,13,26,17,9,-,-,-,-,-,-,-,-,-,64,35,29
6,13115,1311501405,杉並区,杉並区阿佐谷北,５丁目,杉並区阿佐谷北５丁目,3,1210,会社,134,79,55,-,-,-,-,-,-,40,26,14,94,53,41,75,35,40,47,19,28,28,16,12,19,18,1,-,-,-,-,-,-,134,79,55
6,13115,1311501405,杉並区,杉並区阿佐谷北,５丁目,杉並区阿佐谷北５丁目,3,1220,会社以外の法人,20,3,17,-,-,-,-,-,-,2,2,-,18,1,17,18,1,17,9,1,8,9,-,9,-,-,-,-,-,-,-,-,-,20,3,17
6,13115,1311501405,杉並区,杉並区阿佐谷北,５丁目,杉並区阿佐谷北５丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13115,1311501406,杉並区,杉並区阿佐谷北,６丁目,杉並区阿佐谷北６丁目,1,1000,民営,208,102,106,18,15,3,9,-,9,44,32,12,137,55,82,132,51,81,72,34,38,60,17,43,5,4,1,-,-,-,-,-,-,208,102,106
6,13115,1311501406,杉並区,杉並区阿佐谷北,６丁目,杉並区阿佐谷北６丁目,2,1100,個人,39,15,24,18,15,3,9,-,9,-,-,-,12,-,12,11,-,11,6,-,6,5,-,5,1,-,1,-,-,-,-,-,-,39,15,24
6,13115,1311501406,杉並区,杉並区阿佐谷北,６丁目,杉並区阿佐谷北６丁目,3,1210,会社,149,84,65,-,-,-,-,-,-,43,31,12,106,53,53,102,49,53,58,34,24,44,15,29,4,4,-,-,-,-,-,-,-,149,84,65
6,13115,1311501406,杉並区,杉並区阿佐谷北,６丁目,杉並区阿佐谷北６丁目,3,1220,会社以外の法人,20,3,17,-,-,-,-,-,-,1,1,-,19,2,17,19,2,17,8,-,8,11,2,9,-,-,-,-,-,-,-,-,-,20,3,17
