地域階層,地域コード,地域名,経営組織階層,経営組織コード,経営組織名称,産業分類階層,大分類,中分類,小分類,小分類の内訳,産業分類名称,総数（従業者規模）／事業所数（事業所）,総数（従業者規模）／従業者数（人）,総数（従業者規模）／従業者数／男（人）,総数（従業者規模）／従業者数／女（人）,従業者1～4人／事業所数（事業所）,従業者1～4人／従業者数（人）,従業者1～4人／従業者数／男（人）,従業者1～4人／従業者数／女（人）,従業者1人／事業所数（事業所）,従業者1人／従業者数（人）,従業者1人／従業者数／男（人）,従業者1人／従業者数／女（人）,従業者2人／事業所数（事業所）,従業者2人／従業者数（人）,従業者2人／従業者数／男（人）,従業者2人／従業者数／女（人）,従業者3人／事業所数（事業所）,従業者3人／従業者数（人）,従業者3人／従業者数／男（人）,従業者3人／従業者数／女（人）,従業者4人／事業所数（事業所）,従業者4人／従業者数（人）,従業者4人／従業者数／男（人）,従業者4人／従業者数／女（人）,従業者5～9人／事業所数（事業所）,従業者5～9人／従業者数（人）,従業者5～9人／従業者数／男（人）,従業者5～9人／従業者数／女（人）,従業者10～19人／事業所数（事業所）,従業者10～19人／従業者数（人）,従業者10～19人／従業者数／男（人）,従業者10～19人／従業者数／女（人）,従業者20～29人／事業所数（事業所）,従業者20～29人／従業者数（人）,従業者20～29人／従業者数／男（人）,従業者20～29人／従業者数／女（人）,従業者30～49人／事業所数（事業所）,従業者30～49人／従業者数（人）,従業者30～49人／従業者数／男（人）,従業者30～49人／従業者数／女（人）,従業者50～99人／事業所数（事業所）,従業者50～99人／従業者数（人）,従業者50～99人／従業者数／男（人）,従業者50～99人／従業者数／女（人）,従業者100～199人／事業所数（事業所）,従業者100～199人／従業者数（人）,従業者100～199人／従業者数／男（人）,従業者100～199人／従業者数／女（人）,従業者200～299人／事業所数（事業所）,従業者200～299人／従業者数（人）,従業者200～299人／従業者数／男（人）,従業者200～299人／従業者数／女（人）,従業者300～499人／事業所数（事業所）,従業者300～499人／従業者数（人）,従業者300～499人／従業者数／男（人）,従業者300～499人／従業者数／女（人）,従業者500～999人／事業所数（事業所）,従業者500～999人／従業者数（人）,従業者500～999人／従業者数／男（人）,従業者500～999人／従業者数／女（人）,従業者1000人以上／事業所数（事業所）,従業者1000人以上／従業者数（人）,従業者1000人以上／従業者数／男（人）,従業者1000人以上／従業者数／女（人）,出向・派遣従業者のみ／事業所数（事業所）
4,13103,港区,0,0000,総数,0,A-S,00,000,000,全産業,39375,1014842,659809,352884,16934,39926,22865,17050,4731,4731,3390,1334,4807,9614,5408,4206,4003,12009,6587,5422,3393,13572,7480,6088,9058,59536,33730,25786,5886,80110,48011,31918,2251,53660,33148,20389,1847,69436,43763,25639,1388,95998,62572,33305,792,108928,72456,35938,256,62340,42640,19500,221,83707,55532,27250,162,110336,75439,34897,117,250865,169653,81212,463
4,13103,港区,0,0000,総数,9,A-R,00,000,000,全産業（Ｓ公務を除く）,39301,1006194,653278,350767,16921,39901,22848,17042,4725,4725,3387,1331,4803,9606,5403,4203,4002,12006,6585,5421,3391,13564,7473,6087,9051,59485,33686,25779,5882,80056,47968,31907,2249,53614,33110,20381,1836,69057,43435,25588,1374,94982,61879,32982,782,107509,71381,35594,251,61185,41719,19266,217,82256,54359,26972,158,107284,73240,34044,117,250865,169653,81212,463
4,13103,港区,0,0000,総数,1,A-B,00,000,000,農林漁業,25,168,114,54,14,39,25,14,2,2,2,-,3,6,3,3,5,15,9,6,4,16,11,5,4,27,19,8,5,67,45,22,-,-,-,-,1,35,25,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13103,港区,0,0000,総数,2,A,00,000,000,農業，林業,23,156,103,53,13,38,24,14,1,1,1,-,3,6,3,3,5,15,9,6,4,16,11,5,4,27,19,8,4,56,35,21,-,-,-,-,1,35,25,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13103,港区,0,0000,総数,3,A,01,000,000,農業,22,154,102,52,12,36,23,13,1,1,1,-,2,4,2,2,5,15,9,6,4,16,11,5,4,27,19,8,4,56,35,21,-,-,-,-,1,35,25,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13103,港区,0,0000,総数,4,A,01,010,000,管理，補助的経済活動を行う事業所（01農業）,1,2,1,1,1,2,1,1,-,-,-,-,1,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13103,港区,0,0000,総数,4,A,01,011,000,耕種農業,8,71,43,28,4,11,7,4,1,1,1,-,-,-,-,-,2,6,4,2,1,4,2,2,1,8,6,2,1,17,5,12,-,-,-,-,1,35,25,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
4,13103,港区,0,0000,総数,4,A,01,012,000,畜産農業,3,9,5,4,3,9,5,4,-,-,-,-,1,2,1,1,1,3,1,2,1,4,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13103,港区,0,0000,総数,4,A,01,013,000,農業サービス業（園芸サービス業を除く）,4,31,19,12,2,7,3,4,-,-,-,-,-,-,-,-,1,3,1,2,1,4,2,2,-,-,-,-,2,24,16,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13103,港区,0,0000,総数,4,A,01,014,000,園芸サービス業,6,41,34,7,2,7,7,-,-,-,-,-,-,-,-,-,1,3,3,-,1,4,4,-,3,19,13,6,1,15,14,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13103,港区,0,0000,総数,3,A,02,000,000,林業,1,2,1,1,1,2,1,1,-,-,-,-,1,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13103,港区,0,0000,総数,4,A,02,020,000,管理，補助的経済活動を行う事業所（02林業）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13103,港区,0,0000,総数,4,A,02,021,000,育林業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13103,港区,0,0000,総数,4,A,02,022,000,素材生産業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13103,港区,0,0000,総数,4,A,02,023,000,特用林産物生産業（きのこ類の栽培を除く）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13103,港区,0,0000,総数,4,A,02,024,000,林業サービス業,1,2,1,1,1,2,1,1,-,-,-,-,1,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13103,港区,0,0000,総数,4,A,02,029,000,その他の林業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13103,港区,0,0000,総数,2,B,00,000,000,漁業,2,12,11,1,1,1,1,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11,10,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13103,港区,0,0000,総数,3,B,03,000,000,漁業（水産養殖業を除く）,2,12,11,1,1,1,1,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11,10,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13103,港区,0,0000,総数,4,B,03,030,000,管理，補助的経済活動を行う事業所（03漁業（水産養殖業を除く））,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13103,港区,0,0000,総数,4,B,03,031,000,海面漁業,2,12,11,1,1,1,1,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11,10,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13103,港区,0,0000,総数,4,B,03,032,000,内水面漁業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13103,港区,0,0000,総数,3,B,04,000,000,水産養殖業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13103,港区,0,0000,総数,4,B,04,040,000,管理，補助的経済活動を行う事業所（04水産養殖業）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13103,港区,0,0000,総数,4,B,04,041,000,海面養殖業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13103,港区,0,0000,総数,4,B,04,042,000,内水面養殖業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13103,港区,0,0000,総数,1,C-S,00,000,000,非農林漁業,39350,1014674,659695,352830,16920,39887,22840,17036,4729,4729,3388,1334,4804,9608,5405,4203,3998,11994,6578,5416,3389,13556,7469,6083,9054,59509,33711,25778,5881,80043,47966,31896,2251,53660,33148,20389,1846,69401,43738,25629,1388,95998,62572,33305,792,108928,72456,35938,256,62340,42640,19500,221,83707,55532,27250,162,110336,75439,34897,117,250865,169653,81212,462
4,13103,港区,0,0000,総数,9,C-R,00,000,000,非農林漁業（Ｓ公務を除く）,39276,1006026,653164,350713,16907,39862,22823,17028,4723,4723,3385,1331,4800,9600,5400,4200,3997,11991,6576,5415,3387,13548,7462,6082,9047,59458,33667,25771,5877,79989,47923,31885,2249,53614,33110,20381,1835,69022,43410,25578,1374,94982,61879,32982,782,107509,71381,35594,251,61185,41719,19266,217,82256,54359,26972,158,107284,73240,34044,117,250865,169653,81212,462
4,13103,港区,0,0000,総数,2,C,00,000,000,鉱業，採石業，砂利採取業,42,1084,813,241,30,36,34,2,28,28,28,-,-,-,-,-,-,-,-,-,2,8,6,2,1,7,5,2,4,42,10,2,-,-,-,-,1,37,32,5,-,-,-,-,1,170,128,42,-,-,-,-,-,-,-,-,1,792,604,188,-,-,-,-,4
4,13103,港区,0,0000,総数,3,C,05,000,000,鉱業，採石業，砂利採取業,42,1084,813,241,30,36,34,2,28,28,28,-,-,-,-,-,-,-,-,-,2,8,6,2,1,7,5,2,4,42,10,2,-,-,-,-,1,37,32,5,-,-,-,-,1,170,128,42,-,-,-,-,-,-,-,-,1,792,604,188,-,-,-,-,4
4,13103,港区,0,0000,総数,4,C,05,050,000,管理，補助的経済活動を行う事業所（05鉱業，採石業，砂利採取業）,2,5,5,-,2,5,5,-,1,1,1,-,-,-,-,-,-,-,-,-,1,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13103,港区,0,0000,総数,4,C,05,051,000,金属鉱業,1,1,1,-,1,1,1,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13103,港区,0,0000,総数,4,C,05,052,000,石炭・亜炭鉱業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13103,港区,0,0000,総数,4,C,05,053,000,原油・天然ガス鉱業,36,1066,799,237,25,25,25,-,25,25,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,42,10,2,-,-,-,-,1,37,32,5,-,-,-,-,1,170,128,42,-,-,-,-,-,-,-,-,1,792,604,188,-,-,-,-,4
4,13103,港区,0,0000,総数,4,C,05,054,000,採石業，砂・砂利・玉石採取業,1,4,2,2,1,4,2,2,-,-,-,-,-,-,-,-,-,-,-,-,1,4,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
