地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,経営組織階層,経営組織コード,経営組織名称,従業者数（人）,従業者数／男（人）,従業者数／女（人）,従業者数／個人業主（人）,従業者数／個人業主／男（人）,従業者数／個人業主／女（人）,従業者数／無給の家族従業者（人）,従業者数／無給の家族従業者／男（人）,従業者数／無給の家族従業者／女（人）,従業者数／有給役員（人）,従業者数／有給役員／男（人）,従業者数／有給役員／女（人）,従業者数／雇用者（人）,従業者数／雇用者／男（人）,従業者数／雇用者／女（人）,従業者数／雇用者／常用雇用者（人）,従業者数／雇用者／常用雇用者／男（人）,従業者数／雇用者／常用雇用者／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員（人）,従業者数／雇用者／常用雇用者／正社員・正職員／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／女（人）,従業者数／雇用者／臨時雇用者（人）,従業者数／雇用者／臨時雇用者／男（人）,従業者数／雇用者／臨時雇用者／女（人）,従業者数／（再掲）他への出向・派遣従業者（人）,従業者数／（再掲）他への出向・派遣従業者／男（人）,従業者数／（再掲）他への出向・派遣従業者／女（人）,他からの出向・派遣従業者（人）,他からの出向・派遣従業者／男（人）,他からの出向・派遣従業者／女（人）,事業従事者数（人）,事業従事者数／男（人）,事業従事者数／女（人）
4,13215,1321500000,国立市,,,国立市,1,1000,民営,27082,14425,12657,956,642,314,179,42,137,1743,1174,569,24204,12567,11637,22753,11997,10756,11361,7507,3854,11392,4490,6902,1451,570,881,144,53,91,218,119,99,27156,14491,12665
4,13215,1321500000,国立市,,,国立市,2,1100,個人,3011,1274,1737,956,642,314,179,42,137,-,-,-,1876,590,1286,1649,514,1135,669,210,459,980,304,676,227,76,151,2,2,-,15,2,13,3024,1274,1750
4,13215,1321500000,国立市,,,国立市,3,1210,会社,17944,10577,7367,-,-,-,-,-,-,1548,1032,516,16396,9545,6851,15651,9199,6452,7860,5945,1915,7791,3254,4537,745,346,399,141,50,91,146,99,47,17949,10626,7323
4,13215,1321500000,国立市,,,国立市,3,1220,会社以外の法人,6086,2556,3530,-,-,-,-,-,-,192,139,53,5894,2417,3477,5416,2269,3147,2800,1340,1460,2616,929,1687,478,148,330,-,-,-,57,18,39,6143,2574,3569
4,13215,1321500000,国立市,,,国立市,2,1300,法人でない団体,41,18,23,-,-,-,-,-,-,3,3,-,38,15,23,37,15,22,32,12,20,5,3,2,1,-,1,1,1,-,-,-,-,40,17,23
5,13215,1321500700,国立市,国立市青柳,,国立市青柳,1,1000,民営,928,485,443,15,8,7,3,1,2,52,36,16,858,440,418,802,409,393,495,285,210,307,124,183,56,31,25,-,-,-,2,1,1,930,486,444
5,13215,1321500700,国立市,国立市青柳,,国立市青柳,2,1100,個人,39,17,22,15,8,7,3,1,2,-,-,-,21,8,13,19,6,13,10,3,7,9,3,6,2,2,-,-,-,-,1,-,1,40,17,23
5,13215,1321500700,国立市,国立市青柳,,国立市青柳,3,1210,会社,566,341,225,-,-,-,-,-,-,52,36,16,514,305,209,460,276,184,220,174,46,240,102,138,54,29,25,-,-,-,1,1,-,567,342,225
5,13215,1321500700,国立市,国立市青柳,,国立市青柳,3,1220,会社以外の法人,323,127,196,-,-,-,-,-,-,-,-,-,323,127,196,323,127,196,265,108,157,58,19,39,-,-,-,-,-,-,-,-,-,323,127,196
5,13215,1321500700,国立市,国立市青柳,,国立市青柳,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13215,1321500701,国立市,国立市青柳,１丁目,国立市青柳１丁目,1,1000,民営,498,304,194,10,7,3,-,-,-,24,17,7,464,280,184,416,255,161,241,172,69,175,83,92,48,25,23,-,-,-,2,1,1,500,305,195
6,13215,1321500701,国立市,国立市青柳,１丁目,国立市青柳１丁目,2,1100,個人,30,14,16,10,7,3,-,-,-,-,-,-,20,7,13,18,5,13,10,3,7,8,2,6,2,2,-,-,-,-,1,-,1,31,14,17
6,13215,1321500701,国立市,国立市青柳,１丁目,国立市青柳１丁目,3,1210,会社,379,244,135,-,-,-,-,-,-,24,17,7,355,227,128,309,204,105,165,133,32,144,71,73,46,23,23,-,-,-,1,1,-,380,245,135
6,13215,1321500701,国立市,国立市青柳,１丁目,国立市青柳１丁目,3,1220,会社以外の法人,89,46,43,-,-,-,-,-,-,-,-,-,89,46,43,89,46,43,66,36,30,23,10,13,-,-,-,-,-,-,-,-,-,89,46,43
6,13215,1321500701,国立市,国立市青柳,１丁目,国立市青柳１丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13215,1321500703,国立市,国立市青柳,３丁目,国立市青柳３丁目,1,1000,民営,317,122,195,2,1,1,-,-,-,4,3,1,311,118,193,311,118,193,213,86,127,98,32,66,-,-,-,-,-,-,-,-,-,317,122,195
6,13215,1321500703,国立市,国立市青柳,３丁目,国立市青柳３丁目,2,1100,個人,2,1,1,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1
6,13215,1321500703,国立市,国立市青柳,３丁目,国立市青柳３丁目,3,1210,会社,87,40,47,-,-,-,-,-,-,4,3,1,83,37,46,83,37,46,18,14,4,65,23,42,-,-,-,-,-,-,-,-,-,87,40,47
6,13215,1321500703,国立市,国立市青柳,３丁目,国立市青柳３丁目,3,1220,会社以外の法人,228,81,147,-,-,-,-,-,-,-,-,-,228,81,147,228,81,147,195,72,123,33,9,24,-,-,-,-,-,-,-,-,-,228,81,147
6,13215,1321500703,国立市,国立市青柳,３丁目,国立市青柳３丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13215,1321500791,国立市,国立市青柳,（１、３丁目を除く）,国立市青柳（１、３丁目を除く）,1,1000,民営,113,59,54,3,-,3,3,1,2,24,16,8,83,42,41,75,36,39,41,27,14,34,9,25,8,6,2,-,-,-,-,-,-,113,59,54
6,13215,1321500791,国立市,国立市青柳,（１、３丁目を除く）,国立市青柳（１、３丁目を除く）,2,1100,個人,7,2,5,3,-,3,3,1,2,-,-,-,1,1,-,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,7,2,5
6,13215,1321500791,国立市,国立市青柳,（１、３丁目を除く）,国立市青柳（１、３丁目を除く）,3,1210,会社,100,57,43,-,-,-,-,-,-,24,16,8,76,41,35,68,35,33,37,27,10,31,8,23,8,6,2,-,-,-,-,-,-,100,57,43
6,13215,1321500791,国立市,国立市青柳,（１、３丁目を除く）,国立市青柳（１、３丁目を除く）,3,1220,会社以外の法人,6,-,6,-,-,-,-,-,-,-,-,-,6,-,6,6,-,6,4,-,4,2,-,2,-,-,-,-,-,-,-,-,-,6,-,6
6,13215,1321500791,国立市,国立市青柳,（１、３丁目を除く）,国立市青柳（１、３丁目を除く）,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13215,1321500800,国立市,国立市石田,,国立市石田,1,1000,民営,22,16,6,4,4,-,-,-,-,7,6,1,11,6,5,11,6,5,5,3,2,6,3,3,-,-,-,-,-,-,-,-,-,22,16,6
5,13215,1321500800,国立市,国立市石田,,国立市石田,2,1100,個人,11,6,5,4,4,-,-,-,-,-,-,-,7,2,5,7,2,5,4,2,2,3,-,3,-,-,-,-,-,-,-,-,-,11,6,5
5,13215,1321500800,国立市,国立市石田,,国立市石田,3,1210,会社,11,10,1,-,-,-,-,-,-,7,6,1,4,4,-,4,4,-,1,1,-,3,3,-,-,-,-,-,-,-,-,-,-,11,10,1
5,13215,1321500800,国立市,国立市石田,,国立市石田,3,1220,会社以外の法人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13215,1321500800,国立市,国立市石田,,国立市石田,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13215,1321500500,国立市,国立市北,,国立市北,1,1000,民営,1573,634,939,84,63,21,11,2,9,98,65,33,1380,504,876,1308,486,822,661,303,358,647,183,464,72,18,54,8,7,1,7,3,4,1572,630,942
5,13215,1321500500,国立市,国立市北,,国立市北,2,1100,個人,258,106,152,84,63,21,11,2,9,-,-,-,163,41,122,142,35,107,51,13,38,91,22,69,21,6,15,-,-,-,2,-,2,260,106,154
5,13215,1321500500,国立市,国立市北,,国立市北,3,1210,会社,940,419,521,-,-,-,-,-,-,76,50,26,864,369,495,833,365,468,376,228,148,457,137,320,31,4,27,8,7,1,5,3,2,937,415,522
5,13215,1321500500,国立市,国立市北,,国立市北,3,1220,会社以外の法人,373,107,266,-,-,-,-,-,-,22,15,7,351,92,259,331,84,247,232,60,172,99,24,75,20,8,12,-,-,-,-,-,-,373,107,266
5,13215,1321500500,国立市,国立市北,,国立市北,2,1300,法人でない団体,2,2,-,-,-,-,-,-,-,-,-,-,2,2,-,2,2,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-
6,13215,1321500501,国立市,国立市北,１丁目,国立市北１丁目,1,1000,民営,726,295,431,34,21,13,4,1,3,54,34,20,634,239,395,587,237,350,312,166,146,275,71,204,47,2,45,8,7,1,5,3,2,723,291,432
6,13215,1321500501,国立市,国立市北,１丁目,国立市北１丁目,2,1100,個人,81,33,48,34,21,13,4,1,3,-,-,-,43,11,32,34,11,23,16,8,8,18,3,15,9,-,9,-,-,-,-,-,-,81,33,48
6,13215,1321500501,国立市,国立市北,１丁目,国立市北１丁目,3,1210,会社,564,241,323,-,-,-,-,-,-,39,25,14,525,216,309,499,215,284,265,154,111,234,61,173,26,1,25,8,7,1,5,3,2,561,237,324
6,13215,1321500501,国立市,国立市北,１丁目,国立市北１丁目,3,1220,会社以外の法人,81,21,60,-,-,-,-,-,-,15,9,6,66,12,54,54,11,43,31,4,27,23,7,16,12,1,11,-,-,-,-,-,-,81,21,60
6,13215,1321500501,国立市,国立市北,１丁目,国立市北１丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13215,1321500502,国立市,国立市北,２丁目,国立市北２丁目,1,1000,民営,237,104,133,26,20,6,3,1,2,16,12,4,192,71,121,189,70,119,95,36,59,94,34,60,3,1,2,-,-,-,-,-,-,237,104,133
6,13215,1321500502,国立市,国立市北,２丁目,国立市北２丁目,2,1100,個人,109,38,71,26,20,6,3,1,2,-,-,-,80,17,63,80,17,63,27,4,23,53,13,40,-,-,-,-,-,-,-,-,-,109,38,71
6,13215,1321500502,国立市,国立市北,２丁目,国立市北２丁目,3,1210,会社,89,61,28,-,-,-,-,-,-,16,12,4,73,49,24,70,48,22,37,29,8,33,19,14,3,1,2,-,-,-,-,-,-,89,61,28
6,13215,1321500502,国立市,国立市北,２丁目,国立市北２丁目,3,1220,会社以外の法人,39,5,34,-,-,-,-,-,-,-,-,-,39,5,34,39,5,34,31,3,28,8,2,6,-,-,-,-,-,-,-,-,-,39,5,34
6,13215,1321500502,国立市,国立市北,２丁目,国立市北２丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
