地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,資本金階級階層,資本金階級コード,資本金階級名称,A～R全産業（Ｓ公務を除く）／会社企業数,A～R全産業（Ｓ公務を除く）／企業従業者数（人）,A～B農林漁業／会社企業数,A～B農林漁業／企業従業者数（人）,A農業，林業／会社企業数,A農業，林業／企業従業者数（人）,B漁業／会社企業数,B漁業／企業従業者数（人）,C～R非農林漁業（Ｓ公務を除く）／会社企業数,C～R非農林漁業（Ｓ公務を除く）／企業従業者数（人）,C鉱業，採石業，砂利採取業／会社企業数,C鉱業，採石業，砂利採取業／企業従業者数（人）,D建設業／会社企業数,D建設業／企業従業者数（人）,E製造業／会社企業数,E製造業／企業従業者数（人）,F電気・ガス・熱供給・水道業／会社企業数,F電気・ガス・熱供給・水道業／企業従業者数（人）,G情報通信業／会社企業数,G情報通信業／企業従業者数（人）,H運輸業，郵便業／会社企業数,H運輸業，郵便業／企業従業者数（人）,I卸売業，小売業／会社企業数,I卸売業，小売業／企業従業者数（人）,J金融業，保険業／会社企業数,J金融業，保険業／企業従業者数（人）,K不動産業，物品賃貸業／会社企業数,K不動産業，物品賃貸業／企業従業者数（人）,L学術研究，専門・技術サービス業／会社企業数,L学術研究，専門・技術サービス業／企業従業者数（人）,M宿泊業，飲食サービス業／会社企業数,M宿泊業，飲食サービス業／企業従業者数（人）,N生活関連サービス業，娯楽業／会社企業数,N生活関連サービス業，娯楽業／企業従業者数（人）,O教育，学習支援業／会社企業数,O教育，学習支援業／企業従業者数（人）,P医療，福祉／会社企業数,P医療，福祉／企業従業者数（人）,Q複合サービス事業／会社企業数,Q複合サービス事業／企業従業者数（人）,Rサービス業（他に分類されないもの）／会社企業数,Rサービス業（他に分類されないもの）／企業従業者数（人）
4,13104,1310400000,新宿区,,,新宿区,0,00,総数（資本金階級）,14563,975021,11,392,11,392,-,-,14552,974629,3,87,878,56994,1161,90160,8,2588,1786,101107,110,17108,2739,143180,260,48169,2211,51820,1695,34571,1537,146507,779,37594,277,25879,218,19524,-,-,890,199341
4,13104,1310400000,新宿区,,,新宿区,1,01,資本金300万円未満,671,4755,-,-,-,-,-,-,671,4755,-,-,19,86,25,95,-,-,94,504,-,-,127,1093,8,39,71,221,126,552,78,648,58,322,19,124,16,159,-,-,30,912
4,13104,1310400000,新宿区,,,新宿区,1,02,資本金300万～500万円未満,3213,18917,3,12,3,12,-,-,3210,18905,-,-,171,782,291,1200,-,-,280,1469,23,204,600,4181,49,198,524,1530,369,1348,490,4394,202,1500,45,364,56,760,-,-,110,975
4,13104,1310400000,新宿区,,,新宿区,1,03,資本金500万～1000万円未満,1155,10334,1,1,1,1,-,-,1154,10333,-,-,63,319,88,515,-,-,116,1123,7,86,231,1335,13,53,163,615,115,717,182,2335,61,998,30,307,23,296,-,-,62,1634
4,13104,1310400000,新宿区,,,新宿区,1,04,資本金1000万～3000万円未満,5870,153508,3,19,3,19,-,-,5867,153489,2,6,413,6136,475,8008,-,-,847,21611,38,1905,1136,19307,97,2442,994,6374,753,8057,354,29412,240,5226,93,6994,39,3900,-,-,386,34111
4,13104,1310400000,新宿区,,,新宿区,1,05,資本金3000万～5000万円未満,836,61493,-,-,-,-,-,-,836,61493,-,-,56,1067,75,4414,-,-,128,5897,9,654,154,17092,12,184,139,1566,83,3265,47,4516,31,1048,19,1454,10,325,-,-,73,20011
4,13104,1310400000,新宿区,,,新宿区,1,06,資本金5000万～1億円未満,768,107181,2,352,2,352,-,-,766,106829,1,81,45,4367,57,5085,-,-,113,10219,11,3371,161,16198,16,524,111,3212,79,5535,20,12931,40,7466,16,1609,6,3065,-,-,90,33166
4,13104,1310400000,新宿区,,,新宿区,1,07,資本金1億～3億円未満,407,208094,1,5,1,5,-,-,406,208089,-,-,33,5339,37,8658,3,2439,66,11187,3,3161,71,13487,12,5633,53,4128,30,8931,15,73996,20,7507,10,4377,6,4064,-,-,47,55182
4,13104,1310400000,新宿区,,,新宿区,1,08,資本金3億～10億円未満,203,100074,-,-,-,-,-,-,203,100074,-,-,13,4160,17,8463,3,48,41,10029,3,1242,37,7271,17,1042,26,6987,16,3211,5,3367,2,1839,5,9333,2,884,-,-,16,42198
4,13104,1310400000,新宿区,,,新宿区,1,09,資本金10億～50億円未満,130,106871,-,-,-,-,-,-,130,106871,-,-,12,12108,16,9192,-,-,16,13166,1,116,24,31368,13,4674,17,18303,17,1171,4,7473,5,3366,-,-,1,78,-,-,4,5856
4,13104,1310400000,新宿区,,,新宿区,1,10,資本金50億円以上,68,173542,-,-,-,-,-,-,68,173542,-,-,7,21408,18,42977,-,-,3,23137,3,4896,8,28818,12,33154,6,7919,9,873,-,-,1,5760,-,-,1,4600,-,-,-,-
4,13104,1310400000,新宿区,,,新宿区,9,91,（再掲）資本金1000万円以下,9595,139276,6,31,6,31,-,-,9589,139245,2,6,562,5757,782,6856,-,-,1107,11224,56,1316,1839,17522,143,985,1555,6415,1225,8280,1048,35123,503,6501,164,7200,124,4693,-,-,479,27367
4,13104,1310400000,新宿区,,,新宿区,9,92,（再掲）資本金5000万円以下,12032,285103,9,384,9,384,-,-,12023,284719,2,6,740,8924,964,14954,-,-,1507,33943,84,5504,2305,46429,184,2970,1931,11348,1479,15927,1161,44808,605,12534,212,9534,147,5752,-,-,702,72086
4,13104,1310400000,新宿区,,,新宿区,9,93,（再掲）資本金1億円以下,12759,497268,9,384,9,384,-,-,12750,496884,3,87,787,15193,1029,21231,1,1412,1612,47472,89,6323,2454,68039,199,4252,2037,15305,1540,22653,1185,128138,646,23459,228,14397,154,11965,-,-,786,116958
4,13104,1310400000,新宿区,,,新宿区,9,94,（再掲）資本金3億円以下,12947,583963,10,389,10,389,-,-,12937,583574,3,87,806,20096,1051,32314,3,2439,1647,53131,91,9381,2483,72940,211,9150,2057,20921,1558,28812,1187,128239,652,24067,232,15229,156,12569,-,-,800,154199
5,13104,1310401200,新宿区,新宿区愛住町,,新宿区愛住町,0,00,総数（資本金階級）,74,749,-,-,-,-,-,-,74,749,-,-,6,29,2,45,-,-,13,135,-,-,14,237,2,13,11,35,13,153,1,3,2,14,1,4,1,2,-,-,8,79
5,13104,1310401200,新宿区,新宿区愛住町,,新宿区愛住町,1,01,資本金300万円未満,2,4,-,-,-,-,-,-,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,1,2,-,-,-,-
5,13104,1310401200,新宿区,新宿区愛住町,,新宿区愛住町,1,02,資本金300万～500万円未満,12,66,-,-,-,-,-,-,12,66,-,-,1,2,1,2,-,-,-,-,-,-,3,16,1,1,2,4,4,41,-,-,-,-,-,-,-,-,-,-,-,-
5,13104,1310401200,新宿区,新宿区愛住町,,新宿区愛住町,1,03,資本金500万～1000万円未満,8,50,-,-,-,-,-,-,8,50,-,-,-,-,-,-,-,-,1,8,-,-,3,27,-,-,-,-,3,9,-,-,1,6,-,-,-,-,-,-,-,-
