地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,経営組織階層,経営組織コード,経営組織名称,従業者数（人）,従業者数／男（人）,従業者数／女（人）,従業者数／個人業主（人）,従業者数／個人業主／男（人）,従業者数／個人業主／女（人）,従業者数／無給の家族従業者（人）,従業者数／無給の家族従業者／男（人）,従業者数／無給の家族従業者／女（人）,従業者数／有給役員（人）,従業者数／有給役員／男（人）,従業者数／有給役員／女（人）,従業者数／雇用者（人）,従業者数／雇用者／男（人）,従業者数／雇用者／女（人）,従業者数／雇用者／常用雇用者（人）,従業者数／雇用者／常用雇用者／男（人）,従業者数／雇用者／常用雇用者／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員（人）,従業者数／雇用者／常用雇用者／正社員・正職員／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／女（人）,従業者数／雇用者／臨時雇用者（人）,従業者数／雇用者／臨時雇用者／男（人）,従業者数／雇用者／臨時雇用者／女（人）,従業者数／（再掲）他への出向・派遣従業者（人）,従業者数／（再掲）他への出向・派遣従業者／男（人）,従業者数／（再掲）他への出向・派遣従業者／女（人）,他からの出向・派遣従業者（人）,他からの出向・派遣従業者／男（人）,他からの出向・派遣従業者／女（人）,事業従事者数（人）,事業従事者数／男（人）,事業従事者数／女（人）
4,13229,1322900000,西東京市,,,西東京市,1,1000,民営,48045,22981,25056,1927,1355,572,442,102,340,3314,2246,1068,42362,19278,23076,39974,18117,21849,19883,11766,8109,20091,6351,13740,2388,1161,1227,405,281,124,720,461,259,48360,23161,25191
4,13229,1322900000,西東京市,,,西東京市,2,1100,個人,5955,2526,3429,1927,1355,572,442,102,340,-,-,-,3586,1069,2517,3280,971,2309,1462,493,969,1818,478,1340,306,98,208,29,20,9,13,8,5,5939,2514,3425
4,13229,1322900000,西東京市,,,西東京市,3,1210,会社,33502,17725,15769,-,-,-,-,-,-,2992,2043,949,30510,15682,14820,28917,14788,14121,14118,9743,4367,14799,5045,9754,1593,894,699,373,259,114,603,425,178,33732,17891,15833
4,13229,1322900000,西東京市,,,西東京市,3,1220,会社以外の法人,8279,2642,5637,-,-,-,-,-,-,318,201,117,7961,2441,5520,7545,2295,5250,4191,1484,2707,3354,811,2543,416,146,270,3,2,1,104,28,76,8380,2668,5712
4,13229,1322900000,西東京市,,,西東京市,2,1300,法人でない団体,309,88,221,-,-,-,-,-,-,4,2,2,305,86,219,232,63,169,112,46,66,120,17,103,73,23,50,-,-,-,-,-,-,309,88,221
5,13229,1322900800,西東京市,西東京市泉町,,西東京市泉町,1,1000,民営,1021,532,489,85,69,16,24,1,23,116,76,40,796,386,410,769,378,391,440,278,162,329,100,229,27,8,19,1,1,-,11,9,2,1031,540,491
5,13229,1322900800,西東京市,西東京市泉町,,西東京市泉町,2,1100,個人,192,112,80,85,69,16,24,1,23,-,-,-,83,42,41,79,40,39,44,25,19,35,15,20,4,2,2,1,1,-,-,-,-,191,111,80
5,13229,1322900800,西東京市,西東京市泉町,,西東京市泉町,3,1210,会社,479,306,173,-,-,-,-,-,-,103,68,35,376,238,138,367,232,135,225,191,34,142,41,101,9,6,3,-,-,-,8,6,2,487,312,175
5,13229,1322900800,西東京市,西東京市泉町,,西東京市泉町,3,1220,会社以外の法人,350,114,236,-,-,-,-,-,-,13,8,5,337,106,231,323,106,217,171,62,109,152,44,108,14,-,14,-,-,-,3,3,-,353,117,236
5,13229,1322900800,西東京市,西東京市泉町,,西東京市泉町,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13229,1322900801,西東京市,西東京市泉町,１丁目,西東京市泉町１丁目,1,1000,民営,140,71,69,18,13,5,7,-,7,37,23,14,78,35,43,72,34,38,47,29,18,25,5,20,6,1,5,-,-,-,2,-,2,142,71,71
6,13229,1322900801,西東京市,西東京市泉町,１丁目,西東京市泉町１丁目,2,1100,個人,41,23,18,18,13,5,7,-,7,-,-,-,16,10,6,15,10,5,12,10,2,3,-,3,1,-,1,-,-,-,-,-,-,41,23,18
6,13229,1322900801,西東京市,西東京市泉町,１丁目,西東京市泉町１丁目,3,1210,会社,82,41,41,-,-,-,-,-,-,31,18,13,51,23,28,49,22,27,30,17,13,19,5,14,2,1,1,-,-,-,2,-,2,84,41,43
6,13229,1322900801,西東京市,西東京市泉町,１丁目,西東京市泉町１丁目,3,1220,会社以外の法人,17,7,10,-,-,-,-,-,-,6,5,1,11,2,9,8,2,6,5,2,3,3,-,3,3,-,3,-,-,-,-,-,-,17,7,10
6,13229,1322900801,西東京市,西東京市泉町,１丁目,西東京市泉町１丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13229,1322900802,西東京市,西東京市泉町,２丁目,西東京市泉町２丁目,1,1000,民営,249,145,104,24,17,7,7,-,7,17,13,4,201,115,86,198,113,85,113,79,34,85,34,51,3,2,1,-,-,-,2,2,-,251,147,104
6,13229,1322900802,西東京市,西東京市泉町,２丁目,西東京市泉町２丁目,2,1100,個人,53,25,28,24,17,7,7,-,7,-,-,-,22,8,14,20,7,13,11,6,5,9,1,8,2,1,1,-,-,-,-,-,-,53,25,28
6,13229,1322900802,西東京市,西東京市泉町,２丁目,西東京市泉町２丁目,3,1210,会社,106,62,44,-,-,-,-,-,-,14,10,4,92,52,40,91,51,40,46,38,8,45,13,32,1,1,-,-,-,-,2,2,-,108,64,44
6,13229,1322900802,西東京市,西東京市泉町,２丁目,西東京市泉町２丁目,3,1220,会社以外の法人,90,58,32,-,-,-,-,-,-,3,3,-,87,55,32,87,55,32,56,35,21,31,20,11,-,-,-,-,-,-,-,-,-,90,58,32
6,13229,1322900802,西東京市,西東京市泉町,２丁目,西東京市泉町２丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13229,1322900803,西東京市,西東京市泉町,３丁目,西東京市泉町３丁目,1,1000,民営,414,199,215,15,14,1,3,-,3,29,17,12,367,168,199,353,166,187,200,114,86,153,52,101,14,2,12,1,1,-,7,7,-,420,205,215
6,13229,1322900803,西東京市,西東京市泉町,３丁目,西東京市泉町３丁目,2,1100,個人,40,32,8,15,14,1,3,-,3,-,-,-,22,18,4,21,17,4,5,4,1,16,13,3,1,1,-,1,1,-,-,-,-,39,31,8
6,13229,1322900803,西東京市,西東京市泉町,３丁目,西東京市泉町３丁目,3,1210,会社,131,118,13,-,-,-,-,-,-,25,17,8,106,101,5,104,100,4,85,85,-,19,15,4,2,1,1,-,-,-,4,4,-,135,122,13
6,13229,1322900803,西東京市,西東京市泉町,３丁目,西東京市泉町３丁目,3,1220,会社以外の法人,243,49,194,-,-,-,-,-,-,4,-,4,239,49,190,228,49,179,110,25,85,118,24,94,11,-,11,-,-,-,3,3,-,246,52,194
6,13229,1322900803,西東京市,西東京市泉町,３丁目,西東京市泉町３丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13229,1322900804,西東京市,西東京市泉町,４丁目,西東京市泉町４丁目,1,1000,民営,94,48,46,12,11,1,2,1,1,10,7,3,70,29,41,66,26,40,27,19,8,39,7,32,4,3,1,-,-,-,-,-,-,94,48,46
6,13229,1322900804,西東京市,西東京市泉町,４丁目,西東京市泉町４丁目,2,1100,個人,24,16,8,12,11,1,2,1,1,-,-,-,10,4,6,10,4,6,7,3,4,3,1,2,-,-,-,-,-,-,-,-,-,24,16,8
6,13229,1322900804,西東京市,西東京市泉町,４丁目,西東京市泉町４丁目,3,1210,会社,70,32,38,-,-,-,-,-,-,10,7,3,60,25,35,56,22,34,20,16,4,36,6,30,4,3,1,-,-,-,-,-,-,70,32,38
6,13229,1322900804,西東京市,西東京市泉町,４丁目,西東京市泉町４丁目,3,1220,会社以外の法人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13229,1322900804,西東京市,西東京市泉町,４丁目,西東京市泉町４丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13229,1322900805,西東京市,西東京市泉町,５丁目,西東京市泉町５丁目,1,1000,民営,45,18,27,8,8,-,3,-,3,6,4,2,28,6,22,28,6,22,10,4,6,18,2,16,-,-,-,-,-,-,-,-,-,45,18,27
6,13229,1322900805,西東京市,西東京市泉町,５丁目,西東京市泉町５丁目,2,1100,個人,18,10,8,8,8,-,3,-,3,-,-,-,7,2,5,7,2,5,5,2,3,2,-,2,-,-,-,-,-,-,-,-,-,18,10,8
6,13229,1322900805,西東京市,西東京市泉町,５丁目,西東京市泉町５丁目,3,1210,会社,27,8,19,-,-,-,-,-,-,6,4,2,21,4,17,21,4,17,5,2,3,16,2,14,-,-,-,-,-,-,-,-,-,27,8,19
