地域階層,地域コード,地域名,産業分類階層,大分類,中分類,小分類,小分類の内訳,産業分類名称,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模名称,総数（経営組織）／企業等数,総数（経営組織）／企業事業所数（事業所）,総数（経営組織）／企業従業者数（人）,総数（経営組織）／企業従業者数のうち常用労働者数（人）,個人／企業等数,個人／企業事業所数（事業所）,個人／企業従業者数（人）,個人／企業従業者数のうち常用労働者数（人）,会社企業／総数（資本金階級）／企業等数,会社企業／総数（資本金階級）／企業事業所数（事業所）,会社企業／総数（資本金階級）／企業従業者数（人）,会社企業／総数（資本金階級）／企業従業者数のうち常用労働者数（人）,会社企業／資本金300万円未満／企業等数,会社企業／資本金300万円未満／企業事業所数（事業所）,会社企業／資本金300万円未満／企業従業者数（人）,会社企業／資本金300万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金300万～500万円未満／企業等数,会社企業／資本金300万～500万円未満／企業事業所数（事業所）,会社企業／資本金300万～500万円未満／企業従業者数（人）,会社企業／資本金300万～500万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金500万～1000万円未満／企業等数,会社企業／資本金500万～1000万円未満／企業事業所数（事業所）,会社企業／資本金500万～1000万円未満／企業従業者数（人）,会社企業／資本金500万～1000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金1000万～3000万円未満／企業等数,会社企業／資本金1000万～3000万円未満／企業事業所数（事業所）,会社企業／資本金1000万～3000万円未満／企業従業者数（人）,会社企業／資本金1000万～3000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金3000万～5000万円未満／企業等数,会社企業／資本金3000万～5000万円未満／企業事業所数（事業所）,会社企業／資本金3000万～5000万円未満／企業従業者数（人）,会社企業／資本金3000万～5000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金5000万～1億円未満／企業等数,会社企業／資本金5000万～1億円未満／企業事業所数（事業所）,会社企業／資本金5000万～1億円未満／企業従業者数（人）,会社企業／資本金5000万～1億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金1億～3億円未満／企業等数,会社企業／資本金1億～3億円未満／企業事業所数（事業所）,会社企業／資本金1億～3億円未満／企業従業者数（人）,会社企業／資本金1億～3億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金3億～10億円未満／企業等数,会社企業／資本金3億～10億円未満／企業事業所数（事業所）,会社企業／資本金3億～10億円未満／企業従業者数（人）,会社企業／資本金3億～10億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金10億～50億円未満／企業等数,会社企業／資本金10億～50億円未満／企業事業所数（事業所）,会社企業／資本金10億～50億円未満／企業従業者数（人）,会社企業／資本金10億～50億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金50億円以上／企業等数,会社企業／資本金50億円以上／企業事業所数（事業所）,会社企業／資本金50億円以上／企業従業者数（人）,会社企業／資本金50億円以上／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金1000万円以下／企業等数,会社企業／（再掲）資本金1000万円以下／企業事業所数（事業所）,会社企業／（再掲）資本金1000万円以下／企業従業者数（人）,会社企業／（再掲）資本金1000万円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金5000万円以下／企業等数,会社企業／（再掲）資本金5000万円以下／企業事業所数（事業所）,会社企業／（再掲）資本金5000万円以下／企業従業者数（人）,会社企業／（再掲）資本金5000万円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金1億円以下／企業等数,会社企業／（再掲）資本金1億円以下／企業事業所数（事業所）,会社企業／（再掲）資本金1億円以下／企業従業者数（人）,会社企業／（再掲）資本金1億円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金3億円以下／企業等数,会社企業／（再掲）資本金3億円以下／企業事業所数（事業所）,会社企業／（再掲）資本金3億円以下／企業従業者数（人）,会社企業／（再掲）資本金3億円以下／企業従業者数のうち常用労働者数（人）,会社以外の法人／企業等数,会社以外の法人／企業事業所数（事業所）,会社以外の法人／企業従業者数（人）,会社以外の法人／企業従業者数のうち常用労働者数（人）
0,13000,東京都,0,A-R,00,000,000,全産業（Ｓ公務を除く）,0,00,総数（企業常用雇用者規模）,477077,888843,14882439,13538542,179867,181718,531108,282590,272754,656381,12861640,11875119,14293,15799,92786,69360,81679,89313,465828,315831,24692,28466,189154,139699,99556,150527,1758650,1453512,12110,37052,678602,619892,10887,55071,1186414,1112733,5508,70311,1633430,1550712,3133,41225,1160634,1112374,1699,44964,1176869,1135886,1265,89823,4153077,4040334,198719,245672,1907627,1458697,236327,340525,3607470,2991927,246183,424521,5519461,4801402,249142,450706,6176882,5430093,24456,50744,1489691,1380833
0,13000,東京都,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,01,企業常用雇用者0～4人,337111,345438,928425,386973,163801,164698,361460,134626,161829,168690,528749,232673,10823,11009,29642,13040,64075,65481,192425,82954,17367,17809,56710,25427,54543,56377,196223,86969,3301,3470,13286,5905,2180,2337,8364,3686,800,911,2865,1200,276,320,911,363,96,133,307,104,85,113,385,81,138585,142126,442713,193998,150927,155017,491387,215681,152755,157025,498218,218597,153132,157439,499686,219240,11481,12050,38216,19674
0,13000,東京都,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,02,企業常用雇用者5～9人,57484,65898,489613,374709,11796,12228,89852,74304,41008,48220,357697,269161,1774,1985,14353,11436,10248,11477,85921,65977,4051,4544,34290,26230,18434,21034,164129,121359,1821,2135,17450,12440,1168,1419,10785,7900,414,531,3702,2780,148,189,1444,1012,54,70,561,376,19,24,228,117,30357,34209,260355,197221,36788,41735,320290,240567,37708,42883,328813,246771,37932,43167,330812,248260,4680,5450,42064,31244
0,13000,東京都,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,03,企業常用雇用者10～19人,35051,49781,563656,473502,3361,3648,48040,43436,28412,41649,461703,385943,1022,1274,15674,13783,4691,6228,73243,62441,1999,2689,31540,26677,12643,17545,209869,171649,2081,3067,35714,28976,1424,2225,24542,20172,551,869,9692,7894,220,347,3540,3020,82,110,1383,1138,24,27,492,320,16659,22575,267009,223769,23009,31669,376025,311565,24135,33510,395644,327647,24444,33960,400784,332024,3278,4484,53913,44123
0,13000,東京都,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,04,企業常用雇用者20～29人,12969,23272,352456,308576,660,765,16287,15269,11071,20252,302449,263621,333,457,8638,7741,1390,2300,36332,32779,577,978,15551,13530,4945,8626,136936,117657,1218,2387,34349,29305,939,1880,25665,22683,371,692,10487,9039,154,283,4469,3715,55,103,1620,1381,22,40,699,530,5535,9347,150287,130971,8806,15383,241045,209209,9591,16988,262888,228302,9796,17366,268641,233295,1238,2255,33720,29686
0,13000,東京都,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,05,企業常用雇用者30～49人,11150,26485,474313,422037,174,252,6653,6342,9825,23762,418396,371936,222,483,8997,8324,809,1736,33515,30006,406,868,16778,15153,4080,9363,174591,153747,1289,3202,55265,49163,1290,3504,55877,49590,525,1416,22029,20135,278,602,12301,10785,92,182,4174,3513,39,122,1699,1480,3903,8731,163274,146379,7280,16950,310347,274488,8377,19900,356619,316684,8674,20702,369306,328199,1151,2471,49264,43759
0,13000,東京都,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,06,企業常用雇用者50～99人,9836,37127,744777,684751,45,69,3225,3093,8675,33264,654966,602847,81,248,5625,5427,360,1393,25566,23911,199,688,13899,13182,2908,10346,216259,199017,1245,4769,95400,86410,1645,6902,125662,116036,851,3702,67703,61395,484,1897,37394,34946,157,547,12428,11371,58,157,4932,4382,2325,8294,169380,157632,5361,19810,399794,368188,6876,26233,517435,475306,7356,28327,555167,510166,1116,3794,86586,78811
0,13000,東京都,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,07,企業常用雇用者100～299人,8085,59111,1448659,1356794,26,49,4227,4190,7116,53278,1274883,1194242,27,204,4172,4070,98,550,14226,13507,77,599,12335,11953,1588,11403,268487,249045,868,6147,147894,140004,1528,12458,273060,257624,1156,9584,218044,202817,818,6503,155986,146092,395,2952,81733,75663,132,588,26123,24423,1086,8350,178676,166997,3157,23259,538671,503074,4770,36565,828545,777864,5438,41750,956493,896423,943,5784,169549,158362
0,13000,東京都,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,08,企業常用雇用者300～999人,3612,72497,2015025,1895474,4,9,1364,1330,3212,66645,1792598,1685849,11,139,5685,5539,8,148,4600,4256,15,255,6946,6442,328,6921,167997,158960,233,5368,126862,118159,562,11970,299574,280968,590,14193,351757,313662,547,12541,304577,291894,511,9995,291596,280297,304,4118,184540,179175,216,4772,112115,104290,798,17089,419052,392486,1507,33578,832038,765073,1800,40189,991160,915004,396,5843,221063,208295
0,13000,東京都,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,09,企業常用雇用者1000～1999人,900,46233,1328355,1245870,-,-,-,-,807,43619,1186802,1116169,-,-,-,-,-,-,-,-,1,36,1105,1105,60,3282,102927,80524,39,2043,54892,52486,100,5530,142192,136396,140,10620,205663,199211,117,7200,172020,157341,137,6906,198533,192020,199,7680,289731,277964,32,1935,65153,43114,142,7420,217330,190737,290,17933,433406,397698,355,22359,527819,490626,93,2614,141553,129701
