地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,資本金階級階層,資本金階級コード,資本金階級名称,A～R全産業（Ｓ公務を除く）／会社企業数,A～R全産業（Ｓ公務を除く）／企業従業者数（人）,A～B農林漁業／会社企業数,A～B農林漁業／企業従業者数（人）,A農業，林業／会社企業数,A農業，林業／企業従業者数（人）,B漁業／会社企業数,B漁業／企業従業者数（人）,C～R非農林漁業（Ｓ公務を除く）／会社企業数,C～R非農林漁業（Ｓ公務を除く）／企業従業者数（人）,C鉱業，採石業，砂利採取業／会社企業数,C鉱業，採石業，砂利採取業／企業従業者数（人）,D建設業／会社企業数,D建設業／企業従業者数（人）,E製造業／会社企業数,E製造業／企業従業者数（人）,F電気・ガス・熱供給・水道業／会社企業数,F電気・ガス・熱供給・水道業／企業従業者数（人）,G情報通信業／会社企業数,G情報通信業／企業従業者数（人）,H運輸業，郵便業／会社企業数,H運輸業，郵便業／企業従業者数（人）,I卸売業，小売業／会社企業数,I卸売業，小売業／企業従業者数（人）,J金融業，保険業／会社企業数,J金融業，保険業／企業従業者数（人）,K不動産業，物品賃貸業／会社企業数,K不動産業，物品賃貸業／企業従業者数（人）,L学術研究，専門・技術サービス業／会社企業数,L学術研究，専門・技術サービス業／企業従業者数（人）,M宿泊業，飲食サービス業／会社企業数,M宿泊業，飲食サービス業／企業従業者数（人）,N生活関連サービス業，娯楽業／会社企業数,N生活関連サービス業，娯楽業／企業従業者数（人）,O教育，学習支援業／会社企業数,O教育，学習支援業／企業従業者数（人）,P医療，福祉／会社企業数,P医療，福祉／企業従業者数（人）,Q複合サービス事業／会社企業数,Q複合サービス事業／企業従業者数（人）,Rサービス業（他に分類されないもの）／会社企業数,Rサービス業（他に分類されないもの）／企業従業者数（人）
4,13199,1319900000,境界未定地域,,,境界未定地域,0,00,総数（資本金階級）,142,45164,1,37,1,37,-,-,141,45127,-,-,1,117,5,6811,-,-,12,3477,1,45,36,9708,8,698,8,1625,12,2037,33,773,11,12814,-,-,2,312,-,-,12,6710
4,13199,1319900000,境界未定地域,,,境界未定地域,1,01,資本金300万円未満,4,75,-,-,-,-,-,-,4,75,-,-,-,-,-,-,-,-,-,-,-,-,1,46,1,2,-,-,-,-,-,-,2,27,-,-,-,-,-,-,-,-
4,13199,1319900000,境界未定地域,,,境界未定地域,1,02,資本金300万～500万円未満,21,130,-,-,-,-,-,-,21,130,-,-,-,-,-,-,-,-,-,-,-,-,11,38,-,-,-,-,-,-,10,92,-,-,-,-,-,-,-,-,-,-
4,13199,1319900000,境界未定地域,,,境界未定地域,1,03,資本金500万～1000万円未満,8,881,-,-,-,-,-,-,8,881,-,-,-,-,-,-,-,-,-,-,-,-,4,14,-,-,-,-,-,-,3,19,1,848,-,-,-,-,-,-,-,-
4,13199,1319900000,境界未定地域,,,境界未定地域,1,04,資本金1000万～3000万円未満,39,9926,-,-,-,-,-,-,39,9926,-,-,-,-,1,4,-,-,3,122,1,45,13,9296,-,-,1,12,2,85,12,129,4,23,-,-,-,-,-,-,2,210
4,13199,1319900000,境界未定地域,,,境界未定地域,1,05,資本金3000万～5000万円未満,5,519,-,-,-,-,-,-,5,519,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,53,-,-,-,-,1,296,-,-,3,170
4,13199,1319900000,境界未定地域,,,境界未定地域,1,06,資本金5000万～1億円未満,14,386,1,37,1,37,-,-,13,349,-,-,1,117,-,-,-,-,2,34,-,-,1,47,-,-,2,36,-,-,3,54,2,40,-,-,1,16,-,-,1,5
4,13199,1319900000,境界未定地域,,,境界未定地域,1,07,資本金1億～3億円未満,18,6241,-,-,-,-,-,-,18,6241,-,-,-,-,1,6,-,-,3,2879,-,-,-,-,2,36,4,1567,4,1403,1,136,-,-,-,-,-,-,-,-,3,214
4,13199,1319900000,境界未定地域,,,境界未定地域,1,08,資本金3億～10億円未満,9,3911,-,-,-,-,-,-,9,3911,-,-,-,-,-,-,-,-,2,23,-,-,1,102,1,8,1,10,2,200,1,256,-,-,-,-,-,-,-,-,1,3312
4,13199,1319900000,境界未定地域,,,境界未定地域,1,09,資本金10億～50億円未満,5,3108,-,-,-,-,-,-,5,3108,-,-,-,-,1,198,-,-,-,-,-,-,-,-,2,43,-,-,1,74,-,-,-,-,-,-,-,-,-,-,1,2793
4,13199,1319900000,境界未定地域,,,境界未定地域,1,10,資本金50億円以上,8,19709,-,-,-,-,-,-,8,19709,-,-,-,-,1,6582,-,-,1,413,-,-,-,-,2,609,-,-,3,275,-,-,1,11830,-,-,-,-,-,-,-,-
4,13199,1319900000,境界未定地域,,,境界未定地域,9,91,（再掲）資本金1000万円以下,60,10773,-,-,-,-,-,-,60,10773,-,-,-,-,1,4,-,-,3,122,-,-,23,9318,1,2,-,-,1,2,22,217,7,898,-,-,-,-,-,-,2,210
4,13199,1319900000,境界未定地域,,,境界未定地域,9,92,（再掲）資本金5000万円以下,79,11583,1,37,1,37,-,-,78,11546,-,-,-,-,1,4,-,-,3,122,1,45,29,9394,1,2,1,12,2,85,27,308,7,898,-,-,1,296,-,-,5,380
4,13199,1319900000,境界未定地域,,,境界未定地域,9,93,（再掲）資本金1億円以下,102,12946,1,37,1,37,-,-,101,12909,-,-,1,117,2,10,-,-,7,530,1,45,30,9441,2,32,5,78,4,361,30,483,9,938,-,-,2,312,-,-,8,562
4,13199,1319900000,境界未定地域,,,境界未定地域,9,94,（再掲）資本金3億円以下,110,18166,1,37,1,37,-,-,109,18129,-,-,1,117,2,10,-,-,8,3035,1,45,30,9441,4,46,7,1615,6,1488,30,483,9,938,-,-,2,312,-,-,9,599
5,13199,1319900100,境界未定地域,境界未定地域旧外濠川,,境界未定地域旧外濠川,0,00,総数（資本金階級）,113,44004,1,37,1,37,-,-,112,43967,-,-,1,117,4,6805,-,-,12,3477,1,45,27,9660,7,130,7,1595,12,2037,22,400,7,12758,-,-,2,312,-,-,10,6631
5,13199,1319900100,境界未定地域,境界未定地域旧外濠川,,境界未定地域旧外濠川,1,01,資本金300万円未満,2,48,-,-,-,-,-,-,2,48,-,-,-,-,-,-,-,-,-,-,-,-,1,46,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13199,1319900100,境界未定地域,境界未定地域旧外濠川,,境界未定地域旧外濠川,1,02,資本金300万～500万円未満,15,95,-,-,-,-,-,-,15,95,-,-,-,-,-,-,-,-,-,-,-,-,8,22,-,-,-,-,-,-,7,73,-,-,-,-,-,-,-,-,-,-
5,13199,1319900100,境界未定地域,境界未定地域旧外濠川,,境界未定地域旧外濠川,1,03,資本金500万～1000万円未満,3,856,-,-,-,-,-,-,3,856,-,-,-,-,-,-,-,-,-,-,-,-,1,4,-,-,-,-,-,-,1,4,1,848,-,-,-,-,-,-,-,-
5,13199,1319900100,境界未定地域,境界未定地域旧外濠川,,境界未定地域旧外濠川,1,04,資本金1000万～3000万円未満,32,9892,-,-,-,-,-,-,32,9892,-,-,-,-,1,4,-,-,3,122,1,45,10,9274,-,-,1,12,2,85,9,120,3,20,-,-,-,-,-,-,2,210
5,13199,1319900100,境界未定地域,境界未定地域旧外濠川,,境界未定地域旧外濠川,1,05,資本金3000万～5000万円未満,3,417,-,-,-,-,-,-,3,417,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,296,-,-,2,121
5,13199,1319900100,境界未定地域,境界未定地域旧外濠川,,境界未定地域旧外濠川,1,06,資本金5000万～1億円未満,12,339,1,37,1,37,-,-,11,302,-,-,1,117,-,-,-,-,2,34,-,-,1,47,-,-,2,36,-,-,2,33,1,14,-,-,1,16,-,-,1,5
5,13199,1319900100,境界未定地域,境界未定地域旧外濠川,,境界未定地域旧外濠川,1,07,資本金1億～3億円未満,15,6175,-,-,-,-,-,-,15,6175,-,-,-,-,-,-,-,-,3,2879,-,-,-,-,2,36,3,1537,4,1403,1,136,-,-,-,-,-,-,-,-,2,184
5,13199,1319900100,境界未定地域,境界未定地域旧外濠川,,境界未定地域旧外濠川,1,08,資本金3億～10億円未満,8,3655,-,-,-,-,-,-,8,3655,-,-,-,-,-,-,-,-,2,23,-,-,1,102,1,8,1,10,2,200,-,-,-,-,-,-,-,-,-,-,1,3312
5,13199,1319900100,境界未定地域,境界未定地域旧外濠川,,境界未定地域旧外濠川,1,09,資本金10億～50億円未満,5,3108,-,-,-,-,-,-,5,3108,-,-,-,-,1,198,-,-,-,-,-,-,-,-,2,43,-,-,1,74,-,-,-,-,-,-,-,-,-,-,1,2793
5,13199,1319900100,境界未定地域,境界未定地域旧外濠川,,境界未定地域旧外濠川,1,10,資本金50億円以上,7,19141,-,-,-,-,-,-,7,19141,-,-,-,-,1,6582,-,-,1,413,-,-,-,-,1,41,-,-,3,275,-,-,1,11830,-,-,-,-,-,-,-,-
