地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,資本金階級階層,資本金階級コード,資本金階級名称,A～R全産業（Ｓ公務を除く）／会社企業数,A～R全産業（Ｓ公務を除く）／企業従業者数（人）,A～B農林漁業／会社企業数,A～B農林漁業／企業従業者数（人）,A農業，林業／会社企業数,A農業，林業／企業従業者数（人）,B漁業／会社企業数,B漁業／企業従業者数（人）,C～R非農林漁業（Ｓ公務を除く）／会社企業数,C～R非農林漁業（Ｓ公務を除く）／企業従業者数（人）,C鉱業，採石業，砂利採取業／会社企業数,C鉱業，採石業，砂利採取業／企業従業者数（人）,D建設業／会社企業数,D建設業／企業従業者数（人）,E製造業／会社企業数,E製造業／企業従業者数（人）,F電気・ガス・熱供給・水道業／会社企業数,F電気・ガス・熱供給・水道業／企業従業者数（人）,G情報通信業／会社企業数,G情報通信業／企業従業者数（人）,H運輸業，郵便業／会社企業数,H運輸業，郵便業／企業従業者数（人）,I卸売業，小売業／会社企業数,I卸売業，小売業／企業従業者数（人）,J金融業，保険業／会社企業数,J金融業，保険業／企業従業者数（人）,K不動産業，物品賃貸業／会社企業数,K不動産業，物品賃貸業／企業従業者数（人）,L学術研究，専門・技術サービス業／会社企業数,L学術研究，専門・技術サービス業／企業従業者数（人）,M宿泊業，飲食サービス業／会社企業数,M宿泊業，飲食サービス業／企業従業者数（人）,N生活関連サービス業，娯楽業／会社企業数,N生活関連サービス業，娯楽業／企業従業者数（人）,O教育，学習支援業／会社企業数,O教育，学習支援業／企業従業者数（人）,P医療，福祉／会社企業数,P医療，福祉／企業従業者数（人）,Q複合サービス事業／会社企業数,Q複合サービス事業／企業従業者数（人）,Rサービス業（他に分類されないもの）／会社企業数,Rサービス業（他に分類されないもの）／企業従業者数（人）
4,13116,1311600000,豊島区,,,豊島区,0,00,総数（資本金階級）,8372,301463,3,5,2,1,1,4,8369,301458,-,-,736,12061,761,30203,4,26,810,28622,80,8349,1920,60987,140,6602,1180,9115,791,22195,722,53453,456,14914,169,14802,155,5011,1,12,444,35106
4,13116,1311600000,豊島区,,,豊島区,1,01,資本金300万円未満,457,3433,-,-,-,-,-,-,457,3433,-,-,31,155,26,129,-,-,55,313,1,4,85,632,11,67,55,208,58,249,54,669,28,473,20,246,21,176,-,-,12,112
4,13116,1311600000,豊島区,,,豊島区,1,02,資本金300万～500万円未満,2161,12912,-,-,-,-,-,-,2161,12912,-,-,189,1037,202,889,1,1,127,840,10,93,491,2660,41,175,297,1086,236,913,254,2375,126,1002,46,444,56,584,1,12,84,801
4,13116,1311600000,豊島区,,,豊島区,1,03,資本金500万～1000万円未満,718,7443,-,-,-,-,-,-,718,7443,-,-,51,267,41,212,-,-,74,748,1,6,180,2148,9,36,108,319,54,310,73,1619,55,748,15,127,19,298,-,-,38,605
4,13116,1311600000,豊島区,,,豊島区,1,04,資本金1000万～3000万円未満,3387,64374,2,1,2,1,-,-,3385,64373,-,-,372,3960,324,4851,1,1,364,7632,45,2836,808,10459,42,393,536,3022,335,3789,148,6235,120,3277,45,4496,32,1563,-,-,213,11859
4,13116,1311600000,豊島区,,,豊島区,1,05,資本金3000万～5000万円未満,401,22567,-,-,-,-,-,-,401,22567,-,-,41,1174,36,1776,-,-,56,2476,2,8,90,3013,7,103,65,669,29,944,17,4837,18,2954,5,411,4,367,-,-,31,3835
4,13116,1311600000,豊島区,,,豊島区,1,06,資本金5000万～1億円未満,345,36768,1,4,-,-,1,4,344,36764,-,-,20,1065,49,5310,-,-,59,3770,3,426,77,7423,11,85,31,1092,24,1534,20,7289,20,1665,5,434,1,1290,-,-,24,5381
4,13116,1311600000,豊島区,,,豊島区,1,07,資本金1億～3億円未満,143,28037,-,-,-,-,-,-,143,28037,-,-,7,561,27,3373,2,24,23,9847,1,407,33,4434,5,169,13,455,6,930,4,2183,9,494,2,479,-,-,-,-,11,4681
4,13116,1311600000,豊島区,,,豊島区,1,08,資本金3億～10億円未満,49,27000,-,-,-,-,-,-,49,27000,-,-,6,1603,6,1006,-,-,3,291,1,1545,7,2357,4,344,3,1578,3,592,4,5955,3,1879,3,4329,2,327,-,-,4,5194
4,13116,1311600000,豊島区,,,豊島区,1,09,資本金10億～50億円未満,31,28897,-,-,-,-,-,-,31,28897,-,-,1,645,8,4136,-,-,5,2139,-,-,3,2224,2,527,3,49,3,853,2,13982,1,592,2,3335,-,-,-,-,1,415
4,13116,1311600000,豊島区,,,豊島区,1,10,資本金50億円以上,19,53642,-,-,-,-,-,-,19,53642,-,-,-,-,5,8200,-,-,-,-,-,-,5,23529,4,4663,2,149,2,11680,1,5421,-,-,-,-,-,-,-,-,-,-
4,13116,1311600000,豊島区,,,豊島区,9,91,（再掲）資本金1000万円以下,6024,65570,1,-,1,-,-,-,6023,65570,-,-,565,4014,520,4080,2,2,524,6696,47,2144,1408,12440,96,584,901,3927,624,4204,510,10570,298,3698,118,3694,120,1633,1,12,289,7872
4,13116,1311600000,豊島区,,,豊島区,9,92,（再掲）資本金5000万円以下,7268,126697,3,5,2,1,1,4,7265,126692,-,-,695,6910,649,9970,2,2,698,13231,61,3353,1685,22247,115,821,1070,5472,724,7507,555,17970,352,9044,133,5785,133,4278,1,12,392,20090
4,13116,1311600000,豊島区,,,豊島区,9,93,（再掲）資本金1億円以下,7551,166454,3,5,2,1,1,4,7548,166449,-,-,710,8174,692,14846,3,19,746,24343,63,3780,1751,29375,124,1007,1103,6786,739,7860,569,25013,372,10486,137,6574,133,4278,1,12,405,23896
