地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,経営組織階層,経営組織コード,経営組織名称,従業者数（人）,従業者数／男（人）,従業者数／女（人）,従業者数／個人業主（人）,従業者数／個人業主／男（人）,従業者数／個人業主／女（人）,従業者数／無給の家族従業者（人）,従業者数／無給の家族従業者／男（人）,従業者数／無給の家族従業者／女（人）,従業者数／有給役員（人）,従業者数／有給役員／男（人）,従業者数／有給役員／女（人）,従業者数／雇用者（人）,従業者数／雇用者／男（人）,従業者数／雇用者／女（人）,従業者数／雇用者／常用雇用者（人）,従業者数／雇用者／常用雇用者／男（人）,従業者数／雇用者／常用雇用者／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員（人）,従業者数／雇用者／常用雇用者／正社員・正職員／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／女（人）,従業者数／雇用者／臨時雇用者（人）,従業者数／雇用者／臨時雇用者／男（人）,従業者数／雇用者／臨時雇用者／女（人）,従業者数／（再掲）他への出向・派遣従業者（人）,従業者数／（再掲）他への出向・派遣従業者／男（人）,従業者数／（再掲）他への出向・派遣従業者／女（人）,他からの出向・派遣従業者（人）,他からの出向・派遣従業者／男（人）,他からの出向・派遣従業者／女（人）,事業従事者数（人）,事業従事者数／男（人）,事業従事者数／女（人）
4,13307,1330700000,檜原村,,,檜原村,1,1000,民営,783,424,359,79,68,11,31,6,25,70,52,18,603,298,305,543,279,264,359,230,129,184,49,135,60,19,41,-,-,-,-,-,-,783,424,359
4,13307,1330700000,檜原村,,,檜原村,2,1100,個人,238,118,120,79,68,11,31,6,25,-,-,-,128,44,84,90,33,57,52,23,29,38,10,28,38,11,27,-,-,-,-,-,-,238,118,120
4,13307,1330700000,檜原村,,,檜原村,3,1210,会社,270,207,63,-,-,-,-,-,-,62,45,17,208,162,46,194,154,40,156,134,22,38,20,18,14,8,6,-,-,-,-,-,-,270,207,63
4,13307,1330700000,檜原村,,,檜原村,3,1220,会社以外の法人,271,99,172,-,-,-,-,-,-,8,7,1,263,92,171,257,92,165,151,73,78,106,19,87,6,-,6,-,-,-,-,-,-,271,99,172
4,13307,1330700000,檜原村,,,檜原村,2,1300,法人でない団体,4,-,4,-,-,-,-,-,-,-,-,-,4,-,4,2,-,2,-,-,-,2,-,2,2,-,2,-,-,-,-,-,-,4,-,4
5,13307,1330701000,檜原村,檜原村小沢,,檜原村小沢,1,1000,民営,117,61,56,9,9,-,4,-,4,6,6,-,98,46,52,96,44,52,68,37,31,28,7,21,2,2,-,-,-,-,-,-,-,117,61,56
5,13307,1330701000,檜原村,檜原村小沢,,檜原村小沢,2,1100,個人,22,16,6,9,9,-,4,-,4,-,-,-,9,7,2,7,5,2,5,3,2,2,2,-,2,2,-,-,-,-,-,-,-,22,16,6
5,13307,1330701000,檜原村,檜原村小沢,,檜原村小沢,3,1210,会社,26,26,-,-,-,-,-,-,-,4,4,-,22,22,-,22,22,-,18,18,-,4,4,-,-,-,-,-,-,-,-,-,-,26,26,-
5,13307,1330701000,檜原村,檜原村小沢,,檜原村小沢,3,1220,会社以外の法人,69,19,50,-,-,-,-,-,-,2,2,-,67,17,50,67,17,50,45,16,29,22,1,21,-,-,-,-,-,-,-,-,-,69,19,50
5,13307,1330701000,檜原村,檜原村小沢,,檜原村小沢,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13307,1330700600,檜原村,檜原村数馬,,檜原村数馬,1,1000,民営,67,40,27,7,7,-,9,2,7,9,7,2,42,24,18,32,19,13,16,9,7,16,10,6,10,5,5,-,-,-,-,-,-,67,40,27
5,13307,1330700600,檜原村,檜原村数馬,,檜原村数馬,2,1100,個人,41,21,20,7,7,-,9,2,7,-,-,-,25,12,13,18,7,11,10,5,5,8,2,6,7,5,2,-,-,-,-,-,-,41,21,20
5,13307,1330700600,檜原村,檜原村数馬,,檜原村数馬,3,1210,会社,24,17,7,-,-,-,-,-,-,9,7,2,15,10,5,12,10,2,4,2,2,8,8,-,3,-,3,-,-,-,-,-,-,24,17,7
5,13307,1330700600,檜原村,檜原村数馬,,檜原村数馬,3,1220,会社以外の法人,2,2,-,-,-,-,-,-,-,-,-,-,2,2,-,2,2,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-
5,13307,1330700600,檜原村,檜原村数馬,,檜原村数馬,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13307,1330700900,檜原村,檜原村神戸,,檜原村神戸,1,1000,民営,58,31,27,3,3,-,-,-,-,16,10,6,39,18,21,31,16,15,25,15,10,6,1,5,8,2,6,-,-,-,-,-,-,58,31,27
5,13307,1330700900,檜原村,檜原村神戸,,檜原村神戸,2,1100,個人,9,4,5,3,3,-,-,-,-,-,-,-,6,1,5,4,1,3,4,1,3,-,-,-,2,-,2,-,-,-,-,-,-,9,4,5
5,13307,1330700900,檜原村,檜原村神戸,,檜原村神戸,3,1210,会社,42,25,17,-,-,-,-,-,-,15,9,6,27,16,11,23,14,9,19,13,6,4,1,3,4,2,2,-,-,-,-,-,-,42,25,17
5,13307,1330700900,檜原村,檜原村神戸,,檜原村神戸,3,1220,会社以外の法人,3,2,1,-,-,-,-,-,-,1,1,-,2,1,1,2,1,1,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,3,2,1
5,13307,1330700900,檜原村,檜原村神戸,,檜原村神戸,2,1300,法人でない団体,4,-,4,-,-,-,-,-,-,-,-,-,4,-,4,2,-,2,-,-,-,2,-,2,2,-,2,-,-,-,-,-,-,4,-,4
5,13307,1330700200,檜原村,檜原村上元郷,,檜原村上元郷,1,1000,民営,74,20,54,3,2,1,2,-,2,4,2,2,65,16,49,65,16,49,37,15,22,28,1,27,-,-,-,-,-,-,-,-,-,74,20,54
5,13307,1330700200,檜原村,檜原村上元郷,,檜原村上元郷,2,1100,個人,8,4,4,3,2,1,2,-,2,-,-,-,3,2,1,3,2,1,3,2,1,-,-,-,-,-,-,-,-,-,-,-,-,8,4,4
5,13307,1330700200,檜原村,檜原村上元郷,,檜原村上元郷,3,1210,会社,15,10,5,-,-,-,-,-,-,3,2,1,12,8,4,12,8,4,9,8,1,3,-,3,-,-,-,-,-,-,-,-,-,15,10,5
5,13307,1330700200,檜原村,檜原村上元郷,,檜原村上元郷,3,1220,会社以外の法人,51,6,45,-,-,-,-,-,-,1,-,1,50,6,44,50,6,44,25,5,20,25,1,24,-,-,-,-,-,-,-,-,-,51,6,45
5,13307,1330700200,檜原村,檜原村上元郷,,檜原村上元郷,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13307,1330701300,檜原村,檜原村倉掛,,檜原村倉掛,1,1000,民営,11,4,7,1,1,-,1,-,1,-,-,-,9,3,6,9,3,6,4,3,1,5,-,5,-,-,-,-,-,-,-,-,-,11,4,7
5,13307,1330701300,檜原村,檜原村倉掛,,檜原村倉掛,2,1100,個人,11,4,7,1,1,-,1,-,1,-,-,-,9,3,6,9,3,6,4,3,1,5,-,5,-,-,-,-,-,-,-,-,-,11,4,7
