地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,資本金階級階層,資本金階級コード,資本金階級名称,A～R全産業（Ｓ公務を除く）／会社企業数,A～R全産業（Ｓ公務を除く）／企業従業者数（人）,A～B農林漁業／会社企業数,A～B農林漁業／企業従業者数（人）,A農業，林業／会社企業数,A農業，林業／企業従業者数（人）,B漁業／会社企業数,B漁業／企業従業者数（人）,C～R非農林漁業（Ｓ公務を除く）／会社企業数,C～R非農林漁業（Ｓ公務を除く）／企業従業者数（人）,C鉱業，採石業，砂利採取業／会社企業数,C鉱業，採石業，砂利採取業／企業従業者数（人）,D建設業／会社企業数,D建設業／企業従業者数（人）,E製造業／会社企業数,E製造業／企業従業者数（人）,F電気・ガス・熱供給・水道業／会社企業数,F電気・ガス・熱供給・水道業／企業従業者数（人）,G情報通信業／会社企業数,G情報通信業／企業従業者数（人）,H運輸業，郵便業／会社企業数,H運輸業，郵便業／企業従業者数（人）,I卸売業，小売業／会社企業数,I卸売業，小売業／企業従業者数（人）,J金融業，保険業／会社企業数,J金融業，保険業／企業従業者数（人）,K不動産業，物品賃貸業／会社企業数,K不動産業，物品賃貸業／企業従業者数（人）,L学術研究，専門・技術サービス業／会社企業数,L学術研究，専門・技術サービス業／企業従業者数（人）,M宿泊業，飲食サービス業／会社企業数,M宿泊業，飲食サービス業／企業従業者数（人）,N生活関連サービス業，娯楽業／会社企業数,N生活関連サービス業，娯楽業／企業従業者数（人）,O教育，学習支援業／会社企業数,O教育，学習支援業／企業従業者数（人）,P医療，福祉／会社企業数,P医療，福祉／企業従業者数（人）,Q複合サービス事業／会社企業数,Q複合サービス事業／企業従業者数（人）,Rサービス業（他に分類されないもの）／会社企業数,Rサービス業（他に分類されないもの）／企業従業者数（人）
4,13212,1321200000,日野市,,,日野市,0,00,総数（資本金階級）,1486,35702,5,15,5,15,-,-,1481,35687,-,-,259,2122,137,20112,-,-,65,534,21,1056,343,4056,26,71,184,663,126,1717,92,1583,68,725,29,575,48,752,-,-,83,1721
4,13212,1321200000,日野市,,,日野市,1,01,資本金300万円未満,124,817,-,-,-,-,-,-,124,817,-,-,12,40,2,4,-,-,9,17,-,-,30,419,5,19,16,43,12,17,9,45,7,20,2,12,10,112,-,-,10,69
4,13212,1321200000,日野市,,,日野市,1,02,資本金300万～500万円未満,660,3679,3,6,3,6,-,-,657,3673,-,-,112,510,44,265,-,-,29,105,6,17,152,1214,16,40,92,283,63,165,46,420,32,171,10,100,16,170,-,-,39,213
4,13212,1321200000,日野市,,,日野市,1,03,資本金500万～1000万円未満,166,1232,1,5,1,5,-,-,165,1227,-,-,35,204,16,71,-,-,4,20,3,19,46,262,-,-,12,34,15,91,10,84,6,51,4,168,9,89,-,-,5,134
4,13212,1321200000,日野市,,,日野市,1,04,資本金1000万～3000万円未満,409,6162,1,4,1,4,-,-,408,6158,-,-,79,717,55,754,-,-,16,101,9,782,90,1227,4,11,60,258,27,280,12,649,18,427,9,146,9,323,-,-,20,483
4,13212,1321200000,日野市,,,日野市,1,05,資本金3000万～5000万円未満,43,1447,-,-,-,-,-,-,43,1447,-,-,10,130,8,488,-,-,3,210,-,-,9,323,-,-,2,7,2,42,2,25,-,-,2,123,2,37,-,-,3,62
4,13212,1321200000,日野市,,,日野市,1,06,資本金5000万～1億円未満,25,3092,-,-,-,-,-,-,25,3092,-,-,8,434,3,301,-,-,2,60,2,225,4,437,-,-,-,-,4,1108,-,-,1,5,-,-,-,-,-,-,1,522
4,13212,1321200000,日野市,,,日野市,1,07,資本金1億～3億円未満,7,853,-,-,-,-,-,-,7,853,-,-,1,70,3,486,-,-,-,-,-,-,1,89,-,-,1,36,-,-,-,-,-,-,-,-,-,-,-,-,1,172
4,13212,1321200000,日野市,,,日野市,1,08,資本金3億～10億円未満,1,154,-,-,-,-,-,-,1,154,-,-,-,-,1,154,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13212,1321200000,日野市,,,日野市,1,09,資本金10億～50億円未満,4,862,-,-,-,-,-,-,4,862,-,-,-,-,2,840,-,-,1,20,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
