地域階層,地域コード,地域名,産業分類階層,大分類,中分類,小分類,小分類の内訳,産業分類名称,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模名称,総数（経営組織）／企業等数,総数（経営組織）／企業事業所数（事業所）,総数（経営組織）／企業従業者数（人）,総数（経営組織）／企業従業者数のうち常用労働者数（人）,個人／企業等数,個人／企業事業所数（事業所）,個人／企業従業者数（人）,個人／企業従業者数のうち常用労働者数（人）,会社企業／総数（資本金階級）／企業等数,会社企業／総数（資本金階級）／企業事業所数（事業所）,会社企業／総数（資本金階級）／企業従業者数（人）,会社企業／総数（資本金階級）／企業従業者数のうち常用労働者数（人）,会社企業／資本金300万円未満／企業等数,会社企業／資本金300万円未満／企業事業所数（事業所）,会社企業／資本金300万円未満／企業従業者数（人）,会社企業／資本金300万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金300万～500万円未満／企業等数,会社企業／資本金300万～500万円未満／企業事業所数（事業所）,会社企業／資本金300万～500万円未満／企業従業者数（人）,会社企業／資本金300万～500万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金500万～1000万円未満／企業等数,会社企業／資本金500万～1000万円未満／企業事業所数（事業所）,会社企業／資本金500万～1000万円未満／企業従業者数（人）,会社企業／資本金500万～1000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金1000万～3000万円未満／企業等数,会社企業／資本金1000万～3000万円未満／企業事業所数（事業所）,会社企業／資本金1000万～3000万円未満／企業従業者数（人）,会社企業／資本金1000万～3000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金3000万～5000万円未満／企業等数,会社企業／資本金3000万～5000万円未満／企業事業所数（事業所）,会社企業／資本金3000万～5000万円未満／企業従業者数（人）,会社企業／資本金3000万～5000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金5000万～1億円未満／企業等数,会社企業／資本金5000万～1億円未満／企業事業所数（事業所）,会社企業／資本金5000万～1億円未満／企業従業者数（人）,会社企業／資本金5000万～1億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金1億～3億円未満／企業等数,会社企業／資本金1億～3億円未満／企業事業所数（事業所）,会社企業／資本金1億～3億円未満／企業従業者数（人）,会社企業／資本金1億～3億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金3億～10億円未満／企業等数,会社企業／資本金3億～10億円未満／企業事業所数（事業所）,会社企業／資本金3億～10億円未満／企業従業者数（人）,会社企業／資本金3億～10億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金10億～50億円未満／企業等数,会社企業／資本金10億～50億円未満／企業事業所数（事業所）,会社企業／資本金10億～50億円未満／企業従業者数（人）,会社企業／資本金10億～50億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金50億円以上／企業等数,会社企業／資本金50億円以上／企業事業所数（事業所）,会社企業／資本金50億円以上／企業従業者数（人）,会社企業／資本金50億円以上／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金1000万円以下／企業等数,会社企業／（再掲）資本金1000万円以下／企業事業所数（事業所）,会社企業／（再掲）資本金1000万円以下／企業従業者数（人）,会社企業／（再掲）資本金1000万円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金5000万円以下／企業等数,会社企業／（再掲）資本金5000万円以下／企業事業所数（事業所）,会社企業／（再掲）資本金5000万円以下／企業従業者数（人）,会社企業／（再掲）資本金5000万円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金1億円以下／企業等数,会社企業／（再掲）資本金1億円以下／企業事業所数（事業所）,会社企業／（再掲）資本金1億円以下／企業従業者数（人）,会社企業／（再掲）資本金1億円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金3億円以下／企業等数,会社企業／（再掲）資本金3億円以下／企業事業所数（事業所）,会社企業／（再掲）資本金3億円以下／企業従業者数（人）,会社企業／（再掲）資本金3億円以下／企業従業者数のうち常用労働者数（人）,会社以外の法人／企業等数,会社以外の法人／企業事業所数（事業所）,会社以外の法人／企業従業者数（人）,会社以外の法人／企業従業者数のうち常用労働者数（人）
4,13123,江戸川区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,0,00,総数（企業常用雇用者規模）,16978,20529,169287,136342,7353,7418,19998,9751,9024,12250,130359,109371,410,433,2166,1531,3489,3795,20142,13820,1046,1171,7877,5858,3092,4082,48031,39287,272,515,9272,8352,170,682,13107,12183,37,355,7972,7839,23,390,13870,13645,3,44,693,690,-,-,-,-,7421,8557,63405,47863,8375,10289,92501,73386,8499,10857,104071,84428,8518,11073,109407,89702,601,861,18930,17220
4,13123,江戸川区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,01,企業常用雇用者0～4人,12717,12941,33975,13282,6848,6873,14273,4730,5623,5814,18760,8091,313,314,850,387,2704,2761,8404,3556,738,760,2510,1144,1526,1576,5838,2452,61,64,253,121,36,38,162,63,6,8,27,13,1,1,4,4,-,-,-,-,-,-,-,-,5095,5220,16847,7224,5359,5493,17937,7688,5381,5517,18029,7729,5384,5521,18044,7736,246,254,942,461
4,13123,江戸川区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,02,企業常用雇用者5～9人,1928,2170,16414,12587,351,367,2697,2233,1444,1664,12541,9456,59,62,460,362,452,509,3690,2910,160,176,1353,1037,628,714,5695,4166,43,45,387,284,14,16,136,99,4,4,35,24,1,1,8,5,-,-,-,-,-,-,-,-,1179,1321,10098,7652,1351,1516,11671,8821,1359,1525,11748,8877,1360,1526,11756,8882,133,139,1176,898
4,13123,江戸川区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,03,企業常用雇用者10～19人,1180,1574,19096,15947,117,134,1662,1501,984,1342,16213,13407,23,28,378,335,215,273,3396,2928,97,130,1556,1338,464,614,7780,6217,62,81,1069,868,23,35,382,329,4,5,63,55,1,2,28,17,1,2,18,18,-,-,-,-,663,865,10605,8908,871,1139,14331,11816,886,1163,14591,12044,888,1166,14624,12070,79,98,1221,1039
4,13123,江戸川区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,04,企業常用雇用者20～29人,399,646,10906,9471,26,31,651,589,337,575,9262,7992,9,11,211,201,58,92,1475,1368,20,30,524,471,178,292,5121,4265,30,55,825,705,18,41,517,441,2,3,55,46,1,1,30,27,-,-,-,-,-,-,-,-,205,338,5604,4874,301,492,8311,7148,314,522,8698,7475,315,524,8728,7497,36,40,993,890
4,13123,江戸川区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,05,企業常用雇用者30～49人,336,749,13708,12632,5,5,182,174,291,667,11850,10958,5,13,197,186,42,94,1588,1512,14,31,544,513,150,332,6165,5701,29,65,1231,1110,24,68,1053,919,6,18,238,225,2,5,101,92,-,-,-,-,-,-,-,-,156,355,6321,5899,246,555,9991,9239,267,614,10901,10057,270,621,11016,10166,40,77,1676,1500
4,13123,江戸川区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,06,企業常用雇用者50～99人,242,752,17558,16490,4,6,301,294,212,694,15351,14390,1,5,70,60,14,51,931,894,15,42,1001,970,97,295,7294,6787,31,94,2169,2039,31,134,2241,2115,5,8,321,301,4,8,305,277,-,-,-,-,-,-,-,-,89,288,6396,6129,168,535,12176,11418,192,627,13909,13054,194,629,14027,13166,26,52,1906,1806
4,13123,江戸川区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,07,企業常用雇用者100～299人,140,737,24052,22780,2,2,232,230,104,595,17534,16528,-,-,-,-,4,15,658,652,2,2,389,385,44,219,7006,6589,14,100,2206,2099,14,145,2882,2576,5,36,916,903,7,41,1344,1306,1,3,192,189,-,-,-,-,30,132,4751,4413,69,402,11365,10602,81,488,13734,12886,83,517,14057,13204,34,140,6286,6022
4,13123,江戸川区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,08,企業常用雇用者300～999人,30,358,16140,15783,-,-,-,-,24,313,13137,12902,-,-,-,-,-,-,-,-,-,-,-,-,5,40,3132,3110,2,11,1132,1126,8,107,3628,3566,3,15,1882,1861,5,101,2880,2756,1,39,483,483,-,-,-,-,4,38,2783,2764,8,59,4613,4579,16,163,8517,8416,20,213,10614,10495,6,45,3003,2881
4,13123,江戸川区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,09,企業常用雇用者1000～1999人,4,254,5671,5613,-,-,-,-,3,238,3944,3890,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,98,2106,2075,1,140,1838,1815,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,98,2106,2075,3,238,3944,3890,3,238,3944,3890,1,16,1727,1723
