地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,経営組織階層,経営組織コード,経営組織名称,従業者数（人）,従業者数／男（人）,従業者数／女（人）,従業者数／個人業主（人）,従業者数／個人業主／男（人）,従業者数／個人業主／女（人）,従業者数／無給の家族従業者（人）,従業者数／無給の家族従業者／男（人）,従業者数／無給の家族従業者／女（人）,従業者数／有給役員（人）,従業者数／有給役員／男（人）,従業者数／有給役員／女（人）,従業者数／雇用者（人）,従業者数／雇用者／男（人）,従業者数／雇用者／女（人）,従業者数／雇用者／常用雇用者（人）,従業者数／雇用者／常用雇用者／男（人）,従業者数／雇用者／常用雇用者／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員（人）,従業者数／雇用者／常用雇用者／正社員・正職員／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／女（人）,従業者数／雇用者／臨時雇用者（人）,従業者数／雇用者／臨時雇用者／男（人）,従業者数／雇用者／臨時雇用者／女（人）,従業者数／（再掲）他への出向・派遣従業者（人）,従業者数／（再掲）他への出向・派遣従業者／男（人）,従業者数／（再掲）他への出向・派遣従業者／女（人）,他からの出向・派遣従業者（人）,他からの出向・派遣従業者／男（人）,他からの出向・派遣従業者／女（人）,事業従事者数（人）,事業従事者数／男（人）,事業従事者数／女（人）
4,13218,1321800000,福生市,,,福生市,1,1000,民営,17204,8304,8900,814,540,274,198,54,144,1194,834,360,14998,6876,8122,13591,6095,7496,6204,3789,2415,7387,2306,5081,1407,781,626,173,113,60,245,182,63,17276,8373,8903
4,13218,1321800000,福生市,,,福生市,2,1100,個人,2578,1081,1497,814,540,274,198,54,144,-,-,-,1566,487,1079,1377,423,954,543,224,319,834,199,635,189,64,125,5,3,2,19,7,12,2592,1085,1507
4,13218,1321800000,福生市,,,福生市,3,1210,会社,12034,6518,5516,-,-,-,-,-,-,1105,770,335,10929,5748,5181,9798,5047,4751,4363,3191,1172,5435,1856,3579,1131,701,430,166,108,58,198,159,39,12066,6569,5497
4,13218,1321800000,福生市,,,福生市,3,1220,会社以外の法人,2580,699,1881,-,-,-,-,-,-,84,60,24,2496,639,1857,2410,623,1787,1293,372,921,1117,251,866,86,16,70,2,2,-,23,13,10,2601,710,1891
4,13218,1321800000,福生市,,,福生市,2,1300,法人でない団体,12,6,6,-,-,-,-,-,-,5,4,1,7,2,5,6,2,4,5,2,3,1,-,1,1,-,1,-,-,-,5,3,2,17,9,8
5,13218,1321800300,福生市,福生市牛浜,,福生市牛浜,1,1000,民営,985,495,490,64,48,16,19,3,16,82,62,20,820,382,438,787,374,413,329,212,117,458,162,296,33,8,25,1,1,-,29,16,13,1013,510,503
5,13218,1321800300,福生市,福生市牛浜,,福生市牛浜,2,1100,個人,180,72,108,64,48,16,19,3,16,-,-,-,97,21,76,76,18,58,36,11,25,40,7,33,21,3,18,-,-,-,9,1,8,189,73,116
5,13218,1321800300,福生市,福生市牛浜,,福生市牛浜,3,1210,会社,767,405,362,-,-,-,-,-,-,79,59,20,688,346,342,678,343,335,273,189,84,405,154,251,10,3,7,-,-,-,15,13,2,782,418,364
5,13218,1321800300,福生市,福生市牛浜,,福生市牛浜,3,1220,会社以外の法人,38,18,20,-,-,-,-,-,-,3,3,-,35,15,20,33,13,20,20,12,8,13,1,12,2,2,-,1,1,-,5,2,3,42,19,23
5,13218,1321800300,福生市,福生市牛浜,,福生市牛浜,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13218,1321800900,福生市,福生市加美平,,福生市加美平,1,1000,民営,1351,632,719,73,49,24,15,2,13,83,55,28,1180,526,654,1098,486,612,497,317,180,601,169,432,82,40,42,1,-,1,7,5,2,1357,637,720
5,13218,1321800900,福生市,福生市加美平,,福生市加美平,2,1100,個人,189,94,95,73,49,24,15,2,13,-,-,-,101,43,58,94,42,52,31,17,14,63,25,38,7,1,6,-,-,-,-,-,-,189,94,95
5,13218,1321800900,福生市,福生市加美平,,福生市加美平,3,1210,会社,1019,517,502,-,-,-,-,-,-,77,51,26,942,466,476,867,427,440,399,293,106,468,134,334,75,39,36,1,-,1,7,5,2,1025,522,503
5,13218,1321800900,福生市,福生市加美平,,福生市加美平,3,1220,会社以外の法人,143,21,122,-,-,-,-,-,-,6,4,2,137,17,120,137,17,120,67,7,60,70,10,60,-,-,-,-,-,-,-,-,-,143,21,122
5,13218,1321800900,福生市,福生市加美平,,福生市加美平,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13218,1321800901,福生市,福生市加美平,１丁目,福生市加美平１丁目,1,1000,民営,669,342,327,37,21,16,8,2,6,39,25,14,585,294,291,520,263,257,279,195,84,241,68,173,65,31,34,1,-,1,-,-,-,668,342,326
6,13218,1321800901,福生市,福生市加美平,１丁目,福生市加美平１丁目,2,1100,個人,81,38,43,37,21,16,8,2,6,-,-,-,36,15,21,35,15,20,13,8,5,22,7,15,1,-,1,-,-,-,-,-,-,81,38,43
6,13218,1321800901,福生市,福生市加美平,１丁目,福生市加美平１丁目,3,1210,会社,567,302,265,-,-,-,-,-,-,38,24,14,529,278,251,465,247,218,258,186,72,207,61,146,64,31,33,1,-,1,-,-,-,566,302,264
6,13218,1321800901,福生市,福生市加美平,１丁目,福生市加美平１丁目,3,1220,会社以外の法人,21,2,19,-,-,-,-,-,-,1,1,-,20,1,19,20,1,19,8,1,7,12,-,12,-,-,-,-,-,-,-,-,-,21,2,19
6,13218,1321800901,福生市,福生市加美平,１丁目,福生市加美平１丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13218,1321800902,福生市,福生市加美平,２丁目,福生市加美平２丁目,1,1000,民営,324,118,206,13,9,4,3,-,3,16,9,7,292,100,192,282,94,188,78,53,25,204,41,163,10,6,4,-,-,-,1,1,-,325,119,206
6,13218,1321800902,福生市,福生市加美平,２丁目,福生市加美平２丁目,2,1100,個人,48,16,32,13,9,4,3,-,3,-,-,-,32,7,25,29,7,22,5,1,4,24,6,18,3,-,3,-,-,-,-,-,-,48,16,32
6,13218,1321800902,福生市,福生市加美平,２丁目,福生市加美平２丁目,3,1210,会社,276,102,174,-,-,-,-,-,-,16,9,7,260,93,167,253,87,166,73,52,21,180,35,145,7,6,1,-,-,-,1,1,-,277,103,174
6,13218,1321800902,福生市,福生市加美平,２丁目,福生市加美平２丁目,3,1220,会社以外の法人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13218,1321800902,福生市,福生市加美平,２丁目,福生市加美平２丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13218,1321800903,福生市,福生市加美平,３丁目,福生市加美平３丁目,1,1000,民営,318,167,151,23,19,4,4,-,4,27,20,7,264,128,136,257,125,132,115,65,50,142,60,82,7,3,4,-,-,-,6,4,2,324,171,153
6,13218,1321800903,福生市,福生市加美平,３丁目,福生市加美平３丁目,2,1100,個人,60,40,20,23,19,4,4,-,4,-,-,-,33,21,12,30,20,10,13,8,5,17,12,5,3,1,2,-,-,-,-,-,-,60,40,20
6,13218,1321800903,福生市,福生市加美平,３丁目,福生市加美平３丁目,3,1210,会社,172,109,63,-,-,-,-,-,-,22,17,5,150,92,58,146,90,56,65,52,13,81,38,43,4,2,2,-,-,-,6,4,2,178,113,65
6,13218,1321800903,福生市,福生市加美平,３丁目,福生市加美平３丁目,3,1220,会社以外の法人,86,18,68,-,-,-,-,-,-,5,3,2,81,15,66,81,15,66,37,5,32,44,10,34,-,-,-,-,-,-,-,-,-,86,18,68
6,13218,1321800903,福生市,福生市加美平,３丁目,福生市加美平３丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13218,1321800904,福生市,福生市加美平,４丁目,福生市加美平４丁目,1,1000,民営,40,5,35,-,-,-,-,-,-,1,1,-,39,4,35,39,4,35,25,4,21,14,-,14,-,-,-,-,-,-,-,-,-,40,5,35
6,13218,1321800904,福生市,福生市加美平,４丁目,福生市加美平４丁目,2,1100,個人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
