地域階層,地域コード,地域名,産業分類階層,大分類,中分類,産業分類名,総数／事業所数（事業所）,総数／従業者数（人）,開設時期／昭和59年以前／事業所数（事業所）,開設時期／昭和59年以前／従業者数（人）,開設時期／昭和60年～平成６年／事業所数（事業所）,開設時期／昭和60年～平成６年／従業者数（人）,開設時期／平成７年～平成16年／事業所数（事業所）,開設時期／平成７年～平成16年／従業者数（人）,開設時期／平成17年／事業所数（事業所）,開設時期／平成17年／従業者数（人）,開設時期／平成18年／事業所数（事業所）,開設時期／平成18年／従業者数（人）,開設時期／平成19年／事業所数（事業所）,開設時期／平成19年／従業者数（人）,開設時期／平成20年／事業所数（事業所）,開設時期／平成20年／従業者数（人）,開設時期／平成21年／事業所数（事業所）,開設時期／平成21年／従業者数（人）,開設時期／平成22年／事業所数（事業所）,開設時期／平成22年／従業者数（人）,開設時期／平成23年／事業所数（事業所）,開設時期／平成23年／従業者数（人）,開設時期／平成24年／事業所数（事業所）,開設時期／平成24年／従業者数（人）,開設時期／平成25年／事業所数（事業所）,開設時期／平成25年／従業者数（人）,開設時期／平成26年／事業所数（事業所）,開設時期／平成26年／従業者数（人）
0,13000,東京都,0,A-R,00,全産業（Ｓ公務を除く）,653819,9185292,208734,2755351,98826,1136666,144302,2229235,18913,305724,19806,308714,18369,334957,17570,243449,17911,297351,20090,307971,22294,324893,19220,290725,17735,270015,9636,160469
0,13000,東京都,0,A-B,00,農林漁業（Ａ～Ｂ）,504,4128,155,1627,108,790,110,915,15,108,13,97,6,22,11,59,12,114,18,110,16,76,13,78,6,35,4,20
0,13000,東京都,1,A,00,農業，林業,486,4004,152,1606,106,775,104,863,15,108,12,81,6,22,11,59,12,114,18,110,16,76,13,78,6,35,2,10
0,13000,東京都,2,A,01,農業,448,3761,140,1558,102,748,97,821,14,71,10,62,4,18,11,59,11,111,16,93,15,61,11,66,6,35,2,10
0,13000,東京都,2,A,02,林業,38,243,12,48,4,27,7,42,1,37,2,19,2,4,-,-,1,3,2,17,1,15,2,12,-,-,-,-
0,13000,東京都,1,B,00,漁業,18,124,3,21,2,15,6,52,-,-,1,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10
0,13000,東京都,2,B,03,漁業（水産養殖業を除く）,10,72,-,-,1,11,4,30,-,-,1,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10
0,13000,東京都,2,B,04,水産養殖業,8,52,3,21,1,4,2,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0,13000,東京都,0,C-R,00,非農林漁業（Ｃ～Ｒ）Ｓ公務を除く,653315,9181164,208579,2753724,98718,1135876,144192,2228320,18898,305616,19793,308617,18363,334935,17559,243390,17899,297237,20072,307861,22278,324817,19207,290647,17729,269980,9632,160449
0,13000,東京都,1,C,00,鉱業，採石業，砂利採取業,101,2090,31,458,7,33,4,28,1,354,1,2,3,27,24,817,3,2,16,315,2,1,1,1,-,-,2,19
0,13000,東京都,2,C,05,鉱業，採石業，砂利採取業,101,2090,31,458,7,33,4,28,1,354,1,2,3,27,24,817,3,2,16,315,2,1,1,1,-,-,2,19
0,13000,東京都,1,D,00,建設業,42340,465553,16997,174414,8966,73460,8216,93655,1007,14832,986,10975,672,11917,689,7546,736,9813,751,17180,818,13070,672,11643,581,12014,314,5656
0,13000,東京都,2,D,06,総合工事業,14514,195302,5891,71924,2734,26028,2700,35793,351,7568,367,5192,254,6404,246,3087,293,4253,281,10140,296,4193,261,5705,263,6754,138,2007
0,13000,東京都,2,D,07,職別工事業（設備工事業を除く）,15152,108148,5987,40817,3455,23406,3057,22673,334,2369,358,2264,245,2241,224,1485,243,2551,259,2274,274,2470,194,1891,153,1378,97,1006
0,13000,東京都,2,D,08,設備工事業,12674,162103,5119,61673,2777,24026,2459,35189,322,4895,261,3519,173,3272,219,2974,200,3009,211,4766,248,6407,217,4047,165,3882,79,2643
0,13000,東京都,1,E,00,製造業,49238,713594,28846,403972,7273,66907,6276,97668,698,15226,693,17703,601,11567,625,8860,635,18429,576,11542,746,17145,565,15654,477,14948,245,4376
0,13000,東京都,2,E,09,食料品製造業,2511,68402,1415,32435,277,6162,357,14459,43,1829,45,630,50,1598,33,946,42,2776,43,2036,42,2033,39,1005,39,584,20,172
0,13000,東京都,2,E,10,飲料・たばこ・飼料製造業,261,10540,112,2316,23,1503,50,3487,7,47,5,69,5,71,8,30,7,1679,7,28,9,99,7,36,7,519,2,624
0,13000,東京都,2,E,11,繊維工業,3581,23663,2089,11012,490,2892,467,3599,53,404,49,982,58,1241,41,293,55,590,49,286,63,279,40,272,36,346,25,1099
0,13000,東京都,2,E,12,木材・木製品製造業（家具を除く）,460,2865,325,1718,47,278,39,513,8,50,5,16,1,32,3,5,3,51,3,25,6,35,4,21,3,24,1,9
0,13000,東京都,2,E,13,家具・装備品製造業,1483,8936,959,5941,208,871,176,1164,16,71,11,369,11,54,12,60,20,88,13,43,13,29,11,61,8,60,3,55
0,13000,東京都,2,E,14,パルプ・紙・紙加工品製造業,1606,17068,1114,10560,185,1304,138,1552,17,311,13,213,8,136,15,69,26,329,10,114,20,520,16,218,10,1433,6,38
0,13000,東京都,2,E,15,印刷・同関連業,7964,97783,4274,54434,1354,12090,1188,13943,129,1457,112,1032,120,1836,123,1449,110,2636,96,1202,133,1044,84,3960,64,1245,42,348
0,13000,東京都,2,E,16,化学工業,1255,62820,550,32134,115,4078,230,12192,42,2273,38,1801,23,1232,32,1779,29,481,37,1488,31,1400,28,2444,23,273,14,290
0,13000,東京都,2,E,17,石油製品・石炭製品製造業,65,6598,31,6039,1,8,13,273,6,218,-,-,1,17,3,16,-,-,2,1,-,-,-,-,1,1,-,-
0,13000,東京都,2,E,18,プラスチック製品製造業（別掲を除く）,2336,22736,1424,12760,410,2930,251,3676,24,183,34,241,25,369,13,159,24,210,20,401,19,353,23,740,16,190,9,107
0,13000,東京都,2,E,19,ゴム製品製造業,780,11146,533,8302,110,737,73,425,7,24,5,77,6,23,8,31,7,49,4,23,8,133,6,19,3,1264,1,3
0,13000,東京都,2,E,20,なめし革・同製品・毛皮製造業,1890,9571,1172,6105,290,1088,187,1083,31,148,21,85,17,242,20,102,23,100,20,148,29,176,25,92,12,30,10,41
