地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,経営組織階層,経営組織コード,経営組織名称,従業者数（人）,従業者数／男（人）,従業者数／女（人）,従業者数／個人業主（人）,従業者数／個人業主／男（人）,従業者数／個人業主／女（人）,従業者数／無給の家族従業者（人）,従業者数／無給の家族従業者／男（人）,従業者数／無給の家族従業者／女（人）,従業者数／有給役員（人）,従業者数／有給役員／男（人）,従業者数／有給役員／女（人）,従業者数／雇用者（人）,従業者数／雇用者／男（人）,従業者数／雇用者／女（人）,従業者数／雇用者／常用雇用者（人）,従業者数／雇用者／常用雇用者／男（人）,従業者数／雇用者／常用雇用者／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員（人）,従業者数／雇用者／常用雇用者／正社員・正職員／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／女（人）,従業者数／雇用者／臨時雇用者（人）,従業者数／雇用者／臨時雇用者／男（人）,従業者数／雇用者／臨時雇用者／女（人）,従業者数／（再掲）他への出向・派遣従業者（人）,従業者数／（再掲）他への出向・派遣従業者／男（人）,従業者数／（再掲）他への出向・派遣従業者／女（人）,他からの出向・派遣従業者（人）,他からの出向・派遣従業者／男（人）,他からの出向・派遣従業者／女（人）,事業従事者数（人）,事業従事者数／男（人）,事業従事者数／女（人）
4,13199,1319900000,境界未定地域,,,境界未定地域,1,1000,民営,21212,11546,9627,41,26,15,8,3,5,549,463,86,20614,11054,9521,19367,10534,8794,14493,8805,5684,4874,1729,3110,1247,520,727,1192,512,680,2111,978,1133,22131,12012,10080
4,13199,1319900000,境界未定地域,,,境界未定地域,2,1100,個人,95,45,50,41,26,15,8,3,5,-,-,-,46,16,30,44,15,29,14,4,10,30,11,19,2,1,1,-,-,-,-,-,-,95,45,50
4,13199,1319900000,境界未定地域,,,境界未定地域,3,1210,会社,18346,9598,8709,-,-,-,-,-,-,358,289,69,17988,9309,8640,16759,8790,7930,12115,7143,4968,4644,1647,2962,1229,519,710,1190,512,678,2060,931,1129,19216,10017,9160
4,13199,1319900000,境界未定地域,,,境界未定地域,3,1220,会社以外の法人,2768,1900,868,-,-,-,-,-,-,191,174,17,2577,1726,851,2561,1726,835,2361,1655,706,200,71,129,16,-,16,2,-,2,51,47,4,2817,1947,870
4,13199,1319900000,境界未定地域,,,境界未定地域,2,1300,法人でない団体,3,3,-,-,-,-,-,-,-,-,-,-,3,3,-,3,3,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-
5,13199,1319900100,境界未定地域,境界未定地域旧外濠川,,境界未定地域旧外濠川,1,1000,民営,19001,10096,8905,28,17,11,5,1,4,507,435,72,18461,9643,8818,17254,9143,8111,13443,7917,5526,3811,1226,2585,1207,500,707,1191,511,680,1907,792,1115,19717,10377,9340
5,13199,1319900100,境界未定地域,境界未定地域旧外濠川,,境界未定地域旧外濠川,2,1100,個人,64,30,34,28,17,11,5,1,4,-,-,-,31,12,19,29,11,18,8,1,7,21,10,11,2,1,1,-,-,-,-,-,-,64,30,34
5,13199,1319900100,境界未定地域,境界未定地域旧外濠川,,境界未定地域旧外濠川,3,1210,会社,16245,8241,8004,-,-,-,-,-,-,316,261,55,15929,7980,7949,14740,7481,7259,11113,6299,4814,3627,1182,2445,1189,499,690,1189,511,678,1892,780,1112,16948,8510,8438
5,13199,1319900100,境界未定地域,境界未定地域旧外濠川,,境界未定地域旧外濠川,3,1220,会社以外の法人,2689,1822,867,-,-,-,-,-,-,191,174,17,2498,1648,850,2482,1648,834,2319,1614,705,163,34,129,16,-,16,2,-,2,15,12,3,2702,1834,868
5,13199,1319900100,境界未定地域,境界未定地域旧外濠川,,境界未定地域旧外濠川,2,1300,法人でない団体,3,3,-,-,-,-,-,-,-,-,-,-,3,3,-,3,3,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-
5,13199,1319900200,境界未定地域,境界未定地域東京駅地下街の一部,,境界未定地域東京駅地下街の一部,1,1000,民営,434,286,127,-,-,-,-,-,-,3,1,2,431,285,125,414,276,117,149,110,38,265,166,79,17,9,8,-,-,-,17,17,-,451,303,127
5,13199,1319900200,境界未定地域,境界未定地域東京駅地下街の一部,,境界未定地域東京駅地下街の一部,2,1100,個人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13199,1319900200,境界未定地域,境界未定地域東京駅地下街の一部,,境界未定地域東京駅地下街の一部,3,1210,会社,434,286,127,-,-,-,-,-,-,3,1,2,431,285,125,414,276,117,149,110,38,265,166,79,17,9,8,-,-,-,17,17,-,451,303,127
5,13199,1319900200,境界未定地域,境界未定地域東京駅地下街の一部,,境界未定地域東京駅地下街の一部,3,1220,会社以外の法人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13199,1319900200,境界未定地域,境界未定地域東京駅地下街の一部,,境界未定地域東京駅地下街の一部,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13199,1319900300,境界未定地域,境界未定地域八重洲地下街の一部,,境界未定地域八重洲地下街の一部,1,1000,民営,493,197,278,-,-,-,-,-,-,8,5,3,485,192,275,472,186,268,109,65,41,363,121,227,13,6,7,-,-,-,7,4,3,500,201,281
5,13199,1319900300,境界未定地域,境界未定地域八重洲地下街の一部,,境界未定地域八重洲地下街の一部,2,1100,個人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13199,1319900300,境界未定地域,境界未定地域八重洲地下街の一部,,境界未定地域八重洲地下街の一部,3,1210,会社,493,197,278,-,-,-,-,-,-,8,5,3,485,192,275,472,186,268,109,65,41,363,121,227,13,6,7,-,-,-,7,4,3,500,201,281
5,13199,1319900300,境界未定地域,境界未定地域八重洲地下街の一部,,境界未定地域八重洲地下街の一部,3,1220,会社以外の法人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13199,1319900300,境界未定地域,境界未定地域八重洲地下街の一部,,境界未定地域八重洲地下街の一部,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13199,1319900400,境界未定地域,境界未定地域旧汐留川,,境界未定地域旧汐留川,1,1000,民営,669,386,283,13,9,4,3,2,1,27,18,9,626,357,269,620,355,265,272,212,60,348,143,205,6,2,4,-,-,-,14,6,8,683,392,291
5,13199,1319900400,境界未定地域,境界未定地域旧汐留川,,境界未定地域旧汐留川,2,1100,個人,31,15,16,13,9,4,3,2,1,-,-,-,15,4,11,15,4,11,6,3,3,9,1,8,-,-,-,-,-,-,-,-,-,31,15,16
5,13199,1319900400,境界未定地域,境界未定地域旧汐留川,,境界未定地域旧汐留川,3,1210,会社,638,371,267,-,-,-,-,-,-,27,18,9,611,353,258,605,351,254,266,209,57,339,142,197,6,2,4,-,-,-,14,6,8,652,377,275
5,13199,1319900400,境界未定地域,境界未定地域旧汐留川,,境界未定地域旧汐留川,3,1220,会社以外の法人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13199,1319900400,境界未定地域,境界未定地域旧汐留川,,境界未定地域旧汐留川,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13199,1319900500,境界未定地域,境界未定地域中央防波堤埋立地,,境界未定地域中央防波堤埋立地,1,1000,民営,615,581,34,-,-,-,-,-,-,4,4,-,611,577,34,607,574,33,520,501,19,87,73,14,4,3,1,1,1,-,166,159,7,780,739,41
5,13199,1319900500,境界未定地域,境界未定地域中央防波堤埋立地,,境界未定地域中央防波堤埋立地,2,1100,個人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13199,1319900500,境界未定地域,境界未定地域中央防波堤埋立地,,境界未定地域中央防波堤埋立地,3,1210,会社,536,503,33,-,-,-,-,-,-,4,4,-,532,499,33,528,496,32,478,460,18,50,36,14,4,3,1,1,1,-,130,124,6,665,626,39
5,13199,1319900500,境界未定地域,境界未定地域中央防波堤埋立地,,境界未定地域中央防波堤埋立地,3,1220,会社以外の法人,79,78,1,-,-,-,-,-,-,-,-,-,79,78,1,79,78,1,42,41,1,37,37,-,-,-,-,-,-,-,36,35,1,115,113,2
5,13199,1319900500,境界未定地域,境界未定地域中央防波堤埋立地,,境界未定地域中央防波堤埋立地,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13199,1319900600,境界未定地域,境界未定地域ベヨネース列岩、須美寿島、鳥島、孀婦岩,,境界未定地域ベヨネース列岩、須美寿島、鳥島、孀婦岩,1,1000,民営,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13199,1319900600,境界未定地域,境界未定地域ベヨネース列岩、須美寿島、鳥島、孀婦岩,,境界未定地域ベヨネース列岩、須美寿島、鳥島、孀婦岩,2,1100,個人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13199,1319900600,境界未定地域,境界未定地域ベヨネース列岩、須美寿島、鳥島、孀婦岩,,境界未定地域ベヨネース列岩、須美寿島、鳥島、孀婦岩,3,1210,会社,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13199,1319900600,境界未定地域,境界未定地域ベヨネース列岩、須美寿島、鳥島、孀婦岩,,境界未定地域ベヨネース列岩、須美寿島、鳥島、孀婦岩,3,1220,会社以外の法人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
