地域階層,地域コード,地域名,産業分類階層,大分類,中分類,小分類,小分類の内訳,産業分類名称,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模名称,総数（経営組織）／企業等数,総数（経営組織）／企業事業所数（事業所）,総数（経営組織）／企業従業者数（人）,総数（経営組織）／企業従業者数のうち常用労働者数（人）,個人／企業等数,個人／企業事業所数（事業所）,個人／企業従業者数（人）,個人／企業従業者数のうち常用労働者数（人）,会社企業／総数（資本金階級）／企業等数,会社企業／総数（資本金階級）／企業事業所数（事業所）,会社企業／総数（資本金階級）／企業従業者数（人）,会社企業／総数（資本金階級）／企業従業者数のうち常用労働者数（人）,会社企業／資本金300万円未満／企業等数,会社企業／資本金300万円未満／企業事業所数（事業所）,会社企業／資本金300万円未満／企業従業者数（人）,会社企業／資本金300万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金300万～500万円未満／企業等数,会社企業／資本金300万～500万円未満／企業事業所数（事業所）,会社企業／資本金300万～500万円未満／企業従業者数（人）,会社企業／資本金300万～500万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金500万～1000万円未満／企業等数,会社企業／資本金500万～1000万円未満／企業事業所数（事業所）,会社企業／資本金500万～1000万円未満／企業従業者数（人）,会社企業／資本金500万～1000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金1000万～3000万円未満／企業等数,会社企業／資本金1000万～3000万円未満／企業事業所数（事業所）,会社企業／資本金1000万～3000万円未満／企業従業者数（人）,会社企業／資本金1000万～3000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金3000万～5000万円未満／企業等数,会社企業／資本金3000万～5000万円未満／企業事業所数（事業所）,会社企業／資本金3000万～5000万円未満／企業従業者数（人）,会社企業／資本金3000万～5000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金5000万～1億円未満／企業等数,会社企業／資本金5000万～1億円未満／企業事業所数（事業所）,会社企業／資本金5000万～1億円未満／企業従業者数（人）,会社企業／資本金5000万～1億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金1億～3億円未満／企業等数,会社企業／資本金1億～3億円未満／企業事業所数（事業所）,会社企業／資本金1億～3億円未満／企業従業者数（人）,会社企業／資本金1億～3億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金3億～10億円未満／企業等数,会社企業／資本金3億～10億円未満／企業事業所数（事業所）,会社企業／資本金3億～10億円未満／企業従業者数（人）,会社企業／資本金3億～10億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金10億～50億円未満／企業等数,会社企業／資本金10億～50億円未満／企業事業所数（事業所）,会社企業／資本金10億～50億円未満／企業従業者数（人）,会社企業／資本金10億～50億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金50億円以上／企業等数,会社企業／資本金50億円以上／企業事業所数（事業所）,会社企業／資本金50億円以上／企業従業者数（人）,会社企業／資本金50億円以上／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金1000万円以下／企業等数,会社企業／（再掲）資本金1000万円以下／企業事業所数（事業所）,会社企業／（再掲）資本金1000万円以下／企業従業者数（人）,会社企業／（再掲）資本金1000万円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金5000万円以下／企業等数,会社企業／（再掲）資本金5000万円以下／企業事業所数（事業所）,会社企業／（再掲）資本金5000万円以下／企業従業者数（人）,会社企業／（再掲）資本金5000万円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金1億円以下／企業等数,会社企業／（再掲）資本金1億円以下／企業事業所数（事業所）,会社企業／（再掲）資本金1億円以下／企業従業者数（人）,会社企業／（再掲）資本金1億円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金3億円以下／企業等数,会社企業／（再掲）資本金3億円以下／企業事業所数（事業所）,会社企業／（再掲）資本金3億円以下／企業従業者数（人）,会社企業／（再掲）資本金3億円以下／企業従業者数のうち常用労働者数（人）,会社以外の法人／企業等数,会社以外の法人／企業事業所数（事業所）,会社以外の法人／企業従業者数（人）,会社以外の法人／企業従業者数のうち常用労働者数（人）
4,13219,狛江市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,0,00,総数（企業常用雇用者規模）,1645,1856,10879,6847,758,765,2037,969,821,1004,7821,5119,74,76,452,319,352,378,1748,1036,76,83,423,243,265,357,3865,2317,17,28,413,374,11,22,344,313,2,23,333,306,-,-,-,-,-,-,-,-,-,-,-,-,722,804,4655,3066,788,929,7017,4391,795,944,7245,4602,797,967,7578,4908,66,87,1021,759
4,13219,狛江市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,01,企業常用雇用者0～4人,1343,1369,3620,1283,706,712,1524,524,608,626,1932,711,58,59,168,54,297,305,906,304,56,58,189,60,174,178,598,255,4,4,18,10,2,2,11,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,564,578,1801,648,590,605,1884,686,591,606,1890,690,591,606,1890,690,29,31,164,48
4,13219,狛江市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,02,企業常用雇用者5～9人,153,175,1290,1005,39,39,300,247,99,120,862,658,5,5,41,30,22,25,166,137,16,17,149,118,47,56,431,311,3,4,25,20,1,1,11,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80,88,694,524,93,107,812,616,94,108,823,624,94,108,823,624,15,16,128,100
4,13219,狛江市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,03,企業常用雇用者10～19人,74,88,1163,977,10,10,126,116,53,63,856,698,6,7,89,84,23,27,309,280,2,3,25,21,18,21,381,264,3,4,40,38,1,1,12,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,52,701,566,52,62,844,687,53,63,856,698,53,63,856,698,11,15,181,163
4,13219,狛江市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,04,企業常用雇用者20～29人,31,54,826,727,2,2,45,42,25,48,685,596,2,2,47,45,7,14,201,173,2,5,60,44,11,22,293,262,2,4,52,45,1,1,32,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,36,528,458,25,48,685,596,25,48,685,596,25,48,685,596,4,4,96,89
4,13219,狛江市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,05,企業常用雇用者30～49人,27,70,1112,1009,1,2,42,40,22,50,920,822,3,3,107,106,2,4,103,80,-,-,-,-,10,27,432,384,2,2,72,65,4,11,161,145,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,30,517,464,19,41,793,707,21,47,875,780,21,47,875,780,4,18,150,147
4,13219,狛江市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,06,企業常用雇用者50～99人,12,29,887,773,-,-,-,-,9,26,585,561,-,-,-,-,1,3,63,62,-,-,-,-,2,3,120,115,3,10,206,196,2,6,117,115,1,4,79,73,-,-,-,-,-,-,-,-,-,-,-,-,2,4,128,125,6,16,389,373,8,22,506,488,9,26,585,561,3,3,302,212
4,13219,狛江市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,07,企業常用雇用者100～299人,5,71,1981,1073,-,-,-,-,5,71,1981,1073,-,-,-,-,-,-,-,-,-,-,-,-,3,50,1610,726,-,-,-,-,-,-,-,-,1,19,254,233,-,-,-,-,-,-,-,-,-,-,-,-,1,16,286,281,3,50,1610,726,3,50,1610,726,4,69,1864,959,-,-,-,-
4,13219,狛江市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,08,企業常用雇用者300～999人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13219,狛江市,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,09,企業常用雇用者1000～1999人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
