地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,経営組織階層,経営組織コード,経営組織名称,従業者数（人）,従業者数／男（人）,従業者数／女（人）,従業者数／個人業主（人）,従業者数／個人業主／男（人）,従業者数／個人業主／女（人）,従業者数／無給の家族従業者（人）,従業者数／無給の家族従業者／男（人）,従業者数／無給の家族従業者／女（人）,従業者数／有給役員（人）,従業者数／有給役員／男（人）,従業者数／有給役員／女（人）,従業者数／雇用者（人）,従業者数／雇用者／男（人）,従業者数／雇用者／女（人）,従業者数／雇用者／常用雇用者（人）,従業者数／雇用者／常用雇用者／男（人）,従業者数／雇用者／常用雇用者／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員（人）,従業者数／雇用者／常用雇用者／正社員・正職員／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／女（人）,従業者数／雇用者／臨時雇用者（人）,従業者数／雇用者／臨時雇用者／男（人）,従業者数／雇用者／臨時雇用者／女（人）,従業者数／（再掲）他への出向・派遣従業者（人）,従業者数／（再掲）他への出向・派遣従業者／男（人）,従業者数／（再掲）他への出向・派遣従業者／女（人）,他からの出向・派遣従業者（人）,他からの出向・派遣従業者／男（人）,他からの出向・派遣従業者／女（人）,事業従事者数（人）,事業従事者数／男（人）,事業従事者数／女（人）
4,13209,1320900000,町田市,,,町田市,1,1000,民営,134188,64224,69904,3420,2457,963,701,142,559,8799,6076,2723,121268,55549,65659,112233,51455,60718,53301,31969,21290,58932,19486,39428,9035,4094,4941,959,546,413,2126,1199,927,135355,64877,70418
4,13209,1320900000,町田市,,,町田市,2,1100,個人,10921,4571,6350,3420,2457,963,701,142,559,-,-,-,6800,1972,4828,6226,1782,4444,2631,930,1701,3595,852,2743,574,190,384,22,10,12,46,28,18,10945,4589,6356
4,13209,1320900000,町田市,,,町田市,3,1210,会社,97026,50443,46523,-,-,-,-,-,-,7904,5428,2476,89122,45015,44047,82117,41728,40329,37514,26032,11440,44603,15696,28889,7005,3287,3718,869,527,342,1876,1116,760,98033,51032,46941
4,13209,1320900000,町田市,,,町田市,3,1220,会社以外の法人,26030,9105,16925,-,-,-,-,-,-,863,624,239,25167,8481,16686,23718,7869,15849,13107,4983,8124,10611,2886,7725,1449,612,837,57,8,49,199,51,148,26172,9148,17024
4,13209,1320900000,町田市,,,町田市,2,1300,法人でない団体,211,105,106,-,-,-,-,-,-,32,24,8,179,81,98,172,76,96,49,24,25,123,52,71,7,5,2,11,1,10,5,4,1,205,108,97
5,13209,1320900100,町田市,町田市相原町,,町田市相原町,1,1000,民営,3900,1776,2124,127,94,33,28,4,24,253,189,64,3492,1489,2003,3158,1289,1869,1541,921,620,1617,368,1249,334,200,134,2,1,1,58,24,34,3956,1799,2157
5,13209,1320900100,町田市,町田市相原町,,町田市相原町,2,1100,個人,317,154,163,127,94,33,28,4,24,-,-,-,162,56,106,139,45,94,77,32,45,62,13,49,23,11,12,-,-,-,1,1,-,318,155,163
5,13209,1320900100,町田市,町田市相原町,,町田市相原町,3,1210,会社,1709,950,759,-,-,-,-,-,-,221,161,60,1488,789,699,1406,733,673,636,500,136,770,233,537,82,56,26,1,-,1,24,16,8,1732,966,766
5,13209,1320900100,町田市,町田市相原町,,町田市相原町,3,1220,会社以外の法人,1874,672,1202,-,-,-,-,-,-,32,28,4,1842,644,1198,1613,511,1102,828,389,439,785,122,663,229,133,96,1,1,-,33,7,26,1906,678,1228
5,13209,1320900100,町田市,町田市相原町,,町田市相原町,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13209,1320900200,町田市,町田市旭町,,町田市旭町,1,1000,民営,3389,2004,1385,60,44,16,16,5,11,145,100,45,3168,1855,1313,3085,1814,1271,1822,1325,497,1263,489,774,83,41,42,5,4,1,29,15,14,3413,2015,1398
5,13209,1320900200,町田市,町田市旭町,,町田市旭町,2,1100,個人,161,73,88,60,44,16,16,5,11,-,-,-,85,24,61,83,23,60,40,17,23,43,6,37,2,1,1,-,-,-,-,-,-,161,73,88
5,13209,1320900200,町田市,町田市旭町,,町田市旭町,3,1210,会社,2865,1841,1024,-,-,-,-,-,-,130,91,39,2735,1750,985,2690,1728,962,1607,1273,334,1083,455,628,45,22,23,5,4,1,29,15,14,2889,1852,1037
