地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,経営組織階層,経営組織コード,経営組織名称,従業者数（人）,従業者数／男（人）,従業者数／女（人）,従業者数／個人業主（人）,従業者数／個人業主／男（人）,従業者数／個人業主／女（人）,従業者数／無給の家族従業者（人）,従業者数／無給の家族従業者／男（人）,従業者数／無給の家族従業者／女（人）,従業者数／有給役員（人）,従業者数／有給役員／男（人）,従業者数／有給役員／女（人）,従業者数／雇用者（人）,従業者数／雇用者／男（人）,従業者数／雇用者／女（人）,従業者数／雇用者／常用雇用者（人）,従業者数／雇用者／常用雇用者／男（人）,従業者数／雇用者／常用雇用者／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員（人）,従業者数／雇用者／常用雇用者／正社員・正職員／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／女（人）,従業者数／雇用者／臨時雇用者（人）,従業者数／雇用者／臨時雇用者／男（人）,従業者数／雇用者／臨時雇用者／女（人）,従業者数／（再掲）他への出向・派遣従業者（人）,従業者数／（再掲）他への出向・派遣従業者／男（人）,従業者数／（再掲）他への出向・派遣従業者／女（人）,他からの出向・派遣従業者（人）,他からの出向・派遣従業者／男（人）,他からの出向・派遣従業者／女（人）,事業従事者数（人）,事業従事者数／男（人）,事業従事者数／女（人）
4,13227,1322700000,羽村市,,,羽村市,1,1000,民営,25505,16648,8835,774,501,273,167,37,130,1198,831,367,23366,15279,8065,22430,14763,7645,13606,10899,2685,8824,3864,4960,936,516,420,312,210,102,684,593,91,25877,17031,8824
4,13227,1322700000,羽村市,,,羽村市,2,1100,個人,2167,935,1232,774,501,273,167,37,130,-,-,-,1226,397,829,1051,336,715,385,152,233,666,184,482,175,61,114,1,-,1,3,1,2,2169,936,1233
4,13227,1322700000,羽村市,,,羽村市,3,1210,会社,20811,14900,5889,-,-,-,-,-,-,1101,764,337,19710,14136,5552,19016,13704,5290,11811,10224,1565,7205,3480,3725,694,432,262,309,209,100,665,588,77,21167,15279,5866
4,13227,1322700000,羽村市,,,羽村市,3,1220,会社以外の法人,2524,811,1713,-,-,-,-,-,-,95,66,29,2429,745,1684,2362,722,1640,1410,523,887,952,199,753,67,23,44,2,1,1,16,4,12,2538,814,1724
4,13227,1322700000,羽村市,,,羽村市,2,1300,法人でない団体,3,2,1,-,-,-,-,-,-,2,1,1,1,1,-,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,3,2,1
5,13227,1322700100,羽村市,羽村市川崎,,羽村市川崎,1,1000,民営,331,201,130,29,18,11,4,1,3,64,36,28,234,146,88,204,123,81,101,75,26,103,48,55,30,23,7,-,-,-,-,-,-,331,201,130
5,13227,1322700100,羽村市,羽村市川崎,,羽村市川崎,2,1100,個人,92,41,51,29,18,11,4,1,3,-,-,-,59,22,37,51,20,31,22,11,11,29,9,20,8,2,6,-,-,-,-,-,-,92,41,51
5,13227,1322700100,羽村市,羽村市川崎,,羽村市川崎,3,1210,会社,233,156,77,-,-,-,-,-,-,63,35,28,170,121,49,148,100,48,77,63,14,71,37,34,22,21,1,-,-,-,-,-,-,233,156,77
5,13227,1322700100,羽村市,羽村市川崎,,羽村市川崎,3,1220,会社以外の法人,6,4,2,-,-,-,-,-,-,1,1,-,5,3,2,5,3,2,2,1,1,3,2,1,-,-,-,-,-,-,-,-,-,6,4,2
5,13227,1322700100,羽村市,羽村市川崎,,羽村市川崎,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
