地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,経営組織階層,経営組織コード,経営組織名称,従業者数（人）,従業者数／男（人）,従業者数／女（人）,従業者数／個人業主（人）,従業者数／個人業主／男（人）,従業者数／個人業主／女（人）,従業者数／無給の家族従業者（人）,従業者数／無給の家族従業者／男（人）,従業者数／無給の家族従業者／女（人）,従業者数／有給役員（人）,従業者数／有給役員／男（人）,従業者数／有給役員／女（人）,従業者数／雇用者（人）,従業者数／雇用者／男（人）,従業者数／雇用者／女（人）,従業者数／雇用者／常用雇用者（人）,従業者数／雇用者／常用雇用者／男（人）,従業者数／雇用者／常用雇用者／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員（人）,従業者数／雇用者／常用雇用者／正社員・正職員／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／女（人）,従業者数／雇用者／臨時雇用者（人）,従業者数／雇用者／臨時雇用者／男（人）,従業者数／雇用者／臨時雇用者／女（人）,従業者数／（再掲）他への出向・派遣従業者（人）,従業者数／（再掲）他への出向・派遣従業者／男（人）,従業者数／（再掲）他への出向・派遣従業者／女（人）,他からの出向・派遣従業者（人）,他からの出向・派遣従業者／男（人）,他からの出向・派遣従業者／女（人）,事業従事者数（人）,事業従事者数／男（人）,事業従事者数／女（人）
4,13208,1320800000,調布市,,,調布市,1,1000,民営,73837,38180,35472,1964,1422,542,377,91,286,4909,3391,1518,66587,33276,33126,62353,31136,31032,31537,19992,11404,30816,11144,19628,4234,2140,2094,564,418,146,2333,1052,1281,75606,38814,36607
4,13208,1320800000,調布市,,,調布市,2,1100,個人,6728,3006,3722,1964,1422,542,377,91,286,-,-,-,4387,1493,2894,3856,1288,2568,1599,585,1014,2257,703,1554,531,205,326,14,5,9,22,9,13,6736,3010,3726
4,13208,1320800000,調布市,,,調布市,3,1210,会社,54222,29958,24079,-,-,-,-,-,-,4487,3115,1372,49735,26843,22707,46413,25021,21207,23518,16521,6856,22895,8500,14351,3322,1822,1500,542,408,134,1950,897,1053,55630,30447,24998
4,13208,1320800000,調布市,,,調布市,3,1220,会社以外の法人,12828,5179,7649,-,-,-,-,-,-,419,273,146,12409,4906,7503,12030,4793,7237,6394,2870,3524,5636,1923,3713,379,113,266,8,5,3,358,143,215,13178,5317,7861
4,13208,1320800000,調布市,,,調布市,2,1300,法人でない団体,59,37,22,-,-,-,-,-,-,3,3,-,56,34,22,54,34,20,26,16,10,28,18,10,2,-,2,-,-,-,3,3,-,62,40,22
5,13208,1320801600,調布市,調布市入間町,,調布市入間町,1,1000,民営,994,512,482,46,37,9,21,7,14,112,78,34,815,390,425,738,362,376,339,268,71,399,94,305,77,28,49,4,3,1,19,7,12,1009,516,493
5,13208,1320801600,調布市,調布市入間町,,調布市入間町,2,1100,個人,167,62,105,46,37,9,21,7,14,-,-,-,100,18,82,83,18,65,35,9,26,48,9,39,17,-,17,-,-,-,-,-,-,167,62,105
5,13208,1320801600,調布市,調布市入間町,,調布市入間町,3,1210,会社,755,423,332,-,-,-,-,-,-,108,76,32,647,347,300,593,319,274,278,239,39,315,80,235,54,28,26,4,3,1,19,7,12,770,427,343
5,13208,1320801600,調布市,調布市入間町,,調布市入間町,3,1220,会社以外の法人,72,27,45,-,-,-,-,-,-,4,2,2,68,25,43,62,25,37,26,20,6,36,5,31,6,-,6,-,-,-,-,-,-,72,27,45
5,13208,1320801600,調布市,調布市入間町,,調布市入間町,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13208,1320801601,調布市,調布市入間町,１丁目,調布市入間町１丁目,1,1000,民営,577,286,291,20,17,3,6,1,5,66,41,25,485,227,258,475,224,251,205,165,40,270,59,211,10,3,7,2,2,-,19,7,12,594,291,303
6,13208,1320801601,調布市,調布市入間町,１丁目,調布市入間町１丁目,2,1100,個人,77,34,43,20,17,3,6,1,5,-,-,-,51,16,35,50,16,34,19,8,11,31,8,23,1,-,1,-,-,-,-,-,-,77,34,43
6,13208,1320801601,調布市,調布市入間町,１丁目,調布市入間町１丁目,3,1210,会社,477,244,233,-,-,-,-,-,-,64,40,24,413,204,209,404,201,203,179,154,25,225,47,178,9,3,6,2,2,-,19,7,12,494,249,245
6,13208,1320801601,調布市,調布市入間町,１丁目,調布市入間町１丁目,3,1220,会社以外の法人,23,8,15,-,-,-,-,-,-,2,1,1,21,7,14,21,7,14,7,3,4,14,4,10,-,-,-,-,-,-,-,-,-,23,8,15
6,13208,1320801601,調布市,調布市入間町,１丁目,調布市入間町１丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13208,1320801602,調布市,調布市入間町,２丁目,調布市入間町２丁目,1,1000,民営,278,160,118,18,12,6,7,2,5,25,20,5,228,126,102,199,116,83,103,88,15,96,28,68,29,10,19,-,-,-,-,-,-,278,160,118
6,13208,1320801602,調布市,調布市入間町,２丁目,調布市入間町２丁目,2,1100,個人,48,15,33,18,12,6,7,2,5,-,-,-,23,1,22,9,1,8,4,-,4,5,1,4,14,-,14,-,-,-,-,-,-,48,15,33
6,13208,1320801602,調布市,調布市入間町,２丁目,調布市入間町２丁目,3,1210,会社,191,126,65,-,-,-,-,-,-,23,19,4,168,107,61,153,97,56,82,71,11,71,26,45,15,10,5,-,-,-,-,-,-,191,126,65
6,13208,1320801602,調布市,調布市入間町,２丁目,調布市入間町２丁目,3,1220,会社以外の法人,39,19,20,-,-,-,-,-,-,2,1,1,37,18,19,37,18,19,17,17,-,20,1,19,-,-,-,-,-,-,-,-,-,39,19,20
6,13208,1320801602,調布市,調布市入間町,２丁目,調布市入間町２丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13208,1320801603,調布市,調布市入間町,３丁目,調布市入間町３丁目,1,1000,民営,139,66,73,8,8,-,8,4,4,21,17,4,102,37,65,64,22,42,31,15,16,33,7,26,38,15,23,2,1,1,-,-,-,137,65,72
6,13208,1320801603,調布市,調布市入間町,３丁目,調布市入間町３丁目,2,1100,個人,42,13,29,8,8,-,8,4,4,-,-,-,26,1,25,24,1,23,12,1,11,12,-,12,2,-,2,-,-,-,-,-,-,42,13,29
6,13208,1320801603,調布市,調布市入間町,３丁目,調布市入間町３丁目,3,1210,会社,87,53,34,-,-,-,-,-,-,21,17,4,66,36,30,36,21,15,17,14,3,19,7,12,30,15,15,2,1,1,-,-,-,85,52,33
6,13208,1320801603,調布市,調布市入間町,３丁目,調布市入間町３丁目,3,1220,会社以外の法人,10,-,10,-,-,-,-,-,-,-,-,-,10,-,10,4,-,4,2,-,2,2,-,2,6,-,6,-,-,-,-,-,-,10,-,10
6,13208,1320801603,調布市,調布市入間町,３丁目,調布市入間町３丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13208,1320800200,調布市,調布市上石原,,調布市上石原,1,1000,民営,3199,1509,1690,103,71,32,18,3,15,187,133,54,2891,1302,1589,2422,1107,1315,1159,598,561,1263,509,754,469,195,274,37,27,10,72,34,38,3234,1516,1718
5,13208,1320800200,調布市,調布市上石原,,調布市上石原,2,1100,個人,308,114,194,103,71,32,18,3,15,-,-,-,187,40,147,175,37,138,65,22,43,110,15,95,12,3,9,1,-,1,2,2,-,309,116,193
5,13208,1320800200,調布市,調布市上石原,,調布市上石原,3,1210,会社,2147,1141,1006,-,-,-,-,-,-,180,128,52,1967,1013,954,1521,825,696,685,445,240,836,380,456,446,188,258,36,27,9,39,29,10,2150,1143,1007
5,13208,1320800200,調布市,調布市上石原,,調布市上石原,3,1220,会社以外の法人,743,253,490,-,-,-,-,-,-,6,4,2,737,249,488,726,245,481,409,131,278,317,114,203,11,4,7,-,-,-,31,3,28,774,256,518
