地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,経営組織階層,経営組織コード,経営組織名称,従業者数（人）,従業者数／男（人）,従業者数／女（人）,従業者数／個人業主（人）,従業者数／個人業主／男（人）,従業者数／個人業主／女（人）,従業者数／無給の家族従業者（人）,従業者数／無給の家族従業者／男（人）,従業者数／無給の家族従業者／女（人）,従業者数／有給役員（人）,従業者数／有給役員／男（人）,従業者数／有給役員／女（人）,従業者数／雇用者（人）,従業者数／雇用者／男（人）,従業者数／雇用者／女（人）,従業者数／雇用者／常用雇用者（人）,従業者数／雇用者／常用雇用者／男（人）,従業者数／雇用者／常用雇用者／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員（人）,従業者数／雇用者／常用雇用者／正社員・正職員／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／女（人）,従業者数／雇用者／臨時雇用者（人）,従業者数／雇用者／臨時雇用者／男（人）,従業者数／雇用者／臨時雇用者／女（人）,従業者数／（再掲）他への出向・派遣従業者（人）,従業者数／（再掲）他への出向・派遣従業者／男（人）,従業者数／（再掲）他への出向・派遣従業者／女（人）,他からの出向・派遣従業者（人）,他からの出向・派遣従業者／男（人）,他からの出向・派遣従業者／女（人）,事業従事者数（人）,事業従事者数／男（人）,事業従事者数／女（人）
4,13224,1322400000,多摩市,,,多摩市,1,1000,民営,61798,30296,31442,774,561,213,194,68,126,2491,1717,774,58339,27950,30329,55063,26939,28064,29015,18081,10928,26048,8858,17136,3276,1011,2265,527,396,131,2109,1264,837,63380,31164,32148
4,13224,1322400000,多摩市,,,多摩市,2,1100,個人,3052,1294,1758,774,561,213,194,68,126,-,-,-,2084,665,1419,1878,585,1293,679,229,450,1199,356,843,206,80,126,9,3,6,2,1,1,3045,1292,1753
4,13224,1322400000,多摩市,,,多摩市,3,1210,会社,48675,25672,22943,-,-,-,-,-,-,2238,1574,664,46437,24098,22279,43816,23281,20475,22356,15622,6728,21460,7659,13747,2621,817,1804,507,384,123,1883,1138,737,50051,26426,23557
4,13224,1322400000,多摩市,,,多摩市,3,1220,会社以外の法人,9900,3285,6615,-,-,-,-,-,-,229,138,91,9671,3147,6524,9222,3033,6189,5925,2208,3717,3297,825,2472,449,114,335,11,9,2,221,122,99,10110,3398,6712
4,13224,1322400000,多摩市,,,多摩市,2,1300,法人でない団体,171,45,126,-,-,-,-,-,-,24,5,19,147,40,107,147,40,107,55,22,33,92,18,74,-,-,-,-,-,-,3,3,-,174,48,126
5,13224,1322402200,多摩市,多摩市愛宕,,多摩市愛宕,1,1000,民営,1339,672,667,26,19,7,5,1,4,72,50,22,1236,602,634,1198,598,600,577,421,156,621,177,444,38,4,34,23,22,1,34,20,14,1350,670,680
5,13224,1322402200,多摩市,多摩市愛宕,,多摩市愛宕,2,1100,個人,95,28,67,26,19,7,5,1,4,-,-,-,64,8,56,58,8,50,25,7,18,33,1,32,6,-,6,-,-,-,-,-,-,95,28,67
5,13224,1322402200,多摩市,多摩市愛宕,,多摩市愛宕,3,1210,会社,1099,617,482,-,-,-,-,-,-,69,48,21,1030,569,461,999,566,433,483,402,81,516,164,352,31,3,28,23,22,1,30,20,10,1106,615,491
5,13224,1322402200,多摩市,多摩市愛宕,,多摩市愛宕,3,1220,会社以外の法人,131,23,108,-,-,-,-,-,-,3,2,1,128,21,107,127,20,107,68,11,57,59,9,50,1,1,-,-,-,-,4,-,4,135,23,112
5,13224,1322402200,多摩市,多摩市愛宕,,多摩市愛宕,2,1300,法人でない団体,14,4,10,-,-,-,-,-,-,-,-,-,14,4,10,14,4,10,1,1,-,13,3,10,-,-,-,-,-,-,-,-,-,14,4,10
