地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,資本金階級階層,資本金階級コード,資本金階級名称,A～R全産業（Ｓ公務を除く）／会社企業数,A～R全産業（Ｓ公務を除く）／企業従業者数（人）,A～B農林漁業／会社企業数,A～B農林漁業／企業従業者数（人）,A農業，林業／会社企業数,A農業，林業／企業従業者数（人）,B漁業／会社企業数,B漁業／企業従業者数（人）,C～R非農林漁業（Ｓ公務を除く）／会社企業数,C～R非農林漁業（Ｓ公務を除く）／企業従業者数（人）,C鉱業，採石業，砂利採取業／会社企業数,C鉱業，採石業，砂利採取業／企業従業者数（人）,D建設業／会社企業数,D建設業／企業従業者数（人）,E製造業／会社企業数,E製造業／企業従業者数（人）,F電気・ガス・熱供給・水道業／会社企業数,F電気・ガス・熱供給・水道業／企業従業者数（人）,G情報通信業／会社企業数,G情報通信業／企業従業者数（人）,H運輸業，郵便業／会社企業数,H運輸業，郵便業／企業従業者数（人）,I卸売業，小売業／会社企業数,I卸売業，小売業／企業従業者数（人）,J金融業，保険業／会社企業数,J金融業，保険業／企業従業者数（人）,K不動産業，物品賃貸業／会社企業数,K不動産業，物品賃貸業／企業従業者数（人）,L学術研究，専門・技術サービス業／会社企業数,L学術研究，専門・技術サービス業／企業従業者数（人）,M宿泊業，飲食サービス業／会社企業数,M宿泊業，飲食サービス業／企業従業者数（人）,N生活関連サービス業，娯楽業／会社企業数,N生活関連サービス業，娯楽業／企業従業者数（人）,O教育，学習支援業／会社企業数,O教育，学習支援業／企業従業者数（人）,P医療，福祉／会社企業数,P医療，福祉／企業従業者数（人）,Q複合サービス事業／会社企業数,Q複合サービス事業／企業従業者数（人）,Rサービス業（他に分類されないもの）／会社企業数,Rサービス業（他に分類されないもの）／企業従業者数（人）
4,13225,1322500000,稲城市,,,稲城市,0,00,総数（資本金階級）,809,13592,8,74,8,74,-,-,801,13518,-,-,189,1450,137,5144,-,-,30,248,17,2344,149,1650,8,18,71,349,61,277,34,422,37,486,12,143,11,362,-,-,45,625
4,13225,1322500000,稲城市,,,稲城市,1,01,資本金300万円未満,52,228,1,3,1,3,-,-,51,225,-,-,10,37,3,5,-,-,4,6,-,-,8,41,-,-,8,24,9,29,4,51,2,7,1,20,-,-,-,-,2,5
4,13225,1322500000,稲城市,,,稲城市,1,02,資本金300万～500万円未満,322,1680,3,10,3,10,-,-,319,1670,-,-,81,358,31,143,-,-,10,24,4,45,67,371,7,17,27,62,31,109,14,103,14,93,6,49,4,160,-,-,23,136
4,13225,1322500000,稲城市,,,稲城市,1,03,資本金500万～1000万円未満,95,856,-,-,-,-,-,-,95,856,-,-,20,114,20,163,-,-,2,2,1,6,27,409,1,1,10,35,4,16,2,14,4,61,1,4,1,9,-,-,2,22
4,13225,1322500000,稲城市,,,稲城市,1,04,資本金1000万～3000万円未満,243,3320,4,61,4,61,-,-,239,3259,-,-,64,525,59,1101,-,-,9,87,8,456,35,313,-,-,20,121,11,30,5,71,9,71,-,-,4,49,-,-,15,435
4,13225,1322500000,稲城市,,,稲城市,1,05,資本金3000万～5000万円未満,24,959,-,-,-,-,-,-,24,959,-,-,6,99,6,219,-,-,1,2,-,-,4,359,-,-,2,56,3,78,-,-,1,16,-,-,1,130,-,-,-,-
4,13225,1322500000,稲城市,,,稲城市,1,06,資本金5000万～1億円未満,23,2677,-,-,-,-,-,-,23,2677,-,-,6,313,6,384,-,-,-,-,3,1821,3,65,-,-,2,48,-,-,-,-,1,22,-,-,-,-,-,-,2,24
4,13225,1322500000,稲城市,,,稲城市,1,07,資本金1億～3億円未満,5,540,-,-,-,-,-,-,5,540,-,-,-,-,3,390,-,-,1,123,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,27,-,-,-,-,-,-
4,13225,1322500000,稲城市,,,稲城市,1,08,資本金3億～10億円未満,1,322,-,-,-,-,-,-,1,322,-,-,-,-,1,322,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13225,1322500000,稲城市,,,稲城市,1,09,資本金10億～50億円未満,1,505,-,-,-,-,-,-,1,505,-,-,-,-,1,505,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
