地域階層,地域コード,地域名,産業分類階層,大分類,中分類,小分類,小分類の内訳,産業分類名称,企業常用雇用者規模階層,企業常用雇用者規模コード,企業常用雇用者規模名称,総数（経営組織）／企業等数,総数（経営組織）／企業事業所数（事業所）,総数（経営組織）／企業従業者数（人）,総数（経営組織）／企業従業者数のうち常用労働者数（人）,個人／企業等数,個人／企業事業所数（事業所）,個人／企業従業者数（人）,個人／企業従業者数のうち常用労働者数（人）,会社企業／総数（資本金階級）／企業等数,会社企業／総数（資本金階級）／企業事業所数（事業所）,会社企業／総数（資本金階級）／企業従業者数（人）,会社企業／総数（資本金階級）／企業従業者数のうち常用労働者数（人）,会社企業／資本金300万円未満／企業等数,会社企業／資本金300万円未満／企業事業所数（事業所）,会社企業／資本金300万円未満／企業従業者数（人）,会社企業／資本金300万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金300万～500万円未満／企業等数,会社企業／資本金300万～500万円未満／企業事業所数（事業所）,会社企業／資本金300万～500万円未満／企業従業者数（人）,会社企業／資本金300万～500万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金500万～1000万円未満／企業等数,会社企業／資本金500万～1000万円未満／企業事業所数（事業所）,会社企業／資本金500万～1000万円未満／企業従業者数（人）,会社企業／資本金500万～1000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金1000万～3000万円未満／企業等数,会社企業／資本金1000万～3000万円未満／企業事業所数（事業所）,会社企業／資本金1000万～3000万円未満／企業従業者数（人）,会社企業／資本金1000万～3000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金3000万～5000万円未満／企業等数,会社企業／資本金3000万～5000万円未満／企業事業所数（事業所）,会社企業／資本金3000万～5000万円未満／企業従業者数（人）,会社企業／資本金3000万～5000万円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金5000万～1億円未満／企業等数,会社企業／資本金5000万～1億円未満／企業事業所数（事業所）,会社企業／資本金5000万～1億円未満／企業従業者数（人）,会社企業／資本金5000万～1億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金1億～3億円未満／企業等数,会社企業／資本金1億～3億円未満／企業事業所数（事業所）,会社企業／資本金1億～3億円未満／企業従業者数（人）,会社企業／資本金1億～3億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金3億～10億円未満／企業等数,会社企業／資本金3億～10億円未満／企業事業所数（事業所）,会社企業／資本金3億～10億円未満／企業従業者数（人）,会社企業／資本金3億～10億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金10億～50億円未満／企業等数,会社企業／資本金10億～50億円未満／企業事業所数（事業所）,会社企業／資本金10億～50億円未満／企業従業者数（人）,会社企業／資本金10億～50億円未満／企業従業者数のうち常用労働者数（人）,会社企業／資本金50億円以上／企業等数,会社企業／資本金50億円以上／企業事業所数（事業所）,会社企業／資本金50億円以上／企業従業者数（人）,会社企業／資本金50億円以上／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金1000万円以下／企業等数,会社企業／（再掲）資本金1000万円以下／企業事業所数（事業所）,会社企業／（再掲）資本金1000万円以下／企業従業者数（人）,会社企業／（再掲）資本金1000万円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金5000万円以下／企業等数,会社企業／（再掲）資本金5000万円以下／企業事業所数（事業所）,会社企業／（再掲）資本金5000万円以下／企業従業者数（人）,会社企業／（再掲）資本金5000万円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金1億円以下／企業等数,会社企業／（再掲）資本金1億円以下／企業事業所数（事業所）,会社企業／（再掲）資本金1億円以下／企業従業者数（人）,会社企業／（再掲）資本金1億円以下／企業従業者数のうち常用労働者数（人）,会社企業／（再掲）資本金3億円以下／企業等数,会社企業／（再掲）資本金3億円以下／企業事業所数（事業所）,会社企業／（再掲）資本金3億円以下／企業従業者数（人）,会社企業／（再掲）資本金3億円以下／企業従業者数のうち常用労働者数（人）,会社以外の法人／企業等数,会社以外の法人／企業事業所数（事業所）,会社以外の法人／企業従業者数（人）,会社以外の法人／企業従業者数のうち常用労働者数（人）
4,13121,足立区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,0,00,総数（企業常用雇用者規模）,20470,24616,205099,164489,9614,9700,24830,11623,10192,13855,153125,127881,510,542,3229,2421,3887,4241,22080,15021,1186,1314,8394,6126,3597,4780,57411,47752,278,616,15128,14028,208,1046,24251,22640,45,284,6314,4776,14,203,6862,6657,3,63,1859,1830,-,-,-,-,8520,9853,72382,54386,9540,11938,116704,95435,9698,12761,135250,111267,9712,12827,137109,113060,664,1061,27144,24985
4,13121,足立区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,01,企業常用雇用者0～4人,15771,16078,40987,16302,9058,9100,18756,6340,6416,6668,21213,9465,369,376,1004,454,3050,3130,9517,4179,837,857,2729,1244,1822,1891,6792,3003,56,59,233,108,35,36,128,63,10,11,37,19,1,1,5,-,1,1,-,-,-,-,-,-,5879,6044,19220,8486,6145,6324,20316,9010,6178,6359,20436,9069,6179,6360,20440,9070,297,310,1018,497
4,13121,足立区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,02,企業常用雇用者5～9人,2108,2375,18115,13651,385,405,2951,2390,1602,1839,14060,10438,75,82,598,477,478,532,3913,3012,191,211,1619,1235,724,824,6609,4780,41,44,412,299,20,28,227,147,4,4,40,25,-,-,-,-,-,-,-,-,-,-,-,-,1323,1483,11325,8525,1520,1710,13293,9886,1530,1722,13391,9955,1533,1725,13418,9975,121,131,1104,823
4,13121,足立区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,03,企業常用雇用者10～19人,1331,1791,21179,17845,130,141,1864,1703,1097,1512,17434,14761,35,41,540,486,247,324,3781,3273,99,131,1565,1342,528,702,8551,7122,51,70,828,675,36,56,616,512,4,4,69,62,1,1,19,15,-,-,-,-,-,-,-,-,771,1007,12140,10290,975,1290,15515,13117,999,1327,15931,13454,1000,1328,15950,13472,104,138,1881,1381
4,13121,足立区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,04,企業常用雇用者20～29人,448,716,12252,10786,32,39,806,745,373,617,10321,9005,17,19,436,408,60,106,1573,1412,29,47,752,685,191,296,5460,4650,32,52,895,775,28,62,785,687,1,2,27,27,-,-,-,-,-,-,-,-,-,-,-,-,251,392,6989,6052,343,547,9502,8268,358,584,9928,8644,358,584,9928,8644,43,60,1125,1036
4,13121,足立区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,05,企業常用雇用者30～49人,343,683,13787,12694,7,11,247,241,309,634,12468,11464,12,22,484,431,31,49,1265,1174,22,43,899,813,161,306,6417,5897,35,107,1405,1273,17,33,720,676,5,9,213,191,-,-,-,-,-,-,-,-,-,-,-,-,162,285,6569,6018,265,540,10646,9753,281,567,11315,10379,283,569,11403,10455,27,38,1072,989
4,13121,足立区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,06,企業常用雇用者50～99人,239,734,18849,16576,1,1,86,85,210,686,16619,14499,2,2,167,165,12,45,867,841,4,7,271,263,116,343,8567,8018,27,100,1812,1701,30,132,2345,2148,6,27,1644,481,3,8,216,178,-,-,-,-,-,-,-,-,93,288,6939,6493,176,560,12930,12171,195,648,15521,13473,197,656,15673,13617,28,47,2144,1992
4,13121,足立区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,07,企業常用雇用者100～299人,164,844,27816,25986,1,3,120,119,140,763,23661,22003,-,-,-,-,9,55,1164,1130,4,18,559,544,48,253,8344,7657,25,110,4077,3800,27,166,4717,4357,9,59,1259,1217,5,61,1207,1088,1,4,193,179,-,-,-,-,37,238,5971,5312,93,461,15460,14330,120,650,19740,18345,123,665,20422,19001,23,78,4035,3864
4,13121,足立区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,08,企業常用雇用者300～999人,55,849,29219,28119,-,-,-,-,37,640,20296,19245,-,-,-,-,-,-,-,-,-,-,-,-,5,134,2769,2735,11,74,5466,5397,12,235,7337,6687,6,168,3025,2754,2,23,1306,1279,-,-,-,-,-,-,-,-,3,97,1420,1411,20,318,10877,10753,32,575,17710,16695,34,611,18597,17573,18,209,8923,8874
4,13121,足立区,0,A-R,00,000,000,全産業（Ｓ公務を除く）,1,09,企業常用雇用者1000～1999人,7,332,10620,10270,-,-,-,-,5,294,7786,7749,-,-,-,-,-,-,-,-,-,-,-,-,1,19,1809,1799,-,-,-,-,2,141,3113,3106,-,-,-,-,1,76,1198,1193,1,58,1666,1651,-,-,-,-,1,19,1809,1799,1,19,1809,1799,3,160,4922,4905,3,160,4922,4905,2,38,2834,2521
