地域階層,地域コード,地域名,経営組織階層,経営組織コード,経営組織名称,産業分類階層,大分類,中分類,小分類,小分類の内訳,産業分類名称,総数（従業者規模）／事業所数（事業所）,総数（従業者規模）／従業者数（人）,総数（従業者規模）／従業者数／男（人）,総数（従業者規模）／従業者数／女（人）,従業者1～4人／事業所数（事業所）,従業者1～4人／従業者数（人）,従業者1～4人／従業者数／男（人）,従業者1～4人／従業者数／女（人）,従業者1人／事業所数（事業所）,従業者1人／従業者数（人）,従業者1人／従業者数／男（人）,従業者1人／従業者数／女（人）,従業者2人／事業所数（事業所）,従業者2人／従業者数（人）,従業者2人／従業者数／男（人）,従業者2人／従業者数／女（人）,従業者3人／事業所数（事業所）,従業者3人／従業者数（人）,従業者3人／従業者数／男（人）,従業者3人／従業者数／女（人）,従業者4人／事業所数（事業所）,従業者4人／従業者数（人）,従業者4人／従業者数／男（人）,従業者4人／従業者数／女（人）,従業者5～9人／事業所数（事業所）,従業者5～9人／従業者数（人）,従業者5～9人／従業者数／男（人）,従業者5～9人／従業者数／女（人）,従業者10～19人／事業所数（事業所）,従業者10～19人／従業者数（人）,従業者10～19人／従業者数／男（人）,従業者10～19人／従業者数／女（人）,従業者20～29人／事業所数（事業所）,従業者20～29人／従業者数（人）,従業者20～29人／従業者数／男（人）,従業者20～29人／従業者数／女（人）,従業者30～49人／事業所数（事業所）,従業者30～49人／従業者数（人）,従業者30～49人／従業者数／男（人）,従業者30～49人／従業者数／女（人）,従業者50～99人／事業所数（事業所）,従業者50～99人／従業者数（人）,従業者50～99人／従業者数／男（人）,従業者50～99人／従業者数／女（人）,従業者100～199人／事業所数（事業所）,従業者100～199人／従業者数（人）,従業者100～199人／従業者数／男（人）,従業者100～199人／従業者数／女（人）,従業者200～299人／事業所数（事業所）,従業者200～299人／従業者数（人）,従業者200～299人／従業者数／男（人）,従業者200～299人／従業者数／女（人）,従業者300～499人／事業所数（事業所）,従業者300～499人／従業者数（人）,従業者300～499人／従業者数／男（人）,従業者300～499人／従業者数／女（人）,従業者500～999人／事業所数（事業所）,従業者500～999人／従業者数（人）,従業者500～999人／従業者数／男（人）,従業者500～999人／従業者数／女（人）,従業者1000人以上／事業所数（事業所）,従業者1000人以上／従業者数（人）,従業者1000人以上／従業者数／男（人）,従業者1000人以上／従業者数／女（人）,出向・派遣従業者のみ／事業所数（事業所）
1,13100,区部,0,0000,総数,0,A-S,00,000,000,全産業,526748,8066791,4875403,3169912,283094,629733,351361,278289,86976,86976,58867,28073,91039,182078,98609,83467,59637,178911,97010,81880,45442,181768,96875,84869,108930,712403,390756,321319,65141,881023,510875,369392,24813,590118,341578,247966,19199,722138,416349,305372,12324,844608,523029,319911,5851,802381,519192,280783,1765,428926,280089,147697,1376,524435,337860,182017,912,621878,388651,232195,603,1309148,815663,484971,2740
1,13100,区部,0,0000,総数,9,A-R,00,000,000,全産業（Ｓ公務を除く）,525404,7854417,4714328,3118613,282911,629370,351107,278180,86883,86883,58779,28068,91011,182022,98576,83444,59603,178809,96944,81844,45414,181656,96808,84824,108717,710880,389832,320720,64922,877986,508898,368332,24716,587680,339541,247565,19023,715628,410642,304569,12231,837987,518412,317907,5699,781149,503147,275596,1710,415023,268853,145030,1308,499427,316419,178450,870,592378,366964,224382,558,1206909,740513,457882,2739
1,13100,区部,0,0000,総数,1,A-B,00,000,000,農林漁業,273,2344,1694,650,134,338,244,94,29,29,26,3,35,70,50,20,41,123,83,40,29,116,85,31,79,527,404,123,44,555,425,130,3,64,41,23,5,186,134,52,4,251,192,59,1,195,119,76,1,228,135,93,-,-,-,-,-,-,-,-,-,-,-,-,2
1,13100,区部,0,0000,総数,2,A,00,000,000,農業，林業,259,2248,1610,638,127,317,227,90,28,28,25,3,34,68,48,20,39,117,78,39,26,104,76,28,76,506,387,119,40,501,375,126,3,64,41,23,5,186,134,52,4,251,192,59,1,195,119,76,1,228,135,93,-,-,-,-,-,-,-,-,-,-,-,-,2
1,13100,区部,0,0000,総数,3,A,01,000,000,農業,238,2144,1529,615,117,295,209,86,27,27,24,3,28,56,37,19,36,108,72,36,26,104,76,28,67,449,345,104,38,476,354,122,3,64,41,23,5,186,134,52,4,251,192,59,1,195,119,76,1,228,135,93,-,-,-,-,-,-,-,-,-,-,-,-,2
1,13100,区部,0,0000,総数,4,A,01,010,000,管理，補助的経済活動を行う事業所（01農業）,6,67,26,41,5,9,7,2,2,2,1,1,2,4,3,1,1,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,58,19,39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13100,区部,0,0000,総数,4,A,01,011,000,耕種農業,37,263,187,76,19,40,25,15,7,7,6,1,5,10,5,5,5,15,11,4,2,8,3,5,11,72,56,16,3,38,21,17,1,22,10,12,1,35,25,10,1,56,50,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
1,13100,区部,0,0000,総数,4,A,01,012,000,畜産農業,20,105,67,38,12,30,16,14,3,3,3,-,2,4,3,1,5,15,5,10,2,8,5,3,5,31,20,11,1,12,6,6,-,-,-,-,1,32,25,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
1,13100,区部,0,0000,総数,4,A,01,013,000,農業サービス業（園芸サービス業を除く）,12,526,327,199,5,15,7,8,-,-,-,-,1,2,-,2,3,9,5,4,1,4,2,2,1,9,7,2,3,39,27,12,-,-,-,-,1,40,32,8,-,-,-,-,1,195,119,76,1,228,135,93,-,-,-,-,-,-,-,-,-,-,-,-,-
1,13100,区部,0,0000,総数,4,A,01,014,000,園芸サービス業,163,1183,922,261,76,201,154,47,15,15,14,1,18,36,26,10,22,66,48,18,21,84,66,18,50,337,262,75,31,387,300,87,2,42,31,11,2,79,52,27,2,137,123,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
