地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,資本金階級階層,資本金階級コード,資本金階級名称,A～R全産業（Ｓ公務を除く）／会社企業数,A～R全産業（Ｓ公務を除く）／企業従業者数（人）,A～B農林漁業／会社企業数,A～B農林漁業／企業従業者数（人）,A農業，林業／会社企業数,A農業，林業／企業従業者数（人）,B漁業／会社企業数,B漁業／企業従業者数（人）,C～R非農林漁業（Ｓ公務を除く）／会社企業数,C～R非農林漁業（Ｓ公務を除く）／企業従業者数（人）,C鉱業，採石業，砂利採取業／会社企業数,C鉱業，採石業，砂利採取業／企業従業者数（人）,D建設業／会社企業数,D建設業／企業従業者数（人）,E製造業／会社企業数,E製造業／企業従業者数（人）,F電気・ガス・熱供給・水道業／会社企業数,F電気・ガス・熱供給・水道業／企業従業者数（人）,G情報通信業／会社企業数,G情報通信業／企業従業者数（人）,H運輸業，郵便業／会社企業数,H運輸業，郵便業／企業従業者数（人）,I卸売業，小売業／会社企業数,I卸売業，小売業／企業従業者数（人）,J金融業，保険業／会社企業数,J金融業，保険業／企業従業者数（人）,K不動産業，物品賃貸業／会社企業数,K不動産業，物品賃貸業／企業従業者数（人）,L学術研究，専門・技術サービス業／会社企業数,L学術研究，専門・技術サービス業／企業従業者数（人）,M宿泊業，飲食サービス業／会社企業数,M宿泊業，飲食サービス業／企業従業者数（人）,N生活関連サービス業，娯楽業／会社企業数,N生活関連サービス業，娯楽業／企業従業者数（人）,O教育，学習支援業／会社企業数,O教育，学習支援業／企業従業者数（人）,P医療，福祉／会社企業数,P医療，福祉／企業従業者数（人）,Q複合サービス事業／会社企業数,Q複合サービス事業／企業従業者数（人）,Rサービス業（他に分類されないもの）／会社企業数,Rサービス業（他に分類されないもの）／企業従業者数（人）
4,13115,1311500000,杉並区,,,杉並区,0,00,総数（資本金階級）,7566,119433,11,76,11,76,-,-,7555,119357,-,-,915,11590,434,7982,2,8,425,8215,87,5477,1878,43127,81,617,1397,6287,585,3568,618,8605,443,5030,155,2594,196,3435,-,-,339,12822
4,13115,1311500000,杉並区,,,杉並区,1,01,資本金300万円未満,525,2999,1,1,1,1,-,-,524,2998,-,-,22,74,17,63,-,-,40,184,2,16,116,964,8,17,69,179,79,197,66,574,41,288,17,143,27,209,-,-,20,90
4,13115,1311500000,杉並区,,,杉並区,1,02,資本金300万～500万円未満,2615,14497,4,17,4,17,-,-,2611,14480,-,-,263,1151,115,486,-,-,136,766,18,201,697,4067,25,84,461,1237,234,761,236,1995,180,1115,62,760,60,1013,-,-,124,844
4,13115,1311500000,杉並区,,,杉並区,1,03,資本金500万～1000万円未満,773,4928,-,-,-,-,-,-,773,4928,-,-,88,583,30,122,1,1,43,385,6,36,191,1019,8,34,148,491,42,189,96,774,50,452,16,155,28,493,-,-,26,194
4,13115,1311500000,杉並区,,,杉並区,1,04,資本金1000万～3000万円未満,2628,33785,5,31,5,31,-,-,2623,33754,-,-,427,3948,196,2444,-,-,151,2329,40,2803,645,6340,24,88,561,2416,180,1200,93,2672,98,1279,36,744,38,1070,-,-,134,6421
4,13115,1311500000,杉並区,,,杉並区,1,05,資本金3000万～5000万円未満,227,5411,1,27,1,27,-,-,226,5384,-,-,39,493,24,894,-,-,12,431,5,560,56,1218,4,16,51,416,9,178,6,324,7,250,1,47,1,51,-,-,11,506
4,13115,1311500000,杉並区,,,杉並区,1,06,資本金5000万～1億円未満,221,12542,-,-,-,-,-,-,221,12542,-,-,35,1335,22,1165,-,-,15,1469,12,1610,54,2715,6,21,47,571,6,667,6,888,7,385,-,-,3,83,-,-,8,1633
4,13115,1311500000,杉並区,,,杉並区,1,07,資本金1億～3億円未満,52,10055,-,-,-,-,-,-,52,10055,-,-,7,436,9,1440,-,-,7,1475,1,27,7,2547,-,-,7,295,3,78,1,12,3,498,2,277,2,94,-,-,3,2876
4,13115,1311500000,杉並区,,,杉並区,1,08,資本金3億～10億円未満,13,2268,-,-,-,-,-,-,13,2268,-,-,1,816,2,232,-,-,1,669,-,-,4,253,1,170,1,5,3,123,-,-,-,-,-,-,-,-,-,-,-,-
4,13115,1311500000,杉並区,,,杉並区,1,09,資本金10億～50億円未満,15,24563,-,-,-,-,-,-,15,24563,-,-,4,2234,1,927,-,-,2,371,-,-,4,20357,1,83,1,342,-,-,-,-,1,243,-,-,-,-,-,-,1,6
4,13115,1311500000,杉並区,,,杉並区,1,10,資本金50億円以上,4,2821,-,-,-,-,-,-,4,2821,-,-,1,273,-,-,-,-,-,-,-,-,2,2449,1,99,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13115,1311500000,杉並区,,,杉並区,9,91,（再掲）資本金1000万円以下,6054,44477,10,49,10,49,-,-,6044,44428,-,-,701,4366,310,1896,1,1,340,3032,51,938,1537,10239,61,216,1150,3874,516,2085,474,5471,349,2845,127,1680,145,2293,-,-,282,5492
4,13115,1311500000,杉並区,,,杉並区,9,92,（再掲）資本金5000万円以下,6857,67631,11,76,11,76,-,-,6846,67555,-,-,855,6738,390,4207,1,1,389,5163,77,4473,1723,14534,73,257,1305,5106,549,3190,498,6342,378,3404,132,1849,155,2839,-,-,321,9452
4,13115,1311500000,杉並区,,,杉並区,9,93,（再掲）資本金1億円以下,7022,80505,11,76,11,76,-,-,7011,80429,-,-,879,7925,406,5536,1,1,401,6895,84,5253,1765,17459,75,260,1343,5569,552,3261,504,7239,384,3785,134,2126,158,2987,-,-,325,12133
4,13115,1311500000,杉並区,,,杉並区,9,94,（再掲）資本金3億円以下,7043,84402,11,76,11,76,-,-,7032,84326,-,-,881,8020,413,6614,1,1,404,7039,84,5253,1767,18885,76,430,1344,5605,553,3270,504,7239,386,4267,134,2126,159,3013,-,-,326,12564
5,13115,1311501400,杉並区,杉並区阿佐谷北,,杉並区阿佐谷北,0,00,総数（資本金階級）,302,2428,1,5,1,5,-,-,301,2423,-,-,42,278,13,59,-,-,13,103,2,14,73,429,6,20,51,174,26,200,37,299,22,610,6,75,4,125,-,-,6,37
5,13115,1311501400,杉並区,杉並区阿佐谷北,,杉並区阿佐谷北,1,01,資本金300万円未満,26,137,-,-,-,-,-,-,26,137,-,-,2,10,1,1,-,-,1,1,1,4,5,50,1,4,4,7,4,26,5,28,2,6,-,-,-,-,-,-,-,-
5,13115,1311501400,杉並区,杉並区阿佐谷北,,杉並区阿佐谷北,1,02,資本金300万～500万円未満,111,559,-,-,-,-,-,-,111,559,-,-,19,77,4,9,-,-,4,32,1,10,37,185,2,8,12,26,7,21,13,114,9,60,1,14,1,2,-,-,1,1
5,13115,1311501400,杉並区,杉並区阿佐谷北,,杉並区阿佐谷北,1,03,資本金500万～1000万円未満,43,264,-,-,-,-,-,-,43,264,-,-,3,50,1,4,-,-,2,7,-,-,10,48,-,-,7,29,3,12,5,33,5,39,3,9,1,26,-,-,3,7
5,13115,1311501400,杉並区,杉並区阿佐谷北,,杉並区阿佐谷北,1,04,資本金1000万～3000万円未満,89,655,1,5,1,5,-,-,88,650,-,-,18,141,5,18,-,-,4,48,-,-,16,107,2,5,22,73,8,52,8,88,3,32,-,-,1,83,-,-,1,3
5,13115,1311501400,杉並区,杉並区阿佐谷北,,杉並区阿佐谷北,1,05,資本金3000万～5000万円未満,4,19,-,-,-,-,-,-,4,19,-,-,-,-,1,9,-,-,-,-,-,-,2,6,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13115,1311501400,杉並区,杉並区阿佐谷北,,杉並区阿佐谷北,1,06,資本金5000万～1億円未満,7,55,-,-,-,-,-,-,7,55,-,-,-,-,1,18,-,-,2,15,-,-,-,-,1,3,3,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13115,1311501400,杉並区,杉並区阿佐谷北,,杉並区阿佐谷北,1,07,資本金1億～3億円未満,2,536,-,-,-,-,-,-,2,536,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,68,-,-,1,468,-,-,-,-,-,-,-,-
5,13115,1311501400,杉並区,杉並区阿佐谷北,,杉並区阿佐谷北,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13115,1311501400,杉並区,杉並区阿佐谷北,,杉並区阿佐谷北,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13115,1311501400,杉並区,杉並区阿佐谷北,,杉並区阿佐谷北,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13115,1311501400,杉並区,杉並区阿佐谷北,,杉並区阿佐谷北,9,91,（再掲）資本金1000万円以下,256,1497,1,5,1,5,-,-,255,1492,-,-,39,248,11,32,-,-,10,71,2,14,67,377,5,17,41,125,22,111,28,221,18,131,4,23,3,111,-,-,5,11
5,13115,1311501400,杉並区,杉並区阿佐谷北,,杉並区阿佐谷北,9,92,（再掲）資本金5000万円以下,277,1680,1,5,1,5,-,-,276,1675,-,-,42,278,13,59,-,-,13,103,2,14,70,396,5,17,47,152,22,111,31,263,19,137,4,23,3,111,-,-,5,11
5,13115,1311501400,杉並区,杉並区阿佐谷北,,杉並区阿佐谷北,9,93,（再掲）資本金1億円以下,281,1757,1,5,1,5,-,-,280,1752,-,-,42,278,13,59,-,-,13,103,2,14,70,396,6,20,49,158,23,179,31,263,19,137,4,23,3,111,-,-,5,11
5,13115,1311501400,杉並区,杉並区阿佐谷北,,杉並区阿佐谷北,9,94,（再掲）資本金3億円以下,282,2225,1,5,1,5,-,-,281,2220,-,-,42,278,13,59,-,-,13,103,2,14,70,396,6,20,49,158,23,179,31,263,20,605,4,23,3,111,-,-,5,11
6,13115,1311501401,杉並区,杉並区阿佐谷北,１丁目,杉並区阿佐谷北１丁目,0,00,総数（資本金階級）,85,662,-,-,-,-,-,-,85,662,-,-,9,55,4,37,-,-,2,9,-,-,19,155,3,12,17,53,7,55,7,55,12,80,-,-,4,125,-,-,1,26
6,13115,1311501401,杉並区,杉並区阿佐谷北,１丁目,杉並区阿佐谷北１丁目,1,01,資本金300万円未満,8,74,-,-,-,-,-,-,8,74,-,-,-,-,-,-,-,-,-,-,-,-,1,32,1,4,2,5,2,18,1,12,1,3,-,-,-,-,-,-,-,-
6,13115,1311501401,杉並区,杉並区阿佐谷北,１丁目,杉並区阿佐谷北１丁目,1,02,資本金300万～500万円未満,29,127,-,-,-,-,-,-,29,127,-,-,5,20,1,2,-,-,1,8,-,-,8,42,2,8,2,3,2,5,2,12,5,25,-,-,1,2,-,-,-,-
6,13115,1311501401,杉並区,杉並区阿佐谷北,１丁目,杉並区阿佐谷北１丁目,1,03,資本金500万～1000万円未満,13,92,-,-,-,-,-,-,13,92,-,-,-,-,-,-,-,-,1,1,-,-,4,20,-,-,4,20,-,-,-,-,3,25,-,-,1,26,-,-,-,-
6,13115,1311501401,杉並区,杉並区阿佐谷北,１丁目,杉並区阿佐谷北１丁目,1,04,資本金1000万～3000万円未満,25,269,-,-,-,-,-,-,25,269,-,-,4,35,1,8,-,-,-,-,-,-,5,51,-,-,8,21,2,31,2,14,2,26,-,-,1,83,-,-,-,-
6,13115,1311501401,杉並区,杉並区阿佐谷北,１丁目,杉並区阿佐谷北１丁目,1,05,資本金3000万～5000万円未満,1,9,-,-,-,-,-,-,1,9,-,-,-,-,1,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13115,1311501401,杉並区,杉並区阿佐谷北,１丁目,杉並区阿佐谷北１丁目,1,06,資本金5000万～1億円未満,1,18,-,-,-,-,-,-,1,18,-,-,-,-,1,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13115,1311501401,杉並区,杉並区阿佐谷北,１丁目,杉並区阿佐谷北１丁目,1,07,資本金1億～3億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13115,1311501401,杉並区,杉並区阿佐谷北,１丁目,杉並区阿佐谷北１丁目,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13115,1311501401,杉並区,杉並区阿佐谷北,１丁目,杉並区阿佐谷北１丁目,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13115,1311501401,杉並区,杉並区阿佐谷北,１丁目,杉並区阿佐谷北１丁目,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13115,1311501401,杉並区,杉並区阿佐谷北,１丁目,杉並区阿佐谷北１丁目,9,91,（再掲）資本金1000万円以下,72,535,-,-,-,-,-,-,72,535,-,-,8,38,2,10,-,-,2,9,-,-,18,145,3,12,15,47,6,54,4,30,11,79,-,-,3,111,-,-,-,-
6,13115,1311501401,杉並区,杉並区阿佐谷北,１丁目,杉並区阿佐谷北１丁目,9,92,（再掲）資本金5000万円以下,77,589,-,-,-,-,-,-,77,589,-,-,9,55,4,37,-,-,2,9,-,-,18,145,3,12,16,49,6,54,5,38,11,79,-,-,3,111,-,-,-,-
6,13115,1311501401,杉並区,杉並区阿佐谷北,１丁目,杉並区阿佐谷北１丁目,9,93,（再掲）資本金1億円以下,77,589,-,-,-,-,-,-,77,589,-,-,9,55,4,37,-,-,2,9,-,-,18,145,3,12,16,49,6,54,5,38,11,79,-,-,3,111,-,-,-,-
6,13115,1311501401,杉並区,杉並区阿佐谷北,１丁目,杉並区阿佐谷北１丁目,9,94,（再掲）資本金3億円以下,77,589,-,-,-,-,-,-,77,589,-,-,9,55,4,37,-,-,2,9,-,-,18,145,3,12,16,49,6,54,5,38,11,79,-,-,3,111,-,-,-,-
6,13115,1311501402,杉並区,杉並区阿佐谷北,２丁目,杉並区阿佐谷北２丁目,0,00,総数（資本金階級）,89,554,1,5,1,5,-,-,88,549,-,-,2,46,1,4,-,-,4,25,1,10,22,127,2,5,17,54,4,15,23,144,6,42,5,73,-,-,-,-,1,4
6,13115,1311501402,杉並区,杉並区阿佐谷北,２丁目,杉並区阿佐谷北２丁目,1,01,資本金300万円未満,7,32,-,-,-,-,-,-,7,32,-,-,-,-,-,-,-,-,1,1,-,-,1,14,-,-,1,1,-,-,4,16,-,-,-,-,-,-,-,-,-,-
6,13115,1311501402,杉並区,杉並区阿佐谷北,２丁目,杉並区阿佐谷北２丁目,1,02,資本金300万～500万円未満,32,178,-,-,-,-,-,-,32,178,-,-,1,3,-,-,-,-,-,-,1,10,12,50,-,-,5,16,1,8,8,47,3,30,1,14,-,-,-,-,-,-
6,13115,1311501402,杉並区,杉並区阿佐谷北,２丁目,杉並区阿佐谷北２丁目,1,03,資本金500万～1000万円未満,19,131,-,-,-,-,-,-,19,131,-,-,1,43,1,4,-,-,1,6,-,-,4,24,-,-,3,9,1,2,4,30,1,2,2,7,-,-,-,-,1,4
6,13115,1311501402,杉並区,杉並区阿佐谷北,２丁目,杉並区阿佐谷北２丁目,1,04,資本金1000万～3000万円未満,22,120,1,5,1,5,-,-,21,115,-,-,-,-,-,-,-,-,2,18,-,-,3,20,2,5,7,25,2,5,4,36,1,6,-,-,-,-,-,-,-,-
6,13115,1311501402,杉並区,杉並区阿佐谷北,２丁目,杉並区阿佐谷北２丁目,1,05,資本金3000万～5000万円未満,1,1,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13115,1311501402,杉並区,杉並区阿佐谷北,２丁目,杉並区阿佐谷北２丁目,1,06,資本金5000万～1億円未満,1,3,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13115,1311501402,杉並区,杉並区阿佐谷北,２丁目,杉並区阿佐谷北２丁目,1,07,資本金1億～3億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13115,1311501402,杉並区,杉並区阿佐谷北,２丁目,杉並区阿佐谷北２丁目,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13115,1311501402,杉並区,杉並区阿佐谷北,２丁目,杉並区阿佐谷北２丁目,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13115,1311501402,杉並区,杉並区阿佐谷北,２丁目,杉並区阿佐谷北２丁目,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13115,1311501402,杉並区,杉並区阿佐谷北,２丁目,杉並区阿佐谷北２丁目,9,91,（再掲）資本金1000万円以下,76,408,1,5,1,5,-,-,75,403,-,-,2,46,1,4,-,-,3,8,1,10,20,108,2,5,15,48,4,15,19,102,4,32,3,21,-,-,-,-,1,4
6,13115,1311501402,杉並区,杉並区阿佐谷北,２丁目,杉並区阿佐谷北２丁目,9,92,（再掲）資本金5000万円以下,81,462,1,5,1,5,-,-,80,457,-,-,2,46,1,4,-,-,4,25,1,10,21,109,2,5,16,51,4,15,20,129,5,38,3,21,-,-,-,-,1,4
6,13115,1311501402,杉並区,杉並区阿佐谷北,２丁目,杉並区阿佐谷北２丁目,9,93,（再掲）資本金1億円以下,82,465,1,5,1,5,-,-,81,460,-,-,2,46,1,4,-,-,4,25,1,10,21,109,2,5,17,54,4,15,20,129,5,38,3,21,-,-,-,-,1,4
6,13115,1311501402,杉並区,杉並区阿佐谷北,２丁目,杉並区阿佐谷北２丁目,9,94,（再掲）資本金3億円以下,82,465,1,5,1,5,-,-,81,460,-,-,2,46,1,4,-,-,4,25,1,10,21,109,2,5,17,54,4,15,20,129,5,38,3,21,-,-,-,-,1,4
6,13115,1311501403,杉並区,杉並区阿佐谷北,３丁目,杉並区阿佐谷北３丁目,0,00,総数（資本金階級）,38,289,-,-,-,-,-,-,38,289,-,-,7,62,3,4,-,-,3,16,1,4,12,88,-,-,2,2,4,73,4,35,-,-,-,-,-,-,-,-,2,5
6,13115,1311501403,杉並区,杉並区阿佐谷北,３丁目,杉並区阿佐谷北３丁目,1,01,資本金300万円未満,3,12,-,-,-,-,-,-,3,12,-,-,1,6,-,-,-,-,-,-,1,4,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13115,1311501403,杉並区,杉並区阿佐谷北,３丁目,杉並区阿佐谷北３丁目,1,02,資本金300万～500万円未満,15,110,-,-,-,-,-,-,15,110,-,-,2,5,-,-,-,-,1,3,-,-,7,70,-,-,1,1,2,3,2,28,-,-,-,-,-,-,-,-,-,-
6,13115,1311501403,杉並区,杉並区阿佐谷北,３丁目,杉並区阿佐谷北３丁目,1,03,資本金500万～1000万円未満,3,8,-,-,-,-,-,-,3,8,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,1,2
6,13115,1311501403,杉並区,杉並区阿佐谷北,３丁目,杉並区阿佐谷北３丁目,1,04,資本金1000万～3000万円未満,14,75,-,-,-,-,-,-,14,75,-,-,4,51,3,4,-,-,1,1,-,-,3,13,-,-,1,1,1,2,-,-,-,-,-,-,-,-,-,-,1,3
6,13115,1311501403,杉並区,杉並区阿佐谷北,３丁目,杉並区阿佐谷北３丁目,1,05,資本金3000万～5000万円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13115,1311501403,杉並区,杉並区阿佐谷北,３丁目,杉並区阿佐谷北３丁目,1,06,資本金5000万～1億円未満,1,12,-,-,-,-,-,-,1,12,-,-,-,-,-,-,-,-,1,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13115,1311501403,杉並区,杉並区阿佐谷北,３丁目,杉並区阿佐谷北３丁目,1,07,資本金1億～3億円未満,1,68,-,-,-,-,-,-,1,68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,68,-,-,-,-,-,-,-,-,-,-,-,-
6,13115,1311501403,杉並区,杉並区阿佐谷北,３丁目,杉並区阿佐谷北３丁目,1,08,資本金3億～10億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13115,1311501403,杉並区,杉並区阿佐谷北,３丁目,杉並区阿佐谷北３丁目,1,09,資本金10億～50億円未満,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13115,1311501403,杉並区,杉並区阿佐谷北,３丁目,杉並区阿佐谷北３丁目,1,10,資本金50億円以上,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
