地域階層,地域コード,地域名,経営組織階層,経営組織コード,経営組織名称,産業分類階層,大分類,中分類,小分類,小分類の内訳,産業分類名称,総数（従業者規模）／事業所数（事業所）,総数（従業者規模）／従業者数（人）,総数（従業者規模）／従業者数／男（人）,総数（従業者規模）／従業者数／女（人）,従業者1～4人／事業所数（事業所）,従業者1～4人／従業者数（人）,従業者1～4人／従業者数／男（人）,従業者1～4人／従業者数／女（人）,従業者1人／事業所数（事業所）,従業者1人／従業者数（人）,従業者1人／従業者数／男（人）,従業者1人／従業者数／女（人）,従業者2人／事業所数（事業所）,従業者2人／従業者数（人）,従業者2人／従業者数／男（人）,従業者2人／従業者数／女（人）,従業者3人／事業所数（事業所）,従業者3人／従業者数（人）,従業者3人／従業者数／男（人）,従業者3人／従業者数／女（人）,従業者4人／事業所数（事業所）,従業者4人／従業者数（人）,従業者4人／従業者数／男（人）,従業者4人／従業者数／女（人）,従業者5～9人／事業所数（事業所）,従業者5～9人／従業者数（人）,従業者5～9人／従業者数／男（人）,従業者5～9人／従業者数／女（人）,従業者10～19人／事業所数（事業所）,従業者10～19人／従業者数（人）,従業者10～19人／従業者数／男（人）,従業者10～19人／従業者数／女（人）,従業者20～29人／事業所数（事業所）,従業者20～29人／従業者数（人）,従業者20～29人／従業者数／男（人）,従業者20～29人／従業者数／女（人）,従業者30～49人／事業所数（事業所）,従業者30～49人／従業者数（人）,従業者30～49人／従業者数／男（人）,従業者30～49人／従業者数／女（人）,従業者50～99人／事業所数（事業所）,従業者50～99人／従業者数（人）,従業者50～99人／従業者数／男（人）,従業者50～99人／従業者数／女（人）,従業者100～199人／事業所数（事業所）,従業者100～199人／従業者数（人）,従業者100～199人／従業者数／男（人）,従業者100～199人／従業者数／女（人）,従業者200～299人／事業所数（事業所）,従業者200～299人／従業者数（人）,従業者200～299人／従業者数／男（人）,従業者200～299人／従業者数／女（人）,従業者300～499人／事業所数（事業所）,従業者300～499人／従業者数（人）,従業者300～499人／従業者数／男（人）,従業者300～499人／従業者数／女（人）,従業者500～999人／事業所数（事業所）,従業者500～999人／従業者数（人）,従業者500～999人／従業者数／男（人）,従業者500～999人／従業者数／女（人）,従業者1000人以上／事業所数（事業所）,従業者1000人以上／従業者数（人）,従業者1000人以上／従業者数／男（人）,従業者1000人以上／従業者数／女（人）,出向・派遣従業者のみ／事業所数（事業所）
4,13102,中央区,0,0000,総数,0,A-S,00,000,000,全産業,37869,756052,466333,287169,16710,39834,23201,16630,4395,4395,3175,1217,4872,9744,5629,4115,4077,12231,6844,5387,3366,13464,7553,5911,8975,58905,34560,24315,5568,75301,46388,28888,2184,52054,32840,19193,1725,65158,41655,23468,1245,86198,56860,29075,623,86065,57692,28199,174,42138,28334,13804,129,49191,32140,16643,96,64228,41491,22737,58,136980,71172,64217,382
4,13102,中央区,0,0000,総数,9,A-R,00,000,000,全産業（Ｓ公務を除く）,37830,752360,463453,286357,16707,39829,23197,16629,4394,4394,3174,1217,4870,9740,5626,4114,4077,12231,6844,5387,3366,13464,7553,5911,8971,58879,34541,24308,5561,75203,46318,28860,2179,51937,32744,19172,1720,64975,41475,23465,1242,85987,56688,29036,616,84879,56769,27936,172,41623,27852,13771,127,48569,31636,16525,95,63499,41061,22438,58,136980,71172,64217,382
4,13102,中央区,0,0000,総数,1,A-B,00,000,000,農林漁業,23,254,223,31,7,20,16,4,-,-,-,-,2,4,3,1,4,12,9,3,1,4,4,-,8,54,46,8,6,79,70,9,-,-,-,-,1,32,25,7,1,69,66,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13102,中央区,0,0000,総数,2,A,00,000,000,農業，林業,15,183,160,23,5,13,10,3,-,-,-,-,2,4,3,1,3,9,7,2,-,-,-,-,5,33,29,4,3,36,30,6,-,-,-,-,1,32,25,7,1,69,66,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13102,中央区,0,0000,総数,3,A,01,000,000,農業,12,159,141,18,4,11,8,3,-,-,-,-,1,2,1,1,3,9,7,2,-,-,-,-,4,26,23,3,2,21,19,2,-,-,-,-,1,32,25,7,1,69,66,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13102,中央区,0,0000,総数,4,A,01,010,000,管理，補助的経済活動を行う事業所（01農業）,1,3,3,-,1,3,3,-,-,-,-,-,-,-,-,-,1,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13102,中央区,0,0000,総数,4,A,01,011,000,耕種農業,4,26,23,3,1,2,1,1,-,-,-,-,1,2,1,1,-,-,-,-,-,-,-,-,2,13,11,2,1,11,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13102,中央区,0,0000,総数,4,A,01,012,000,畜産農業,3,40,30,10,1,3,1,2,-,-,-,-,-,-,-,-,1,3,1,2,-,-,-,-,1,5,4,1,-,-,-,-,-,-,-,-,1,32,25,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13102,中央区,0,0000,総数,4,A,01,013,000,農業サービス業（園芸サービス業を除く）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13102,中央区,0,0000,総数,4,A,01,014,000,園芸サービス業,4,90,85,5,1,3,3,-,-,-,-,-,-,-,-,-,1,3,3,-,-,-,-,-,1,8,8,-,1,10,8,2,-,-,-,-,-,-,-,-,1,69,66,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
