地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,経営組織階層,経営組織コード,経営組織名称,従業者数（人）,従業者数／男（人）,従業者数／女（人）,従業者数／個人業主（人）,従業者数／個人業主／男（人）,従業者数／個人業主／女（人）,従業者数／無給の家族従業者（人）,従業者数／無給の家族従業者／男（人）,従業者数／無給の家族従業者／女（人）,従業者数／有給役員（人）,従業者数／有給役員／男（人）,従業者数／有給役員／女（人）,従業者数／雇用者（人）,従業者数／雇用者／男（人）,従業者数／雇用者／女（人）,従業者数／雇用者／常用雇用者（人）,従業者数／雇用者／常用雇用者／男（人）,従業者数／雇用者／常用雇用者／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員（人）,従業者数／雇用者／常用雇用者／正社員・正職員／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／女（人）,従業者数／雇用者／臨時雇用者（人）,従業者数／雇用者／臨時雇用者／男（人）,従業者数／雇用者／臨時雇用者／女（人）,従業者数／（再掲）他への出向・派遣従業者（人）,従業者数／（再掲）他への出向・派遣従業者／男（人）,従業者数／（再掲）他への出向・派遣従業者／女（人）,他からの出向・派遣従業者（人）,他からの出向・派遣従業者／男（人）,他からの出向・派遣従業者／女（人）,事業従事者数（人）,事業従事者数／男（人）,事業従事者数／女（人）
4,13305,1330500000,日の出町,,,日の出町,1,1000,民営,9248,4812,4436,177,137,40,41,11,30,449,341,108,8581,4323,4258,8126,4119,4007,4541,3008,1533,3585,1111,2474,455,204,251,68,41,27,177,110,67,9357,4881,4476
4,13305,1330500000,日の出町,,,日の出町,2,1100,個人,519,296,223,177,137,40,41,11,30,-,-,-,301,148,153,261,122,139,119,56,63,142,66,76,40,26,14,-,-,-,1,1,-,520,297,223
4,13305,1330500000,日の出町,,,日の出町,3,1210,会社,5770,3257,2513,-,-,-,-,-,-,396,300,96,5374,2957,2417,5068,2815,2253,2623,2073,550,2445,742,1703,306,142,164,48,38,10,137,89,48,5859,3308,2551
4,13305,1330500000,日の出町,,,日の出町,3,1220,会社以外の法人,2957,1258,1699,-,-,-,-,-,-,52,40,12,2905,1218,1687,2796,1182,1614,1799,879,920,997,303,694,109,36,73,20,3,17,39,20,19,2976,1275,1701
4,13305,1330500000,日の出町,,,日の出町,2,1300,法人でない団体,2,1,1,-,-,-,-,-,-,1,1,-,1,-,1,1,-,1,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,2,1,1
5,13305,1330500200,日の出町,日の出町大字大久野,,日の出町大字大久野,1,1000,民営,2219,1195,1024,81,63,18,19,4,15,167,125,42,1952,1003,949,1860,932,928,1246,716,530,614,216,398,92,71,21,2,1,1,17,12,5,2234,1206,1028
5,13305,1330500200,日の出町,日の出町大字大久野,,日の出町大字大久野,2,1100,個人,207,123,84,81,63,18,19,4,15,-,-,-,107,56,51,90,43,47,65,30,35,25,13,12,17,13,4,-,-,-,-,-,-,207,123,84
5,13305,1330500200,日の出町,日の出町大字大久野,,日の出町大字大久野,3,1210,会社,787,527,260,-,-,-,-,-,-,137,99,38,650,428,222,601,384,217,384,304,80,217,80,137,49,44,5,2,1,1,10,6,4,795,532,263
5,13305,1330500200,日の出町,日の出町大字大久野,,日の出町大字大久野,3,1220,会社以外の法人,1223,544,679,-,-,-,-,-,-,29,25,4,1194,519,675,1168,505,663,797,382,415,371,123,248,26,14,12,-,-,-,7,6,1,1230,550,680
5,13305,1330500200,日の出町,日の出町大字大久野,,日の出町大字大久野,2,1300,法人でない団体,2,1,1,-,-,-,-,-,-,1,1,-,1,-,1,1,-,1,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,2,1,1
5,13305,1330500100,日の出町,日の出町大字平井,,日の出町大字平井,1,1000,民営,7029,3617,3412,96,74,22,22,7,15,282,216,66,6629,3320,3309,6266,3187,3079,3295,2292,1003,2971,895,2076,363,133,230,66,40,26,160,98,62,7123,3675,3448
5,13305,1330500100,日の出町,日の出町大字平井,,日の出町大字平井,2,1100,個人,312,173,139,96,74,22,22,7,15,-,-,-,194,92,102,171,79,92,54,26,28,117,53,64,23,13,10,-,-,-,1,1,-,313,174,139
5,13305,1330500100,日の出町,日の出町大字平井,,日の出町大字平井,3,1210,会社,4983,2730,2253,-,-,-,-,-,-,259,201,58,4724,2529,2195,4467,2431,2036,2239,1769,470,2228,662,1566,257,98,159,46,37,9,127,83,44,5064,2776,2288
5,13305,1330500100,日の出町,日の出町大字平井,,日の出町大字平井,3,1220,会社以外の法人,1734,714,1020,-,-,-,-,-,-,23,15,8,1711,699,1012,1628,677,951,1002,497,505,626,180,446,83,22,61,20,3,17,32,14,18,1746,725,1021
5,13305,1330500100,日の出町,日の出町大字平井,,日の出町大字平井,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
平成26年経済センサス-基礎調査報告,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第24表　区市町村、町丁目、経営組織（4区分）、従業上の地位（6区分）、男女別従業者数、出向・派遣従業者数及び事業従事者数-民営-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注）従業者数等の人数には、男女別が不詳の者が含まれるため、男性と女性の合計が総数に一致しない場合がある。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層（4:区市町村　5:町・大字　6:丁目・字）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
経営組織階層（1:民営　2:個人・法人でない団体　3:会社・会社以外の法人）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
